Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,19.26,26.4
1.0,3.95,19.26,26.4
2.0,7.9,19.91,26.61
3.0,11.86,21.2,27.05
4.0,15.81,21.85,27.26
5.0,19.76,22.5,28.34
6.0,23.71,22.72,28.34
7.0,27.66,22.94,28.78
8.0,31.62,23.37,29.21
9.0,35.57,24.02,29.43
10.0,39.52,24.67,29.86
11.0,43.47,24.88,30.08
12.0,47.42,24.88,30.51
13.0,51.37,25.53,30.72
14.0,55.33,25.53,31.37
15.0,59.28,25.75,31.59
16.0,63.23,26.61,32.24
17.0,67.18,27.26,32.46
18.0,71.13,27.48,33.32
19.0,75.09,28.13,33.54
20.0,79.04,28.99,33.97
21.0,82.99,31.59,33.97
22.0,86.94,32.02,34.84
23.0,90.89,32.89,36.35
24.0,94.85,34.19,37.0
25.0,98.8,35.92,37.22
26.0,102.75,36.78,37.86
27.0,106.7,37.86,39.38
28.0,110.65,37.86,40.46
29.0,114.61,38.95,41.11
30.0,118.56,39.81,41.76
31.0,122.51,40.89,42.19
32.0,126.46,42.41,43.49
33.0,130.41,42.41,43.92
34.0,134.36,43.27,44.79
35.0,138.32,43.92,46.74
36.0,142.27,46.3,47.17
37.0,146.22,46.95,49.76
38.0,150.17,48.68,51.28
39.0,154.12,51.71,52.14
40.0,158.08,52.14,53.23
41.0,162.03,53.44,55.17
42.0,165.98,55.61,56.9
43.0,169.93,57.34,57.99
44.0,173.88,60.8,59.07
45.0,177.84,62.53,59.72
46.0,181.79,65.34,63.18
47.0,185.74,66.21,63.4
48.0,189.69,68.37,64.91
49.0,193.64,71.62,66.21
50.0,197.6,73.13,67.51
51.0,201.55,75.3,68.59
52.0,205.5,76.81,69.67
53.0,209.45,79.62,72.05
54.0,213.4,83.3,75.08
55.0,217.35,84.82,77.89
56.0,221.31,90.01,79.41
57.0,225.26,91.31,81.35
58.0,229.21,95.2,84.17
59.0,233.16,97.37,87.2
60.0,237.11,100.83,89.36
61.0,241.07,103.86,90.87
62.0,245.02,109.48,93.69
63.0,248.97,112.3,97.58
64.0,252.92,117.7,99.96
65.0,256.87,121.38,102.99
66.0,260.83,125.71,104.94
67.0,264.78,129.82,110.35
68.0,268.73,136.31,113.59
69.0,272.68,140.86,115.97
70.0,276.63,146.91,120.95
71.0,280.59,152.11,125.28
72.0,284.54,158.17,128.31
73.0,288.49,164.22,132.42
74.0,292.44,169.63,137.61
75.0,296.39,176.77,142.8
76.0,300.34,183.91,150.38
77.0,304.3,193.22,155.35
78.0,308.25,201.87,160.98
79.0,312.2,206.63,166.6
80.0,316.15,216.15,173.09
81.0,320.1,222.64,180.45
82.0,324.06,231.73,185.86
83.0,328.01,240.6,193.0
84.0,331.96,249.04,200.36
85.0,335.91,258.34,207.5
86.0,339.86,267.22,215.72
87.0,343.82,277.6,220.7
88.0,347.77,285.61,228.05
89.0,351.72,297.51,235.19
90.0,355.67,305.08,240.82
91.0,359.62,313.73,250.77
92.0,363.58,321.31,258.78
93.0,367.53,331.48,267.22
94.0,371.48,342.3,274.14
95.0,375.43,350.52,280.85
96.0,379.38,361.12,286.47
97.0,383.33,371.94,294.26
98.0,387.29,380.81,301.62
99.0,391.24,392.71,310.06
100.0,395.19,398.55,317.2
101.0,399.14,408.5,323.47
102.0,403.09,413.05,330.39
103.0,407.05,424.3,339.27
104.0,411.0,433.6,345.97
105.0,414.95,442.04,351.82
106.0,418.9,448.53,357.66
107.0,422.85,455.24,364.15
108.0,426.81,462.81,370.86
109.0,430.76,471.25,375.4
110.0,434.71,480.34,382.32
111.0,438.66,486.61,386.22
112.0,442.61,492.89,390.76
113.0,446.57,500.46,396.39
114.0,450.52,505.44,405.04
115.0,454.47,513.88,409.37
116.0,458.42,520.58,413.48
117.0,462.37,527.07,418.02
118.0,466.32,530.97,424.52
119.0,470.28,537.03,426.68
120.0,474.23,541.57,431.01
121.0,478.18,544.82,434.04
122.0,482.13,547.63,436.63
123.0,486.08,554.99,441.39
124.0,490.04,559.1,442.04
125.0,493.99,563.42,445.72
126.0,497.94,567.1,448.32
127.0,501.89,570.35,451.34
128.0,505.84,574.67,453.72
129.0,509.8,577.27,455.46
130.0,513.75,582.03,457.62
131.0,517.7,584.84,459.35
132.0,521.65,589.17,460.43
133.0,525.6,592.85,463.03
134.0,529.56,596.31,464.11
135.0,533.51,599.12,466.27
136.0,537.46,602.59,467.14
137.0,541.41,605.18,468.22
138.0,545.36,607.78,469.09
139.0,549.31,609.73,470.82
140.0,553.27,612.54,472.12
141.0,557.22,615.57,473.2
142.0,561.17,617.3,473.63
143.0,565.12,620.11,475.79
144.0,569.07,622.93,476.66
145.0,573.03,624.66,477.09
146.0,576.98,626.17,477.31
147.0,580.93,626.17,477.74
148.0,584.88,627.9,478.39
149.0,588.83,630.28,478.61
150.0,592.79,633.31,479.47
151.0,596.74,634.83,479.91
152.0,600.69,636.77,480.34
153.0,604.64,638.5,480.12
154.0,608.59,639.15,479.26
155.0,612.55,640.67,479.91
156.0,616.5,641.97,479.69
157.0,620.45,643.26,479.04
158.0,624.4,646.08,478.17
159.0,628.35,646.73,478.17
160.0,632.3,647.16,477.74
161.0,636.26,647.37,477.96
162.0,640.21,647.37,477.53
163.0,644.16,648.02,475.79
164.0,648.11,647.59,473.85
165.0,652.06,646.51,473.63
166.0,656.02,646.08,473.2
167.0,659.97,646.51,472.77
168.0,663.92,646.73,472.77
169.0,667.87,647.37,471.25
170.0,671.82,647.59,469.95
171.0,675.78,647.37,469.74
172.0,679.73,648.02,469.3
173.0,683.68,649.11,469.09
174.0,687.63,649.11,469.09
175.0,691.58,649.32,468.22
176.0,695.54,647.59,469.09
177.0,699.49,648.46,468.65
178.0,703.44,648.89,468.01
179.0,707.39,649.11,468.01
180.0,711.34,648.89,468.44
181.0,715.29,647.16,468.65
182.0,719.25,647.16,468.01
183.0,723.2,644.99,467.36
184.0,727.15,642.18,466.27
185.0,731.1,638.5,465.84
186.0,735.05,638.07,465.41
187.0,739.01,638.72,466.06
188.0,742.96,638.07,467.36
189.0,746.91,637.42,466.49
190.0,750.86,637.42,466.71
191.0,754.81,636.77,466.27
192.0,758.77,635.91,466.71
193.0,762.72,635.04,466.27
194.0,766.67,633.96,467.14
195.0,770.62,632.23,467.14
196.0,774.57,631.36,466.92
197.0,778.53,629.42,468.87
198.0,782.48,628.33,469.52
199.0,786.43,626.82,470.17
200.0,790.38,625.09,471.03
201.0,794.33,621.41,470.39
202.0,798.28,619.46,470.17
203.0,802.24,618.81,471.47
204.0,806.19,618.16,471.9
205.0,810.14,616.0,470.82
206.0,814.09,613.62,471.25
207.0,818.04,611.46,469.74
208.0,822.0,607.13,469.74
209.0,825.95,606.48,470.39
210.0,829.9,603.02,468.01
211.0,833.85,601.5,467.79
212.0,837.8,599.12,467.79
213.0,841.76,596.74,467.14
214.0,845.71,594.36,466.92
215.0,849.66,593.5,467.36
216.0,853.61,590.04,468.01
217.0,857.56,588.96,466.06
218.0,861.52,583.98,464.98
219.0,865.47,581.38,463.89
220.0,869.42,580.3,463.25
221.0,873.37,577.92,463.25
222.0,877.32,573.38,462.6
223.0,881.27,570.56,461.3
224.0,885.23,567.75,461.3
225.0,889.18,565.37,459.78
226.0,893.13,561.69,459.13
227.0,897.08,560.18,459.78
228.0,901.03,556.72,458.92
229.0,904.99,553.47,457.4
230.0,908.94,551.52,457.4
231.0,912.89,547.85,457.62
232.0,916.84,542.0,456.32
233.0,920.79,536.81,456.54
234.0,924.75,532.7,455.89
235.0,928.7,527.72,455.67
236.0,932.65,525.34,456.1
