Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,26.95,33.08
1.0,3.95,26.95,33.08
2.0,7.9,26.95,33.08
3.0,11.86,26.95,33.27
4.0,15.81,26.95,33.27
5.0,19.76,26.58,33.64
6.0,23.71,26.58,33.64
7.0,27.66,26.58,33.64
8.0,31.62,26.58,33.64
9.0,35.57,26.58,33.82
10.0,39.52,26.95,33.82
11.0,43.47,26.39,33.82
12.0,47.42,26.58,33.82
13.0,51.37,26.58,33.82
14.0,55.33,26.58,33.82
15.0,59.28,26.58,33.82
16.0,63.23,26.76,33.82
17.0,67.18,26.95,33.45
18.0,71.13,26.95,32.89
19.0,75.09,26.95,32.52
20.0,79.04,26.95,32.52
21.0,82.99,26.58,32.89
22.0,86.94,26.58,33.64
23.0,90.89,26.58,32.89
24.0,94.85,26.58,32.89
25.0,98.8,26.58,32.89
26.0,102.75,26.58,33.64
27.0,106.7,26.58,33.82
28.0,110.65,26.39,33.45
29.0,114.61,26.58,33.27
30.0,118.56,26.95,32.89
31.0,122.51,26.95,32.89
32.0,126.46,26.76,32.52
33.0,130.41,26.76,32.34
34.0,134.36,26.95,31.96
35.0,138.32,26.95,31.96
36.0,142.27,26.95,31.78
37.0,146.22,26.95,31.22
38.0,150.17,26.95,30.85
39.0,154.12,26.95,31.04
40.0,158.08,26.95,31.04
41.0,162.03,26.95,30.48
42.0,165.98,26.95,30.48
43.0,169.93,26.39,30.11
44.0,173.88,26.39,30.11
45.0,177.84,26.02,29.92
46.0,181.79,25.83,29.92
47.0,185.74,25.65,29.73
48.0,189.69,25.46,29.73
49.0,193.64,25.27,28.99
50.0,197.6,24.35,28.81
51.0,201.55,23.79,28.81
52.0,205.5,23.23,28.62
53.0,209.45,22.67,27.69
54.0,213.4,22.67,27.5
55.0,217.35,22.49,27.13
56.0,221.31,22.3,26.95
57.0,225.26,21.93,26.95
58.0,229.21,21.19,26.2
59.0,233.16,21.19,26.02
60.0,237.11,21.19,25.65
61.0,241.07,20.07,24.9
62.0,245.02,18.96,23.79
63.0,248.97,18.77,22.86
64.0,252.92,18.4,22.3
65.0,256.87,17.28,20.26
66.0,260.83,16.73,19.89
67.0,264.78,16.35,19.33
68.0,268.73,16.35,18.77
69.0,272.68,16.17,18.4
70.0,276.63,15.98,17.84
71.0,280.59,15.98,16.91
72.0,284.54,16.17,16.35
73.0,288.49,16.17,16.17
74.0,292.44,16.17,15.98
75.0,296.39,15.98,15.42
76.0,300.34,15.98,15.24
77.0,304.3,15.8,15.05
78.0,308.25,15.8,15.05
79.0,312.2,14.87,14.31
80.0,316.15,14.68,14.31
81.0,320.1,14.68,13.75
82.0,324.06,13.94,13.57
83.0,328.01,13.38,13.57
84.0,331.96,13.19,13.57
85.0,335.91,13.19,12.82
86.0,339.86,13.01,12.64
87.0,343.82,13.01,12.27
88.0,347.77,12.82,12.08
89.0,351.72,12.45,11.34
90.0,355.67,12.64,11.34
91.0,359.62,12.64,11.34
92.0,363.58,12.64,11.52
93.0,367.53,12.45,11.71
94.0,371.48,13.01,11.52
95.0,375.43,13.01,10.78
96.0,379.38,13.01,10.22
97.0,383.33,13.01,10.22
98.0,387.29,12.08,10.22
99.0,391.24,12.08,10.22
100.0,395.19,12.08,9.85
101.0,399.14,12.08,9.85
102.0,403.09,12.08,9.66
103.0,407.05,12.08,9.48
104.0,411.0,12.08,9.11
105.0,414.95,11.89,8.92
106.0,418.9,11.89,8.92
107.0,422.85,11.89,9.11
108.0,426.81,11.89,9.11
109.0,430.76,11.71,8.92
110.0,434.71,11.52,8.36
111.0,438.66,11.52,8.18
112.0,442.61,11.15,8.18
113.0,446.57,10.78,8.18
114.0,450.52,10.78,8.18
115.0,454.47,10.59,8.18
116.0,458.42,10.59,8.18
117.0,462.37,10.41,8.18
118.0,466.32,10.41,7.62
119.0,470.28,10.04,7.62
120.0,474.23,10.04,7.62
121.0,478.18,10.04,7.62
122.0,482.13,10.04,7.62
123.0,486.08,10.41,7.99
124.0,490.04,10.41,7.99
125.0,493.99,10.41,8.73
126.0,497.94,10.22,8.73
127.0,501.89,10.22,8.36
128.0,505.84,10.22,8.36
129.0,509.8,10.22,8.36
130.0,513.75,10.22,8.18
131.0,517.7,10.22,7.62
132.0,521.65,10.22,7.62
133.0,525.6,10.22,7.25
134.0,529.56,10.41,7.06
135.0,533.51,10.59,6.69
136.0,537.46,10.59,6.69
137.0,541.41,10.78,6.5
138.0,545.36,10.96,6.88
139.0,549.31,10.59,6.88
140.0,553.27,10.59,6.69
141.0,557.22,10.59,6.69
142.0,561.17,10.59,6.69
143.0,565.12,10.59,6.69
144.0,569.07,10.59,6.69
145.0,573.03,10.96,6.88
146.0,576.98,10.96,6.88
147.0,580.93,10.96,6.88
148.0,584.88,11.34,6.88
149.0,588.83,11.34,7.25
150.0,592.79,11.15,7.25
151.0,596.74,11.15,7.25
152.0,600.69,10.96,7.43
153.0,604.64,10.96,7.43
154.0,608.59,11.15,7.81
155.0,612.55,10.78,7.81
156.0,616.5,10.96,8.18
157.0,620.45,11.71,8.55
158.0,624.4,12.08,9.29
159.0,628.35,12.08,9.66
160.0,632.3,12.64,10.41
161.0,636.26,13.01,11.71
162.0,640.21,13.38,14.68
163.0,644.16,13.57,16.73
164.0,648.11,13.75,19.51
165.0,652.06,14.5,23.97
166.0,656.02,14.87,27.5
167.0,659.97,16.17,33.45
168.0,663.92,17.47,37.73
169.0,667.87,17.84,41.44
170.0,671.82,19.33,46.09
171.0,675.78,20.26,50.18
172.0,679.73,22.12,55.94
173.0,683.68,25.83,60.77
174.0,687.63,28.81,66.9
175.0,691.58,34.57,73.04
176.0,695.54,40.33,81.77
177.0,699.49,44.79,89.2
178.0,703.44,49.62,98.87
179.0,707.39,55.94,108.9
180.0,711.34,61.7,118.75
181.0,715.29,68.39,133.25
182.0,719.25,74.34,143.84
183.0,723.2,84.56,155.92
184.0,727.15,94.97,168.19
185.0,731.1,104.26,178.22
186.0,735.05,115.59,188.82
187.0,739.01,126.56,198.85
188.0,742.96,139.01,209.26
189.0,746.91,151.65,220.97
190.0,750.86,162.61,232.49
191.0,754.81,173.39,242.52
192.0,758.77,186.03,254.05
193.0,762.72,197.74,264.64
194.0,766.67,209.44,273.0
195.0,770.62,220.78,283.41
196.0,774.57,231.56,293.07
197.0,778.53,242.15,302.92
198.0,782.48,254.42,310.17
199.0,786.43,265.94,317.6
200.0,790.38,275.23,325.41
201.0,794.33,283.97,333.59
202.0,798.28,294.37,340.28
203.0,802.24,303.48,346.22
204.0,806.19,312.96,349.94
205.0,810.14,320.95,355.89
206.0,814.09,328.01,361.28
207.0,818.04,334.89,366.85
208.0,822.0,341.58,370.38
209.0,825.95,348.08,375.77
210.0,829.9,355.14,379.12
211.0,833.85,360.53,382.46
212.0,837.8,367.04,385.07
213.0,841.76,369.64,388.04
214.0,845.71,373.73,389.71
215.0,849.66,378.56,391.57
216.0,853.61,382.65,393.8
217.0,857.56,385.62,396.4
218.0,861.52,388.22,397.33
219.0,865.47,390.27,398.63
220.0,869.42,390.83,400.49
221.0,873.37,391.76,402.53
222.0,877.32,393.24,403.28
223.0,881.27,394.17,403.09
224.0,885.23,395.84,403.46
225.0,889.18,395.84,403.84
226.0,893.13,396.4,403.84
227.0,897.08,396.77,405.51
228.0,901.03,396.96,404.39
229.0,904.99,396.4,404.58
230.0,908.94,395.84,406.25
231.0,912.89,396.03,408.11
232.0,916.84,394.92,407.55
233.0,920.79,394.73,406.99
234.0,924.75,394.73,406.62
235.0,928.7,393.61,406.44
236.0,932.65,393.24,407.18
237.0,936.6,393.24,405.69
238.0,940.55,394.92,405.69
239.0,944.51,393.8,405.88
240.0,948.46,393.99,405.69
241.0,952.41,392.87,403.84
242.0,956.36,392.69,403.46
243.0,960.31,391.2,402.53
244.0,964.26,390.83,401.42
245.0,968.22,389.15,400.68
246.0,972.17,388.6,397.89
247.0,976.12,387.85,397.15
248.0,980.07,387.67,396.59
249.0,984.02,386.55,396.03
250.0,987.98,385.44,395.66
251.0,991.93,384.32,394.36
252.0,995.88,383.76,394.17
253.0,999.83,381.72,391.94
254.0,1003.78,379.49,391.2
255.0,1007.74,379.12,389.71
256.0,1011.69,379.12,388.78
257.0,1015.64,378.56,388.41
258.0,1019.59,374.84,388.22
259.0,1023.54,373.92,387.3
260.0,1027.49,371.87,385.62
261.0,1031.45,370.2,385.25
262.0,1035.4,369.64,385.44
263.0,1039.35,369.08,384.69
264.0,1043.3,367.97,383.58
265.0,1047.25,367.04,381.91
266.0,1051.21,364.99,381.16
267.0,1055.16,364.62,379.68
268.0,1059.11,363.32,379.68
269.0,1063.06,360.91,377.82
270.0,1067.01,359.23,377.26
271.0,1070.97,358.12,375.77
