Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,24.64,37.24
1.0,3.95,23.68,36.86
2.0,7.9,23.68,36.67
3.0,11.86,23.68,36.1
4.0,15.81,23.49,35.91
5.0,19.76,22.16,35.72
6.0,23.71,21.96,35.33
7.0,27.66,21.77,35.33
8.0,31.62,21.77,33.81
9.0,35.57,21.77,33.42
10.0,39.52,21.77,33.04
11.0,43.47,21.77,32.66
12.0,47.42,21.77,32.66
13.0,51.37,21.58,33.04
14.0,55.33,21.58,32.66
15.0,59.28,21.58,32.66
16.0,63.23,21.77,31.9
17.0,67.18,21.77,31.51
18.0,71.13,21.01,31.13
19.0,75.09,20.63,31.13
20.0,79.04,19.86,30.94
21.0,82.99,19.67,30.37
22.0,86.94,19.67,30.18
23.0,90.89,19.48,30.18
24.0,94.85,19.1,29.22
25.0,98.8,18.91,29.22
26.0,102.75,18.91,28.84
27.0,106.7,18.91,28.84
28.0,110.65,18.91,28.27
29.0,114.61,18.91,28.27
30.0,118.56,18.72,28.08
31.0,122.51,18.72,27.69
32.0,126.46,18.72,27.69
33.0,130.41,18.72,27.69
34.0,134.36,18.53,27.69
35.0,138.32,18.53,26.93
36.0,142.27,18.53,26.93
37.0,146.22,18.53,26.74
38.0,150.17,18.53,26.74
39.0,154.12,18.14,26.36
40.0,158.08,18.14,25.59
41.0,162.03,17.95,25.4
42.0,165.98,17.95,25.4
43.0,169.93,17.57,25.21
44.0,173.88,15.85,24.64
45.0,177.84,15.85,24.26
46.0,181.79,15.85,23.68
47.0,185.74,15.85,23.68
48.0,189.69,15.85,23.3
49.0,193.64,15.66,23.68
50.0,197.6,15.47,23.68
51.0,201.55,15.47,23.68
52.0,205.5,15.66,23.68
53.0,209.45,15.66,23.11
54.0,213.4,15.47,22.92
55.0,217.35,15.47,22.92
56.0,221.31,15.28,22.73
57.0,225.26,15.28,22.73
58.0,229.21,15.28,22.54
59.0,233.16,15.09,22.54
60.0,237.11,15.09,22.54
61.0,241.07,15.09,22.54
62.0,245.02,15.28,22.54
63.0,248.97,15.09,22.54
64.0,252.92,15.09,22.54
65.0,256.87,14.71,22.54
