Frame,ms,footscan Z_L,footscan Z_R
198.0,782.48,7.79,7.79
199.0,786.43,7.79,6.71
200.0,790.38,7.79,6.92
201.0,794.33,7.57,6.71
202.0,798.28,7.57,6.49
203.0,802.24,7.57,6.49
204.0,806.19,7.57,6.49
205.0,810.14,7.57,6.71
206.0,814.09,6.71,6.71
207.0,818.04,6.71,6.71
208.0,822.0,6.71,6.71
209.0,825.95,6.49,6.49
210.0,829.9,6.49,6.27
211.0,833.85,6.49,6.06
212.0,837.8,6.27,5.63
213.0,841.76,6.27,5.41
214.0,845.71,6.27,5.19
215.0,849.66,6.27,5.41
216.0,853.61,6.27,5.41
217.0,857.56,6.27,4.98
218.0,861.52,6.27,4.98
219.0,865.47,6.27,4.98
220.0,869.42,6.49,4.98
221.0,873.37,6.49,4.98
222.0,877.32,6.27,4.98
223.0,881.27,5.84,5.19
224.0,885.23,5.84,5.19
225.0,889.18,5.84,5.19
226.0,893.13,6.06,5.19
227.0,897.08,5.63,5.19
228.0,901.03,5.84,5.19
229.0,904.99,5.63,5.19
230.0,908.94,5.63,5.41
231.0,912.89,5.84,5.41
232.0,916.84,5.84,5.41
233.0,920.79,6.06,5.19
234.0,924.75,6.06,5.19
235.0,928.7,6.06,5.19
236.0,932.65,6.06,5.19
237.0,936.6,6.27,5.41
238.0,940.55,6.27,5.41
239.0,944.51,6.27,5.41
240.0,948.46,6.49,5.41
241.0,952.41,6.49,5.41
242.0,956.36,7.14,5.41
243.0,960.31,7.14,5.41
244.0,964.26,7.14,5.84
245.0,968.22,7.57,6.27
246.0,972.17,7.57,6.27
247.0,976.12,7.57,6.49
248.0,980.07,7.79,6.49
249.0,984.02,7.57,6.71
250.0,987.98,7.57,6.92
251.0,991.93,7.79,6.92
252.0,995.88,8.87,7.36
253.0,999.83,8.87,7.36
254.0,1003.78,9.09,7.36
255.0,1007.74,9.52,7.36
256.0,1011.69,9.74,7.36
257.0,1015.64,9.95,7.36
258.0,1019.59,9.95,7.36
259.0,1023.54,9.95,7.57
260.0,1027.49,10.17,7.57
261.0,1031.45,10.6,7.57
262.0,1035.4,10.6,7.57
263.0,1039.35,10.6,7.79
264.0,1043.3,10.6,7.79
265.0,1047.25,11.25,7.79
266.0,1051.21,11.25,8.01
267.0,1055.16,11.25,8.01
268.0,1059.11,11.25,8.44
269.0,1063.06,10.82,8.44
270.0,1067.01,10.82,8.44
271.0,1070.97,10.82,8.65
272.0,1074.92,11.25,8.65
273.0,1078.87,11.25,8.87
274.0,1082.82,11.68,8.87
275.0,1086.77,12.12,8.87
276.0,1090.73,12.12,8.65
277.0,1094.68,12.12,8.87
278.0,1098.63,12.33,9.09
279.0,1102.58,12.33,9.09
280.0,1106.53,12.33,9.52
281.0,1110.48,12.55,9.52
282.0,1114.44,12.55,9.52
283.0,1118.39,12.77,9.74
284.0,1122.34,12.77,9.74
285.0,1126.29,12.77,9.74
286.0,1130.24,12.77,9.74
287.0,1134.2,12.77,9.74
288.0,1138.15,12.77,9.95
289.0,1142.1,12.77,9.95
290.0,1146.05,12.77,11.68
291.0,1150.0,12.77,11.68
292.0,1153.96,12.77,11.9
293.0,1157.91,13.2,12.12
294.0,1161.86,12.77,12.12
295.0,1165.81,13.2,12.33
296.0,1169.76,13.2,12.55
297.0,1173.72,13.2,13.2
298.0,1177.67,13.2,13.2
299.0,1181.62,13.41,13.41
300.0,1185.57,12.77,13.41
301.0,1189.52,12.77,13.63
302.0,1193.47,12.98,14.06
303.0,1197.43,12.98,14.06
304.0,1201.38,13.2,14.06
305.0,1205.33,13.41,14.06
306.0,1209.28,13.85,14.28
307.0,1213.23,13.85,14.28
308.0,1217.19,13.85,14.5
309.0,1221.14,13.85,14.93
310.0,1225.09,14.93,15.15
311.0,1229.04,14.93,15.15
312.0,1232.99,15.58,15.36
313.0,1236.95,16.01,16.01
314.0,1240.9,16.01,16.23
315.0,1244.85,16.66,16.23
316.0,1248.8,16.66,16.23
317.0,1252.75,17.31,17.09
318.0,1256.71,18.17,17.31
319.0,1260.66,18.39,17.74
320.0,1264.61,19.47,19.69
321.0,1268.56,19.69,19.69
322.0,1272.51,19.91,19.91
323.0,1276.46,20.12,21.42
324.0,1280.42,20.12,21.42
325.0,1284.37,20.34,21.42
326.0,1288.32,20.34,21.64
327.0,1292.27,20.99,22.72
328.0,1296.22,22.29,23.58
329.0,1300.18,22.72,24.45
330.0,1304.13,24.45,25.1
331.0,1308.08,25.96,26.18
332.0,1312.03,27.05,27.05
333.0,1315.98,27.7,27.7
334.0,1319.94,30.08,30.29
335.0,1323.89,32.89,34.19
336.0,1327.84,36.57,35.48
337.0,1331.79,38.3,38.08
338.0,1335.74,42.62,40.24
339.0,1339.7,46.52,45.65
340.0,1343.65,50.85,49.98
341.0,1347.6,57.12,54.09
342.0,1351.55,62.53,57.99
343.0,1355.5,70.1,63.83
344.0,1359.45,75.3,71.83
345.0,1363.41,83.95,77.68
346.0,1367.36,89.36,84.17
347.0,1371.31,99.75,89.58
348.0,1375.26,106.89,94.77
349.0,1379.21,115.11,104.07
350.0,1383.17,126.58,111.21
351.0,1387.12,136.1,120.3
352.0,1391.07,146.91,130.04
353.0,1395.02,159.46,140.64
354.0,1398.97,172.66,149.73
355.0,1402.93,185.21,160.76
356.0,1406.88,197.11,170.28
357.0,1410.83,213.77,183.91
358.0,1414.78,226.32,194.08
359.0,1418.73,241.25,206.85
360.0,1422.69,256.61,218.75
361.0,1426.64,274.14,230.0
362.0,1430.59,286.9,242.98
363.0,1434.54,302.92,254.02
364.0,1438.49,318.93,269.16
365.0,1442.44,334.94,280.2
366.0,1446.4,347.7,292.53
367.0,1450.35,362.42,305.51
368.0,1454.3,377.78,317.85
369.0,1458.25,394.01,329.96
370.0,1462.2,409.8,342.08
371.0,1466.16,424.3,351.82
372.0,1470.11,439.44,367.39
373.0,1474.06,455.89,382.76
374.0,1478.01,470.39,395.52
375.0,1481.96,484.02,407.42
376.0,1485.92,498.73,419.97
377.0,1489.87,511.5,430.57
378.0,1493.82,524.91,440.09
379.0,1497.77,537.24,451.56
380.0,1501.72,547.85,462.6
381.0,1505.68,562.13,474.71
382.0,1509.63,572.08,483.37
383.0,1513.58,580.3,490.94
384.0,1517.53,586.14,501.33
385.0,1521.48,593.93,507.38
386.0,1525.43,602.37,514.96
387.0,1529.39,608.0,523.4
388.0,1533.34,612.97,529.89
389.0,1537.29,619.46,535.51
390.0,1541.24,625.74,541.14
391.0,1545.19,633.31,547.41
392.0,1549.15,638.07,555.85
393.0,1553.1,641.32,561.91
394.0,1557.05,643.26,568.62
395.0,1561.0,644.78,574.46
396.0,1564.95,648.46,577.05
397.0,1568.91,650.62,582.68
398.0,1572.86,653.0,586.79
399.0,1576.81,656.03,592.85
400.0,1580.76,657.33,598.69
401.0,1584.71,659.28,601.94
402.0,1588.67,661.01,608.0
403.0,1592.62,663.39,612.76
404.0,1596.57,665.98,615.35
405.0,1600.52,665.98,619.03
406.0,1604.47,667.93,623.36
407.0,1608.42,667.5,625.09
408.0,1612.38,668.15,627.69
409.0,1616.33,668.8,630.5
410.0,1620.28,667.28,636.34
411.0,1624.23,668.58,641.97
412.0,1628.18,667.93,644.56
413.0,1632.14,668.15,647.59
414.0,1636.09,667.28,650.84
415.0,1640.04,666.42,653.65
416.0,1643.99,665.12,654.51
417.0,1647.94,665.55,657.11
418.0,1651.9,665.12,659.92
419.0,1655.85,664.25,661.66
420.0,1659.8,664.25,664.9
421.0,1663.75,664.9,667.28
422.0,1667.7,663.39,669.44
423.0,1671.66,662.52,670.31
424.0,1675.61,661.87,671.82
425.0,1679.56,663.6,674.64
426.0,1683.51,663.17,676.8
427.0,1687.46,661.66,679.18
428.0,1691.41,660.36,679.18
429.0,1695.37,656.46,679.18
430.0,1699.32,654.95,680.91
431.0,1703.27,655.16,681.78
432.0,1707.22,655.38,681.34
433.0,1711.17,654.51,682.86
434.0,1715.13,654.95,685.24
435.0,1719.08,656.68,685.67
436.0,1723.03,653.43,685.24
437.0,1726.98,650.62,684.59
438.0,1730.93,651.49,683.94
439.0,1734.89,650.19,684.16
440.0,1738.84,647.81,683.51
441.0,1742.79,648.89,685.24
442.0,1746.74,645.64,682.43
443.0,1750.69,646.08,681.13
444.0,1754.65,643.05,679.18
445.0,1758.6,639.59,679.18
446.0,1762.55,639.8,680.91
447.0,1766.5,635.04,677.02
448.0,1770.45,632.88,677.67
