Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,15.24,9.48
1.0,3.95,15.24,9.11
2.0,7.9,15.24,9.48
3.0,11.86,15.24,9.48
4.0,15.81,15.24,9.48
5.0,19.76,15.24,9.48
6.0,23.71,15.24,9.48
7.0,27.66,15.24,10.04
8.0,31.62,15.24,10.04
9.0,35.57,15.24,10.04
10.0,39.52,15.24,9.85
11.0,43.47,15.24,9.85
12.0,47.42,15.24,9.85
13.0,51.37,15.24,9.66
14.0,55.33,15.24,9.66
15.0,59.28,15.24,9.48
16.0,63.23,15.24,9.66
17.0,67.18,15.24,9.66
18.0,71.13,15.24,10.04
19.0,75.09,15.24,10.04
20.0,79.04,15.24,10.04
21.0,82.99,15.24,10.04
22.0,86.94,15.24,9.66
23.0,90.89,15.24,9.66
24.0,94.85,15.24,9.66
25.0,98.8,15.24,9.66
26.0,102.75,15.24,9.66
27.0,106.7,15.24,10.04
28.0,110.65,15.24,10.04
29.0,114.61,15.24,10.04
30.0,118.56,15.24,10.04
31.0,122.51,15.24,10.04
32.0,126.46,15.24,10.04
33.0,130.41,15.24,10.04
34.0,134.36,15.24,10.04
35.0,138.32,15.24,10.04
36.0,142.27,15.24,10.04
37.0,146.22,15.24,10.04
38.0,150.17,15.24,10.04
39.0,154.12,15.24,10.04
40.0,158.08,15.24,10.04
41.0,162.03,15.24,10.04
42.0,165.98,15.24,10.04
43.0,169.93,15.24,9.85
44.0,173.88,15.24,9.85
45.0,177.84,15.24,9.85
46.0,181.79,15.24,9.85
47.0,185.74,15.24,9.85
48.0,189.69,15.24,9.85
49.0,193.64,15.24,9.85
50.0,197.6,15.24,9.85
51.0,201.55,15.24,9.85
52.0,205.5,15.24,9.85
53.0,209.45,15.24,10.04
54.0,213.4,15.24,10.04
55.0,217.35,15.24,10.04
56.0,221.31,15.24,9.85
57.0,225.26,15.24,9.66
58.0,229.21,15.24,9.66
59.0,233.16,15.24,9.66
60.0,237.11,15.24,9.85
61.0,241.07,15.24,9.48
62.0,245.02,15.24,9.48
63.0,248.97,15.24,9.48
64.0,252.92,15.24,9.66
65.0,256.87,15.24,9.66
66.0,260.83,15.24,10.04
67.0,264.78,15.24,10.04
68.0,268.73,15.24,9.85
69.0,272.68,15.24,9.48
70.0,276.63,15.24,9.48
71.0,280.59,15.24,9.48
72.0,284.54,15.24,9.66
73.0,288.49,15.24,9.85
74.0,292.44,15.24,9.85
75.0,296.39,15.24,9.85
76.0,300.34,15.24,9.85
77.0,304.3,15.24,9.85
78.0,308.25,15.24,10.04
79.0,312.2,15.24,10.04
80.0,316.15,15.24,10.04
81.0,320.1,15.24,10.04
82.0,324.06,15.24,10.04
83.0,328.01,15.24,10.04
84.0,331.96,15.24,10.04
85.0,335.91,15.24,10.04
86.0,339.86,15.24,10.04
87.0,343.82,15.24,10.04
88.0,347.77,15.24,10.04
89.0,351.72,15.24,10.04
90.0,355.67,15.24,10.04
91.0,359.62,15.24,9.85
92.0,363.58,15.24,9.85
93.0,367.53,15.24,9.85
94.0,371.48,15.24,9.85
95.0,375.43,15.24,9.85
96.0,379.38,15.24,9.66
97.0,383.33,15.24,9.48
98.0,387.29,15.24,9.48
99.0,391.24,15.24,9.48
100.0,395.19,15.24,9.48
101.0,399.14,15.24,9.48
102.0,403.09,15.24,9.48
103.0,407.05,15.24,9.66
104.0,411.0,15.24,9.66
105.0,414.95,15.24,9.66
106.0,418.9,15.24,9.85
107.0,422.85,15.24,9.85
108.0,426.81,15.24,9.66
109.0,430.76,15.24,9.66
110.0,434.71,15.24,9.48
111.0,438.66,15.24,9.29
112.0,442.61,15.24,8.92
113.0,446.57,15.24,8.92
114.0,450.52,14.5,9.11
115.0,454.47,14.5,9.29
116.0,458.42,14.5,9.29
117.0,462.37,14.12,9.11
118.0,466.32,14.12,9.11
119.0,470.28,13.75,9.11
120.0,474.23,13.75,9.29
121.0,478.18,13.75,8.92
122.0,482.13,13.75,8.92
123.0,486.08,13.75,8.92
124.0,490.04,13.75,8.55
125.0,493.99,13.75,8.55
126.0,497.94,13.57,8.18
127.0,501.89,13.57,8.18
128.0,505.84,13.57,8.18
129.0,509.8,13.75,8.18
130.0,513.75,13.57,8.18
131.0,517.7,13.38,7.81
132.0,521.65,13.01,7.81
133.0,525.6,13.01,7.43
134.0,529.56,12.82,7.43
135.0,533.51,12.45,7.43
136.0,537.46,12.27,7.06
137.0,541.41,12.08,6.88
138.0,545.36,12.08,6.88
139.0,549.31,11.89,6.69
140.0,553.27,11.52,6.69
141.0,557.22,11.15,6.69
142.0,561.17,11.15,6.69
143.0,565.12,11.15,6.69
144.0,569.07,11.15,6.5
145.0,573.03,11.15,6.5
146.0,576.98,11.15,6.13
147.0,580.93,11.15,6.13
148.0,584.88,11.15,6.13
149.0,588.83,11.15,5.95
150.0,592.79,11.15,5.95
151.0,596.74,11.15,5.76
152.0,600.69,11.15,5.76
153.0,604.64,11.15,5.58
154.0,608.59,11.15,5.2
155.0,612.55,10.78,5.02
156.0,616.5,10.78,5.02
157.0,620.45,10.78,5.02
158.0,624.4,10.59,5.02
159.0,628.35,10.41,5.02
160.0,632.3,10.41,5.02
161.0,636.26,10.59,4.65
162.0,640.21,10.22,4.46
163.0,644.16,9.48,4.27
164.0,648.11,9.48,4.27
165.0,652.06,9.66,4.27
166.0,656.02,9.48,4.27
167.0,659.97,9.48,4.27
168.0,663.92,9.48,4.27
169.0,667.87,9.11,4.27
170.0,671.82,8.92,4.27
171.0,675.78,8.55,3.9
172.0,679.73,8.73,3.72
173.0,683.68,8.73,3.72
174.0,687.63,8.55,2.97
175.0,691.58,8.55,2.97
176.0,695.54,8.55,2.97
177.0,699.49,8.55,2.97
178.0,703.44,8.18,2.97
179.0,707.39,8.55,2.97
180.0,711.34,8.18,2.97
181.0,715.29,7.99,2.97
182.0,719.25,8.18,2.97
183.0,723.2,8.18,2.97
184.0,727.15,7.99,2.97
185.0,731.1,7.99,2.97
186.0,735.05,7.99,2.97
187.0,739.01,8.36,2.97
188.0,742.96,8.36,2.97
189.0,746.91,8.36,2.97
190.0,750.86,8.73,2.97
191.0,754.81,8.73,2.97
192.0,758.77,8.73,2.79
193.0,762.72,8.73,2.6
194.0,766.67,8.73,2.6
195.0,770.62,8.73,2.79
196.0,774.57,8.73,2.97
197.0,778.53,8.73,2.97
198.0,782.48,8.92,2.79
199.0,786.43,8.92,2.79
200.0,790.38,8.73,2.79
201.0,794.33,8.36,2.6
202.0,798.28,8.36,2.6
203.0,802.24,8.36,2.6
204.0,806.19,8.36,2.42
205.0,810.14,8.36,2.42
206.0,814.09,8.73,2.42
207.0,818.04,8.73,2.42
208.0,822.0,9.11,2.42
209.0,825.95,9.11,2.23
210.0,829.9,9.11,2.42
211.0,833.85,8.18,2.42
212.0,837.8,8.18,2.42
213.0,841.76,8.36,2.42
214.0,845.71,8.73,2.42
215.0,849.66,8.73,2.42
216.0,853.61,8.55,2.42
217.0,857.56,8.55,2.42
218.0,861.52,8.55,2.42
219.0,865.47,8.55,2.42
220.0,869.42,8.92,2.42
221.0,873.37,9.29,2.42
222.0,877.32,9.11,2.42
223.0,881.27,9.11,2.42
224.0,885.23,9.11,2.42
225.0,889.18,9.29,2.42
226.0,893.13,9.29,2.42
227.0,897.08,9.29,2.42
228.0,901.03,9.11,2.23
229.0,904.99,9.11,2.23
230.0,908.94,9.11,2.23
231.0,912.89,8.55,2.42
232.0,916.84,8.55,2.79
233.0,920.79,8.55,2.79
234.0,924.75,8.55,2.79
235.0,928.7,8.36,2.79
236.0,932.65,8.36,2.79
237.0,936.6,8.55,2.79
238.0,940.55,8.55,2.79
239.0,944.51,8.55,2.79
240.0,948.46,8.73,2.79
241.0,952.41,8.73,3.35
242.0,956.36,8.73,3.53
243.0,960.31,8.73,3.53
244.0,964.26,8.73,3.53
245.0,968.22,8.92,3.53
246.0,972.17,8.92,3.53
247.0,976.12,9.11,3.53
248.0,980.07,9.29,3.53
249.0,984.02,9.29,3.9
250.0,987.98,9.29,3.9
251.0,991.93,9.48,3.9
252.0,995.88,9.85,4.27
253.0,999.83,10.22,4.27
254.0,1003.78,10.22,4.09
255.0,1007.74,10.22,4.27
256.0,1011.69,10.22,4.27
257.0,1015.64,10.22,4.27
258.0,1019.59,10.78,4.65
259.0,1023.54,10.96,5.2
260.0,1027.49,11.15,6.32
261.0,1031.45,11.34,7.25
262.0,1035.4,11.52,8.73
263.0,1039.35,11.15,9.48
264.0,1043.3,11.15,10.96
265.0,1047.25,12.08,12.64
266.0,1051.21,12.08,13.94
267.0,1055.16,12.45,14.68
268.0,1059.11,12.45,15.42
269.0,1063.06,12.64,15.8
270.0,1067.01,13.38,16.73
271.0,1070.97,13.19,17.28
272.0,1074.92,13.94,18.4
273.0,1078.87,14.5,18.4
274.0,1082.82,14.68,19.51
275.0,1086.77,15.05,21.37
276.0,1090.73,15.42,23.04
277.0,1094.68,15.8,25.27
278.0,1098.63,16.17,30.11
279.0,1102.58,17.28,34.57
280.0,1106.53,17.66,39.4
281.0,1110.48,17.84,46.83
282.0,1114.44,18.96,55.01
283.0,1118.39,21.0,63.19
284.0,1122.34,23.6,72.48
285.0,1126.29,27.88,82.51
286.0,1130.24,32.15,92.36
287.0,1134.2,36.43,102.77
288.0,1138.15,42.74,114.85
289.0,1142.1,50.92,125.63
290.0,1146.05,58.17,138.64
291.0,1150.0,66.53,149.97
292.0,1153.96,75.45,161.68
293.0,1157.91,83.07,173.39
294.0,1161.86,90.69,186.4
295.0,1165.81,97.38,199.41
296.0,1169.76,105.56,211.49
297.0,1173.72,114.85,223.94
298.0,1177.67,125.26,234.35
299.0,1181.62,133.06,245.5
300.0,1185.57,140.68,258.51
301.0,1189.52,149.05,269.47
302.0,1193.47,159.27,278.76
303.0,1197.43,168.0,289.36
304.0,1201.38,176.55,299.39
305.0,1205.33,184.91,307.57
306.0,1209.28,192.9,317.23
307.0,1213.23,201.64,327.27
308.0,1217.19,210.19,334.33
309.0,1221.14,217.62,341.58
310.0,1225.09,225.98,348.45
311.0,1229.04,232.3,356.26
312.0,1232.99,238.99,363.51
313.0,1236.95,246.98,369.08
314.0,1240.9,254.05,373.54
315.0,1244.85,258.88,377.26
316.0,1248.8,265.57,383.76
317.0,1252.75,269.47,387.3
318.0,1256.71,276.35,392.69
319.0,1260.66,280.99,396.4
320.0,1264.61,284.71,398.82
321.0,1268.56,287.68,402.35
322.0,1272.51,291.03,404.95
323.0,1276.46,295.86,408.67
324.0,1280.42,299.39,412.01
325.0,1284.37,303.48,414.99
326.0,1288.32,306.08,417.03
327.0,1292.27,307.38,420.38
328.0,1296.22,310.91,421.68
329.0,1300.18,313.14,423.72
330.0,1304.13,316.68,425.77
331.0,1308.08,318.72,427.07
332.0,1312.03,320.58,429.11
333.0,1315.98,322.62,429.11
334.0,1319.94,324.3,431.53
335.0,1323.89,325.22,431.15
336.0,1327.84,328.01,432.27
337.0,1331.79,327.83,432.83
338.0,1335.74,327.27,433.76
339.0,1339.7,329.13,434.13
340.0,1343.65,329.87,434.31
341.0,1347.6,329.68,435.43
342.0,1351.55,329.5,435.24
343.0,1355.5,330.06,435.06
344.0,1359.45,329.5,435.24
345.0,1363.41,329.31,434.69
346.0,1367.36,332.29,434.13
347.0,1371.31,332.29,433.57
348.0,1375.26,332.1,435.24
349.0,1379.21,332.1,434.5
350.0,1383.17,332.47,435.24
351.0,1387.12,332.1,434.31
352.0,1391.07,332.66,434.69
353.0,1395.02,333.4,434.69
354.0,1398.97,333.59,435.43
355.0,1402.93,334.33,435.61
356.0,1406.88,334.52,435.61
357.0,1410.83,333.77,436.17
358.0,1414.78,333.77,436.17
359.0,1418.73,335.26,437.1
360.0,1422.69,335.07,437.47
361.0,1426.64,335.07,437.66
362.0,1430.59,335.45,437.66
363.0,1434.54,336.19,438.96
364.0,1438.49,336.0,439.15
365.0,1442.44,334.7,438.96
366.0,1446.4,333.22,438.96
367.0,1450.35,333.77,439.89
368.0,1454.3,333.96,439.15
369.0,1458.25,334.33,438.96
370.0,1462.2,333.77,439.89
371.0,1466.16,333.22,440.45
372.0,1470.11,333.03,440.82
373.0,1474.06,332.29,441.75
374.0,1478.01,332.29,442.12
375.0,1481.96,331.73,443.23
376.0,1485.92,330.8,443.23
377.0,1489.87,329.13,443.42
378.0,1493.82,328.57,443.98
379.0,1497.77,327.08,444.35
380.0,1501.72,326.15,444.54
381.0,1505.68,325.78,446.02
