Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,28.99,45.44
1.0,3.95,28.99,45.44
2.0,7.9,28.99,45.44
3.0,11.86,29.43,45.87
4.0,15.81,29.43,45.87
5.0,19.76,29.43,45.87
6.0,23.71,29.64,45.65
7.0,27.66,29.43,45.22
8.0,31.62,29.43,45.22
9.0,35.57,29.43,45.22
10.0,39.52,29.64,45.22
11.0,43.47,29.43,45.22
12.0,47.42,29.43,45.22
13.0,51.37,29.43,45.22
14.0,55.33,29.43,45.22
15.0,59.28,29.21,45.22
16.0,63.23,29.21,45.22
17.0,67.18,29.21,45.22
18.0,71.13,29.21,44.79
19.0,75.09,29.21,44.79
20.0,79.04,29.21,45.0
21.0,82.99,29.21,44.79
22.0,86.94,29.21,43.92
23.0,90.89,28.78,43.27
24.0,94.85,28.78,43.06
25.0,98.8,28.78,43.71
26.0,102.75,28.78,43.49
27.0,106.7,28.78,42.84
28.0,110.65,28.78,42.84
29.0,114.61,28.78,42.84
30.0,118.56,28.78,42.84
31.0,122.51,28.78,42.84
32.0,126.46,28.78,42.84
33.0,130.41,28.78,42.84
34.0,134.36,28.78,42.84
35.0,138.32,28.78,42.62
36.0,142.27,28.78,42.62
37.0,146.22,28.78,42.62
38.0,150.17,28.56,42.62
39.0,154.12,28.56,42.62
40.0,158.08,28.56,42.62
41.0,162.03,28.56,42.62
42.0,165.98,28.56,42.41
43.0,169.93,28.56,42.41
44.0,173.88,28.13,42.41
45.0,177.84,28.13,42.41
46.0,181.79,28.13,42.41
47.0,185.74,27.91,42.41
48.0,189.69,27.91,42.41
49.0,193.64,27.91,42.41
50.0,197.6,27.91,42.19
51.0,201.55,27.91,42.19
52.0,205.5,27.91,42.19
53.0,209.45,27.7,42.19
54.0,213.4,27.7,42.19
55.0,217.35,27.7,42.19
56.0,221.31,27.7,42.19
57.0,225.26,27.7,42.19
58.0,229.21,27.7,41.76
59.0,233.16,27.7,41.76
60.0,237.11,27.48,41.33
61.0,241.07,27.26,41.33
62.0,245.02,26.83,41.33
63.0,248.97,26.83,41.33
64.0,252.92,26.83,41.33
65.0,256.87,26.83,40.68
66.0,260.83,26.83,40.68
67.0,264.78,26.18,40.46
68.0,268.73,26.18,40.46
69.0,272.68,26.18,40.46
70.0,276.63,26.18,40.03
71.0,280.59,26.18,40.46
72.0,284.54,26.18,40.03
73.0,288.49,26.18,39.81
74.0,292.44,26.18,40.03
75.0,296.39,26.18,40.24
76.0,300.34,25.96,39.81
77.0,304.3,25.96,39.81
78.0,308.25,25.96,39.81
79.0,312.2,25.96,39.81
80.0,316.15,26.18,40.46
81.0,320.1,26.18,40.46
82.0,324.06,25.53,40.46
83.0,328.01,25.53,40.46
84.0,331.96,25.53,40.46
85.0,335.91,25.75,40.68
86.0,339.86,25.75,40.68
87.0,343.82,25.75,40.68
88.0,347.77,25.96,40.68
89.0,351.72,26.18,41.33
90.0,355.67,26.18,41.54
91.0,359.62,26.18,41.11
92.0,363.58,26.18,40.89
93.0,367.53,25.96,40.89
94.0,371.48,25.96,41.11
95.0,375.43,25.96,41.76
96.0,379.38,26.18,41.33
97.0,383.33,26.18,41.33
98.0,387.29,26.18,40.89
99.0,391.24,25.96,41.11
100.0,395.19,25.75,41.11
101.0,399.14,25.75,41.33
102.0,403.09,25.53,41.54
103.0,407.05,25.53,41.33
104.0,411.0,25.53,41.33
105.0,414.95,25.53,41.33
106.0,418.9,25.32,41.54
107.0,422.85,25.32,41.54
108.0,426.81,25.53,41.33
109.0,430.76,25.75,41.33
110.0,434.71,25.75,41.33
111.0,438.66,25.75,41.33
112.0,442.61,25.75,41.33
113.0,446.57,25.75,41.33
114.0,450.52,25.75,41.33
115.0,454.47,25.75,41.33
116.0,458.42,25.53,41.11
117.0,462.37,25.53,41.11
118.0,466.32,25.32,41.11
119.0,470.28,25.32,40.89
120.0,474.23,25.32,41.11
121.0,478.18,25.53,41.11
122.0,482.13,25.32,41.11
123.0,486.08,25.53,40.89
124.0,490.04,24.67,40.46
125.0,493.99,24.45,39.16
126.0,497.94,24.45,38.73
127.0,501.89,24.45,39.16
128.0,505.84,24.02,39.16
129.0,509.8,24.02,38.95
130.0,513.75,24.02,38.95
131.0,517.7,24.02,38.95
132.0,521.65,24.23,38.95
133.0,525.6,24.23,38.51
134.0,529.56,24.02,38.51
135.0,533.51,23.8,38.3
136.0,537.46,23.8,38.51
137.0,541.41,23.8,38.95
138.0,545.36,23.8,38.95
139.0,549.31,23.8,38.95
140.0,553.27,23.8,38.95
141.0,557.22,23.8,38.95
142.0,561.17,22.94,38.73
143.0,565.12,22.94,38.73
144.0,569.07,22.72,40.03
145.0,573.03,22.72,40.03
146.0,576.98,22.5,40.24
147.0,580.93,22.5,40.24
148.0,584.88,22.5,40.46
149.0,588.83,22.5,40.46
150.0,592.79,22.5,40.89
151.0,596.74,22.5,40.89
152.0,600.69,22.72,41.11
153.0,604.64,22.72,41.11
154.0,608.59,23.15,41.11
155.0,612.55,23.58,41.33
156.0,616.5,23.58,41.11
157.0,620.45,23.58,40.89
158.0,624.4,23.58,41.11
159.0,628.35,23.58,42.19
160.0,632.3,23.37,42.41
161.0,636.26,23.37,42.62
162.0,640.21,24.02,42.84
163.0,644.16,24.02,43.92
164.0,648.11,24.45,43.27
165.0,652.06,24.88,42.84
166.0,656.02,25.1,42.41
167.0,659.97,25.32,42.19
168.0,663.92,25.32,42.19
169.0,667.87,25.96,42.19
170.0,671.82,25.96,42.41
