Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,17.38,36.1
1.0,3.95,17.38,36.1
2.0,7.9,17.38,36.1
3.0,11.86,17.38,36.1
4.0,15.81,17.38,36.1
5.0,19.76,17.38,36.1
6.0,23.71,17.38,36.1
7.0,27.66,17.0,36.1
8.0,31.62,17.0,36.1
9.0,35.57,17.0,36.1
10.0,39.52,17.0,36.1
11.0,43.47,17.0,36.1
12.0,47.42,17.0,36.1
13.0,51.37,16.81,36.1
14.0,55.33,16.81,36.1
15.0,59.28,17.19,36.1
16.0,63.23,17.19,36.1
17.0,67.18,17.38,35.91
18.0,71.13,17.0,35.91
19.0,75.09,17.0,35.91
20.0,79.04,17.0,36.1
21.0,82.99,17.38,36.1
22.0,86.94,17.38,36.1
23.0,90.89,17.38,36.1
24.0,94.85,17.38,36.1
25.0,98.8,17.38,36.1
26.0,102.75,17.38,36.1
27.0,106.7,17.38,36.1
28.0,110.65,17.19,36.1
29.0,114.61,17.19,36.1
30.0,118.56,17.19,35.91
31.0,122.51,17.19,35.91
32.0,126.46,17.38,35.91
33.0,130.41,17.38,36.1
34.0,134.36,17.38,36.1
35.0,138.32,17.38,36.1
36.0,142.27,17.0,36.1
37.0,146.22,17.0,36.1
38.0,150.17,17.0,36.1
39.0,154.12,17.38,36.1
40.0,158.08,17.38,36.1
41.0,162.03,17.38,36.1
42.0,165.98,17.38,36.1
43.0,169.93,17.38,36.1
44.0,173.88,17.0,36.1
45.0,177.84,17.0,36.1
46.0,181.79,17.0,36.1
47.0,185.74,17.38,36.1
48.0,189.69,17.38,36.1
49.0,193.64,17.38,36.1
50.0,197.6,17.0,36.1
51.0,201.55,17.0,36.1
52.0,205.5,17.0,36.1
53.0,209.45,17.38,36.1
54.0,213.4,17.38,36.1
55.0,217.35,17.0,36.1
56.0,221.31,17.0,36.1
57.0,225.26,17.0,35.91
58.0,229.21,17.38,35.91
59.0,233.16,17.38,35.91
60.0,237.11,17.0,36.1
61.0,241.07,17.0,36.1
62.0,245.02,17.0,36.1
63.0,248.97,17.38,36.1
64.0,252.92,17.38,36.1
65.0,256.87,17.38,36.1
66.0,260.83,17.0,36.1
67.0,264.78,17.0,36.1
68.0,268.73,17.0,36.1
69.0,272.68,17.0,36.1
70.0,276.63,17.0,36.1
71.0,280.59,17.0,36.1
72.0,284.54,17.0,36.1
73.0,288.49,17.38,36.1
74.0,292.44,17.38,36.1
75.0,296.39,17.38,36.1
76.0,300.34,17.0,36.1
77.0,304.3,17.0,36.1
78.0,308.25,17.0,36.1
79.0,312.2,17.0,36.1
80.0,316.15,17.0,36.1
81.0,320.1,17.0,36.1
82.0,324.06,17.38,36.1
83.0,328.01,17.38,36.1
84.0,331.96,17.0,36.1
85.0,335.91,17.0,36.1
86.0,339.86,17.0,36.1
87.0,343.82,17.0,36.1
88.0,347.77,17.38,36.1
89.0,351.72,17.38,36.1
90.0,355.67,17.0,36.1
91.0,359.62,17.0,36.1
92.0,363.58,17.0,36.1
93.0,367.53,17.0,36.1
94.0,371.48,17.0,36.1
95.0,375.43,17.0,36.1
96.0,379.38,17.0,36.1
97.0,383.33,17.0,36.1
98.0,387.29,17.0,36.1
99.0,391.24,17.0,35.91
100.0,395.19,17.0,35.91
101.0,399.14,17.0,35.91
102.0,403.09,17.0,36.1
103.0,407.05,17.0,36.1
104.0,411.0,17.0,35.91
105.0,414.95,17.0,35.91
106.0,418.9,17.0,35.91
107.0,422.85,17.0,35.91
108.0,426.81,16.81,36.1
109.0,430.76,17.38,35.91
110.0,434.71,16.81,35.91
111.0,438.66,17.0,35.91
112.0,442.61,17.0,35.91
113.0,446.57,17.0,35.91
114.0,450.52,17.0,35.91
115.0,454.47,17.0,36.1
116.0,458.42,16.81,36.1
117.0,462.37,16.81,36.1
118.0,466.32,16.81,35.53
119.0,470.28,16.81,35.33
120.0,474.23,16.62,35.33
121.0,478.18,16.62,34.38
122.0,482.13,16.62,34.38
123.0,486.08,16.23,34.19
124.0,490.04,16.23,34.0
125.0,493.99,16.04,34.0
126.0,497.94,15.85,34.0
127.0,501.89,15.85,33.04
128.0,505.84,15.28,32.85
129.0,509.8,15.28,33.04
130.0,513.75,15.28,32.85
131.0,517.7,14.9,32.47
132.0,521.65,14.9,32.66
133.0,525.6,14.9,31.51
134.0,529.56,14.71,31.13
135.0,533.51,14.32,30.37
136.0,537.46,14.13,28.65
137.0,541.41,14.13,26.74
138.0,545.36,13.37,25.78
139.0,549.31,12.99,25.59
140.0,553.27,12.99,23.87
141.0,557.22,12.61,22.92
142.0,561.17,11.65,22.16
143.0,565.12,11.65,21.01
144.0,569.07,10.89,20.25
145.0,573.03,10.31,18.91
146.0,576.98,10.31,18.34
147.0,580.93,10.12,17.38
148.0,584.88,9.74,16.62
149.0,588.83,9.17,15.66
150.0,592.79,9.17,15.66
151.0,596.74,8.4,15.28
152.0,600.69,8.4,14.9
153.0,604.64,8.02,14.9
154.0,608.59,7.07,14.9
155.0,612.55,6.88,14.52
156.0,616.5,6.88,14.13
157.0,620.45,6.11,13.75
158.0,624.4,5.92,12.99
159.0,628.35,5.92,12.03
160.0,632.3,5.73,10.89
161.0,636.26,5.54,10.89
162.0,640.21,5.16,10.5
163.0,644.16,5.16,9.74
164.0,648.11,5.16,9.17
165.0,652.06,4.58,9.36
166.0,656.02,4.01,9.17
167.0,659.97,4.01,8.59
168.0,663.92,3.82,7.83
169.0,667.87,3.44,7.07
170.0,671.82,3.06,6.49
171.0,675.78,3.06,6.3
172.0,679.73,2.86,5.54
173.0,683.68,2.67,5.35
174.0,687.63,2.48,5.35
175.0,691.58,2.48,5.35
176.0,695.54,2.48,4.77
177.0,699.49,2.29,4.58
178.0,703.44,2.29,4.39
179.0,707.39,1.91,4.2
180.0,711.34,1.91,4.2
181.0,715.29,1.72,4.39
182.0,719.25,1.72,4.39
183.0,723.2,1.53,4.39
184.0,727.15,1.53,4.01
185.0,731.1,1.53,4.01
186.0,735.05,1.53,3.82
187.0,739.01,1.53,3.63
188.0,742.96,1.53,3.25
189.0,746.91,1.34,3.25
190.0,750.86,1.34,3.25
191.0,754.81,1.34,2.86
192.0,758.77,1.34,2.48
193.0,762.72,1.34,2.48
194.0,766.67,0.95,2.48
195.0,770.62,0.76,2.67
196.0,774.57,0.76,2.67
197.0,778.53,0.76,2.67
198.0,782.48,0.76,2.67
199.0,786.43,0.76,2.48
200.0,790.38,0.76,2.48
201.0,794.33,0.76,2.1
202.0,798.28,0.76,2.1
203.0,802.24,0.38,2.1
204.0,806.19,0.38,2.1
205.0,810.14,0.38,2.1
206.0,814.09,0.38,1.72
207.0,818.04,0.38,1.91
208.0,822.0,0.38,1.91
209.0,825.95,0.38,1.91
210.0,829.9,0.38,1.91
211.0,833.85,0.38,1.91
212.0,837.8,0.38,1.91
213.0,841.76,0.38,1.72
214.0,845.71,0.38,1.72
215.0,849.66,0.38,1.91
216.0,853.61,0.38,1.91
217.0,857.56,0.38,1.91
218.0,861.52,0.38,1.91
219.0,865.47,0.38,1.91
220.0,869.42,0.38,1.91
221.0,873.37,0.38,1.91
222.0,877.32,0.38,1.91
223.0,881.27,0.38,2.1
224.0,885.23,0.38,2.1
225.0,889.18,0.38,2.29
226.0,893.13,0.38,2.29
227.0,897.08,0.38,2.29
228.0,901.03,0.38,2.29
229.0,904.99,0.38,2.1
230.0,908.94,0.38,2.1
231.0,912.89,0.38,1.91
232.0,916.84,0.38,1.91
233.0,920.79,0.38,1.91
234.0,924.75,0.38,1.91
235.0,928.7,0.38,1.91
236.0,932.65,0.38,1.91
237.0,936.6,0.38,2.1
238.0,940.55,0.38,1.91
239.0,944.51,0.38,2.1
240.0,948.46,0.38,2.1
241.0,952.41,0.57,2.1
242.0,956.36,0.57,2.1
243.0,960.31,0.76,2.1
244.0,964.26,0.76,2.29
245.0,968.22,0.76,2.29
246.0,972.17,0.76,2.29
247.0,976.12,0.95,2.48
248.0,980.07,0.95,2.86
