Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,348.12,473.53
1.0,3.95,347.91,473.53
2.0,7.9,347.3,473.33
3.0,11.86,347.5,473.53
4.0,15.81,346.68,473.53
5.0,19.76,346.27,475.17
6.0,23.71,345.25,475.38
7.0,27.66,345.66,474.97
8.0,31.62,344.83,474.97
9.0,35.57,345.04,475.79
10.0,39.52,345.25,475.79
11.0,43.47,346.07,478.87
12.0,47.42,345.86,479.07
13.0,51.37,345.04,479.69
14.0,55.33,343.6,479.28
15.0,59.28,343.19,479.07
16.0,63.23,340.73,479.69
17.0,67.18,339.5,480.51
18.0,71.13,337.86,481.33
19.0,75.09,336.62,481.74
20.0,79.04,336.42,483.8
21.0,82.99,334.37,485.03
22.0,86.94,333.34,485.85
23.0,90.89,333.34,484.82
24.0,94.85,332.72,485.23
25.0,98.8,333.34,485.44
26.0,102.75,333.14,487.28
27.0,106.7,331.7,487.49
28.0,110.65,332.11,487.28
29.0,114.61,332.93,486.67
30.0,118.56,333.96,488.11
31.0,122.51,336.01,487.69
32.0,126.46,336.21,486.87
33.0,130.41,337.86,484.41
34.0,134.36,338.06,483.8
35.0,138.32,340.11,481.74
36.0,142.27,342.17,481.54
37.0,146.22,343.19,481.95
38.0,150.17,345.25,480.72
39.0,154.12,348.12,481.13
40.0,158.08,350.99,481.54
41.0,162.03,353.87,481.54
42.0,165.98,356.53,481.74
43.0,169.93,357.36,480.92
44.0,173.88,360.43,480.51
45.0,177.84,364.74,480.92
46.0,181.79,367.21,483.59
47.0,185.74,368.64,484.62
48.0,189.69,370.08,485.03
49.0,193.64,371.93,487.28
50.0,197.6,374.8,488.52
51.0,201.55,377.27,488.93
52.0,205.5,381.37,491.8
53.0,209.45,383.22,494.47
54.0,213.4,385.48,496.11
55.0,217.35,388.97,497.14
56.0,221.31,389.79,498.37
57.0,225.26,389.58,499.6
58.0,229.21,390.81,500.83
59.0,233.16,391.22,502.27
60.0,237.11,392.45,504.12
61.0,241.07,393.69,505.55
62.0,245.02,395.53,506.58
63.0,248.97,399.84,508.22
64.0,252.92,400.67,509.45
65.0,256.87,401.28,509.45
66.0,260.83,402.1,512.74
67.0,264.78,401.69,515.4
68.0,268.73,402.72,517.87
69.0,272.68,403.33,518.07
70.0,276.63,404.15,519.3
71.0,280.59,404.15,520.33
72.0,284.54,405.18,522.38
73.0,288.49,406.0,522.79
74.0,292.44,406.21,523.2
75.0,296.39,405.39,524.64
76.0,300.34,405.59,525.05
77.0,304.3,405.39,524.85
78.0,308.25,406.41,524.85
79.0,312.2,409.29,528.54
80.0,316.15,409.49,528.34
81.0,320.1,408.88,528.13
82.0,324.06,409.29,527.31
83.0,328.01,412.78,527.52
84.0,331.96,413.8,528.13
85.0,335.91,413.8,527.93
86.0,339.86,414.21,527.72
87.0,343.82,413.19,527.52
88.0,347.77,414.62,525.87
89.0,351.72,414.62,523.82
90.0,355.67,416.06,521.36
91.0,359.62,416.06,522.38
92.0,363.58,416.26,520.13
93.0,367.53,416.06,518.07
94.0,371.48,418.11,516.84
95.0,375.43,419.34,515.2
96.0,379.38,417.7,512.94
97.0,383.33,418.93,508.84
98.0,387.29,419.34,508.43
99.0,391.24,419.14,507.19
100.0,395.19,419.96,502.68
101.0,399.14,423.45,501.04
