Frame,ms,footscan Z_L,footscan Z_R
0.0,0.0,24.53,12.27
1.0,3.95,24.35,12.08
2.0,7.9,24.35,12.08
3.0,11.86,24.35,12.08
4.0,15.81,24.9,12.08
5.0,19.76,24.72,12.08
6.0,23.71,24.72,12.08
7.0,27.66,24.35,12.27
8.0,31.62,24.35,12.08
9.0,35.57,23.97,11.71
10.0,39.52,23.97,11.71
11.0,43.47,23.6,11.71
12.0,47.42,23.42,11.15
13.0,51.37,23.23,10.96
14.0,55.33,22.49,10.78
15.0,59.28,21.74,10.78
16.0,63.23,21.56,10.78
17.0,67.18,21.0,10.78
18.0,71.13,20.81,10.78
19.0,75.09,20.44,10.04
20.0,79.04,20.26,9.48
21.0,82.99,20.07,9.29
22.0,86.94,19.89,9.29
23.0,90.89,19.7,9.29
24.0,94.85,19.33,8.92
25.0,98.8,19.14,8.73
26.0,102.75,18.77,7.25
27.0,106.7,18.58,7.25
28.0,110.65,18.58,7.06
29.0,114.61,18.4,7.06
30.0,118.56,18.03,7.06
31.0,122.51,17.66,7.06
32.0,126.46,16.91,6.5
33.0,130.41,16.35,5.76
34.0,134.36,15.61,5.39
35.0,138.32,15.05,5.39
36.0,142.27,14.31,5.39
37.0,146.22,14.31,5.39
38.0,150.17,13.94,5.39
39.0,154.12,13.19,5.2
40.0,158.08,13.19,5.2
41.0,162.03,13.19,5.2
42.0,165.98,13.19,4.65
43.0,169.93,12.82,4.65
44.0,173.88,12.82,4.65
45.0,177.84,12.64,4.65
46.0,181.79,12.64,4.27
47.0,185.74,12.64,4.27
48.0,189.69,12.64,4.27
49.0,193.64,12.64,3.72
50.0,197.6,12.64,3.72
51.0,201.55,12.45,3.72
52.0,205.5,12.45,3.72
53.0,209.45,12.45,3.53
54.0,213.4,12.45,3.53
55.0,217.35,12.45,3.16
56.0,221.31,12.45,3.16
57.0,225.26,12.27,3.16
58.0,229.21,12.27,2.97
59.0,233.16,12.27,2.97
60.0,237.11,12.27,2.97
61.0,241.07,12.08,2.97
62.0,245.02,12.08,2.79
63.0,248.97,12.08,2.42
64.0,252.92,12.08,2.42
65.0,256.87,12.08,2.42
66.0,260.83,12.08,2.42
67.0,264.78,12.08,2.42
68.0,268.73,12.08,2.04
69.0,272.68,12.08,2.04
70.0,276.63,12.08,2.04
71.0,280.59,12.08,2.42
72.0,284.54,12.08,2.42
73.0,288.49,12.08,2.42
74.0,292.44,12.08,2.04
75.0,296.39,12.08,2.04
76.0,300.34,12.08,2.04
77.0,304.3,12.08,2.04
78.0,308.25,12.08,2.42
79.0,312.2,12.08,2.04
80.0,316.15,12.08,2.04
81.0,320.1,12.08,2.04
82.0,324.06,12.08,2.04
83.0,328.01,12.08,2.42
84.0,331.96,12.08,2.04
85.0,335.91,12.08,2.04
86.0,339.86,12.08,2.04
87.0,343.82,12.08,2.04
88.0,347.77,12.08,2.04
89.0,351.72,12.08,2.04
90.0,355.67,12.08,2.04
91.0,359.62,12.08,2.04
92.0,363.58,12.08,2.04
93.0,367.53,12.08,2.04
94.0,371.48,12.08,2.04
95.0,375.43,12.08,2.23
96.0,379.38,12.08,2.23
97.0,383.33,12.08,2.23
