feature,iraf_score,spearman_rho,p_value
uppr_total_knee_extension,iraf_utgångsposition,-0.9746794344808964,0.004818230468198537
delta_knee_angle,iraf_rörelseutförande,-0.8999999999999998,0.03738607346849874
uppr_total_knee_extension,iraf_rörelsestart,-0.8944271909999157,0.040519326353834054
mean_head_trunk_angle,iraf_utgångsposition,0.8720815992723809,0.05385421772754211
uppr_rms_trunk_acceleration,iraf_utgångsposition,-0.8207826816681233,0.08858700531354381
mean_right_knee_angle,iraf_utgångsposition,0.8207826816681233,0.08858700531354381
mean_trunk_angle,iraf_total,-0.7999999999999999,0.10408803866182788
delta_knee_angle,iraf_total,-0.7999999999999999,0.10408803866182788
max_trunk_angular_velocity,iraf_utgångsposition,-0.7181848464596079,0.1717953049079889
uppr_total_knee_extension,iraf_total,-0.7,0.1881204043741873
mean_left_hip_angle,iraf_total,-0.7,0.1881204043741873
mean_left_knee_angle,iraf_rörelseutförande,-0.7,0.1881204043741873
forb_rms_trunk_acceleration,iraf_rörelseutförande,0.7,0.1881204043741873
rms_angular_acceleration,iraf_total,-0.7,0.1881204043741873
mean_head_trunk_angle,iraf_rörelsestart,0.6708203932499368,0.21516994256955005
hip_forward_displacement,iraf_rörelsestart,-0.6708203932499368,0.21516994256955005
rms_angular_acceleration,iraf_rörelsestart,-0.6708203932499368,0.21516994256955005
uppr_rms_trunk_acceleration,iraf_rörelsestart,-0.6708203932499368,0.21516994256955005
mean_right_knee_angle,iraf_rörelsestart,0.6708203932499368,0.21516994256955005
mean_trunk_angle,iraf_rörelsestart,-0.6708203932499368,0.21516994256955005
trunk_hip_time_lag,iraf_rörelseutförande,0.6668859288553503,0.21889398131323154
rms_angular_acceleration,iraf_utgångsposition,-0.6668859288553501,0.21889398131323168
peak_hip_velocity,iraf_utgångsposition,-0.6155870112510925,0.2689977701158222
rms_angular_acceleration,iraf_rörelseutförande,-0.6,0.28475697986529375
forb_mean_head_trunk_angle,iraf_rörelseutförande,0.6,0.28475697986529375
mean_trunk_angle,iraf_rörelseutförande,-0.6,0.28475697986529375
delta_hip_angle,iraf_total,-0.6,0.28475697986529375
mean_right_hip_angle,iraf_total,-0.6,0.28475697986529375
mean_left_knee_angle,iraf_total,-0.6,0.28475697986529375
mean_left_hip_angle,iraf_rörelseutförande,-0.6,0.28475697986529375
mean_trunk_angle,iraf_utgångsposition,-0.5642880936468347,0.32172333582430024
hip_forward_displacement,iraf_utgångsposition,-0.5642880936468347,0.32172333582430024
trunk_hip_time_lag,iraf_total,0.5642880936468347,0.32172333582430024
delta_trunk_flexion,iraf_total,0.49999999999999994,0.39100221895577053
hip_forward_displacement,iraf_total,-0.49999999999999994,0.39100221895577053
mean_right_knee_angle,iraf_total,0.49999999999999994,0.39100221895577053
initial_trunk_angle,iraf_total,-0.49999999999999994,0.39100221895577053
