molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
760,7.6,430,8.6,-11.866,14.0,7.429,-117.0,7.602,9.058,-112.919,-20.006,5.8,-11.242,5.599,2.69,-113.373,-6.398,-4.407,-21.041,1.578,-0.674,-117.467,0.301,-2.53,0.003,0.062,0.944,-0.112,-1.008,-0.11,0.233,0.272,0.938,-0.021,0.105,0.952,-0.11,0.306,0.962,0.013,0.363,0.939,-0.016,-1.059,-0.133,1.392,-0.065,0.019,-0.548,-3.928,0.506,-0.372,-0.584,-0.089,0.088,-0.713,0.115,1.328,-0.213,1.173,0.107,0.397,1.812,-1.31,-0.031,-0.104,0.999,0.036,-0.004,-0.013,0.671,-0.734,0.103,-0.011,0.981,0.129,-0.13,-0.068,0.998,0.055,0.008,0.014,0.986,0.15,0.059,0.034,0.983,0.183,-0.012,-0.008,0.666,-0.745,0.015,0.002
761,7.61,430,8.6,-11.864,14.027,7.421,-117.018,7.591,9.002,-112.952,-19.983,5.765,-11.276,5.651,2.702,-113.445,-6.399,-4.425,-21.05,1.541,-0.669,-117.507,0.279,-2.514,0.001,0.071,0.948,-0.106,-1.007,-0.111,0.233,0.283,0.927,-0.013,0.105,0.949,-0.11,0.31,0.958,0.015,0.363,0.939,-0.032,-1.053,-0.129,1.861,0.019,-0.104,-0.39,-3.499,0.076,-0.168,-0.202,0.649,-0.052,-1.382,0.005,1.08,-0.2,1.546,0.047,0.584,1.762,-0.971,0.299,-0.185,0.999,0.036,-0.003,-0.013,0.671,-0.734,0.103,-0.011,0.981,0.129,-0.13,-0.068,0.998,0.055,0.008,0.014,0.986,0.151,0.059,0.034,0.983,0.183,-0.012,-0.008,0.666,-0.746,0.015,0.002
762,7.62,431,8.62,-11.834,14.05,7.398,-116.971,7.578,8.977,-112.954,-19.983,5.746,-11.3,5.68,2.715,-113.519,-6.383,-4.435,-21.021,1.542,-0.652,-117.51,0.276,-2.529,0.006,0.076,0.949,-0.114,-1.006,-0.099,0.242,0.275,0.93,-0.008,0.109,0.95,-0.106,0.316,0.96,0.023,0.353,0.94,-0.027,-1.053,-0.125,1.772,-0.38,-0.078,0.332,-3.122,-0.027,0.017,-0.092,1.372,-0.126,-1.443,0.203,0.83,-0.179,1.558,0.222,0.43,1.42,-0.935,-0.989,-0.276,0.999,0.037,-0.003,-0.013,0.671,-0.734,0.103,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.055,0.007,0.014,0.986,0.151,0.059,0.035,0.983,0.182,-0.012,-0.008,0.666,-0.746,0.015,0.002
763,7.63,431,8.62,-11.802,14.056,7.376,-116.969,7.577,8.994,-112.928,-20.017,5.754,-11.355,5.661,2.737,-113.593,-6.359,-4.442,-21.041,1.564,-0.632,-117.561,0.29,-2.583,0.014,0.071,0.945,-0.123,-1.003,-0.094,0.248,0.27,0.931,-0.016,0.105,0.951,-0.109,0.313,0.962,0.024,0.364,0.938,-0.034,-1.054,-0.124,1.661,-0.152,-0.258,0.029,-1.046,-0.547,0.051,-0.255,1.296,-0.324,-1.299,0.286,0.911,-0.056,1.787,-0.091,0.333,1.054,-1.917,-1.736,-0.225,0.999,0.037,-0.004,-0.013,0.671,-0.734,0.102,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.055,0.008,0.014,0.986,0.151,0.059,0.035,0.983,0.183,-0.012,-0.008,0.666,-0.746,0.015,0.002
764,7.64,432,8.64,-11.763,14.054,7.368,-116.924,7.588,8.983,-112.877,-20.021,5.745,-11.367,5.657,2.755,-113.648,-6.32,-4.455,-21.013,1.578,-0.617,-117.549,0.305,-2.635,0.011,0.069,0.945,-0.122,-1.013,-0.1,0.248,0.263,0.934,-0.014,0.109,0.95,-0.106,0.314,0.954,0.023,0.36,0.94,-0.033,-1.051,-0.119,1.596,-0.071,-0.239,0.126,0.012,-0.692,-0.49,-0.577,-0.06,-0.449,-1.513,0.361,0.574,0.105,1.917,-0.094,0.418,0.851,-1.856,-1.74,-0.219,0.999,0.037,-0.004,-0.013,0.671,-0.734,0.102,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.055,0.008,0.014,0.986,0.152,0.059,0.035,0.983,0.182,-0.013,-0.008,0.666,-0.746,0.016,0.003
765,7.65,432,8.64,-11.779,14.005,7.381,-116.961,7.593,8.948,-112.906,-19.993,5.727,-11.407,5.607,2.78,-113.71,-6.282,-4.466,-21.03,1.547,-0.622,-117.606,0.314,-2.608,0.01,0.068,0.953,-0.12,-1.005,-0.117,0.235,0.275,0.936,-0.016,0.104,0.95,-0.104,0.31,0.961,0.02,0.362,0.939,-0.028,-1.05,-0.133,1.536,-0.075,-0.228,0.018,-0.389,-0.535,-0.783,-0.809,-0.428,-0.681,-1.722,0.172,0.506,0.006,1.606,0.143,0.247,0.593,-1.678,-1.726,-0.147,0.999,0.037,-0.004,-0.013,0.671,-0.734,0.102,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.055,0.008,0.014,0.986,0.152,0.059,0.035,0.983,0.183,-0.012,-0.008,0.665,-0.746,0.015,0.003
766,7.66,433,8.66,-11.748,14.019,7.377,-117.001,7.589,8.913,-112.901,-19.962,5.698,-11.411,5.668,2.786,-113.77,-6.325,-4.449,-21.053,1.525,-0.624,-117.665,0.322,-2.562,0.003,0.07,0.946,-0.113,-1.009,-0.117,0.234,0.268,0.934,-0.012,0.108,0.954,-0.112,0.31,0.954,0.016,0.365,0.933,-0.017,-1.056,-0.13,1.65,0.02,-0.241,-0.018,-1.131,-0.251,-0.674,-0.855,-0.233,-0.681,-1.722,0.172,0.533,-0.326,1.515,-0.225,0.133,0.532,-1.84,-1.66,-0.328,0.999,0.037,-0.004,-0.013,0.671,-0.734,0.102,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.055,0.007,0.014,0.986,0.152,0.059,0.035,0.983,0.183,-0.012,-0.008,0.665,-0.746,0.015,0.003
767,7.67,433,8.66,-11.788,14.043,7.375,-116.992,7.583,8.893,-112.957,-19.948,5.694,-11.417,5.676,2.798,-113.817,-6.31,-4.448,-21.016,1.516,-0.624,-117.661,0.333,-2.526,0.004,0.068,0.94,-0.122,-1.009,-0.103,0.238,0.28,0.93,-0.009,0.107,0.952,-0.101,0.31,0.962,0.02,0.357,0.935,-0.015,-1.055,-0.127,1.471,-0.244,-0.319,-0.755,-1.052,-0.322,-0.261,-0.397,0.826,-0.681,-1.722,0.172,0.552,-0.386,1.411,-0.536,-0.1,0.402,-2.01,-1.782,0.068,0.999,0.037,-0.004,-0.013,0.671,-0.735,0.102,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.055,0.007,0.014,0.986,0.152,0.059,0.035,0.983,0.182,-0.012,-0.008,0.665,-0.747,0.015,0.003
768,7.68,434,8.68,-11.759,14.055,7.356,-116.989,7.574,8.959,-112.978,-20.013,5.717,-11.439,5.651,2.809,-113.837,-6.293,-4.442,-21.002,1.55,-0.606,-117.679,0.35,-2.545,0.009,0.072,0.945,-0.131,-1.01,-0.102,0.243,0.272,0.934,-0.014,0.099,0.952,-0.104,0.307,0.965,0.025,0.358,0.934,-0.023,-1.049,-0.123,1.406,-0.288,-0.355,-0.843,-0.57,-0.763,-0.113,-0.719,0.992,-0.421,-1.505,0.28,0.677,-0.455,1.047,-0.534,-0.32,0.621,-1.505,-1.928,0.447,0.999,0.037,-0.004,-0.013,0.671,-0.735,0.102,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.055,0.007,0.014,0.986,0.152,0.059,0.035,0.983,0.182,-0.012,-0.008,0.665,-0.747,0.015,0.003
769,7.69,434,8.68,-11.769,14.086,7.354,-116.991,7.576,8.975,-112.95,-20.039,5.721,-11.519,5.643,2.823,-113.926,-6.297,-4.433,-21.018,1.581,-0.591,-117.74,0.364,-2.561,0.007,0.064,0.948,-0.12,-1.008,-0.094,0.246,0.27,0.934,-0.012,0.103,0.947,-0.105,0.314,0.958,0.023,0.36,0.935,-0.02,-1.05,-0.127,1.257,-0.441,-0.209,-0.434,0.108,-0.905,-0.342,-0.802,0.338,-0.478,-1.496,0.261,0.78,-0.708,0.855,-0.293,-0.543,0.616,-2.685,-1.43,0.327,0.999,0.037,-0.004,-0.013,0.671,-0.735,0.102,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.055,0.007,0.014,0.986,0.153,0.058,0.036,0.983,0.182,-0.013,-0.008,0.665,-0.747,0.015,0.002
770,7.7,435,8.7,-11.793,14.087,7.358,-117.043,7.572,8.984,-112.978,-20.0,5.705,-11.582,5.658,2.834,-114.005,-6.326,-4.421,-21.043,1.604,-0.577,-117.815,0.374,-2.574,0.003,0.067,0.942,-0.117,-1.01,-0.11,0.232,0.275,0.932,-0.013,0.101,0.948,-0.111,0.314,0.956,0.024,0.363,0.935,-0.02,-1.06,-0.132,1.296,-0.219,-0.241,-0.279,-0.544,-0.401,-0.549,-0.838,0.272,-0.528,-1.796,0.262,0.567,-0.49,0.975,-0.476,-0.896,0.856,-2.904,-1.168,0.248,0.999,0.037,-0.004,-0.013,0.671,-0.735,0.102,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.054,0.007,0.014,0.986,0.153,0.059,0.036,0.983,0.183,-0.013,-0.008,0.664,-0.747,0.014,0.002
771,7.71,435,8.7,-11.748,14.08,7.344,-117.067,7.569,9.035,-112.993,-19.978,5.699,-11.593,5.672,2.843,-114.071,-6.357,-4.399,-21.04,1.645,-0.556,-117.851,0.396,-2.602,0.006,0.071,0.943,-0.125,-1.008,-0.111,0.235,0.27,0.93,-0.013,0.104,0.945,-0.111,0.314,0.963,0.024,0.361,0.938,-0.017,-1.064,-0.133,1.036,-0.269,-0.33,0.311,-0.12,-0.713,-0.576,-0.844,0.419,-0.559,-2.051,0.228,0.417,-0.405,1.112,-0.416,-0.931,0.804,-2.07,-2.159,0.395,0.999,0.037,-0.004,-0.013,0.67,-0.735,0.102,-0.011,0.981,0.129,-0.131,-0.068,0.998,0.054,0.007,0.014,0.986,0.153,0.059,0.036,0.983,0.183,-0.013,-0.007,0.664,-0.748,0.014,0.003
772,7.72,436,8.72,-11.79,14.118,7.349,-117.076,7.567,9.042,-113.005,-19.975,5.696,-11.601,5.704,2.858,-114.146,-6.352,-4.389,-21.045,1.686,-0.538,-117.896,0.431,-2.656,0.006,0.07,0.943,-0.121,-1.015,-0.104,0.248,0.278,0.937,-0.012,0.11,0.954,-0.108,0.313,0.958,0.032,0.365,0.941,-0.025,-1.056,-0.132,0.862,-0.244,-0.252,0.511,-0.315,-0.384,-0.588,-0.924,0.388,-0.811,-2.306,0.074,0.177,-0.105,1.75,-0.36,-0.982,0.617,-1.822,-2.943,0.401,0.999,0.037,-0.004,-0.013,0.67,-0.735,0.102,-0.012,0.981,0.129,-0.131,-0.068,0.998,0.055,0.007,0.014,0.986,0.153,0.059,0.036,0.983,0.183,-0.014,-0.007,0.664,-0.748,0.014,0.003
773,7.73,436,8.72,-11.791,14.132,7.357,-117.088,7.551,9.065,-112.999,-20.001,5.679,-11.584,5.767,2.872,-114.156,-6.334,-4.388,-21.045,1.73,-0.523,-117.936,0.469,-2.716,0.01,0.068,0.946,-0.119,-1.013,-0.106,0.248,0.271,0.933,-0.008,0.105,0.958,-0.108,0.31,0.963,0.027,0.363,0.942,-0.03,-1.056,-0.136,0.607,-0.005,-0.184,1.267,-1.357,-0.274,-1.007,-1.173,-0.486,-0.734,-2.418,0.181,0.012,0.273,2.286,0.12,-1.139,0.269,-1.843,-2.834,0.069,0.999,0.037,-0.004,-0.013,0.67,-0.735,0.101,-0.012,0.981,0.129,-0.132,-0.068,0.998,0.055,0.006,0.014,0.986,0.153,0.059,0.036,0.983,0.183,-0.014,-0.007,0.663,-0.748,0.014,0.003
774,7.74,437,8.74,-11.754,14.138,7.365,-117.1,7.523,9.138,-112.974,-20.076,5.665,-11.598,5.755,2.898,-114.17,-6.302,-4.394,-21.05,1.777,-0.512,-117.978,0.513,-2.768,0.01,0.07,0.946,-0.122,-1.004,-0.103,0.244,0.27,0.933,-0.014,0.095,0.949,-0.102,0.303,0.97,0.03,0.361,0.939,-0.03,-1.052,-0.147,0.638,-0.27,-0.125,1.088,-1.475,-0.223,-1.289,-1.461,-1.311,-0.651,-1.887,0.395,0.094,0.207,2.552,0.717,-1.501,-0.165,-1.403,-2.895,-0.079,0.999,0.037,-0.004,-0.013,0.67,-0.735,0.101,-0.011,0.981,0.129,-0.132,-0.068,0.998,0.054,0.006,0.014,0.986,0.153,0.059,0.036,0.983,0.183,-0.014,-0.007,0.663,-0.748,0.014,0.003
775,7.75,437,8.74,-11.759,14.147,7.377,-117.101,7.505,9.148,-112.927,-20.041,5.625,-11.628,5.751,2.929,-114.19,-6.265,-4.413,-21.08,1.817,-0.507,-118.046,0.55,-2.812,0.002,0.069,0.939,-0.119,-1.004,-0.1,0.238,0.272,0.936,-0.01,0.095,0.949,-0.102,0.305,0.958,0.031,0.366,0.939,-0.032,-1.047,-0.144,0.622,-0.138,-0.155,1.192,-0.881,-0.388,-1.137,-1.342,-0.72,-1.427,-2.167,0.243,-0.066,0.511,2.704,0.773,-1.637,-0.37,-1.564,-2.009,-0.27,0.999,0.037,-0.004,-0.013,0.671,-0.735,0.101,-0.012,0.981,0.129,-0.132,-0.068,0.998,0.054,0.006,0.014,0.986,0.153,0.059,0.036,0.983,0.183,-0.015,-0.007,0.663,-0.749,0.014,0.003
