molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
680,6.8,419,8.38,-8.136,3.506,0.755,-106.259,0.312,-22.887,-109.497,2.426,-21.561,-1.96,-2.303,-2.994,-6.75,-3.789,-5.702,-100.14,-19.05,-5.268,-99.888,-22.856,-13.206,-0.01,0.064,0.941,0.057,0.208,0.993,0.03,0.195,1.014,-0.038,0.036,1.032,-0.027,0.07,0.951,-0.096,-1.034,-0.189,0.131,-1.01,-0.127,-0.091,0.843,0.34,1.097,0.038,-0.095,1.272,0.445,0.399,0.041,0.876,0.05,0.543,0.139,0.374,0.687,-0.615,0.836,0.614,0.784,-0.419,0.999,0.032,0.003,-0.002,0.994,0.103,-0.028,-0.008,0.995,0.095,-0.016,-0.015,0.999,0.017,0.021,-0.026,0.999,0.038,0.016,0.035,0.645,-0.738,0.175,-0.096,0.662,-0.723,-0.182,0.073
681,6.81,419,8.38,-8.151,3.504,0.76,-106.316,0.319,-22.888,-109.553,2.409,-21.558,-1.981,-2.29,-2.992,-6.823,-3.757,-5.702,-100.188,-19.038,-5.301,-99.92,-22.847,-13.187,-0.008,0.065,0.944,0.051,0.21,0.987,0.03,0.199,1.017,-0.038,0.038,1.026,-0.027,0.072,0.949,-0.092,-1.032,-0.196,0.132,-1.005,-0.124,-0.905,0.613,0.241,1.203,0.223,-0.275,1.215,0.476,0.456,-0.387,1.063,0.015,-0.041,0.338,0.084,0.321,-1.207,0.893,0.517,1.039,-0.359,0.999,0.032,0.003,-0.002,0.994,0.103,-0.028,-0.008,0.995,0.095,-0.016,-0.015,0.999,0.017,0.02,-0.026,0.999,0.037,0.016,0.035,0.645,-0.738,0.175,-0.096,0.662,-0.723,-0.182,0.073
682,6.82,420,8.4,-8.165,3.5,0.763,-106.372,0.331,-22.888,-109.608,2.447,-21.558,-1.994,-2.274,-2.991,-6.817,-3.79,-5.697,-100.234,-19.022,-5.339,-99.946,-22.839,-13.167,-0.006,0.062,0.941,0.049,0.21,0.987,0.037,0.198,1.017,-0.037,0.038,1.025,-0.027,0.079,0.955,-0.093,-1.035,-0.186,0.134,-1.01,-0.125,-0.995,0.504,0.338,1.307,0.337,0.068,1.49,0.367,0.006,-0.875,1.002,0.031,-0.894,0.209,-0.157,-0.215,-1.404,0.96,0.49,0.849,-0.092,0.999,0.033,0.003,-0.002,0.994,0.103,-0.028,-0.008,0.995,0.096,-0.017,-0.014,0.999,0.017,0.02,-0.026,0.999,0.038,0.016,0.035,0.645,-0.738,0.175,-0.096,0.662,-0.724,-0.182,0.073
683,6.83,420,8.4,-8.218,3.491,0.764,-106.414,0.366,-22.894,-109.672,2.462,-21.551,-1.99,-2.249,-2.989,-6.839,-3.837,-5.697,-100.261,-19.008,-5.373,-99.949,-22.837,-13.152,-0.011,0.055,0.943,0.044,0.207,0.985,0.034,0.199,1.015,-0.037,0.035,1.028,-0.029,0.077,0.957,-0.08,-1.037,-0.183,0.139,-1.011,-0.117,-1.459,0.722,0.077,1.449,0.418,0.215,1.575,0.199,-0.538,-1.056,0.919,-0.001,-1.359,0.324,-0.271,0.176,-1.215,0.925,0.714,0.397,-0.043,0.999,0.032,0.003,-0.002,0.994,0.103,-0.027,-0.008,0.995,0.096,-0.017,-0.014,0.999,0.017,0.02,-0.026,0.999,0.038,0.016,0.035,0.644,-0.738,0.175,-0.096,0.662,-0.724,-0.182,0.073
684,6.84,421,8.42,-8.195,3.452,0.765,-106.43,0.377,-22.897,-109.741,2.447,-21.538,-2.0,-2.226,-2.989,-6.938,-3.846,-5.702,-100.303,-18.996,-5.404,-99.968,-22.839,-13.118,-0.004,0.065,0.941,0.052,0.207,0.99,0.032,0.202,1.014,-0.041,0.034,1.02,-0.028,0.07,0.954,-0.073,-1.039,-0.195,0.136,-1.009,-0.12,-1.817,0.154,-0.132,1.459,0.274,-0.195,1.623,0.161,-0.731,-1.049,0.347,-0.061,-1.422,0.399,-0.426,0.102,-1.076,0.854,0.619,0.177,0.181,0.999,0.032,0.003,-0.002,0.994,0.103,-0.027,-0.008,0.995,0.096,-0.017,-0.015,0.999,0.017,0.02,-0.026,0.999,0.037,0.016,0.035,0.644,-0.738,0.175,-0.096,0.662,-0.724,-0.182,0.073
685,6.85,421,8.42,-8.242,3.433,0.766,-106.499,0.353,-22.899,-109.785,2.478,-21.54,-1.966,-2.205,-2.988,-6.939,-3.88,-5.69,-100.303,-18.984,-5.44,-99.948,-22.84,-13.093,0.001,0.071,0.938,0.052,0.216,0.986,0.036,0.197,1.011,-0.038,0.03,1.018,-0.026,0.077,0.943,-0.079,-1.034,-0.194,0.135,-1.007,-0.126,-2.46,0.717,-0.171,1.657,0.272,-0.081,2.145,0.185,-0.219,-0.68,-0.031,-0.001,-2.491,0.909,-1.232,-0.002,-0.827,1.137,0.225,0.281,0.216,0.999,0.032,0.003,-0.002,0.994,0.104,-0.027,-0.008,0.995,0.096,-0.017,-0.015,0.999,0.017,0.02,-0.026,0.999,0.037,0.016,0.035,0.644,-0.739,0.175,-0.096,0.662,-0.724,-0.182,0.073
686,6.86,422,8.44,-8.31,3.456,0.749,-106.576,0.346,-22.886,-109.799,2.468,-21.541,-1.933,-2.218,-2.989,-6.975,-3.855,-5.657,-100.295,-18.979,-5.439,-99.947,-22.833,-13.121,-0.013,0.068,0.927,0.053,0.221,0.985,0.031,0.195,1.017,-0.044,0.027,1.019,-0.02,0.075,0.937,-0.078,-1.039,-0.199,0.141,-1.014,-0.125,-4.388,0.75,-0.321,1.722,0.981,1.41,2.313,0.735,0.369,-0.368,-0.545,-0.081,-6.454,2.518,-3.325,-0.401,-0.521,0.787,-0.277,0.449,0.118,0.999,0.032,0.003,-0.002,0.994,0.104,-0.027,-0.008,0.995,0.096,-0.017,-0.015,0.999,0.016,0.02,-0.026,0.999,0.037,0.016,0.035,0.644,-0.739,0.175,-0.096,0.661,-0.724,-0.182,0.073
687,6.87,422,8.44,-8.47,3.449,0.73,-106.624,0.387,-22.871,-109.866,2.484,-21.557,-1.9,-2.225,-2.992,-7.08,-3.877,-5.61,-100.292,-18.972,-5.446,-99.905,-22.829,-13.155,-0.007,0.058,0.941,0.05,0.214,0.984,0.039,0.201,1.023,-0.043,0.027,1.019,-0.027,0.072,0.958,-0.077,-1.04,-0.205,0.148,-1.018,-0.116,-7.825,1.148,-0.547,1.928,1.452,2.037,2.582,0.807,0.731,-0.118,-0.705,-0.268,-8.905,3.457,-4.463,-0.663,-0.328,0.915,-0.016,0.445,-0.124,1.0,0.031,0.004,-0.002,0.994,0.105,-0.027,-0.008,0.995,0.097,-0.017,-0.014,0.999,0.016,0.02,-0.026,0.999,0.036,0.016,0.035,0.644,-0.739,0.175,-0.096,0.661,-0.724,-0.182,0.073
688,6.88,423,8.46,-8.603,3.512,0.718,-106.625,0.382,-22.855,-109.945,2.451,-21.569,-1.876,-2.244,-2.998,-7.208,-3.899,-5.554,-100.29,-18.966,-5.438,-99.858,-22.831,-13.188,-0.014,0.058,0.947,0.066,0.22,0.979,0.032,0.203,1.018,-0.049,0.026,1.017,-0.027,0.074,0.953,-0.079,-1.038,-0.2,0.149,-1.01,-0.11,-8.743,1.061,-0.2,1.695,0.868,1.195,2.73,1.017,1.092,-0.476,-0.952,-0.496,-9.832,4.447,-5.071,-0.386,-0.292,0.907,0.913,0.221,-0.149,1.0,0.03,0.004,-0.002,0.994,0.105,-0.027,-0.007,0.995,0.097,-0.017,-0.014,0.999,0.016,0.02,-0.026,0.999,0.036,0.016,0.034,0.644,-0.739,0.175,-0.095,0.662,-0.724,-0.182,0.073
689,6.89,423,8.46,-8.698,3.52,0.712,-106.605,0.363,-22.835,-110.015,2.466,-21.588,-1.872,-2.268,-3.004,-7.336,-3.944,-5.49,-100.305,-18.958,-5.426,-99.822,-22.835,-13.207,-0.001,0.066,0.953,0.065,0.214,0.981,0.04,0.202,1.018,-0.043,0.031,1.018,-0.025,0.072,0.953,-0.078,-1.04,-0.197,0.142,-1.01,-0.109,-9.489,0.837,-0.001,1.662,1.108,0.866,3.099,0.854,1.159,-0.473,-1.115,-0.552,-11.233,5.344,-5.867,-0.348,-0.647,1.115,1.364,0.365,-0.279,1.0,0.03,0.004,-0.002,0.994,0.105,-0.027,-0.007,0.995,0.097,-0.017,-0.014,0.999,0.016,0.02,-0.026,0.999,0.035,0.016,0.034,0.643,-0.739,0.175,-0.095,0.662,-0.724,-0.182,0.073
690,6.9,424,8.48,-8.821,3.51,0.721,-106.611,0.365,-22.822,-110.104,2.46,-21.605,-1.843,-2.278,-3.011,-7.55,-4.028,-5.419,-100.305,-18.945,-5.43,-99.758,-22.83,-13.224,-0.001,0.061,0.939,0.055,0.217,0.978,0.036,0.203,1.01,-0.045,0.028,1.027,-0.033,0.062,0.951,-0.079,-1.033,-0.199,0.147,-1.006,-0.108,-10.155,1.174,0.294,1.252,0.611,0.07,3.176,1.11,1.359,-0.107,-1.002,-0.597,-12.437,6.316,-6.441,-0.798,-0.718,1.024,1.214,1.353,-0.135,1.0,0.029,0.004,-0.002,0.994,0.106,-0.027,-0.007,0.995,0.098,-0.017,-0.014,0.999,0.016,0.02,-0.026,0.999,0.034,0.017,0.033,0.643,-0.739,0.175,-0.095,0.662,-0.723,-0.182,0.072
691,6.91,424,8.48,-8.96,3.583,0.743,-106.601,0.369,-22.812,-110.177,2.472,-21.623,-1.807,-2.272,-3.019,-7.738,-4.141,-5.345,-100.303,-18.929,-5.449,-99.682,-22.82,-13.234,-0.016,0.055,0.946,0.069,0.226,0.972,0.04,0.202,1.011,-0.043,0.025,1.027,-0.037,0.063,0.956,-0.076,-1.041,-0.196,0.153,-1.009,-0.109,-10.696,1.684,0.671,0.734,-0.083,-1.094,3.585,0.901,1.097,-0.103,-1.027,-0.789,-13.095,6.751,-6.779,-0.531,-0.585,1.111,1.528,2.321,-0.459,1.0,0.028,0.004,-0.002,0.994,0.106,-0.028,-0.007,0.995,0.098,-0.018,-0.014,0.999,0.015,0.02,-0.026,0.999,0.032,0.018,0.033,0.643,-0.739,0.175,-0.095,0.662,-0.723,-0.182,0.072
692,6.92,425,8.5,-9.069,3.579,0.765,-106.598,0.42,-22.8,-110.238,2.424,-21.625,-1.764,-2.265,-3.027,-7.936,-4.197,-5.28,-100.288,-18.915,-5.469,-99.585,-22.804,-13.231,-0.015,0.06,0.946,0.048,0.216,0.979,0.029,0.204,1.008,-0.043,0.015,1.025,-0.037,0.063,0.957,-0.079,-1.04,-0.201,0.147,-1.006,-0.108,-10.522,0.453,0.515,0.621,0.329,-1.088,3.483,0.706,0.512,-0.833,-1.007,-0.886,-13.349,6.93,-6.9,0.011,-0.313,1.084,2.086,3.288,-0.565,1.0,0.028,0.004,-0.002,0.994,0.106,-0.027,-0.008,0.995,0.099,-0.017,-0.014,0.999,0.015,0.02,-0.026,0.999,0.031,0.019,0.032,0.643,-0.74,0.175,-0.095,0.663,-0.723,-0.182,0.072
693,6.93,425,8.5,-9.2,3.571,0.788,-106.587,0.439,-22.776,-110.318,2.394,-21.637,-1.724,-2.272,-3.038,-8.172,-4.267,-5.218,-100.265,-18.907,-5.476,-99.494,-22.785,-13.198,-0.018,0.049,0.953,0.045,0.215,0.978,0.032,0.214,1.005,-0.05,0.013,1.02,-0.038,0.056,0.962,-0.084,-1.037,-0.201,0.138,-1.009,-0.112,-9.86,-0.082,0.374,0.426,0.467,-1.205,3.606,0.841,0.497,-0.952,-1.007,-1.025,-12.958,7.569,-6.776,0.581,0.168,1.121,2.301,4.046,-0.407,1.0,0.027,0.005,-0.002,0.994,0.106,-0.027,-0.008,0.995,0.099,-0.017,-0.014,0.999,0.015,0.02,-0.026,0.999,0.03,0.02,0.032,0.643,-0.74,0.175,-0.095,0.663,-0.723,-0.182,0.072
694,6.94,426,8.52,-9.31,3.516,0.803,-106.572,0.471,-22.743,-110.394,2.369,-21.65,-1.684,-2.276,-3.047,-8.337,-4.326,-5.166,-100.238,-18.904,-5.491,-99.428,-22.76,-13.175,-0.008,0.044,0.948,0.045,0.209,0.984,0.031,0.212,1.002,-0.048,0.009,1.022,-0.036,0.059,0.962,-0.09,-1.04,-0.194,0.134,-1.011,-0.12,-8.841,-0.858,0.294,0.575,0.641,-0.483,3.749,0.4,-0.036,-0.712,-0.815,-0.909,-12.051,6.777,-6.015,1.144,0.641,1.361,3.521,4.525,-0.53,1.0,0.025,0.005,-0.002,0.994,0.106,-0.027,-0.008,0.995,0.1,-0.017,-0.014,0.999,0.014,0.02,-0.026,0.999,0.029,0.02,0.031,0.643,-0.74,0.175,-0.095,0.663,-0.723,-0.181,0.071
