molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
670,6.7,414,8.28,-7.999,3.458,0.722,-106.041,0.449,-22.909,-109.348,2.455,-21.505,-1.874,-2.187,-3.015,-6.723,-3.873,-5.617,-99.943,-18.878,-5.318,-99.627,-22.945,-13.1,-0.005,0.062,0.942,0.054,0.192,0.98,0.028,0.194,1.011,-0.047,0.024,1.007,-0.031,0.078,0.955,-0.074,-1.032,-0.195,0.135,-1.003,-0.129,-0.194,0.331,-0.103,1.0,-0.238,-0.353,0.576,0.241,0.073,0.18,0.833,2.044,-0.609,-0.449,0.201,0.698,-1.963,0.802,1.244,-0.228,-0.184,0.999,0.033,0.002,-0.002,0.994,0.102,-0.028,-0.008,0.995,0.095,-0.017,-0.014,0.999,0.016,0.02,-0.026,0.999,0.038,0.016,0.035,0.646,-0.737,0.174,-0.096,0.663,-0.722,-0.182,0.073
671,6.71,414,8.28,-7.988,3.425,0.717,-106.037,0.461,-22.91,-109.35,2.477,-21.498,-1.881,-2.229,-2.993,-6.682,-3.86,-5.621,-99.953,-18.903,-5.281,-99.665,-22.919,-13.15,0.002,0.059,0.939,0.055,0.203,0.984,0.034,0.19,1.011,-0.046,0.031,1.002,-0.023,0.077,0.954,-0.073,-1.033,-0.194,0.14,-1.002,-0.122,-0.187,0.246,-0.116,1.165,0.319,0.442,0.712,-0.07,-0.603,0.479,0.779,2.35,-0.612,-0.356,-0.114,0.632,-0.67,0.574,0.924,-0.407,-0.065,0.999,0.032,0.002,-0.002,0.994,0.102,-0.028,-0.008,0.995,0.095,-0.017,-0.014,0.999,0.016,0.02,-0.026,0.999,0.038,0.016,0.035,0.646,-0.737,0.174,-0.096,0.663,-0.723,-0.183,0.073
672,6.72,415,8.3,-7.962,3.47,0.714,-106.038,0.439,-22.911,-109.355,2.499,-21.501,-1.884,-2.264,-2.978,-6.657,-3.855,-5.629,-99.955,-18.932,-5.247,-99.691,-22.9,-13.2,-0.005,0.063,0.947,0.059,0.202,0.978,0.036,0.189,1.009,-0.051,0.029,1.008,-0.023,0.077,0.963,-0.073,-1.037,-0.204,0.141,-0.997,-0.117,-0.327,0.609,0.01,1.037,0.039,-0.088,1.046,-0.316,-1.049,0.806,0.161,1.643,-0.694,0.067,-0.236,1.434,0.661,0.358,1.406,-0.204,-0.026,0.999,0.033,0.002,-0.002,0.994,0.102,-0.028,-0.008,0.995,0.095,-0.017,-0.014,0.999,0.016,0.02,-0.026,0.999,0.038,0.016,0.035,0.646,-0.737,0.174,-0.096,0.663,-0.723,-0.183,0.073
673,6.73,415,8.3,-7.984,3.482,0.718,-106.038,0.415,-22.905,-109.383,2.524,-21.511,-1.886,-2.296,-2.972,-6.691,-3.92,-5.639,-99.953,-18.962,-5.214,-99.721,-22.884,-13.243,-0.002,0.059,0.94,0.061,0.202,0.985,0.037,0.194,1.012,-0.048,0.03,1.006,-0.029,0.073,0.954,-0.073,-1.033,-0.204,0.14,-1.002,-0.127,-0.221,0.51,0.15,0.893,0.012,-0.263,1.08,-0.528,-1.423,0.526,-0.161,0.706,-0.543,-0.009,-0.142,1.838,1.614,0.445,0.816,0.476,-0.088,0.999,0.032,0.002,-0.002,0.994,0.102,-0.029,-0.008,0.995,0.095,-0.017,-0.014,0.999,0.016,0.02,-0.026,0.999,0.038,0.016,0.035,0.646,-0.737,0.174,-0.096,0.663,-0.723,-0.183,0.073
674,6.74,416,8.32,-8.06,3.461,0.731,-106.101,0.408,-22.91,-109.387,2.536,-21.519,-1.911,-2.318,-2.974,-6.707,-3.923,-5.656,-99.982,-18.992,-5.189,-99.774,-22.87,-13.277,-0.003,0.059,0.947,0.055,0.205,0.977,0.036,0.188,1.011,-0.048,0.035,1.007,-0.025,0.067,0.957,-0.074,-1.032,-0.201,0.14,-1.002,-0.124,-0.293,0.551,0.128,1.032,-0.107,-0.634,1.286,-0.697,-1.975,0.24,-0.402,-0.066,-0.424,0.272,-0.344,1.329,2.378,0.165,0.379,0.923,0.033,0.999,0.032,0.002,-0.002,0.994,0.102,-0.029,-0.008,0.995,0.095,-0.017,-0.014,0.999,0.016,0.021,-0.026,0.999,0.037,0.016,0.035,0.645,-0.737,0.174,-0.096,0.663,-0.723,-0.183,0.073
675,6.75,416,8.32,-8.041,3.421,0.736,-106.101,0.435,-22.91,-109.383,2.542,-21.529,-1.897,-2.347,-2.981,-6.685,-3.967,-5.669,-99.97,-19.016,-5.162,-99.787,-22.865,-13.321,-0.003,0.061,0.946,0.054,0.2,0.979,0.034,0.184,1.013,-0.048,0.029,1.013,-0.033,0.074,0.953,-0.082,-1.029,-0.202,0.142,-1.003,-0.12,-0.058,0.701,0.134,0.9,0.04,-0.209,1.424,-0.442,-1.779,-0.052,-0.291,-0.672,0.02,0.233,-0.136,1.467,2.663,0.162,0.742,0.705,0.305,0.999,0.032,0.002,-0.002,0.994,0.102,-0.028,-0.008,0.995,0.094,-0.017,-0.014,0.999,0.016,0.021,-0.026,0.999,0.038,0.016,0.035,0.645,-0.738,0.174,-0.096,0.662,-0.723,-0.183,0.073
676,6.76,417,8.34,-8.051,3.431,0.739,-106.158,0.418,-22.914,-109.399,2.501,-21.533,-1.93,-2.33,-2.988,-6.673,-3.955,-5.685,-100.021,-19.036,-5.183,-99.834,-22.867,-13.313,-0.004,0.065,0.943,0.055,0.205,0.98,0.026,0.193,1.003,-0.041,0.037,1.014,-0.031,0.077,0.96,-0.087,-1.027,-0.197,0.14,-0.996,-0.124,-0.144,0.668,0.017,0.884,0.037,-0.344,1.432,-0.381,-1.674,0.193,-0.425,-0.667,0.19,0.082,-0.135,1.56,2.58,0.217,0.606,0.406,0.301,0.999,0.032,0.002,-0.002,0.994,0.102,-0.028,-0.008,0.995,0.095,-0.017,-0.014,0.999,0.016,0.021,-0.026,0.999,0.038,0.016,0.035,0.645,-0.738,0.174,-0.096,0.662,-0.723,-0.183,0.073
677,6.77,417,8.34,-8.131,3.44,0.746,-106.203,0.369,-22.91,-109.401,2.51,-21.549,-1.965,-2.345,-2.994,-6.671,-3.933,-5.692,-100.068,-19.053,-5.176,-99.883,-22.867,-13.305,-0.003,0.056,0.941,0.055,0.205,0.981,0.033,0.188,1.005,-0.046,0.037,1.019,-0.028,0.073,0.952,-0.089,-1.027,-0.195,0.132,-1.004,-0.118,-0.093,0.882,0.077,1.082,0.036,-0.23,1.562,-0.027,-0.689,0.492,-0.205,-0.495,0.323,0.232,-0.069,0.879,1.841,0.313,0.745,0.456,0.128,0.999,0.032,0.002,-0.002,0.994,0.103,-0.028,-0.008,0.995,0.094,-0.017,-0.015,0.999,0.017,0.021,-0.026,0.999,0.038,0.016,0.035,0.645,-0.738,0.175,-0.096,0.662,-0.723,-0.182,0.073
678,6.78,418,8.36,-8.147,3.44,0.751,-106.214,0.378,-22.906,-109.448,2.47,-21.557,-1.977,-2.312,-2.994,-6.717,-3.874,-5.698,-100.116,-19.057,-5.221,-99.895,-22.866,-13.254,-0.006,0.057,0.942,0.052,0.203,0.986,0.031,0.195,1.01,-0.041,0.034,1.024,-0.027,0.072,0.952,-0.089,-1.033,-0.187,0.132,-1.005,-0.121,0.112,0.807,0.106,0.952,0.064,-0.298,1.367,0.421,-0.016,0.359,0.091,-0.168,0.614,-0.004,0.107,0.312,1.006,0.207,0.564,0.975,0.047,0.999,0.032,0.002,-0.002,0.994,0.102,-0.028,-0.008,0.995,0.095,-0.017,-0.015,0.999,0.017,0.021,-0.026,0.999,0.038,0.016,0.035,0.645,-0.738,0.175,-0.097,0.662,-0.723,-0.182,0.073
679,6.79,418,8.36,-8.153,3.436,0.756,-106.257,0.35,-22.9,-109.496,2.44,-21.562,-1.944,-2.325,-2.995,-6.726,-3.827,-5.7,-100.098,-19.059,-5.225,-99.864,-22.861,-13.234,-0.004,0.061,0.945,0.052,0.209,0.982,0.027,0.202,1.014,-0.044,0.031,1.031,-0.024,0.077,0.96,-0.09,-1.032,-0.191,0.132,-1.008,-0.116,0.035,0.772,0.3,1.149,0.062,-0.183,1.446,0.435,0.251,0.045,0.686,-0.061,0.631,0.016,0.254,0.594,0.184,0.717,0.635,0.995,-0.169,0.999,0.032,0.002,-0.002,0.994,0.103,-0.028,-0.008,0.995,0.095,-0.017,-0.015,0.999,0.016,0.021,-0.026,0.999,0.038,0.016,0.035,0.645,-0.738,0.175,-0.096,0.662,-0.723,-0.182,0.073
