molab_frame,molab_time,video_frame,video_time,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
742,7.42,456,9.12,-92.601,-7.448,-7.348,53.445,-5.549,-1.925,-0.361,-2.725,4.785,-4.817,-3.96,-1.519,-36.095,-2.969,4.313,-34.905,-11.421,-0.232,-96.686,-3.044,-6.023,0.088,0.037,1.027,-0.012,-0.944,0.539,0.151,0.069,0.937,-0.078,0.019,0.972,0.037,-1.064,-0.186,-0.052,-1.038,-0.116,-0.017,0.091,1.005,-1.784,4.114,4.662,15.38,-0.199,0.151,-0.871,0.074,-1.493,-0.671,-0.922,1.413,-0.532,-9.7,3.567,7.39,-1.98,3.6,2.428,1.851,3.028,0.998,0.044,-0.05,-0.016,0.892,-0.45,0.036,-0.037,0.996,0.038,-0.075,0.024,0.999,0.019,0.032,-0.006,0.705,-0.705,0.037,-0.069,0.717,-0.695,-0.028,0.044,0.998,0.06,-0.003,-0.019
743,7.43,456,9.12,-92.495,-7.434,-7.298,53.298,-5.545,-1.933,-0.303,-2.763,4.72,-4.775,-3.924,-1.492,-36.247,-2.872,4.28,-34.977,-11.416,-0.197,-96.689,-2.993,-5.974,0.111,0.02,1.03,-0.005,-0.921,0.523,0.146,0.075,0.936,-0.052,0.051,0.963,0.039,-1.056,-0.173,-0.051,-1.047,-0.145,0.036,0.093,1.032,-0.281,3.951,4.759,17.368,0.341,1.111,-0.9,0.441,-1.068,0.833,-2.238,1.866,2.706,-9.897,3.766,9.978,0.153,2.12,2.371,2.392,4.262,0.998,0.044,-0.049,-0.016,0.892,-0.449,0.036,-0.037,0.996,0.038,-0.075,0.024,0.999,0.019,0.031,-0.006,0.705,-0.705,0.037,-0.068,0.717,-0.695,-0.028,0.044,0.998,0.06,-0.003,-0.019
744,7.44,457,9.14,-92.386,-7.402,-7.24,53.134,-5.536,-1.933,-0.301,-2.83,4.672,-4.772,-3.886,-1.481,-36.366,-2.795,4.255,-35.045,-11.388,-0.18,-96.658,-2.938,-5.924,0.096,0.014,1.047,-0.005,-0.918,0.508,0.156,0.067,0.937,-0.051,0.038,0.957,0.066,-1.053,-0.161,-0.028,-1.048,-0.163,0.029,0.105,1.016,1.276,3.44,3.851,18.941,-0.067,1.983,-1.677,0.528,-0.812,1.044,-1.669,1.972,7.466,-8.454,4.034,12.009,1.692,0.797,3.301,1.867,2.826,0.998,0.044,-0.049,-0.015,0.893,-0.447,0.036,-0.037,0.996,0.038,-0.075,0.024,0.999,0.02,0.031,-0.005,0.705,-0.705,0.036,-0.067,0.718,-0.694,-0.027,0.044,0.998,0.06,-0.003,-0.019
745,7.45,457,9.14,-92.279,-7.379,-7.202,52.958,-5.521,-1.932,-0.309,-2.876,4.635,-4.801,-3.883,-1.493,-36.463,-2.736,4.233,-35.112,-11.366,-0.162,-96.587,-2.886,-5.87,0.092,-0.002,1.047,-0.007,-0.92,0.5,0.155,0.071,0.936,-0.06,0.032,0.961,0.059,-1.056,-0.162,-0.026,-1.053,-0.172,0.027,0.091,1.02,3.116,2.446,3.192,20.31,-0.777,2.288,-1.979,1.547,-0.286,1.297,-1.718,2.541,10.961,-7.068,3.644,13.374,0.208,0.522,3.779,0.855,1.125,0.998,0.044,-0.049,-0.015,0.894,-0.446,0.036,-0.037,0.996,0.038,-0.075,0.024,0.999,0.019,0.031,-0.005,0.706,-0.704,0.036,-0.066,0.718,-0.694,-0.027,0.044,0.998,0.06,-0.004,-0.019
746,7.46,458,9.16,-92.174,-7.371,-7.197,52.769,-5.495,-1.931,-0.353,-2.909,4.611,-4.778,-3.801,-1.504,-36.534,-2.681,4.205,-35.178,-11.359,-0.136,-96.474,-2.874,-5.821,0.09,0.011,1.039,-0.008,-0.927,0.498,0.156,0.066,0.931,-0.057,0.038,0.958,0.033,-1.074,-0.164,-0.029,-1.056,-0.179,-0.004,0.109,1.029,4.966,1.247,1.946,21.549,-1.762,2.295,-2.524,2.074,-0.263,1.733,-1.952,3.353,14.818,-7.163,3.537,14.633,-1.962,0.542,3.856,1.501,2.175,0.998,0.044,-0.049,-0.015,0.894,-0.445,0.035,-0.036,0.996,0.037,-0.076,0.024,0.999,0.02,0.03,-0.005,0.707,-0.704,0.036,-0.066,0.719,-0.693,-0.027,0.044,0.998,0.06,-0.003,-0.018
747,7.47,458,9.16,-92.086,-7.368,-7.217,52.568,-5.465,-1.939,-0.458,-2.889,4.611,-4.767,-3.782,-1.497,-36.581,-2.636,4.171,-35.254,-11.36,-0.105,-96.324,-2.868,-5.808,0.072,0.02,1.038,-0.024,-0.925,0.507,0.145,0.057,0.949,-0.072,0.039,0.957,0.031,-1.061,-0.138,-0.025,-1.056,-0.161,-0.017,0.09,1.035,6.981,-0.084,-0.074,22.917,-2.287,1.296,-3.085,3.114,-0.053,1.543,-2.151,4.034,18.447,-5.81,3.445,14.9,-2.718,0.242,4.026,1.897,4.42,0.998,0.044,-0.049,-0.015,0.895,-0.443,0.035,-0.036,0.996,0.037,-0.075,0.024,0.999,0.02,0.03,-0.005,0.708,-0.703,0.036,-0.065,0.72,-0.692,-0.027,0.044,0.998,0.06,-0.003,-0.018
748,7.48,459,9.18,-92.019,-7.369,-7.231,52.357,-5.429,-1.966,-0.567,-2.894,4.601,-4.758,-3.728,-1.452,-36.598,-2.579,4.114,-35.334,-11.364,-0.06,-96.138,-2.882,-5.838,0.078,0.018,1.015,-0.032,-0.932,0.511,0.159,0.059,0.938,-0.071,0.04,0.956,0.031,-1.056,-0.112,-0.028,-1.042,-0.156,-0.027,0.101,1.018,9.199,-0.457,-0.106,23.817,-2.961,-0.657,-3.578,3.394,-1.02,1.347,-3.381,4.962,22.488,-6.053,4.025,14.929,-2.313,-0.394,3.662,3.385,9.015,0.998,0.045,-0.049,-0.015,0.896,-0.441,0.035,-0.036,0.996,0.036,-0.075,0.024,0.999,0.02,0.03,-0.004,0.709,-0.701,0.035,-0.065,0.721,-0.691,-0.028,0.044,0.998,0.06,-0.003,-0.017
749,7.49,459,9.18,-91.964,-7.374,-7.228,52.127,-5.396,-2.013,-0.712,-2.866,4.591,-4.732,-3.634,-1.371,-36.575,-2.486,4.029,-35.425,-11.366,-0.004,-95.891,-2.899,-5.896,0.088,0.034,0.993,-0.042,-0.944,0.51,0.156,0.046,0.959,-0.068,0.048,0.957,0.015,-1.067,-0.082,-0.025,-1.041,-0.152,-0.019,0.119,1.024,10.751,-0.642,-0.077,25.677,-2.711,-2.624,-3.699,4.468,-1.028,1.15,-4.611,5.891,28.479,-7.924,5.34,15.355,-0.843,-0.642,2.743,5.129,13.553,0.998,0.045,-0.049,-0.015,0.897,-0.44,0.035,-0.036,0.996,0.036,-0.075,0.024,0.999,0.02,0.03,-0.004,0.711,-0.7,0.035,-0.064,0.721,-0.691,-0.028,0.044,0.998,0.061,-0.002,-0.016
750,7.5,460,9.2,-91.888,-7.394,-7.206,51.878,-5.367,-2.08,-0.816,-2.829,4.559,-4.712,-3.526,-1.27,-36.541,-2.359,3.929,-35.508,-11.366,0.069,-95.598,-2.916,-5.967,0.101,0.045,0.965,-0.047,-0.952,0.508,0.164,0.058,0.931,-0.079,0.049,0.951,0.012,-1.084,-0.097,0.005,-1.034,-0.141,-0.014,0.119,1.041,11.274,-1.118,-0.206,27.656,-2.154,-4.542,-1.468,5.442,-3.201,-0.289,-6.101,6.807,31.637,-9.566,5.888,17.915,0.929,-0.246,1.864,6.095,16.427,0.998,0.046,-0.049,-0.015,0.898,-0.438,0.034,-0.037,0.996,0.035,-0.075,0.024,0.999,0.02,0.03,-0.003,0.712,-0.698,0.035,-0.063,0.722,-0.69,-0.027,0.044,0.998,0.061,-0.001,-0.015
751,7.51,460,9.2,-91.773,-7.438,-7.197,51.594,-5.35,-2.174,-0.915,-2.72,4.516,-4.715,-3.378,-1.158,-36.505,-2.219,3.816,-35.578,-11.388,0.16,-95.272,-2.947,-6.073,0.114,0.068,0.941,-0.039,-0.958,0.508,0.164,0.073,0.913,-0.093,0.059,0.957,0.004,-1.072,-0.076,0.042,-1.018,-0.119,-0.047,0.129,1.029,10.871,-1.638,-1.653,31.072,-0.824,-6.757,-2.021,9.931,-5.521,-2.444,-8.714,7.944,35.248,-8.325,5.842,22.179,1.084,0.104,0.662,7.166,18.723,0.998,0.047,-0.049,-0.015,0.899,-0.435,0.034,-0.037,0.996,0.035,-0.074,0.023,0.999,0.02,0.029,-0.002,0.715,-0.696,0.034,-0.062,0.724,-0.688,-0.027,0.044,0.998,0.061,0.0,-0.013
