molab_frame,molab_time,video_frame,video_time,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
752,7.52,461,9.22,-91.628,-7.494,-7.218,51.288,-5.345,-2.286,-1.084,-2.543,4.517,-4.713,-3.179,-1.009,-36.397,-2.074,3.678,-35.623,-11.42,0.257,-94.84,-2.976,-6.251,0.142,0.101,0.932,-0.029,-0.954,0.502,0.15,0.039,0.942,-0.069,0.051,0.96,-0.021,-1.044,-0.022,0.063,-1.01,-0.073,-0.062,0.136,1.015,9.487,-2.823,-5.635,33.236,0.622,-8.27,-2.681,13.069,-5.66,-3.978,-11.616,9.114,43.863,-6.214,6.876,26.563,2.116,-0.187,-0.844,9.234,23.583,0.998,0.048,-0.05,-0.015,0.9,-0.433,0.033,-0.038,0.996,0.035,-0.073,0.023,0.999,0.02,0.029,-0.002,0.717,-0.693,0.034,-0.061,0.725,-0.687,-0.027,0.044,0.998,0.061,0.001,-0.011
753,7.53,461,9.22,-91.421,-7.522,-7.24,50.966,-5.348,-2.406,-1.211,-2.386,4.536,-4.736,-2.937,-0.786,-36.223,-1.887,3.502,-35.616,-11.437,0.349,-94.32,-2.996,-6.483,0.13,0.128,0.925,-0.012,-0.946,0.502,0.157,0.06,0.928,-0.074,0.048,0.96,-0.015,-1.033,0.005,0.082,-0.994,-0.024,-0.053,0.149,1.005,7.686,-2.753,-8.009,34.781,1.735,-8.767,-1.637,14.182,-6.399,-6.007,-13.944,9.73,51.879,-8.952,10.475,32.612,4.804,-1.094,-1.957,12.848,31.265,0.997,0.048,-0.05,-0.016,0.901,-0.431,0.033,-0.039,0.997,0.035,-0.072,0.022,0.999,0.02,0.028,-0.001,0.72,-0.69,0.034,-0.06,0.727,-0.685,-0.027,0.044,0.998,0.061,0.002,-0.008
754,7.54,462,9.24,-91.119,-7.519,-7.26,50.64,-5.36,-2.521,-1.328,-2.228,4.595,-4.804,-2.685,-0.497,-36.0,-1.671,3.318,-35.53,-11.429,0.432,-93.747,-2.995,-6.757,0.124,0.165,0.918,-0.015,-0.931,0.494,0.141,0.056,0.926,-0.06,0.034,0.965,-0.005,-1.045,-0.003,0.097,-0.982,0.007,-0.01,0.182,0.996,5.366,-2.561,-10.525,35.149,2.684,-8.347,0.066,14.473,-5.307,-7.495,-15.718,9.408,57.762,-11.173,12.998,40.532,7.781,-2.126,-3.766,15.289,37.427,0.997,0.049,-0.05,-0.017,0.902,-0.428,0.033,-0.04,0.997,0.035,-0.071,0.022,0.999,0.019,0.027,0.0,0.724,-0.687,0.034,-0.059,0.729,-0.682,-0.027,0.043,0.998,0.061,0.003,-0.005
755,7.55,462,9.24,-90.717,-7.467,-7.244,50.305,-5.382,-2.63,-1.396,-2.049,4.648,-4.845,-2.372,-0.198,-35.715,-1.464,3.155,-35.363,-11.398,0.503,-93.092,-2.992,-7.051,0.094,0.199,0.937,-0.006,-0.925,0.5,0.113,0.06,0.95,-0.038,0.035,0.964,0.021,-0.998,0.019,0.106,-0.975,0.049,0.028,0.213,0.978,3.44,-1.029,-9.054,35.962,3.79,-7.496,1.461,13.699,-3.947,-7.502,-16.682,8.878,64.843,-9.71,13.13,48.624,10.438,-3.502,-5.1,15.572,37.907,0.997,0.05,-0.051,-0.018,0.903,-0.425,0.033,-0.041,0.997,0.035,-0.07,0.021,1.0,0.018,0.025,0.001,0.728,-0.683,0.034,-0.057,0.732,-0.679,-0.026,0.042,0.998,0.061,0.004,-0.001
756,7.56,463,9.26,-90.24,-7.369,-7.158,49.98,-5.416,-2.724,-1.43,-1.928,4.658,-4.861,-2.126,0.067,-35.332,-1.248,3.047,-35.117,-11.348,0.563,-92.335,-2.987,-7.289,0.058,0.204,0.973,-0.007,-0.924,0.507,0.075,0.075,0.946,0.016,0.005,0.97,0.061,-0.946,0.051,0.079,-0.984,0.094,0.072,0.197,0.949,2.398,1.672,-3.959,34.904,5.013,-6.107,2.563,11.509,-3.109,-5.206,-13.604,7.131,72.073,-9.799,13.284,54.615,12.374,-4.288,-6.199,13.098,32.871,0.997,0.05,-0.05,-0.018,0.905,-0.423,0.033,-0.041,0.997,0.035,-0.068,0.021,1.0,0.018,0.023,0.001,0.732,-0.678,0.034,-0.056,0.735,-0.676,-0.026,0.041,0.998,0.06,0.005,0.002
757,7.57,463,9.26,-89.674,-7.248,-6.998,49.674,-5.459,-2.8,-1.452,-1.876,4.603,-4.833,-1.961,0.26,-34.841,-0.975,2.947,-34.766,-11.285,0.632,-91.47,-2.926,-7.396,0.055,0.204,1.01,-0.013,-0.903,0.518,0.093,0.082,0.93,-0.022,0.012,0.966,0.088,-0.912,0.063,0.036,-1.011,0.128,0.098,0.152,0.933,1.936,4.945,2.53,33.009,5.826,-4.507,2.224,8.172,-2.903,-1.833,-9.998,6.766,80.747,-15.469,14.42,62.31,13.302,-4.117,-7.355,9.479,25.246,0.997,0.051,-0.05,-0.018,0.906,-0.42,0.033,-0.042,0.997,0.035,-0.067,0.021,1.0,0.018,0.022,0.002,0.737,-0.673,0.033,-0.055,0.739,-0.672,-0.025,0.04,0.998,0.06,0.005,0.004
758,7.58,464,9.28,-89.014,-7.133,-6.795,49.373,-5.503,-2.858,-1.491,-1.919,4.527,-4.761,-1.87,0.396,-34.265,-0.639,2.845,-34.327,-11.199,0.716,-90.511,-2.822,-7.362,0.097,0.195,0.98,-0.025,-0.902,0.535,0.139,0.061,0.939,-0.044,0.011,0.955,0.089,-0.943,0.051,-0.008,-1.026,0.131,0.106,0.124,0.924,0.406,7.157,5.721,32.41,5.846,-2.893,1.263,5.992,-2.419,1.795,-7.542,5.425,89.993,-22.365,15.086,70.076,14.322,-4.386,-8.595,6.786,18.29,0.997,0.051,-0.049,-0.017,0.907,-0.418,0.033,-0.043,0.997,0.035,-0.067,0.021,1.0,0.017,0.022,0.003,0.742,-0.668,0.032,-0.053,0.744,-0.667,-0.024,0.039,0.998,0.059,0.005,0.005
759,7.59,464,9.28,-88.27,-7.09,-6.621,49.091,-5.542,-2.898,-1.493,-1.936,4.478,-4.629,-1.809,0.451,-33.588,-0.311,2.767,-33.827,-11.097,0.846,-89.447,-2.703,-7.232,0.152,0.181,0.914,-0.044,-0.889,0.555,0.145,0.057,0.945,-0.028,-0.016,0.96,0.117,-0.961,0.007,-0.044,-0.998,0.125,0.103,0.11,0.955,-2.411,6.661,2.955,30.661,5.064,-1.403,1.816,5.935,-2.217,5.487,-5.884,4.026,98.874,-22.714,12.539,75.49,14.013,-2.735,-10.664,3.457,9.016,0.997,0.051,-0.049,-0.017,0.908,-0.416,0.033,-0.043,0.997,0.035,-0.067,0.021,1.0,0.018,0.021,0.003,0.748,-0.661,0.031,-0.051,0.748,-0.662,-0.023,0.038,0.998,0.058,0.005,0.006
760,7.6,465,9.3,-87.409,-7.086,-6.579,48.795,-5.573,-2.925,-1.439,-1.93,4.51,-4.458,-1.748,0.447,-32.876,-0.058,2.729,-33.286,-11.018,1.005,-88.331,-2.614,-7.108,0.19,0.196,0.87,-0.067,-0.88,0.565,0.141,0.055,0.932,-0.019,0.003,0.98,0.105,-0.988,0.039,-0.06,-0.964,0.149,0.047,0.149,0.974,-7.533,5.142,-5.449,31.944,4.028,-0.435,2.132,6.266,-2.621,8.557,-5.459,4.502,103.421,-16.355,8.781,80.845,9.973,0.016,-13.043,1.833,3.594,0.997,0.051,-0.048,-0.018,0.909,-0.414,0.034,-0.043,0.997,0.035,-0.067,0.02,1.0,0.018,0.02,0.003,0.754,-0.655,0.029,-0.05,0.753,-0.657,-0.022,0.038,0.998,0.057,0.005,0.007
761,7.61,465,9.3,-86.401,-7.092,-6.715,48.491,-5.6,-2.971,-1.289,-1.909,4.638,-4.211,-1.657,0.419,-32.137,0.103,2.684,-32.669,-11.016,1.208,-87.175,-2.568,-7.066,0.184,0.211,0.858,-0.086,-0.868,0.574,0.133,0.066,0.933,-0.024,0.047,0.953,0.062,-1.034,0.089,-0.079,-0.953,0.193,-0.031,0.177,0.968,-13.656,4.162,-14.971,32.719,3.431,-2.416,2.815,7.449,-2.388,11.29,-4.656,5.383,106.719,-6.553,6.861,88.351,2.637,1.735,-14.499,0.813,2.333,0.997,0.05,-0.048,-0.019,0.91,-0.411,0.034,-0.044,0.997,0.036,-0.066,0.02,1.0,0.019,0.02,0.004,0.76,-0.648,0.029,-0.05,0.758,-0.651,-0.021,0.038,0.998,0.056,0.005,0.007
762,7.62,466,9.32,-85.277,-7.079,-6.958,48.204,-5.62,-3.048,-1.086,-1.847,4.806,-3.912,-1.57,0.394,-31.347,0.117,2.656,-31.959,-11.08,1.471,-85.941,-2.575,-7.194,0.121,0.207,0.913,-0.094,-0.836,0.562,0.113,0.079,0.934,-0.032,0.049,0.939,0.073,-1.052,0.123,-0.124,-0.991,0.215,-0.11,0.098,0.978,-18.614,5.155,-18.775,30.99,2.509,-5.902,2.628,8.129,-1.719,11.061,-4.175,5.891,109.036,9.535,2.302,95.596,-3.455,2.356,-15.232,-0.065,3.374,0.997,0.049,-0.048,-0.021,0.911,-0.409,0.034,-0.044,0.997,0.036,-0.065,0.02,1.0,0.021,0.019,0.004,0.766,-0.641,0.029,-0.051,0.763,-0.644,-0.021,0.039,0.998,0.055,0.006,0.007
763,7.63,466,9.32,-84.079,-7.022,-7.22,47.984,-5.642,-3.142,-0.885,-1.835,4.937,-3.656,-1.509,0.454,-30.478,0.027,2.638,-31.126,-11.207,1.79,-84.682,-2.62,-7.516,0.05,0.215,0.975,-0.089,-0.806,0.553,0.089,0.076,0.93,-0.066,0.02,0.954,0.048,-1.029,0.139,-0.138,-1.028,0.223,-0.123,0.064,0.963,-21.157,8.84,-14.202,24.294,2.488,-8.182,1.666,7.99,-1.019,10.547,-3.877,5.525,110.109,20.925,-1.37,100.819,-9.337,4.364,-15.331,2.537,11.015,0.998,0.047,-0.047,-0.022,0.912,-0.407,0.034,-0.045,0.997,0.036,-0.064,0.02,1.0,0.021,0.019,0.005,0.772,-0.633,0.03,-0.052,0.769,-0.638,-0.021,0.04,0.999,0.053,0.006,0.008
764,7.64,467,9.34,-82.793,-6.942,-7.489,47.854,-5.676,-3.257,-0.682,-1.877,4.994,-3.352,-1.398,0.613,-29.481,-0.059,2.557,-30.114,-11.433,2.183,-83.365,-2.658,-7.94,0.035,0.203,1.019,-0.081,-0.777,0.547,0.063,0.089,0.945,-0.06,0.039,0.973,-0.009,-1.028,0.191,-0.148,-1.039,0.249,-0.058,0.088,0.986,-21.329,12.438,-5.516,15.232,3.145,-11.187,1.438,6.671,0.192,12.305,-5.726,4.462,112.904,21.839,-1.571,108.58,-18.243,7.515,-16.727,6.702,19.693,0.998,0.046,-0.046,-0.022,0.912,-0.406,0.034,-0.046,0.997,0.037,-0.063,0.02,1.0,0.022,0.019,0.005,0.778,-0.626,0.031,-0.054,0.775,-0.63,-0.021,0.042,0.999,0.052,0.007,0.01
765,7.65,467,9.34,-81.417,-6.803,-7.753,47.806,-5.701,-3.396,-0.484,-1.991,4.938,-3.077,-1.324,0.709,-28.416,-0.053,2.444,-28.915,-11.757,2.648,-82.102,-2.609,-8.207,0.043,0.127,1.039,-0.05,-0.771,0.532,0.062,0.1,0.942,-0.007,0.042,0.953,-0.002,-1.06,0.143,-0.145,-1.037,0.331,0.055,0.131,1.085,-19.338,16.139,5.808,7.372,2.354,-13.841,1.301,4.371,0.356,12.205,-4.671,3.623,113.12,13.062,0.386,116.996,-28.818,9.327,-16.045,3.216,12.737,0.998,0.044,-0.044,-0.022,0.912,-0.406,0.033,-0.047,0.997,0.037,-0.063,0.02,1.0,0.023,0.018,0.005,0.784,-0.618,0.031,-0.055,0.781,-0.622,-0.022,0.044,0.999,0.05,0.007,0.011
766,7.66,468,9.36,-80.004,-6.589,-7.962,47.811,-5.713,-3.544,-0.291,-2.179,4.785,-2.84,-1.314,0.693,-27.326,-0.045,2.298,-27.614,-12.096,3.132,-80.912,-2.506,-8.335,0.03,0.076,1.022,-0.017,-0.765,0.547,0.104,0.082,0.945,-0.025,0.083,0.979,-0.058,-1.112,0.174,-0.167,-1.035,0.322,0.042,0.2,1.118,-17.114,19.975,14.341,2.224,1.202,-14.745,0.002,1.561,-0.642,9.138,-4.903,2.418,110.227,11.3,0.274,121.115,-32.568,6.815,-14.192,-3.09,0.811,0.998,0.042,-0.042,-0.021,0.912,-0.406,0.033,-0.048,0.997,0.037,-0.062,0.02,1.0,0.025,0.018,0.005,0.789,-0.611,0.032,-0.055,0.788,-0.613,-0.023,0.047,0.999,0.05,0.006,0.011
