molab_frame,molab_time,video_frame,video_time,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
632,6.32,599,11.98,-37.008,-21.596,0.684,-82.679,-10.742,-2.991,-4.956,3.0,-2.861,-36.857,-5.555,5.538,-83.265,0.942,-20.079,-5.694,2.526,-3.483,38.45,-1.54,0.937,-0.147,-0.909,0.201,0.172,0.421,0.901,-0.011,0.053,0.944,-0.158,-0.878,0.279,-0.152,0.435,0.901,0.043,0.102,0.967,-0.015,-0.709,0.569,122.19,9.012,26.655,-34.291,6.044,0.316,2.571,-1.997,1.893,112.2,-58.284,-12.069,-29.43,-14.194,-18.702,6.842,4.481,1.559,-85.745,-0.716,2.479,0.774,-0.603,0.158,-0.111,0.997,0.069,-0.038,0.022,1.0,0.025,-0.012,-0.004,0.789,-0.61,0.005,0.076,0.997,0.067,0.025,-0.015,1.0,0.017,0.003,0.016,0.944,-0.329,0.015,0.003
633,6.33,599,11.98,-34.523,-21.805,0.982,-80.901,-10.463,-3.761,-4.519,2.901,-2.854,-34.584,-6.121,5.577,-81.588,1.55,-19.974,-5.275,2.3,-3.781,39.387,-1.513,0.987,-0.186,-0.892,0.269,0.163,0.363,0.923,-0.006,0.12,0.947,-0.203,-0.87,0.366,-0.14,0.385,0.935,0.02,0.084,0.939,-0.012,-0.655,0.522,141.313,20.189,26.416,-41.109,8.379,0.936,2.563,-3.8,2.539,124.595,-71.785,-10.089,-36.761,-20.417,-26.536,4.355,6.944,1.092,-90.743,-1.046,2.744,0.781,-0.593,0.159,-0.112,0.997,0.065,-0.038,0.022,1.0,0.026,-0.012,-0.004,0.795,-0.601,0.0,0.079,0.998,0.064,0.023,-0.017,1.0,0.018,0.003,0.016,0.941,-0.337,0.015,0.004
634,6.34,600,12.0,-31.804,-22.229,1.379,-78.956,-10.107,-4.601,-4.057,2.726,-2.919,-32.171,-6.806,5.673,-79.67,2.242,-20.066,-4.846,1.984,-4.066,40.336,-1.473,1.044,-0.203,-0.892,0.408,0.115,0.318,0.944,-0.006,0.097,0.906,-0.211,-0.869,0.429,-0.151,0.269,0.969,-0.019,0.045,0.963,-0.007,-0.592,0.446,160.41,42.101,26.79,-45.118,12.898,8.801,1.275,-7.459,3.387,135.681,-86.331,-6.897,-43.224,-24.245,-26.725,-0.035,9.016,-0.131,-92.081,-2.127,3.448,0.789,-0.581,0.162,-0.115,0.997,0.062,-0.037,0.022,1.0,0.026,-0.013,-0.004,0.803,-0.591,-0.005,0.083,0.998,0.06,0.021,-0.02,1.0,0.018,0.004,0.016,0.939,-0.345,0.015,0.004
635,6.35,600,12.0,-28.762,-22.897,1.906,-76.83,-9.66,-5.569,-3.642,2.536,-3.017,-29.624,-7.644,5.836,-77.417,3.01,-20.474,-4.372,1.69,-4.271,41.269,-1.421,1.095,-0.189,-0.877,0.508,0.087,0.273,0.914,-0.002,0.029,0.945,-0.188,-0.895,0.443,-0.171,0.169,0.949,-0.041,0.042,0.946,0.012,-0.518,0.394,190.288,68.134,28.058,-48.842,15.889,13.217,-2.279,-7.322,4.107,148.309,-103.984,-4.98,-46.745,-23.753,-18.307,1.375,6.838,0.329,-90.435,-3.002,3.158,0.798,-0.567,0.166,-0.119,0.997,0.058,-0.035,0.023,1.0,0.026,-0.013,-0.003,0.81,-0.579,-0.012,0.088,0.998,0.056,0.02,-0.021,1.0,0.018,0.005,0.016,0.936,-0.352,0.015,0.005
636,6.36,601,12.02,-25.558,-23.621,2.541,-74.509,-9.103,-6.683,-3.182,2.3,-3.116,-26.928,-8.625,6.045,-74.982,3.798,-21.067,-3.899,1.415,-4.315,42.184,-1.365,1.154,-0.132,-0.88,0.515,0.077,0.189,0.883,0.001,0.013,0.962,-0.162,-0.893,0.5,-0.135,0.148,0.915,-0.052,0.013,0.94,0.004,-0.457,0.357,204.457,75.633,28.118,-53.031,18.288,14.709,-1.1,-8.85,5.497,162.442,-121.051,-3.853,-51.158,-20.023,-4.485,-0.234,8.008,-1.434,-88.724,-3.474,4.142,0.807,-0.551,0.171,-0.124,0.998,0.053,-0.034,0.025,1.0,0.025,-0.014,-0.003,0.818,-0.567,-0.019,0.094,0.998,0.052,0.019,-0.022,1.0,0.018,0.006,0.016,0.933,-0.36,0.015,0.005
637,6.37,601,12.02,-22.288,-24.34,3.271,-72.024,-8.389,-7.841,-2.6,1.986,-3.277,-24.071,-9.695,6.284,-72.463,4.584,-21.738,-3.373,1.201,-4.258,43.087,-1.302,1.23,-0.087,-0.867,0.446,0.046,0.164,0.875,0.006,0.07,0.929,-0.121,-0.876,0.598,-0.1,0.112,0.899,-0.064,0.017,0.955,0.0,-0.42,0.318,208.973,77.017,26.942,-54.959,21.87,20.094,3.744,-11.757,5.2,177.646,-133.477,-4.618,-54.911,-16.489,4.464,0.408,4.721,-2.236,-87.498,-4.125,5.922,0.817,-0.535,0.175,-0.129,0.998,0.049,-0.032,0.026,1.0,0.026,-0.015,-0.003,0.827,-0.553,-0.027,0.101,0.999,0.047,0.017,-0.021,1.0,0.018,0.007,0.016,0.93,-0.367,0.015,0.006
638,6.38,602,12.04,-19.005,-24.955,4.027,-69.359,-7.495,-8.961,-1.934,1.586,-3.511,-21.015,-10.778,6.525,-69.984,5.402,-22.303,-2.823,0.985,-4.183,44.012,-1.218,1.332,-0.116,-0.824,0.341,-0.015,0.001,0.943,0.024,0.133,0.914,-0.05,-0.878,0.685,-0.034,0.127,0.907,-0.023,0.03,0.951,-0.003,-0.343,0.308,206.559,67.267,29.854,-53.846,24.642,25.667,6.822,-13.64,3.771,193.637,-139.717,-8.65,-57.326,-15.34,6.39,2.743,2.625,-1.718,-89.927,-5.8,8.712,0.825,-0.519,0.179,-0.133,0.998,0.044,-0.03,0.028,1.0,0.027,-0.016,-0.002,0.836,-0.537,-0.036,0.107,0.999,0.042,0.016,-0.021,1.0,0.018,0.007,0.016,0.927,-0.375,0.014,0.007
639,6.39,602,12.04,-15.806,-25.467,4.659,-66.801,-6.446,-9.863,-1.345,1.161,-3.836,-17.976,-11.759,6.708,-67.569,6.401,-22.58,-2.202,0.758,-4.229,44.931,-1.098,1.433,-0.193,-0.783,0.268,-0.059,-0.056,0.915,0.012,-0.006,0.884,0.075,-0.896,0.461,0.01,0.095,0.928,-0.007,0.039,0.958,-0.004,-0.256,0.271,202.441,53.715,36.745,-49.605,27.547,33.179,9.982,-14.26,1.502,193.548,-131.974,-15.797,-59.632,-20.755,-5.407,1.922,1.778,-1.728,-93.639,-7.634,10.28,0.834,-0.503,0.182,-0.136,0.998,0.039,-0.028,0.031,0.999,0.027,-0.017,-0.002,0.845,-0.521,-0.045,0.113,0.999,0.037,0.014,-0.021,1.0,0.018,0.007,0.016,0.924,-0.382,0.014,0.008
640,6.4,603,12.06,-12.598,-25.851,5.197,-64.453,-5.339,-10.611,-0.756,0.738,-4.176,-15.081,-12.669,6.832,-65.182,7.543,-22.543,-1.52,0.453,-4.442,45.888,-0.987,1.527,-0.271,-0.741,0.251,0.02,-0.019,0.87,0.088,-0.12,1.008,0.178,-0.88,0.143,0.05,0.039,0.955,0.003,0.053,0.93,-0.013,-0.194,0.239,199.027,43.797,46.158,-49.932,28.053,32.992,9.401,-12.286,-0.42,179.303,-122.562,-22.095,-59.116,-27.893,-20.706,4.963,1.762,-0.34,-98.707,-8.863,7.342,0.842,-0.487,0.185,-0.138,0.999,0.034,-0.026,0.034,0.999,0.028,-0.018,-0.002,0.852,-0.507,-0.053,0.117,0.999,0.032,0.012,-0.023,1.0,0.019,0.007,0.016,0.921,-0.39,0.013,0.009
641,6.41,603,12.06,-9.388,-26.138,5.653,-62.244,-4.212,-11.263,-0.094,0.357,-4.506,-12.209,-13.524,6.91,-62.884,8.749,-22.261,-0.917,0.053,-4.746,46.932,-0.865,1.624,-0.301,-0.725,0.255,0.244,0.115,0.915,0.111,0.026,1.007,0.241,-0.78,0.083,0.058,0.014,0.986,-0.015,0.027,0.914,-0.042,-0.215,0.146,190.969,34.722,52.577,-53.566,28.797,30.833,15.552,-8.626,-1.944,168.544,-116.169,-26.326,-57.71,-32.746,-31.086,4.34,3.926,-1.272,-102.304,-10.597,6.727,0.85,-0.472,0.188,-0.138,0.999,0.029,-0.024,0.037,0.999,0.029,-0.019,-0.002,0.859,-0.493,-0.061,0.121,0.999,0.027,0.009,-0.026,1.0,0.019,0.008,0.016,0.917,-0.398,0.013,0.01
642,6.42,604,12.08,-6.269,-26.361,6.038,-60.056,-3.068,-11.675,0.662,0.0,-4.734,-9.358,-14.118,6.903,-60.662,9.951,-21.857,-0.315,-0.327,-5.065,47.994,-0.748,1.688,-0.324,-0.698,0.278,0.292,0.166,1.028,0.09,0.181,0.885,0.297,-0.683,0.213,0.012,-0.027,1.045,-0.002,0.009,0.967,-0.051,-0.166,0.185,181.882,29.988,53.463,-57.866,28.54,20.742,16.615,-7.288,-1.923,166.242,-87.789,-37.757,-56.422,-35.27,-35.02,4.013,3.21,-3.452,-107.925,-10.589,2.761,0.858,-0.457,0.19,-0.138,0.999,0.024,-0.022,0.039,0.999,0.031,-0.02,-0.003,0.866,-0.48,-0.068,0.123,0.999,0.021,0.006,-0.029,1.0,0.019,0.008,0.015,0.913,-0.407,0.012,0.011
643,6.43,604,12.08,-3.122,-26.481,6.364,-57.766,-2.025,-11.717,1.333,-0.285,-4.796,-6.342,-14.254,6.79,-58.474,11.058,-21.372,0.29,-0.679,-5.341,49.174,-0.633,1.706,-0.333,-0.693,0.345,0.21,0.102,1.095,0.12,0.157,0.907,0.45,-0.644,0.447,-0.03,0.005,1.04,0.012,-0.001,0.954,-0.062,-0.249,0.112,175.727,21.235,52.136,-61.534,24.85,5.254,4.563,-4.05,-1.266,173.452,-40.875,-54.121,-55.077,-34.161,-32.684,5.497,4.162,-5.217,-115.804,-9.159,-0.785,0.865,-0.443,0.192,-0.138,0.999,0.019,-0.02,0.039,0.999,0.032,-0.021,-0.003,0.874,-0.466,-0.072,0.121,0.999,0.016,0.003,-0.032,1.0,0.019,0.008,0.015,0.909,-0.416,0.011,0.011
644,6.44,605,12.1,-0.041,-26.412,6.651,-55.422,-1.136,-11.501,1.991,-0.346,-4.732,-3.388,-14.081,6.579,-56.219,12.042,-20.773,0.963,-1.031,-5.533,50.298,-0.544,1.704,-0.33,-0.711,0.461,0.146,0.021,1.022,0.011,0.072,0.925,0.634,-0.756,0.408,-0.049,-0.038,1.019,-0.009,0.043,0.94,-0.054,-0.236,0.138,176.053,5.619,54.235,-62.071,18.914,-6.786,0.859,6.322,-0.448,177.5,-6.908,-64.669,-54.427,-29.19,-25.836,8.243,8.548,-6.371,-110.386,-6.975,-2.801,0.872,-0.428,0.193,-0.137,0.999,0.013,-0.019,0.038,0.999,0.032,-0.02,-0.003,0.881,-0.452,-0.073,0.118,0.999,0.011,0.001,-0.034,1.0,0.02,0.009,0.014,0.905,-0.425,0.011,0.011
645,6.45,605,12.1,2.982,-26.194,6.819,-53.035,-0.306,-11.402,2.651,-0.411,-4.595,-0.409,-13.971,6.473,-53.927,12.961,-20.007,1.637,-1.433,-5.713,51.418,-0.463,1.66,-0.316,-0.776,0.477,0.094,-0.017,0.941,0.044,0.091,0.946,0.645,-0.846,0.342,-0.022,-0.046,0.967,-0.029,0.052,0.919,-0.044,-0.3,0.157,176.168,-8.033,60.628,-62.472,15.57,-13.864,-2.362,6.561,-0.498,179.493,-12.017,-58.437,-53.527,-26.78,-24.864,9.899,10.334,-6.014,-109.605,-5.615,-6.344,0.879,-0.414,0.192,-0.135,0.999,0.008,-0.018,0.037,0.999,0.032,-0.019,-0.003,0.889,-0.437,-0.075,0.115,0.999,0.006,-0.001,-0.036,1.0,0.021,0.01,0.014,0.901,-0.434,0.01,0.011
646,6.46,606,12.12,5.998,-25.854,6.914,-50.714,0.493,-11.423,3.275,-0.517,-4.39,2.494,-13.891,6.508,-51.52,13.832,-19.119,2.247,-1.822,-5.846,52.488,-0.4,1.594,-0.367,-0.819,0.489,-0.005,0.02,0.927,-0.037,0.094,0.907,0.5,-0.822,0.427,0.029,-0.057,0.945,-0.099,0.015,0.94,-0.026,-0.354,0.183,182.871,-18.259,67.591,-62.513,17.554,-19.43,-1.992,6.211,0.235,176.553,-13.451,-45.25,-53.316,-23.051,-21.459,7.438,10.047,-6.993,-104.429,-3.75,-7.835,0.887,-0.399,0.191,-0.132,0.999,0.002,-0.016,0.035,0.999,0.032,-0.018,-0.003,0.896,-0.423,-0.076,0.113,0.999,0.001,-0.003,-0.038,1.0,0.022,0.011,0.013,0.897,-0.442,0.009,0.011
647,6.47,606,12.12,8.845,-25.338,6.913,-48.442,0.987,-11.19,3.885,-0.645,-4.166,5.254,-13.453,6.591,-49.129,14.527,-18.108,2.898,-2.083,-5.945,53.519,-0.356,1.516,-0.503,-0.821,0.319,-0.105,-0.03,1.012,-0.05,0.092,0.945,0.244,-0.766,0.455,0.008,-0.04,0.983,-0.022,0.035,0.979,-0.022,-0.414,0.231,174.493,-35.448,69.715,-61.703,17.907,-20.889,-3.447,3.727,0.51,171.32,24.225,-38.566,-52.797,-19.183,-15.566,13.371,4.844,-4.42,-100.532,-1.85,-8.696,0.894,-0.385,0.189,-0.128,0.999,-0.003,-0.015,0.033,0.999,0.032,-0.018,-0.003,0.903,-0.41,-0.074,0.11,0.999,-0.004,-0.005,-0.04,1.0,0.023,0.011,0.013,0.893,-0.45,0.009,0.01
