molab_frame,molab_time,video_frame,video_time,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
868,8.68,539,10.78,-89.999,-3.805,-3.414,21.536,-0.907,1.216,9.152,2.559,-2.899,6.13,-1.989,-4.65,-66.689,-7.568,3.118,-63.444,-2.048,-1.458,-95.113,-1.224,-4.268,0.067,0.093,1.004,-0.023,-0.378,0.945,0.011,0.243,0.917,0.0,0.213,0.934,0.036,-1.04,0.055,0.012,-1.017,0.093,0.006,0.133,1.027,-0.887,1.27,2.568,1.662,0.05,2.279,0.221,0.046,0.35,-0.851,-0.756,0.407,-2.209,0.126,-0.266,1.813,-3.072,0.716,-0.411,0.309,1.274,0.998,0.046,-0.034,-0.007,0.982,-0.187,0.01,0.009,0.992,0.126,-0.009,-0.027,0.993,0.112,0.003,0.022,0.715,-0.696,0.032,-0.053,0.738,-0.675,-0.018,0.015,0.998,0.058,-0.009,-0.021
869,8.69,539,10.78,-89.974,-3.766,-3.412,21.545,-0.916,1.241,9.1,2.509,-2.92,6.127,-1.983,-4.637,-66.676,-7.598,3.143,-63.391,-2.064,-1.476,-95.133,-1.243,-4.293,0.064,0.098,1.002,-0.028,-0.386,0.939,0.011,0.233,0.921,-0.002,0.218,0.936,0.035,-1.038,0.058,0.008,-1.015,0.097,0.012,0.139,1.027,-0.55,1.9,3.782,2.207,-0.086,2.209,0.103,-0.147,0.321,-1.068,-0.875,0.521,-2.176,0.996,-0.128,2.175,-3.296,0.502,-1.048,0.336,1.638,0.998,0.046,-0.033,-0.007,0.982,-0.187,0.01,0.009,0.992,0.126,-0.009,-0.027,0.993,0.112,0.003,0.022,0.715,-0.696,0.032,-0.053,0.738,-0.675,-0.018,0.016,0.998,0.058,-0.009,-0.021
870,8.7,540,10.8,-89.92,-3.751,-3.394,21.548,-0.911,1.259,9.145,2.529,-2.971,6.128,-1.98,-4.626,-66.67,-7.619,3.147,-63.352,-2.074,-1.502,-95.149,-1.243,-4.309,0.075,0.09,0.994,-0.021,-0.384,0.93,0.008,0.24,0.917,-0.002,0.222,0.94,0.033,-1.035,0.06,0.017,-1.008,0.097,0.017,0.146,1.02,-0.461,2.374,4.228,2.931,-0.053,2.039,0.204,-0.1,0.242,-1.436,-0.938,0.406,-2.145,0.249,0.367,2.238,-2.482,0.331,-1.575,-0.02,1.385,0.998,0.046,-0.033,-0.007,0.982,-0.187,0.01,0.009,0.992,0.126,-0.009,-0.027,0.993,0.112,0.003,0.022,0.715,-0.696,0.032,-0.053,0.738,-0.674,-0.019,0.016,0.998,0.058,-0.009,-0.021
871,8.71,540,10.8,-89.882,-3.745,-3.379,21.543,-0.909,1.276,9.152,2.562,-3.015,6.14,-1.979,-4.628,-66.638,-7.633,3.148,-63.311,-2.084,-1.519,-95.121,-1.225,-4.312,0.077,0.099,0.99,-0.022,-0.388,0.93,0.01,0.238,0.921,0.0,0.221,0.936,0.038,-1.039,0.065,0.017,-1.007,0.104,0.021,0.155,1.019,-0.728,2.155,3.764,3.715,-0.02,1.865,0.116,0.133,0.456,-1.456,-0.917,0.586,1.227,-0.123,1.412,2.533,-2.368,0.31,-2.589,-0.54,0.261,0.998,0.046,-0.034,-0.006,0.982,-0.187,0.01,0.009,0.992,0.126,-0.009,-0.027,0.993,0.112,0.003,0.022,0.715,-0.696,0.032,-0.053,0.738,-0.674,-0.019,0.016,0.998,0.058,-0.009,-0.021
872,8.72,541,10.82,-89.843,-3.751,-3.366,21.53,-0.907,1.289,9.113,2.542,-3.04,6.12,-1.974,-4.648,-66.576,-7.626,3.141,-63.273,-2.093,-1.519,-95.046,-1.167,-4.287,0.076,0.102,0.985,-0.021,-0.386,0.929,0.011,0.236,0.918,0.003,0.214,0.936,0.043,-1.036,0.068,0.007,-1.009,0.103,0.033,0.139,1.027,-0.999,2.101,3.224,4.49,0.102,1.491,0.171,-0.027,0.149,-2.012,-0.803,0.492,5.125,-1.575,2.779,2.75,-2.045,0.339,-2.831,-1.369,-1.33,0.998,0.046,-0.034,-0.006,0.982,-0.187,0.01,0.01,0.992,0.126,-0.009,-0.027,0.993,0.112,0.002,0.022,0.716,-0.696,0.032,-0.052,0.739,-0.674,-0.019,0.016,0.998,0.058,-0.009,-0.021
873,8.73,541,10.82,-89.83,-3.708,-3.352,21.505,-0.907,1.299,9.124,2.525,-3.066,6.068,-2.001,-4.669,-66.52,-7.607,3.128,-63.265,-2.1,-1.548,-94.966,-1.112,-4.245,0.068,0.109,0.995,-0.02,-0.397,0.931,0.009,0.241,0.92,-0.001,0.21,0.942,0.036,-1.022,0.076,0.009,-1.013,0.093,0.021,0.138,1.015,-1.283,2.177,2.967,5.701,0.251,1.273,-0.132,0.031,0.222,-2.065,-0.794,0.464,5.766,-2.566,3.213,3.049,-1.271,0.762,-3.449,-1.711,-2.03,0.998,0.047,-0.033,-0.006,0.982,-0.186,0.01,0.01,0.992,0.126,-0.009,-0.027,0.994,0.112,0.002,0.022,0.716,-0.695,0.032,-0.052,0.739,-0.673,-0.019,0.016,0.998,0.058,-0.01,-0.021
874,8.74,542,10.84,-89.789,-3.679,-3.329,21.465,-0.907,1.308,9.136,2.52,-3.099,6.031,-2.055,-4.702,-66.47,-7.594,3.113,-63.246,-2.103,-1.564,-94.872,-1.045,-4.195,0.071,0.109,0.995,-0.021,-0.392,0.929,0.008,0.243,0.922,-0.003,0.21,0.937,0.032,-1.023,0.069,0.017,-1.01,0.101,0.023,0.136,1.017,-1.579,2.423,3.381,7.219,0.166,1.14,-0.328,0.185,0.251,-2.057,-0.738,0.603,6.529,-1.756,3.154,4.15,-0.864,0.911,-3.998,-2.461,-3.622,0.998,0.047,-0.033,-0.006,0.982,-0.186,0.01,0.01,0.992,0.126,-0.008,-0.027,0.994,0.111,0.002,0.022,0.717,-0.695,0.032,-0.052,0.739,-0.673,-0.019,0.016,0.998,0.058,-0.01,-0.021
875,8.75,542,10.84,-89.731,-3.637,-3.299,21.402,-0.906,1.314,9.151,2.494,-3.133,6.0,-2.089,-4.754,-66.434,-7.586,3.102,-63.236,-2.106,-1.577,-94.754,-0.955,-4.14,0.067,0.119,0.995,-0.018,-0.403,0.925,0.009,0.242,0.919,0.001,0.212,0.939,0.037,-1.034,0.052,0.017,-1.009,0.104,0.038,0.138,1.013,-1.965,2.996,3.931,9.526,0.184,0.883,-0.527,0.356,0.054,-2.811,-0.765,0.441,7.692,-1.01,3.801,5.28,-0.581,0.44,-4.556,-3.71,-4.978,0.998,0.047,-0.033,-0.005,0.983,-0.186,0.01,0.01,0.992,0.127,-0.008,-0.027,0.994,0.111,0.002,0.022,0.717,-0.694,0.032,-0.052,0.74,-0.673,-0.02,0.016,0.998,0.058,-0.01,-0.022
876,8.76,543,10.86,-89.66,-3.593,-3.267,21.315,-0.911,1.317,9.176,2.484,-3.182,5.997,-2.111,-4.831,-66.419,-7.552,3.099,-63.248,-2.121,-1.607,-94.638,-0.872,-4.041,0.077,0.107,0.989,-0.022,-0.403,0.927,0.008,0.242,0.915,0.005,0.213,0.939,0.042,-1.04,0.041,0.024,-1.003,0.099,0.028,0.146,1.02,-2.196,3.777,4.631,11.893,0.382,0.591,-0.416,0.318,-0.016,-3.02,-0.933,0.52,9.222,-3.107,5.17,6.726,-1.254,0.424,-5.129,-4.749,-7.04,0.998,0.047,-0.033,-0.005,0.983,-0.185,0.01,0.01,0.992,0.127,-0.008,-0.027,0.994,0.111,0.002,0.022,0.718,-0.693,0.032,-0.051,0.74,-0.672,-0.02,0.016,0.998,0.058,-0.011,-0.023
877,8.77,543,10.86,-89.58,-3.536,-3.241,21.205,-0.92,1.316,9.16,2.419,-3.218,5.995,-2.136,-4.926,-66.396,-7.513,3.084,-63.274,-2.146,-1.637,-94.484,-0.772,-3.924,0.073,0.108,0.982,-0.024,-0.397,0.921,0.018,0.24,0.926,0.004,0.211,0.934,0.034,-1.038,0.047,0.025,-0.997,0.096,0.02,0.151,1.015,-2.525,4.417,4.733,14.312,0.55,0.117,-0.829,0.315,-0.355,-2.954,-0.653,0.351,11.205,-2.921,5.461,8.564,-1.762,0.622,-5.955,-5.779,-8.983,0.998,0.047,-0.033,-0.004,0.983,-0.184,0.01,0.01,0.992,0.127,-0.009,-0.027,0.994,0.11,0.001,0.022,0.719,-0.693,0.032,-0.051,0.741,-0.672,-0.02,0.016,0.998,0.058,-0.011,-0.023
878,8.78,544,10.88,-89.476,-3.486,-3.206,21.073,-0.93,1.308,9.18,2.435,-3.269,6.03,-2.209,-5.035,-66.37,-7.493,3.068,-63.313,-2.166,-1.672,-94.3,-0.654,-3.806,0.079,0.103,0.985,-0.02,-0.403,0.924,0.001,0.241,0.913,0.003,0.216,0.94,0.034,-1.041,0.061,0.029,-0.998,0.094,0.021,0.152,1.01,-3.039,4.428,4.206,16.365,0.9,-0.368,-0.779,0.77,-0.256,-2.767,-0.39,-0.195,13.249,-0.499,4.975,9.909,-0.559,-0.155,-6.664,-7.308,-11.615,0.998,0.047,-0.033,-0.004,0.983,-0.183,0.01,0.01,0.992,0.127,-0.008,-0.027,0.994,0.11,0.001,0.022,0.72,-0.692,0.032,-0.051,0.741,-0.671,-0.02,0.015,0.998,0.057,-0.012,-0.024
879,8.79,544,10.88,-89.348,-3.424,-3.157,20.921,-0.946,1.296,9.161,2.428,-3.316,6.073,-2.297,-5.158,-66.345,-7.488,3.054,-63.357,-2.176,-1.72,-94.081,-0.505,-3.7,0.086,0.104,0.981,-0.024,-0.396,0.921,0.008,0.235,0.919,0.009,0.214,0.938,0.028,-1.035,0.089,0.032,-0.997,0.099,0.039,0.143,1.015,-3.485,4.561,4.086,18.472,1.17,-0.967,-0.885,0.574,-0.695,-2.262,0.132,-0.057,15.009,1.82,4.562,10.931,1.06,-1.077,-7.952,-8.381,-13.067,0.998,0.047,-0.033,-0.004,0.983,-0.181,0.01,0.01,0.992,0.126,-0.008,-0.027,0.994,0.11,0.001,0.022,0.721,-0.69,0.032,-0.051,0.742,-0.67,-0.021,0.015,0.998,0.057,-0.013,-0.026
880,8.8,545,10.9,-89.222,-3.355,-3.116,20.754,-0.96,1.278,9.196,2.381,-3.351,6.102,-2.388,-5.277,-66.299,-7.492,3.053,-63.411,-2.192,-1.764,-93.819,-0.367,-3.613,0.075,0.103,0.98,-0.02,-0.395,0.92,0.011,0.242,0.924,0.011,0.21,0.94,0.035,-1.044,0.067,0.033,-0.999,0.1,0.033,0.128,1.022,-3.944,4.737,3.473,19.98,1.356,-1.331,-0.669,0.45,-0.87,-2.087,1.02,-0.1,18.611,3.326,4.413,11.492,0.93,-1.157,-8.302,-7.898,-12.531,0.998,0.046,-0.032,-0.003,0.984,-0.18,0.01,0.009,0.992,0.127,-0.008,-0.027,0.994,0.11,0.001,0.022,0.722,-0.689,0.032,-0.051,0.742,-0.669,-0.021,0.015,0.998,0.056,-0.013,-0.027
881,8.81,545,10.9,-89.067,-3.278,-3.102,20.577,-0.975,1.257,9.182,2.375,-3.388,6.188,-2.514,-5.378,-66.218,-7.491,3.077,-63.45,-2.235,-1.808,-93.497,-0.249,-3.537,0.071,0.103,0.984,-0.016,-0.398,0.921,0.007,0.235,0.913,0.004,0.215,0.944,0.04,-1.039,0.054,0.025,-1.008,0.105,0.031,0.121,1.019,-4.439,4.799,3.055,20.948,1.627,-1.556,-0.534,0.606,-0.794,-1.673,1.567,0.087,24.741,3.594,4.567,13.787,-1.298,-1.255,-9.303,-7.48,-11.432,0.998,0.046,-0.032,-0.003,0.984,-0.178,0.01,0.009,0.992,0.126,-0.008,-0.027,0.994,0.11,0.001,0.022,0.724,-0.687,0.033,-0.051,0.743,-0.669,-0.021,0.015,0.998,0.056,-0.014,-0.028
882,8.82,546,10.92,-88.906,-3.179,-3.099,20.396,-0.989,1.234,9.186,2.339,-3.429,6.271,-2.61,-5.483,-66.123,-7.476,3.076,-63.484,-2.292,-1.831,-93.109,-0.112,-3.456,0.055,0.111,0.988,-0.014,-0.392,0.929,0.005,0.238,0.921,0.008,0.207,0.939,0.033,-1.035,0.031,0.017,-1.002,0.101,0.045,0.093,1.03,-4.534,5.434,3.866,21.313,1.624,-1.576,-0.6,0.37,-0.876,-1.07,2.121,0.315,29.691,2.231,4.694,16.839,-2.925,-0.911,-9.354,-7.148,-10.779,0.998,0.046,-0.032,-0.003,0.984,-0.177,0.01,0.009,0.992,0.126,-0.008,-0.027,0.994,0.11,0.001,0.022,0.725,-0.686,0.033,-0.051,0.744,-0.668,-0.021,0.015,0.998,0.055,-0.015,-0.029
883,8.83,546,10.92,-88.708,-3.073,-3.08,20.209,-1.003,1.218,9.189,2.223,-3.461,6.354,-2.736,-5.563,-66.033,-7.46,3.059,-63.507,-2.339,-1.833,-92.715,0.031,-3.388,0.058,0.093,0.989,-0.017,-0.389,0.931,0.011,0.231,0.918,-0.004,0.2,0.949,0.012,-1.02,0.029,0.011,-1.007,0.096,0.038,0.101,1.03,-4.634,6.58,4.919,21.891,1.469,-1.025,-0.509,0.12,-0.863,-0.578,2.354,0.65,29.796,1.358,4.783,18.856,-2.526,-0.874,-9.82,-5.958,-8.75,0.998,0.046,-0.031,-0.002,0.984,-0.175,0.01,0.009,0.992,0.126,-0.008,-0.027,0.994,0.11,0.001,0.022,0.727,-0.684,0.033,-0.051,0.745,-0.666,-0.022,0.015,0.998,0.054,-0.016,-0.03
884,8.84,547,10.94,-88.492,-2.954,-3.045,20.017,-1.014,1.208,9.219,2.08,-3.494,6.439,-2.843,-5.637,-65.956,-7.45,3.047,-63.521,-2.368,-1.841,-92.341,0.172,-3.33,0.053,0.093,0.988,-0.016,-0.396,0.939,0.015,0.237,0.92,0.005,0.198,0.943,0.02,-1.021,0.018,0.014,-1.001,0.091,0.05,0.104,1.039,-4.768,7.114,5.512,22.412,1.266,-0.401,-0.652,0.032,-0.721,0.967,2.287,0.724,29.065,1.418,4.98,20.386,-1.425,-1.023,-9.961,-5.215,-7.783,0.999,0.045,-0.03,-0.002,0.985,-0.174,0.011,0.009,0.992,0.126,-0.008,-0.027,0.994,0.109,0.001,0.022,0.729,-0.682,0.033,-0.051,0.746,-0.665,-0.022,0.015,0.998,0.053,-0.016,-0.03
885,8.85,547,10.94,-88.281,-2.862,-2.99,19.82,-1.024,1.204,9.217,1.984,-3.541,6.553,-2.931,-5.724,-65.887,-7.455,3.053,-63.523,-2.386,-1.867,-91.973,0.295,-3.269,0.06,0.093,0.991,-0.012,-0.397,0.948,0.013,0.235,0.92,0.014,0.206,0.939,0.048,-1.027,0.033,0.02,-0.991,0.103,0.058,0.099,1.042,-4.937,7.534,6.299,22.937,1.253,0.253,-0.643,0.246,-0.395,1.634,2.677,0.772,28.459,2.357,4.918,21.762,-0.646,-1.546,-9.651,-5.348,-8.682,0.999,0.045,-0.029,-0.001,0.985,-0.172,0.011,0.009,0.992,0.126,-0.008,-0.027,0.994,0.11,0.001,0.022,0.73,-0.681,0.034,-0.051,0.747,-0.664,-0.022,0.015,0.998,0.052,-0.017,-0.031
886,8.86,548,10.96,-87.998,-2.779,-2.932,19.613,-1.04,1.206,9.326,1.897,-3.598,6.66,-3.053,-5.828,-65.818,-7.47,3.079,-63.527,-2.398,-1.885,-91.577,0.382,-3.19,0.062,0.083,1.0,-0.017,-0.394,0.957,0.01,0.238,0.917,-0.005,0.201,0.944,0.075,-1.041,0.031,0.011,-0.994,0.097,0.03,0.082,1.036,-5.087,7.864,6.445,23.891,1.667,0.873,-0.53,0.191,-0.237,1.556,3.173,0.685,28.823,3.095,4.625,22.748,-0.517,-1.527,-9.483,-6.147,-10.905,0.999,0.045,-0.029,-0.001,0.985,-0.17,0.011,0.009,0.992,0.126,-0.008,-0.027,0.994,0.109,0.002,0.023,0.732,-0.679,0.034,-0.051,0.748,-0.663,-0.022,0.015,0.998,0.051,-0.017,-0.032
887,8.87,548,10.96,-87.705,-2.702,-2.875,19.405,-1.055,1.208,9.435,1.838,-3.663,6.778,-3.17,-5.937,-65.727,-7.497,3.101,-63.524,-2.413,-1.892,-91.169,0.458,-3.12,0.06,0.083,0.998,-0.019,-0.392,0.965,0.006,0.241,0.916,-0.013,0.208,0.941,0.06,-1.04,0.032,0.007,-1.01,0.105,-0.002,0.061,1.04,-5.12,7.997,6.593,24.066,1.465,0.773,-0.467,0.062,-0.279,1.677,2.822,1.007,31.446,4.334,4.723,23.632,-0.876,-1.343,-9.043,-6.185,-11.062,0.999,0.044,-0.028,0.0,0.986,-0.168,0.011,0.009,0.992,0.126,-0.008,-0.027,0.994,0.11,0.002,0.023,0.734,-0.677,0.034,-0.051,0.75,-0.661,-0.022,0.015,0.998,0.05,-0.018,-0.033
888,8.88,549,10.98,-87.401,-2.618,-2.836,19.21,-1.07,1.204,9.499,1.727,-3.707,6.881,-3.235,-6.008,-65.58,-7.53,3.108,-63.497,-2.445,-1.901,-90.725,0.518,-3.11,0.058,0.084,0.999,-0.024,-0.384,0.969,0.013,0.236,0.92,-0.017,0.2,0.932,0.029,-1.031,0.027,0.01,-1.014,0.097,-0.026,0.074,1.04,-5.105,8.073,5.876,22.808,1.234,0.14,-0.718,-0.105,-0.322,1.563,1.98,1.216,36.088,5.722,5.202,24.786,-2.002,-1.186,-9.289,-3.713,-6.359,0.999,0.043,-0.028,0.0,0.986,-0.167,0.011,0.009,0.992,0.126,-0.008,-0.027,0.994,0.11,0.003,0.023,0.736,-0.675,0.035,-0.051,0.751,-0.66,-0.022,0.015,0.998,0.049,-0.018,-0.034
889,8.89,549,10.98,-87.114,-2.56,-2.852,19.017,-1.089,1.202,9.563,1.671,-3.75,6.99,-3.269,-6.04,-65.397,-7.575,3.106,-63.443,-2.521,-1.906,-90.262,0.573,-3.15,0.061,0.091,0.999,-0.03,-0.384,0.969,0.009,0.24,0.921,-0.012,0.212,0.935,0.003,-1.035,0.037,0.015,-1.008,0.109,-0.008,0.105,1.043,-5.724,7.808,4.746,22.622,1.165,0.1,-0.663,0.216,-0.25,1.247,1.098,0.996,39.272,6.938,5.876,27.515,-6.208,-0.116,-9.642,-1.954,-2.589,0.999,0.043,-0.027,0.001,0.986,-0.165,0.011,0.009,0.992,0.126,-0.008,-0.027,0.994,0.11,0.003,0.023,0.738,-0.672,0.035,-0.051,0.752,-0.658,-0.023,0.015,0.998,0.048,-0.018,-0.034
890,8.9,550,11.0,-86.75,-2.491,-2.879,18.824,-1.109,1.201,9.681,1.592,-3.788,7.098,-3.277,-6.065,-65.186,-7.65,3.099,-63.362,-2.606,-1.903,-89.803,0.65,-3.232,0.058,0.077,1.004,-0.031,-0.39,0.972,0.009,0.24,0.918,0.0,0.214,0.931,-0.007,-1.021,0.071,0.007,-1.002,0.102,0.022,0.116,1.038,-5.629,7.975,4.517,22.51,1.257,0.277,-0.439,0.123,-0.161,0.788,0.694,0.808,41.291,9.932,5.592,30.045,-7.145,0.187,-9.603,-1.688,-1.457,0.999,0.042,-0.027,0.001,0.986,-0.163,0.011,0.009,0.992,0.126,-0.008,-0.027,0.994,0.11,0.003,0.023,0.74,-0.67,0.036,-0.051,0.754,-0.656,-0.023,0.016,0.998,0.047,-0.017,-0.034
891,8.91,550,11.0,-86.382,-2.388,-2.874,18.641,-1.135,1.196,9.737,1.474,-3.826,7.225,-3.318,-6.103,-64.915,-7.759,3.101,-63.266,-2.674,-1.911,-89.252,0.736,-3.337,0.05,0.067,1.009,-0.035,-0.379,0.974,0.013,0.233,0.922,-0.003,0.212,0.937,-0.006,-1.015,0.106,0.014,-1.002,0.094,0.02,0.092,1.045,-5.392,8.562,5.497,21.628,1.594,-0.288,-0.372,0.061,-0.395,0.168,0.788,0.832,43.661,14.051,4.49,30.747,-4.711,-0.253,-9.377,-2.967,-3.523,0.999,0.041,-0.026,0.002,0.987,-0.162,0.011,0.009,0.992,0.126,-0.009,-0.027,0.994,0.11,0.003,0.023,0.743,-0.667,0.037,-0.052,0.756,-0.655,-0.023,0.016,0.998,0.046,-0.017,-0.034
892,8.92,551,11.02,-86.014,-2.296,-2.846,18.466,-1.157,1.186,9.818,1.361,-3.871,7.319,-3.363,-6.142,-64.605,-7.868,3.114,-63.151,-2.729,-1.923,-88.671,0.813,-3.443,0.061,0.066,0.995,-0.029,-0.371,0.983,0.018,0.24,0.921,-0.01,0.211,0.94,0.004,-1.026,0.122,0.024,-1.009,0.09,0.013,0.087,1.033,-4.944,9.077,5.861,20.816,1.661,-0.625,-0.384,0.345,-0.57,-1.09,0.605,0.654,45.083,14.619,4.717,31.653,-3.075,-0.765,-9.668,-3.203,-3.687,0.999,0.04,-0.025,0.002,0.987,-0.16,0.012,0.009,0.992,0.126,-0.009,-0.027,0.994,0.11,0.004,0.023,0.745,-0.664,0.039,-0.052,0.757,-0.653,-0.024,0.016,0.998,0.045,-0.017,-0.035
893,8.93,551,11.02,-85.638,-2.197,-2.838,18.301,-1.18,1.185,9.859,1.284,-3.912,7.39,-3.386,-6.172,-64.293,-7.957,3.119,-63.012,-2.789,-1.956,-88.108,0.892,-3.532,0.072,0.059,0.998,-0.031,-0.375,0.968,0.014,0.231,0.915,-0.006,0.209,0.938,0.006,-1.035,0.113,0.049,-1.01,0.119,0.01,0.096,1.028,-4.767,8.695,4.715,19.825,1.622,0.243,-0.166,0.784,-0.784,-1.003,0.059,0.707,48.62,11.83,6.252,32.54,-3.884,-0.851,-10.259,-2.463,-2.395,0.999,0.04,-0.025,0.003,0.987,-0.159,0.012,0.009,0.992,0.126,-0.009,-0.028,0.994,0.11,0.004,0.023,0.748,-0.66,0.04,-0.053,0.759,-0.651,-0.024,0.016,0.998,0.044,-0.017,-0.035
894,8.94,552,11.04,-85.233,-2.101,-2.899,18.16,-1.193,1.186,9.917,1.201,-3.932,7.471,-3.342,-6.204,-63.92,-8.009,3.094,-62.829,-2.89,-1.978,-87.515,1.0,-3.592,0.063,0.062,1.005,-0.026,-0.37,0.964,0.02,0.232,0.919,0.0,0.208,0.931,-0.009,-1.019,0.119,0.048,-1.008,0.15,0.022,0.099,1.033,-4.883,7.919,2.578,17.386,1.094,0.408,-0.29,0.924,-0.952,-1.121,-0.317,0.676,51.715,7.803,7.826,33.318,-8.345,0.648,-10.704,-2.101,-1.362,0.999,0.039,-0.024,0.003,0.987,-0.158,0.012,0.009,0.992,0.126,-0.009,-0.028,0.994,0.11,0.004,0.023,0.751,-0.657,0.041,-0.053,0.761,-0.648,-0.025,0.017,0.998,0.044,-0.017,-0.035
895,8.95,552,11.04,-84.837,-2.002,-2.993,18.04,-1.198,1.197,9.967,1.144,-3.942,7.594,-3.298,-6.23,-63.475,-8.065,3.068,-62.636,-2.996,-1.97,-86.844,1.112,-3.647,0.041,0.058,1.002,-0.02,-0.37,0.951,0.008,0.229,0.92,0.0,0.211,0.939,-0.025,-1.001,0.136,0.028,-1.008,0.145,0.021,0.089,1.022,-4.859,7.275,1.308,15.249,0.555,1.611,-0.139,1.426,-0.932,-1.409,-0.433,0.658,55.291,6.983,7.958,33.822,-10.297,1.526,-11.105,-2.142,-0.865,0.999,0.038,-0.023,0.003,0.988,-0.157,0.012,0.009,0.992,0.125,-0.009,-0.028,0.994,0.11,0.003,0.023,0.754,-0.653,0.041,-0.052,0.763,-0.646,-0.025,0.017,0.998,0.043,-0.017,-0.035
896,8.96,553,11.06,-84.472,-1.91,-3.056,17.932,-1.199,1.217,10.01,1.076,-3.947,7.694,-3.31,-6.238,-62.978,-8.162,3.086,-62.454,-3.056,-1.953,-86.145,1.186,-3.747,0.034,0.055,1.005,-0.022,-0.369,0.956,0.008,0.23,0.923,-0.009,0.212,0.938,-0.037,-0.986,0.191,0.016,-1.004,0.14,0.02,0.092,1.02,-4.513,7.402,1.121,14.065,0.067,2.38,-0.096,1.269,-0.83,-1.11,-0.623,1.228,57.275,10.554,5.692,31.742,-7.076,1.017,-11.738,-1.802,0.24,0.999,0.038,-0.023,0.003,0.988,-0.156,0.012,0.009,0.992,0.125,-0.009,-0.028,0.994,0.11,0.004,0.023,0.757,-0.649,0.042,-0.053,0.764,-0.644,-0.026,0.018,0.998,0.042,-0.017,-0.035
