frame,time,nose_x,nose_y,nose_confidence,left_ear_x,left_ear_y,left_ear_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,nose_interpolated,left_ear_interpolated,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
404,8.08,0.4030059,0.35788006,0.6919712,0.43086866,0.3501609,0.77638173,0.44273368,0.41387415,0.8771496,0.40251002,0.41835827,0.86057925,0.44445774,0.5186495,0.7604084,0.40010676,0.5118694,0.68418217,0.42810127,0.5985227,0.77747816,0.39351475,0.58560103,0.81136453,0.43841472,0.59255487,0.833446,0.4066133,0.59515584,0.80017537,0.44033274,0.7381403,0.67082846,0.4193744,0.735015,0.72841674,0.45060408,0.8774987,0.6878085,0.42666978,0.85924196,0.6828468,False,False,False,False,False,False,False,False,False,False,False,False,False,False
405,8.1,0.40312976,0.3579278,0.6386979,0.43070582,0.350266,0.81258494,0.44325835,0.41403988,0.88221467,0.40267882,0.4184126,0.8291084,0.44444987,0.518033,0.7646034,0.40005806,0.51129186,0.7011295,0.42810848,0.59823006,0.76773024,0.39346442,0.5852277,0.82460743,0.4391499,0.5930451,0.8586727,0.4067966,0.5955802,0.8152201,0.43822002,0.73960954,0.7921271,0.41942215,0.7350862,0.72357357,0.4506026,0.8749841,0.7236391,0.42652506,0.85854805,0.6798606,False,False,False,False,False,False,False,False,False,False,False,False,False,False
406,8.12,0.402808905,0.357921065,0.58347714,0.43099067,0.3503459,0.8038123,0.44301543,0.41322082,0.87369764,0.40300745,0.4174072,0.8467039,0.44358653,0.5193272,0.853143,0.40068403,0.5114416,0.68858355,0.4278873,0.59874946,0.7690104,0.3938344,0.5854109,0.817767,0.43882746,0.59237254,0.8296062,0.4069777,0.5945123,0.78199506,0.4381289,0.73871505,0.7593871,0.41946125,0.7347894,0.6579154,0.45054385,0.87907827,0.6628461,0.42725113,0.8603267,0.69337946,True,False,False,False,False,False,False,False,False,False,False,False,False,False
407,8.14,0.40248805,0.35791433,0.62582207,0.4309625,0.35040933,0.8411018,0.44295126,0.41322812,0.88903385,0.40253842,0.4193532,0.8141325,0.4448318,0.51853454,0.7474033,0.40094155,0.51091474,0.7010733,0.42862338,0.59829587,0.77194524,0.39392248,0.5850758,0.83801186,0.43908063,0.5925652,0.84926504,0.40729722,0.5946519,0.80111617,0.4400215,0.7385838,0.6515845,0.41939232,0.73502165,0.71113664,0.45051563,0.8782823,0.6807316,0.4268114,0.8595232,0.86213243,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408,8.16,0.40326136,0.35776702,0.6489984,0.43117002,0.35023928,0.83281374,0.44309112,0.4132544,0.8810576,0.40284488,0.4186779,0.8309776,0.4441706,0.5189868,0.80111533,0.4006507,0.5098714,0.6782138,0.42874995,0.59889066,0.78613716,0.39420998,0.5851266,0.8279176,0.43951955,0.5936033,0.8599971,0.4078326,0.59517825,0.8052825,0.4405025,0.7385113,0.6416964,0.41990578,0.73519295,0.71614975,0.45072255,0.87758505,0.6956306,0.42735165,0.8607872,0.84463537,False,False,False,False,False,False,False,False,False,False,False,False,False,False
409,8.18,0.40221882,0.3574325,0.6192968,0.4305481,0.3508066,0.7955728,0.44235516,0.41346002,0.8441999,0.40270883,0.42011437,0.80501384,0.44424725,0.5188092,0.8674595,0.4007482,0.51095635,0.67816675,0.427659,0.5990028,0.7847421,0.39456096,0.5856894,0.8110279,0.43971136,0.59216195,0.821589,0.4076397,0.5942345,0.7779603,0.43876168,0.7382051,0.7582464,0.4196383,0.73582816,0.883054,0.45164287,0.878296,0.6799514,0.4273437,0.8595827,0.7279255,False,False,False,False,False,False,False,False,False,False,False,False,False,False
410,8.2,0.40232787,0.35815492,0.6556083,0.43077543,0.3508911,0.8098181,0.44267777,0.41367352,0.8556561,0.40276325,0.4201693,0.80350506,0.44426623,0.51971096,0.8069151,0.4016092,0.5104078,0.68939316,0.42877758,0.59878606,0.7918793,0.3949037,0.58583385,0.840621,0.4398854,0.59215707,0.83923703,0.4081286,0.5939158,0.7863229,0.4409596,0.7362624,0.6679913,0.41980565,0.7341746,0.68013704,0.45093217,0.87627834,0.7244548,0.42708027,0.8584393,0.6589882,False,False,False,False,False,False,False,False,False,False,False,False,False,False
411,8.22,0.40303162,0.35816967,0.62696207,0.43104523,0.35128897,0.77440953,0.44306642,0.4142477,0.8535451,0.4036389,0.41899356,0.8525476,0.4446917,0.5192715,0.8707842,0.4008857,0.5119412,0.6529074,0.4291486,0.5985016,0.78509873,0.39527366,0.5859043,0.83287454,0.43991074,0.59171265,0.8246275,0.407835,0.5931264,0.7781211,0.4407027,0.73549426,0.63291913,0.4196135,0.73295814,0.6242479,0.45174712,0.8752224,0.6574277,0.42777336,0.8587802,0.85981095,False,False,False,False,False,False,False,False,False,False,False,False,False,False
412,8.24,0.40374547,0.35804415,0.70232266,0.4309742,0.35099927,0.76023644,0.44344342,0.41333303,0.86816245,0.40346336,0.4187699,0.8632677,0.44437695,0.51971865,0.8570386,0.40113607,0.51163465,0.6894559,0.4286581,0.59864706,0.79203004,0.3955911,0.58608747,0.8372741,0.4403073,0.5930506,0.8666885,0.40807167,0.59502876,0.8265103,0.44117782,0.7397041,0.7555417,0.4206754,0.73515433,0.75987995,0.45219228,0.8772026,0.8746965,0.42755583,0.8588762,0.656153,False,False,False,False,False,False,False,False,False,False,False,False,False,False
413,8.26,0.40252337,0.3584748,0.67487776,0.4314187,0.35071152,0.79298574,0.44300595,0.4136279,0.8499796,0.40424195,0.41824088,0.82048875,0.44604206,0.5181577,0.7514483,0.40116778,0.511247,0.67918724,0.4289811,0.59859604,0.7695722,0.3956288,0.5865274,0.8448253,0.44005612,0.59317607,0.84148514,0.40804955,0.59573793,0.80695873,0.43958154,0.7394555,0.75167596,0.41939232,0.73727643,0.8629474,0.45213673,0.8805509,0.82108104,0.42745203,0.857284,0.8891436,False,False,False,False,False,False,False,False,False,False,False,False,False,False
