frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0,0.48968822,0.49884683,0.3914503,0.5219837,0.52029127,0.53671527,0.4868903,0.51696426,0.47853005,0.51111823,0.5897531,0.2644724,0.46909952,0.5777366,0.35257024,0.4870466,0.58901054,0.25126672,0.46279258,0.58165836,0.24061112,0.5122696,0.6356036,0.4591032,0.4876539,0.62989086,0.50160325,0.46094808,0.68937635,0.38287753,0.4332677,0.6820284,0.34047556,0.45033357,0.83811456,0.29531664,0.43709642,0.81305236,0.26164433
1,0,0.49773923,0.47557315,0.88316935,0.52703404,0.5277207,0.94559395,0.4940603,0.5214882,0.9232358,0.48674896,0.58868045,0.75320905,0.47441524,0.57160234,0.67785484,0.49463087,0.5350363,0.59353685,0.49380058,0.5316612,0.49119842,0.50486636,0.6575944,0.84296095,0.4782491,0.6500195,0.89064807,0.43809405,0.7186867,0.8632454,0.41111666,0.70200694,0.9053348,0.4493671,0.84810466,0.9084799,0.4278137,0.8267135,0.9336541
2,0,0.49783844,0.47562963,0.894452,0.5286888,0.52769476,0.78602695,0.49159572,0.520182,0.9149658,0.48424467,0.5857194,0.6998776,0.4741314,0.57255226,0.64956915,0.49221718,0.5326623,0.32525867,0.49576372,0.52974546,0.7114901,0.5025187,0.65683264,0.93731874,0.47653282,0.65023327,0.8381433,0.43664253,0.71803194,0.730901,0.41146544,0.70446956,0.9087301,0.45110995,0.8505433,0.92531145,0.42878696,0.8275414,0.7560727
3,0,0.4986583,0.47443932,0.7444074,0.5280821,0.5268976,0.9263802,0.49183738,0.5212928,0.85492975,0.48544323,0.58687794,0.6657818,0.47436967,0.57385117,0.5960991,0.48963976,0.5360309,0.26071137,0.49473652,0.52879435,0.6211634,0.50333846,0.6594122,0.87542146,0.47704452,0.6527496,0.8937752,0.43683884,0.71774244,0.8248696,0.4106685,0.7031747,0.8824367,0.45129114,0.8470695,0.85491675,0.42775467,0.8257338,0.66040987
4,0,0.49846363,0.47567117,0.8637556,0.5283364,0.527087,0.73764104,0.49122295,0.52081853,0.89739215,0.48502144,0.5857193,0.5399969,0.4743838,0.5751525,0.5234436,0.48847535,0.5401987,0.3921783,0.4933361,0.5330903,0.53855187,0.50179464,0.660513,0.9225277,0.47705194,0.6522199,0.8790333,0.43608484,0.7164541,0.8140806,0.41080216,0.7013392,0.91440105,0.4517587,0.8477991,0.72477,0.42820466,0.824489,0.9461583
5,0,0.49862972,0.47480586,0.7262415,0.52868325,0.5276043,0.68751246,0.49167773,0.5208407,0.8936921,0.48470446,0.58623725,0.57116777,0.47431836,0.57482666,0.550052,0.48868433,0.5396451,0.33779657,0.49342442,0.5327906,0.5709518,0.5025232,0.65945053,0.909795,0.47725162,0.6506265,0.8992809,0.43614128,0.71688277,0.7003363,0.41037744,0.701709,0.94302416,0.45133373,0.84876585,0.7582699,0.42741156,0.8253508,0.8410269
6,0,0.4985463,0.47602543,0.84655166,0.5285515,0.5273949,0.69612855,0.49143928,0.5210884,0.88518465,0.48494652,0.58735293,0.5145491,0.4752595,0.5743578,0.7609639,0.48848057,0.54083204,0.39814702,0.49058992,0.53709316,0.3847845,0.501721,0.6588529,0.92533183,0.47682792,0.6509398,0.8835533,0.43740705,0.71746135,0.8560097,0.41085288,0.70189834,0.9153712,0.4516173,0.847713,0.8844517,0.42841902,0.82696533,0.9253805
7,0,0.49894676,0.47539458,0.80935925,0.52808386,0.527083,0.9177626,0.49217194,0.5210802,0.8942436,0.48552036,0.58781517,0.672775,0.47440788,0.573779,0.663093,0.49231592,0.53412414,0.36224055,0.49444428,0.52963835,0.6363305,0.50289243,0.65818113,0.922614,0.47729835,0.6505975,0.8942201,0.437942,0.71798515,0.8792748,0.411112,0.70242375,0.91917914,0.45142195,0.8479221,0.8729138,0.42787254,0.82675904,0.7170551
8,0,0.49890193,0.47554526,0.70781547,0.5285404,0.52745724,0.66366386,0.49158338,0.520547,0.8985267,0.48505035,0.58702755,0.47543976,0.4756103,0.57430226,0.75226396,0.48888123,0.5408907,0.39368513,0.4911429,0.5341385,0.42000276,0.5039456,0.6588927,0.84236324,0.47674465,0.65256673,0.8686731,0.4376928,0.7174954,0.8214406,0.41060212,0.7032789,0.8543633,0.4515934,0.84757406,0.8287319,0.42846677,0.8270214,0.89364964
9,0,0.49859366,0.4760135,0.8773579,0.5281878,0.5274623,0.76752543,0.4915611,0.5199259,0.8950476,0.48531392,0.587428,0.4749304,0.47582525,0.57674956,0.654393,0.48780224,0.5438324,0.47044915,0.48919556,0.5406223,0.4821866,0.5019773,0.65960646,0.92031443,0.47673142,0.6514577,0.8616908,0.43644944,0.7166434,0.81263113,0.4107074,0.7012432,0.9121497,0.45149675,0.8484412,0.9043564,0.4281656,0.8252247,0.9478857
