frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0,0.5445217,0.49578667,0.38521737,0.57006735,0.53115624,0.56879634,0.5375758,0.5245247,0.42307055,0.55753535,0.5612049,0.40070352,0.5209348,0.55417514,0.32870784,0.55152905,0.54433197,0.2912021,0.5265566,0.5413661,0.2900426,0.55288905,0.66243964,0.4470825,0.5295556,0.65731686,0.39729887,0.5229629,0.7475421,0.2866241,0.49227932,0.7220868,0.21879628,0.52468,0.8530078,0.2744141,0.49172702,0.8303703,0.2718143
1,0,0.54108596,0.47381335,0.6845554,0.57876205,0.5292033,0.72923833,0.5378107,0.5217318,0.78558373,0.53140044,0.5717091,0.636251,0.5075129,0.5470814,0.6942581,0.54628843,0.5237272,0.38256016,0.5381888,0.51908714,0.5458996,0.55104995,0.6677095,0.92534465,0.51950943,0.6560826,0.877987,0.47732052,0.7270456,0.8565601,0.4562689,0.71203244,0.90713984,0.49466458,0.8634983,0.896268,0.47348943,0.84431094,0.795679
2,0,0.5406458,0.4751176,0.79117733,0.57843816,0.5274172,0.78399986,0.53585446,0.5203367,0.76840854,0.5316628,0.57413447,0.81354016,0.50775725,0.5462947,0.58089596,0.5429581,0.5235003,0.36207813,0.54332924,0.5181281,0.6880454,0.5499272,0.6659953,0.87587035,0.51719636,0.6544807,0.7873238,0.47839463,0.72461516,0.8132756,0.4569102,0.71205366,0.93450207,0.49506596,0.8637779,0.9310122,0.4732589,0.8439752,0.7857623
3,0,0.5408535,0.47512275,0.82342505,0.57811075,0.5258729,0.71890205,0.5361141,0.51832783,0.78564954,0.532063,0.5735572,0.7963795,0.5080605,0.54653347,0.6172385,0.54571915,0.5200609,0.2736452,0.54499876,0.5159315,0.6204916,0.55068415,0.6671704,0.91485953,0.51732117,0.6539908,0.8188324,0.4787751,0.72433317,0.81662774,0.45673862,0.7116961,0.9386164,0.49387398,0.8619256,0.86703664,0.47358164,0.84275085,0.8021123
4,0,0.5408718,0.47433224,0.6636109,0.577837,0.5268153,0.85976964,0.53415835,0.51918465,0.8414959,0.5304745,0.57242906,0.74026215,0.508216,0.54871976,0.64076155,0.5415421,0.5211931,0.35166115,0.5432875,0.5174851,0.60340023,0.5501956,0.66536176,0.89263874,0.51692903,0.6539729,0.82581353,0.47768483,0.7227929,0.7550409,0.4564227,0.7123448,0.8484226,0.49468932,0.86311835,0.74307495,0.47337708,0.84298325,0.8708571
5,0,0.53997403,0.47569028,0.7900183,0.57794225,0.525719,0.7870031,0.5354894,0.5193531,0.68352515,0.53178126,0.5731736,0.7621235,0.5080884,0.5484039,0.6957313,0.5446637,0.52017593,0.29108992,0.54338044,0.5171553,0.6982556,0.5504075,0.66571575,0.90642816,0.51653296,0.65366733,0.918069,0.47709906,0.7230193,0.71714216,0.45562255,0.7109949,0.8060553,0.49440983,0.8615378,0.88006395,0.47338727,0.8416361,0.8363569
6,0,0.5402041,0.47579136,0.81132567,0.57808113,0.526103,0.771689,0.5357815,0.5191354,0.68717545,0.53148913,0.5733314,0.7630915,0.50804394,0.5484616,0.7127925,0.5448157,0.5200958,0.29453743,0.54378724,0.5168669,0.6931054,0.55040014,0.66614175,0.9084135,0.51679665,0.6536807,0.91956407,0.47716343,0.72306705,0.72566426,0.4564332,0.7120464,0.93275785,0.4944063,0.8613758,0.87742543,0.47335115,0.8417765,0.82363504
7,0,0.53989315,0.47572637,0.64854085,0.57833344,0.5259071,0.77329886,0.5358366,0.51793724,0.8913998,0.53145725,0.5732222,0.75399303,0.50818574,0.5487767,0.70900047,0.54608893,0.52031946,0.3356152,0.5435981,0.5171751,0.690426,0.550684,0.66637164,0.91007215,0.51699764,0.6546494,0.72333956,0.47766766,0.7234284,0.7337635,0.45632663,0.71297973,0.9300651,0.49421883,0.8619335,0.8774599,0.47300988,0.84465736,0.77772415
8,0,0.5408989,0.47397476,0.70570624,0.5779855,0.52725273,0.8652083,0.5353514,0.51870966,0.8677905,0.5304422,0.57183284,0.7555305,0.5081076,0.5490052,0.66152066,0.54298806,0.5198285,0.31838408,0.5446754,0.51597065,0.66552955,0.5499689,0.6644823,0.88305396,0.5165058,0.65498626,0.851523,0.4778552,0.72347033,0.7686088,0.45549038,0.7133263,0.83352935,0.49520472,0.86325336,0.9259376,0.4736169,0.8423448,0.8712866
9,0,0.5401873,0.47514027,0.66184044,0.57821643,0.5250147,0.7801732,0.5357941,0.5190575,0.87835926,0.5318157,0.57332665,0.7403395,0.50821364,0.5497303,0.71384615,0.54602623,0.5204739,0.31209508,0.54438645,0.5178785,0.6872096,0.549874,0.66595185,0.8977891,0.51655173,0.6543218,0.85581493,0.4777897,0.7225325,0.76345164,0.45558545,0.7129132,0.8165762,0.49517182,0.86125535,0.8983023,0.47384882,0.84356683,0.7834882
