frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0,0.4595565,0.5104979,0.41812435,0.48856857,0.5335629,0.4409985,0.4626544,0.520163,0.30853125,0.4816344,0.64360803,0.37498567,0.45005608,0.61759144,0.28593627,0.46597216,0.68635726,0.2862205,0.43840376,0.6687424,0.2541782,0.4992105,0.6578567,0.38496834,0.48287255,0.6478694,0.38561773,0.46119735,0.7213107,0.33417505,0.43094432,0.70038664,0.28373906,0.45870036,0.87869555,0.3330921,0.43715847,0.8540134,0.2443452
1,0,0.45373628,0.49190268,0.66132903,0.49173743,0.54522926,0.87332773,0.45371094,0.55105954,0.887123,0.4957777,0.64198464,0.83887386,0.45139214,0.629722,0.69071406,0.45471972,0.69242936,0.6707303,0.44462547,0.683169,0.65557957,0.4992075,0.69799423,0.90497327,0.4683126,0.69309884,0.7144551,0.4340432,0.7477252,0.7265431,0.40921438,0.72730136,0.9114448,0.45360145,0.8714459,0.9291713,0.42844114,0.8538812,0.833609
2,0,0.4542616,0.49003184,0.50504625,0.48962593,0.54634255,0.8201398,0.45417994,0.5496153,0.8651029,0.4959603,0.64241105,0.8059376,0.45231017,0.6297145,0.78312844,0.45439687,0.69532365,0.5083674,0.44325393,0.68746954,0.71327555,0.4928481,0.6943961,0.80660254,0.46614668,0.6916549,0.5946559,0.43572286,0.7430126,0.5029248,0.41049176,0.7292193,0.7520982,0.45424178,0.8725377,0.89590424,0.4297869,0.85464424,0.767893
3,0,0.4545642,0.4920979,0.65442497,0.49042505,0.5459408,0.87059027,0.45322213,0.5482714,0.8482491,0.49526188,0.6435395,0.8625688,0.452998,0.62678754,0.8468682,0.4543935,0.69449747,0.6473368,0.44390184,0.6868681,0.70714974,0.49260807,0.69463134,0.83909535,0.4650205,0.6876886,0.6610837,0.43607885,0.74687433,0.63485575,0.41039622,0.7294212,0.84658843,0.45512807,0.87331814,0.9255725,0.4303489,0.8544394,0.8883351
4,0,0.45413435,0.4922183,0.66935104,0.49004084,0.54473346,0.8805798,0.45290217,0.5477156,0.86284643,0.49502054,0.64421856,0.89736146,0.4519818,0.62645376,0.61163473,0.45442218,0.6960515,0.7954409,0.4440867,0.6844133,0.72437847,0.49549282,0.6931803,0.9044687,0.46656457,0.68673754,0.6899634,0.43536478,0.7439623,0.5390541,0.41012907,0.7285629,0.85043705,0.45501983,0.87569696,0.90842545,0.43038812,0.8571615,0.85435957
5,0,0.45328507,0.49103564,0.5815642,0.49035886,0.54586846,0.76753116,0.45290688,0.54843956,0.69316083,0.49533507,0.64186287,0.8150328,0.45241326,0.6273326,0.74192166,0.45575932,0.6927451,0.63769305,0.4452372,0.68683904,0.5381264,0.49227068,0.69264865,0.76992923,0.46319035,0.6869564,0.73934984,0.4355841,0.74222475,0.5502197,0.41009563,0.729157,0.8200892,0.45465502,0.8744906,0.9428034,0.42926133,0.85411865,0.82659227
6,0,0.4541901,0.49106693,0.42143658,0.49095187,0.5479696,0.6750135,0.4548662,0.5490757,0.88702846,0.49465403,0.6430995,0.8639758,0.4524559,0.62698334,0.58872956,0.45690677,0.692688,0.60105103,0.44356695,0.6843639,0.69348735,0.49360982,0.6937198,0.827329,0.4648696,0.68756,0.7381478,0.43677834,0.74593854,0.47740987,0.4092508,0.7299757,0.6993719,0.45459494,0.8743919,0.9062552,0.4302452,0.85338813,0.871671
7,0,0.45424527,0.4918935,0.78420466,0.48956928,0.54770744,0.7987945,0.45519218,0.54901075,0.8225804,0.49506137,0.64375573,0.8807003,0.45326617,0.6268683,0.8103077,0.45527008,0.6929192,0.5768959,0.44503084,0.6847732,0.6779393,0.49358156,0.69289845,0.7406712,0.4652825,0.687204,0.6980993,0.43653205,0.74275297,0.6005058,0.4104365,0.7290164,0.8285114,0.45455965,0.8749106,0.9327628,0.42882824,0.85474604,0.88763154
8,0,0.45430914,0.49158546,0.78172195,0.4896258,0.5483244,0.77868336,0.45467693,0.54840916,0.76547295,0.4952167,0.643462,0.8507623,0.45293003,0.6277209,0.7735142,0.45501074,0.6946751,0.7341325,0.44520915,0.68666744,0.51154864,0.49235007,0.690809,0.6845001,0.46381572,0.6846849,0.6319964,0.43638143,0.743909,0.55097,0.41095623,0.7295494,0.7986562,0.4542784,0.8752403,0.9133351,0.42851493,0.85449964,0.8796118
9,0,0.45404658,0.49246126,0.6499138,0.48921937,0.54802257,0.7998175,0.45499268,0.54918486,0.8342711,0.49501267,0.6441021,0.85996675,0.45273793,0.62667453,0.8402754,0.45478997,0.6939801,0.65878123,0.44457924,0.68613756,0.552517,0.49097374,0.69333833,0.8514129,0.46274167,0.6868789,0.75807357,0.4361165,0.74435776,0.55974793,0.40934154,0.7285857,0.8263015,0.4540521,0.8742291,0.9535379,0.42894092,0.8545547,0.8285996
