frame,time,nose_x,nose_y,nose_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence
0,0,0.5613902,0.52743286,0.2956578,0.59514004,0.5604262,0.501783,0.55487686,0.55990183,0.4397102,0.5636763,0.5928404,0.3193849,0.5243305,0.58761305,0.28897184,0.5510836,0.5747126,0.3524864,0.5270538,0.5767309,0.24745834,0.57454544,0.69329697,0.44232628,0.5493431,0.68245965,0.47058445,0.509746,0.7280856,0.25866643,0.4845373,0.7129842,0.3323168,0.5142363,0.85829186,0.3034924,0.4894792,0.8435151,0.3525259
1,0,0.56157196,0.5027544,0.7413196,0.5961311,0.548906,0.90268546,0.55373514,0.5456658,0.8408665,0.54958254,0.5936157,0.56659186,0.5300251,0.5795813,0.4424713,0.55828196,0.5447032,0.24730481,0.56717396,0.5399609,0.793143,0.57169336,0.6741177,0.81870383,0.5373542,0.6688061,0.8513681,0.490476,0.72825885,0.82981837,0.4735276,0.7209189,0.9351521,0.5132054,0.8685072,0.8650792,0.49104634,0.8484903,0.9219667
2,0,0.56237566,0.4993467,0.73907167,0.59647965,0.547646,0.77963823,0.5535642,0.5456354,0.845528,0.54514176,0.5944034,0.5591039,0.5319583,0.582519,0.34605187,0.5651081,0.53947294,0.20664833,0.5692722,0.53801274,0.72085303,0.5688915,0.6759691,0.91513073,0.5364759,0.6662097,0.9151891,0.4905989,0.7268538,0.8312306,0.47282287,0.7218274,0.8603586,0.51496345,0.8663502,0.87529755,0.49079484,0.8467156,0.80196524
3,0,0.56212574,0.4992569,0.7387999,0.59579915,0.5488134,0.89276224,0.55286294,0.54560876,0.8321416,0.5429865,0.5930325,0.5560923,0.53114635,0.5818356,0.38833117,0.56324005,0.5417268,0.20992897,0.56877714,0.53879344,0.7231669,0.56962126,0.6757284,0.9443816,0.53702104,0.66538006,0.9453552,0.48942035,0.72641695,0.7708803,0.47242147,0.72154427,0.9115736,0.514189,0.8654876,0.8357603,0.4909104,0.84693366,0.86652124
4,0,0.5621589,0.50030965,0.71213806,0.5957514,0.5484601,0.89944655,0.5536126,0.5439848,0.8664626,0.54409635,0.59382355,0.55019355,0.53101504,0.5816808,0.35213828,0.5637276,0.5402877,0.21870497,0.5689687,0.538493,0.74554765,0.56944346,0.6753002,0.951138,0.5363261,0.66519415,0.93145865,0.49067032,0.72775006,0.8377708,0.47263223,0.7226205,0.8567341,0.5145795,0.8659834,0.8273081,0.49047866,0.8456939,0.90510887
5,0,0.5622728,0.5008092,0.8101925,0.595792,0.54857063,0.91255534,0.55321133,0.54396546,0.82666594,0.5425424,0.5930694,0.45837304,0.5311878,0.58154446,0.4113871,0.55305505,0.54788,0.12857027,0.5686662,0.5385329,0.7292556,0.56957823,0.67589647,0.94720435,0.5367638,0.66544443,0.94643444,0.48989105,0.7265821,0.79453397,0.4733233,0.7213288,0.9285294,0.51407385,0.865664,0.8284396,0.4907972,0.8480312,0.85611963
6,0,0.56201136,0.4997019,0.7234068,0.595691,0.5484058,0.9249268,0.5528738,0.5446424,0.81949955,0.54400754,0.59279835,0.6791715,0.5309037,0.5816214,0.3659386,0.5531381,0.5482554,0.13974124,0.5687739,0.53962386,0.75229466,0.5690968,0.67459637,0.88784647,0.53663963,0.66518646,0.93795085,0.4889049,0.7261486,0.7655336,0.47261605,0.7215765,0.9173107,0.51457995,0.86581016,0.860906,0.49121207,0.84685576,0.9075407
7,0,0.5621231,0.5005747,0.78251123,0.5958303,0.5488081,0.90006334,0.55294263,0.5443249,0.83632576,0.5428798,0.59368885,0.49394548,0.53108764,0.58162266,0.3824723,0.5636021,0.54128385,0.178244,0.5687256,0.5387344,0.7087666,0.569854,0.6765374,0.9338107,0.53639066,0.66583556,0.94300586,0.48918727,0.72740275,0.79591185,0.47297955,0.7221493,0.8877147,0.5145864,0.8654884,0.8485132,0.4906172,0.84575623,0.9214735
8,0,0.56195676,0.50021964,0.7422935,0.59556234,0.5480189,0.92295265,0.552477,0.5443535,0.8262943,0.5437564,0.593537,0.5371081,0.531153,0.58193904,0.32963368,0.5516676,0.55343425,0.14145944,0.5689987,0.5394541,0.7082986,0.5700754,0.6742626,0.94545776,0.5365107,0.6656489,0.9335763,0.4886435,0.7267706,0.7815691,0.47252506,0.7223517,0.90827364,0.51444864,0.86600804,0.7124171,0.49106464,0.8478101,0.8980753
9,0,0.56181455,0.5002148,0.7112568,0.59559685,0.5486806,0.9197763,0.55316657,0.5441733,0.83964723,0.5439075,0.5938302,0.5022166,0.5309832,0.58133614,0.34827682,0.55717605,0.5465046,0.14319806,0.5693283,0.5383364,0.6828871,0.56985545,0.6766998,0.9428108,0.5364159,0.66605926,0.9431015,0.49056527,0.7280421,0.84513724,0.4727443,0.7220868,0.88600624,0.51475996,0.86616933,0.86267024,0.4904524,0.8474214,0.81937885
