Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,254.334,114.434,1656.0,0.000,107.541,114.916,884.0,0.000,143.176,113.883,772.0,0.000,253.469,44.695,388.0,0.000,254.507,85.957,1267.0,0.000,102.130,87.070,678.0,0.000,125.363,44.435,204.0,0.000,124.386,44.986,183.0,0.000,149.038,84.673,588.0,0.000
1.0,10.0,254.289,114.512,1656.0,0.090,107.524,115.047,884.0,0.132,143.158,113.899,772.0,0.024,253.505,44.765,388.0,0.078,254.437,85.967,1266.0,0.070,102.128,87.091,678.0,0.021,125.223,44.571,205.0,0.195,124.375,44.981,183.0,0.012,149.023,84.674,588.0,0.015
2.0,20.0,254.378,114.607,1657.0,0.131,107.540,115.191,885.0,0.145,143.168,113.938,772.0,0.040,253.727,44.843,390.0,0.236,254.486,85.960,1265.0,0.049,102.129,87.083,678.0,0.008,125.199,44.728,206.0,0.159,124.372,44.971,184.0,0.011,149.049,84.665,588.0,0.027
3.0,30.0,254.360,114.620,1656.0,0.022,107.529,115.169,884.0,0.025,143.161,113.992,771.0,0.054,253.599,44.835,390.0,0.129,254.502,85.956,1264.0,0.016,102.117,87.067,677.0,0.020,125.194,44.722,206.0,0.007,124.378,44.960,184.0,0.012,149.051,84.676,587.0,0.011
4.0,40.0,254.406,114.619,1655.0,0.046,107.543,115.225,884.0,0.058,143.155,113.923,771.0,0.069,253.869,44.826,389.0,0.270,254.480,85.963,1264.0,0.023,102.128,87.065,677.0,0.011,125.173,44.729,206.0,0.023,124.284,44.935,183.0,0.097,149.053,84.692,587.0,0.016
5.0,50.0,254.467,114.576,1655.0,0.075,107.550,115.180,885.0,0.046,143.164,113.883,770.0,0.041,253.874,44.848,389.0,0.023,254.558,85.969,1264.0,0.078,102.162,87.079,677.0,0.037,125.141,44.758,206.0,0.042,124.298,44.950,183.0,0.021,149.049,84.689,587.0,0.005
6.0,60.0,254.331,114.525,1653.0,0.145,107.521,115.077,883.0,0.106,143.167,113.893,770.0,0.011,253.562,44.760,388.0,0.325,254.475,85.991,1264.0,0.086,102.150,87.101,676.0,0.026,125.127,44.590,205.0,0.168,124.298,44.950,183.0,0.000,149.051,84.713,587.0,0.024
7.0,70.0,254.305,114.489,1652.0,0.044,107.529,115.091,882.0,0.017,143.172,113.800,770.0,0.094,253.764,44.680,387.0,0.218,254.379,86.015,1263.0,0.099,102.121,87.144,676.0,0.051,125.252,44.492,205.0,0.159,124.280,44.890,182.0,0.062,149.041,84.717,587.0,0.010
8.0,80.0,254.207,114.510,1652.0,0.101,107.530,115.060,881.0,0.032,143.155,113.882,771.0,0.083,253.374,44.654,387.0,0.391,254.369,86.015,1263.0,0.009,102.125,87.152,675.0,0.009,125.274,44.484,204.0,0.023,124.269,44.843,183.0,0.049,149.049,84.708,587.0,0.012
9.0,90.0,254.250,114.447,1653.0,0.076,107.537,115.002,882.0,0.058,143.164,113.813,771.0,0.069,253.518,44.607,387.0,0.151,254.382,86.000,1264.0,0.019,102.133,87.137,676.0,0.017,125.290,44.367,204.0,0.118,124.266,44.875,183.0,0.032,149.043,84.693,588.0,0.016
10.0,100.0,254.385,114.546,1652.0,0.167,107.552,115.217,882.0,0.216,143.179,113.778,770.0,0.038,254.024,44.805,387.0,0.544,254.403,86.017,1263.0,0.026,102.133,87.151,676.0,0.014,125.258,44.729,205.0,0.364,124.291,44.890,182.0,0.029,149.043,84.711,587.0,0.018
11.0,110.0,254.289,114.567,1652.0,0.098,107.522,115.188,882.0,0.041,143.174,113.855,770.0,0.077,253.688,44.824,387.0,0.337,254.381,86.017,1263.0,0.022,102.120,87.153,675.0,0.013,125.203,44.758,205.0,0.061,124.334,44.898,183.0,0.044,149.043,84.711,587.0,0.000
12.0,120.0,254.306,114.576,1652.0,0.019,107.531,115.207,882.0,0.020,143.174,113.855,770.0,0.000,253.759,44.816,388.0,0.072,254.381,86.017,1263.0,0.000,102.120,87.153,675.0,0.000,125.223,44.744,205.0,0.024,124.334,44.898,183.0,0.000,149.043,84.711,587.0,0.000
13.0,130.0,254.285,114.494,1652.0,0.085,107.511,115.041,882.0,0.167,143.183,113.868,770.0,0.016,253.440,44.745,387.0,0.327,254.452,85.995,1264.0,0.074,102.133,87.128,676.0,0.028,125.190,44.597,204.0,0.150,124.357,44.910,183.0,0.026,149.053,84.692,587.0,0.022
14.0,140.0,254.242,114.526,1653.0,0.054,107.526,115.074,882.0,0.036,143.162,113.900,771.0,0.038,253.368,44.741,388.0,0.072,254.417,85.994,1264.0,0.035,102.136,87.135,676.0,0.009,125.217,44.593,204.0,0.028,124.335,44.907,183.0,0.023,149.044,84.680,587.0,0.015
15.0,150.0,254.225,114.582,1653.0,0.058,107.535,115.174,881.0,0.100,143.166,113.905,771.0,0.007,253.558,44.737,388.0,0.190,254.337,85.999,1262.0,0.081,102.120,87.141,675.0,0.017,125.230,44.586,205.0,0.015,124.335,44.907,183.0,0.000,149.049,84.687,587.0,0.009
16.0,160.0,254.333,114.601,1652.0,0.110,107.575,115.215,882.0,0.058,143.156,113.898,770.0,0.012,253.758,44.722,388.0,0.201,254.417,86.005,1262.0,0.080,102.146,87.149,675.0,0.028,125.285,44.583,205.0,0.054,124.295,44.877,183.0,0.050,149.048,84.689,587.0,0.002
17.0,170.0,254.357,114.648,1651.0,0.052,107.565,115.264,882.0,0.050,143.152,113.941,769.0,0.043,253.722,44.816,388.0,0.101,254.460,86.009,1261.0,0.043,102.151,87.142,675.0,0.008,125.216,44.761,205.0,0.190,124.295,44.877,183.0,0.000,149.052,84.704,586.0,0.016
18.0,180.0,254.434,114.592,1650.0,0.095,107.549,115.162,882.0,0.103,143.158,113.938,768.0,0.006,253.602,44.811,388.0,0.120,254.597,85.989,1260.0,0.139,102.157,87.116,675.0,0.026,125.196,44.768,205.0,0.022,124.306,44.859,183.0,0.021,149.059,84.687,585.0,0.019
19.0,190.0,254.376,114.556,1649.0,0.069,107.530,115.067,881.0,0.098,143.162,113.970,768.0,0.032,253.382,44.737,387.0,0.232,254.588,85.994,1260.0,0.010,102.141,87.125,675.0,0.019,125.221,44.602,204.0,0.168,124.346,44.889,183.0,0.050,149.059,84.687,585.0,0.000
20.0,200.0,254.409,114.567,1650.0,0.036,107.528,115.077,881.0,0.011,143.156,113.983,768.0,0.014,253.442,44.730,387.0,0.060,254.614,85.996,1260.0,0.026,102.135,87.124,676.0,0.006,125.217,44.588,204.0,0.015,124.346,44.889,183.0,0.000,149.053,84.693,585.0,0.009
21.0,210.0,254.405,114.657,1651.0,0.090,107.556,115.198,882.0,0.125,143.151,114.036,769.0,0.054,253.631,44.720,389.0,0.190,254.551,86.002,1260.0,0.064,102.129,87.127,675.0,0.007,125.254,44.553,205.0,0.051,124.349,44.907,183.0,0.019,149.056,84.703,585.0,0.010
22.0,220.0,254.521,114.813,1654.0,0.195,107.555,115.378,885.0,0.179,143.154,114.165,769.0,0.128,253.822,44.900,391.0,0.261,254.646,85.989,1261.0,0.096,102.131,87.103,676.0,0.024,125.130,44.809,207.0,0.285,124.440,45.002,184.0,0.131,149.061,84.701,585.0,0.005
23.0,230.0,254.262,114.740,1647.0,0.269,107.534,115.168,879.0,0.211,143.144,114.250,768.0,0.086,253.025,44.757,389.0,0.809,254.552,86.039,1257.0,0.107,102.154,87.156,673.0,0.057,125.118,44.537,204.0,0.272,124.440,45.002,184.0,0.000,149.059,84.751,584.0,0.050
24.0,240.0,254.294,114.724,1648.0,0.036,107.533,115.188,879.0,0.020,143.162,114.194,768.0,0.059,253.223,44.783,388.0,0.200,254.533,86.040,1257.0,0.019,102.148,87.152,673.0,0.007,125.122,44.568,205.0,0.032,124.437,45.023,184.0,0.021,149.067,84.757,584.0,0.010
25.0,250.0,254.408,114.792,1646.0,0.132,107.555,115.235,879.0,0.052,143.140,114.283,766.0,0.092,253.295,44.776,389.0,0.072,254.660,86.064,1255.0,0.130,102.161,87.173,673.0,0.025,125.142,44.554,205.0,0.024,124.437,45.023,184.0,0.000,149.056,84.781,582.0,0.026
26.0,260.0,254.497,114.762,1647.0,0.093,107.545,115.240,881.0,0.011,143.160,114.214,766.0,0.072,253.548,44.781,389.0,0.254,254.698,86.056,1257.0,0.038,102.154,87.163,674.0,0.013,125.113,44.567,205.0,0.032,124.460,45.021,183.0,0.023,149.058,84.776,583.0,0.005
27.0,270.0,254.466,114.764,1648.0,0.031,107.541,115.223,881.0,0.017,143.166,114.238,767.0,0.025,253.413,44.774,389.0,0.135,254.699,86.050,1257.0,0.007,102.153,87.157,674.0,0.005,125.113,44.567,205.0,0.000,124.463,45.006,184.0,0.016,149.074,84.769,583.0,0.018
28.0,280.0,254.458,114.712,1649.0,0.053,107.529,115.148,882.0,0.075,143.173,114.210,768.0,0.029,253.370,44.752,389.0,0.048,254.702,86.035,1259.0,0.015,102.139,87.135,675.0,0.026,125.146,44.525,205.0,0.054,124.463,45.006,184.0,0.000,149.078,84.763,584.0,0.006
29.0,290.0,254.262,114.740,1652.0,0.198,107.484,115.177,881.0,0.054,143.158,114.240,770.0,0.033,252.941,44.877,389.0,0.446,254.578,86.022,1260.0,0.125,102.139,87.135,675.0,0.000,124.966,44.743,205.0,0.282,124.460,45.026,185.0,0.020,149.070,84.737,585.0,0.028
30.0,300.0,254.452,114.943,1652.0,0.278,107.523,115.439,883.0,0.265,143.135,114.374,769.0,0.136,253.474,44.888,392.0,0.532,254.664,86.037,1258.0,0.088,102.126,87.142,675.0,0.015,124.971,44.748,207.0,0.007,124.454,45.044,185.0,0.019,149.071,84.759,583.0,0.022
31.0,310.0,254.502,114.968,1651.0,0.056,107.557,115.535,883.0,0.102,143.140,114.316,768.0,0.058,253.662,44.962,392.0,0.203,254.671,86.047,1257.0,0.012,102.165,87.186,674.0,0.059,124.960,44.870,207.0,0.122,124.452,45.065,185.0,0.021,149.067,84.732,583.0,0.028
32.0,320.0,254.518,114.928,1650.0,0.043,107.580,115.486,882.0,0.054,143.141,114.286,768.0,0.030,253.694,44.939,391.0,0.039,254.682,86.042,1257.0,0.013,102.158,87.182,674.0,0.008,125.118,44.853,207.0,0.158,124.454,45.036,184.0,0.029,149.063,84.724,583.0,0.009
33.0,330.0,254.415,114.733,1648.0,0.220,107.559,115.264,880.0,0.223,143.173,114.124,768.0,0.165,253.556,44.819,389.0,0.183,254.588,86.030,1258.0,0.095,102.165,87.161,674.0,0.022,125.136,44.648,205.0,0.206,124.451,45.010,183.0,0.027,149.065,84.724,584.0,0.002
34.0,340.0,254.413,114.717,1651.0,0.016,107.522,115.213,882.0,0.063,143.155,114.147,769.0,0.029,253.371,44.802,389.0,0.186,254.642,86.005,1260.0,0.059,102.148,87.138,675.0,0.029,125.056,44.639,205.0,0.080,124.452,44.984,184.0,0.026,149.056,84.696,584.0,0.030
