Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,230.176,158.026,1174.0,0.000,91.792,178.753,647.0,0.000,100.876,132.614,527.0,0.000,263.954,74.880,505.0,0.000,204.589,98.037,668.0,0.000,79.618,103.593,298.0,0.000,102.169,80.599,348.0,0.000,81.911,62.192,157.0,0.000,108.931,93.566,370.0,0.000
1.0,10.0,229.953,157.786,1175.0,0.328,91.709,178.415,646.0,0.348,100.805,132.555,528.0,0.092,263.685,74.830,503.0,0.274,204.589,98.004,670.0,0.033,79.526,103.495,299.0,0.134,102.180,80.582,346.0,0.020,81.843,62.126,157.0,0.095,108.856,93.578,371.0,0.077
2.0,20.0,229.581,157.560,1172.0,0.436,91.609,178.111,643.0,0.320,100.741,132.549,529.0,0.065,263.117,74.841,500.0,0.569,204.567,98.012,671.0,0.023,79.514,103.480,299.0,0.019,102.116,80.650,343.0,0.093,81.729,62.121,157.0,0.114,108.806,93.604,371.0,0.056
3.0,30.0,229.189,157.168,1172.0,0.554,91.499,177.604,642.0,0.519,100.630,132.417,530.0,0.172,262.506,74.736,497.0,0.619,204.607,98.055,674.0,0.059,79.535,103.424,301.0,0.059,102.050,80.719,340.0,0.096,81.592,61.756,157.0,0.390,108.676,93.718,373.0,0.172
4.0,40.0,229.024,156.900,1169.0,0.315,91.403,176.984,640.0,0.628,100.456,132.590,529.0,0.245,261.590,74.494,494.0,0.947,205.131,98.108,674.0,0.526,79.508,103.380,303.0,0.052,102.064,80.661,337.0,0.060,81.313,61.308,157.0,0.527,108.612,93.804,371.0,0.108
5.0,50.0,228.702,156.522,1166.0,0.497,91.309,176.341,638.0,0.650,100.323,132.618,529.0,0.136,260.840,74.380,490.0,0.759,205.399,98.129,675.0,0.269,79.503,103.316,304.0,0.064,102.076,80.644,333.0,0.021,81.131,61.147,157.0,0.243,108.524,93.868,371.0,0.109
6.0,60.0,228.499,156.315,1167.0,0.290,91.244,175.885,637.0,0.461,100.169,132.751,529.0,0.204,260.014,74.243,489.0,0.837,205.733,98.091,676.0,0.336,79.484,103.239,306.0,0.079,102.094,80.628,331.0,0.024,80.879,60.930,159.0,0.333,108.478,93.833,370.0,0.058
7.0,70.0,228.283,155.743,1164.0,0.611,91.143,175.139,635.0,0.752,100.111,132.444,529.0,0.313,259.716,74.095,484.0,0.333,205.986,98.088,679.0,0.253,79.484,103.160,308.0,0.079,102.128,80.571,326.0,0.066,80.689,60.652,157.0,0.337,108.411,93.870,371.0,0.077
8.0,80.0,228.040,155.079,1164.0,0.707,91.068,174.030,634.0,1.112,99.970,132.368,529.0,0.160,258.876,73.755,479.0,0.906,206.540,98.062,683.0,0.555,79.454,103.004,312.0,0.159,102.296,80.339,322.0,0.286,80.363,60.288,157.0,0.489,108.358,93.905,371.0,0.063
9.0,90.0,227.960,154.554,1163.0,0.531,91.000,173.352,634.0,0.681,99.939,132.038,529.0,0.332,258.729,73.602,475.0,0.213,206.806,98.072,687.0,0.267,79.445,102.924,315.0,0.081,102.371,80.305,319.0,0.082,80.170,59.922,156.0,0.414,108.312,93.968,372.0,0.079
10.0,100.0,227.804,154.181,1164.0,0.405,90.951,172.753,634.0,0.601,99.868,131.973,530.0,0.096,258.262,73.482,473.0,0.481,207.060,98.051,689.0,0.254,79.442,102.862,317.0,0.062,102.446,80.204,316.0,0.126,80.010,59.871,156.0,0.168,108.264,93.962,373.0,0.048
11.0,110.0,227.890,154.002,1166.0,0.199,90.901,172.265,636.0,0.490,99.775,132.105,530.0,0.161,257.799,73.420,472.0,0.468,207.593,98.068,692.0,0.533,79.408,102.846,320.0,0.038,102.520,80.180,315.0,0.078,79.881,59.840,157.0,0.133,108.231,93.963,372.0,0.033
12.0,120.0,227.950,153.866,1166.0,0.149,90.881,172.034,636.0,0.232,99.756,132.053,530.0,0.056,257.765,73.363,471.0,0.066,207.792,98.083,693.0,0.199,79.415,102.807,321.0,0.040,102.540,80.169,314.0,0.023,79.827,59.695,157.0,0.154,108.212,94.009,372.0,0.050
13.0,130.0,228.017,153.832,1167.0,0.075,90.843,171.784,637.0,0.252,99.666,132.230,530.0,0.199,257.512,73.311,471.0,0.258,208.106,98.143,694.0,0.320,79.409,102.758,323.0,0.049,102.543,80.163,314.0,0.007,79.771,59.608,157.0,0.104,108.144,94.136,372.0,0.145
14.0,140.0,228.490,153.895,1164.0,0.477,90.773,171.571,638.0,0.224,99.607,132.428,525.0,0.206,257.527,73.254,470.0,0.059,208.839,98.245,692.0,0.740,79.395,102.751,324.0,0.016,102.489,80.189,313.0,0.060,79.743,59.370,157.0,0.239,108.116,94.277,368.0,0.144
15.0,150.0,228.937,154.255,1161.0,0.574,90.806,171.704,640.0,0.137,99.423,132.877,522.0,0.485,257.573,73.168,472.0,0.098,209.370,98.371,688.0,0.546,79.403,102.749,324.0,0.008,102.497,80.143,315.0,0.046,79.604,59.182,157.0,0.234,108.030,94.476,364.0,0.217
16.0,160.0,229.361,154.525,1158.0,0.503,90.828,171.861,640.0,0.158,99.405,133.131,518.0,0.255,257.768,73.238,472.0,0.207,209.835,98.441,684.0,0.471,79.429,102.787,324.0,0.047,102.480,80.213,315.0,0.072,79.603,59.204,157.0,0.022,108.069,94.542,361.0,0.077
17.0,170.0,229.444,154.632,1161.0,0.135,90.823,171.859,642.0,0.006,99.308,133.326,519.0,0.218,257.535,73.239,474.0,0.233,210.074,98.445,685.0,0.239,79.455,102.773,325.0,0.029,102.442,80.217,316.0,0.038,79.424,59.235,158.0,0.182,108.067,94.545,360.0,0.003
18.0,180.0,229.623,154.712,1160.0,0.196,90.796,171.966,642.0,0.111,99.231,133.288,517.0,0.087,257.647,73.216,474.0,0.114,210.261,98.482,684.0,0.191,79.465,102.782,325.0,0.013,102.360,80.319,317.0,0.131,79.218,58.903,157.0,0.391,108.055,94.594,359.0,0.051
19.0,190.0,230.302,154.990,1159.0,0.734,90.858,171.942,645.0,0.066,99.148,133.692,514.0,0.412,257.882,73.139,476.0,0.248,211.139,98.604,681.0,0.886,79.516,102.848,326.0,0.084,102.435,80.191,318.0,0.149,79.162,58.880,157.0,0.061,108.070,94.707,355.0,0.113
20.0,200.0,230.920,155.122,1158.0,0.631,90.796,171.953,648.0,0.063,99.158,133.739,510.0,0.048,258.291,73.234,476.0,0.420,211.855,98.621,680.0,0.717,79.566,102.835,328.0,0.051,102.275,80.322,319.0,0.207,79.222,58.783,157.0,0.114,108.085,94.701,352.0,0.016
21.0,210.0,231.292,155.321,1157.0,0.422,90.779,171.933,650.0,0.026,99.107,134.069,508.0,0.334,258.251,73.255,477.0,0.046,212.419,98.653,678.0,0.565,79.575,102.822,329.0,0.016,102.237,80.324,320.0,0.038,79.274,58.850,157.0,0.085,108.082,94.735,350.0,0.034
22.0,220.0,231.896,155.468,1156.0,0.622,90.769,171.806,652.0,0.127,99.039,134.334,504.0,0.274,258.378,73.283,478.0,0.131,213.311,98.736,677.0,0.895,79.597,102.901,331.0,0.082,102.252,80.355,321.0,0.034,79.277,58.843,157.0,0.008,108.065,94.755,346.0,0.026
23.0,230.0,232.763,155.791,1155.0,0.926,90.774,171.760,656.0,0.047,98.931,134.810,499.0,0.487,258.642,73.264,479.0,0.264,214.434,98.864,674.0,1.131,79.637,102.945,333.0,0.060,102.222,80.305,322.0,0.058,79.269,58.818,157.0,0.026,108.044,94.881,341.0,0.127
24.0,240.0,233.683,155.996,1150.0,0.943,90.782,171.568,658.0,0.192,98.874,135.199,493.0,0.393,258.838,73.244,479.0,0.198,215.815,98.949,670.0,1.383,79.739,103.027,335.0,0.131,102.217,80.259,322.0,0.047,79.256,58.801,157.0,0.021,108.100,94.873,335.0,0.057
25.0,250.0,234.963,156.482,1146.0,1.369,90.759,171.524,662.0,0.049,98.678,135.906,484.0,0.734,259.227,73.353,480.0,0.403,217.551,99.098,664.0,1.742,79.784,103.087,337.0,0.075,102.159,80.327,324.0,0.090,79.242,58.886,156.0,0.086,108.023,94.980,327.0,0.132
26.0,260.0,235.834,156.771,1141.0,0.918,90.711,171.362,664.0,0.170,98.525,136.477,477.0,0.591,259.281,73.366,480.0,0.056,218.897,99.194,660.0,1.350,79.775,103.055,339.0,0.033,102.128,80.389,324.0,0.069,79.207,58.777,156.0,0.115,107.990,95.105,320.0,0.130
27.0,270.0,236.789,157.050,1138.0,0.995,90.673,171.165,667.0,0.201,98.325,137.050,471.0,0.607,259.323,73.376,480.0,0.043,220.404,99.264,656.0,1.508,79.841,103.053,342.0,0.066,102.048,80.408,324.0,0.082,79.153,58.741,156.0,0.064,107.911,95.137,314.0,0.086
