Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,244.476,153.801,1259.0,0.000,93.800,160.445,756.0,0.000,104.250,143.800,503.0,0.000,261.431,71.480,535.0,0.000,231.819,94.319,722.0,0.000,84.877,95.770,401.0,0.000,103.797,70.972,355.0,0.000,92.232,72.476,181.0,0.000,111.050,92.511,321.0,0.000
1.0,10.0,244.749,153.909,1261.0,0.294,93.759,160.433,759.0,0.043,104.243,144.037,502.0,0.238,261.510,71.478,537.0,0.079,232.197,94.318,722.0,0.378,84.856,95.735,402.0,0.041,103.724,70.923,356.0,0.087,92.231,72.570,181.0,0.094,111.078,92.540,320.0,0.041
2.0,20.0,245.125,153.869,1260.0,0.378,93.729,160.364,761.0,0.075,104.258,143.971,499.0,0.068,261.833,71.459,536.0,0.323,232.622,94.301,722.0,0.426,84.855,95.709,403.0,0.025,103.678,70.937,356.0,0.048,92.175,72.494,180.0,0.094,111.128,92.520,319.0,0.053
3.0,30.0,245.446,153.882,1262.0,0.321,93.752,160.325,763.0,0.046,104.260,144.012,498.0,0.041,262.034,71.450,537.0,0.201,233.002,94.311,723.0,0.380,84.878,95.756,405.0,0.052,103.705,70.920,357.0,0.032,92.203,72.504,180.0,0.029,111.130,92.471,318.0,0.049
4.0,40.0,245.732,153.795,1259.0,0.299,93.726,160.293,763.0,0.041,104.359,143.791,496.0,0.242,262.526,71.445,536.0,0.492,233.074,94.241,722.0,0.100,84.837,95.647,405.0,0.116,103.686,70.915,357.0,0.019,92.302,72.506,178.0,0.100,111.154,92.447,317.0,0.033
5.0,50.0,245.856,153.767,1260.0,0.126,93.713,160.246,765.0,0.049,104.416,143.773,496.0,0.060,262.556,71.439,536.0,0.031,233.267,94.196,722.0,0.198,84.832,95.636,406.0,0.013,103.679,70.931,358.0,0.017,92.408,72.456,179.0,0.117,111.196,92.353,317.0,0.103
6.0,60.0,246.139,153.711,1260.0,0.289,93.700,160.134,766.0,0.113,104.461,143.755,494.0,0.049,262.847,71.488,535.0,0.294,233.579,94.221,723.0,0.313,84.840,95.629,407.0,0.011,103.677,70.958,357.0,0.027,92.460,72.557,178.0,0.114,111.218,92.411,316.0,0.062
7.0,70.0,246.393,153.593,1259.0,0.280,93.700,160.071,767.0,0.063,104.547,143.510,493.0,0.259,263.216,71.480,534.0,0.370,233.790,94.220,724.0,0.211,84.864,95.684,408.0,0.060,103.677,70.958,357.0,0.000,92.521,72.539,177.0,0.063,111.281,92.331,316.0,0.102
8.0,80.0,246.533,153.425,1260.0,0.218,93.667,159.886,768.0,0.188,104.591,143.345,492.0,0.171,263.398,71.520,533.0,0.186,233.964,94.206,726.0,0.175,84.859,95.674,410.0,0.011,103.667,70.977,357.0,0.022,92.560,72.622,176.0,0.092,111.291,92.305,316.0,0.028
9.0,90.0,246.928,153.045,1263.0,0.548,93.653,159.490,772.0,0.396,104.734,142.926,491.0,0.442,263.953,71.499,531.0,0.556,234.360,94.122,730.0,0.405,84.899,95.577,413.0,0.104,103.689,70.942,357.0,0.042,92.748,72.640,174.0,0.189,111.332,92.225,317.0,0.090
10.0,100.0,247.154,152.876,1264.0,0.282,93.657,159.419,773.0,0.071,104.852,142.571,491.0,0.375,264.452,71.511,530.0,0.499,234.436,94.039,732.0,0.112,84.894,95.539,414.0,0.039,103.718,70.935,357.0,0.030,92.826,72.701,173.0,0.100,111.416,92.081,318.0,0.166
11.0,110.0,247.461,152.677,1262.0,0.366,93.641,159.314,773.0,0.106,104.991,142.173,489.0,0.421,265.181,71.546,528.0,0.729,234.514,94.023,733.0,0.080,84.886,95.524,415.0,0.017,103.719,70.931,357.0,0.005,93.025,72.834,171.0,0.239,111.436,92.063,318.0,0.027
12.0,120.0,247.987,152.427,1263.0,0.583,93.661,159.109,776.0,0.206,105.151,141.765,487.0,0.439,266.108,71.604,526.0,0.929,234.894,94.012,736.0,0.380,84.950,95.519,418.0,0.064,103.748,70.929,357.0,0.029,93.303,73.037,168.0,0.344,111.456,92.030,318.0,0.039
13.0,130.0,248.637,152.006,1261.0,0.774,93.595,158.685,778.0,0.430,105.384,141.231,482.0,0.582,267.192,71.614,521.0,1.084,235.386,93.949,738.0,0.496,84.903,95.443,421.0,0.090,103.759,70.823,356.0,0.106,93.638,73.323,165.0,0.441,111.524,91.967,317.0,0.093
14.0,140.0,249.499,151.758,1261.0,0.897,93.643,158.492,782.0,0.198,105.623,140.746,478.0,0.541,268.140,71.605,519.0,0.948,236.209,93.943,740.0,0.823,85.023,95.589,424.0,0.189,103.800,70.794,357.0,0.050,93.838,73.384,163.0,0.210,111.691,91.732,316.0,0.288
