Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,258.639,151.344,881.0,0.000,73.598,139.723,617.0,0.000,120.649,178.616,263.0,0.000,228.022,54.687,404.0,0.000,284.794,95.333,475.0,0.000,67.237,95.117,405.0,0.000,85.694,62.317,212.0,0.000,115.864,46.256,192.0,0.000,133.809,96.574,70.0,0.000
1.0,10.0,260.228,151.859,874.0,1.671,73.471,139.582,621.0,0.189,120.099,181.997,253.0,3.426,228.042,54.803,404.0,0.118,288.160,95.299,469.0,3.366,67.227,95.033,408.0,0.084,85.406,62.498,213.0,0.340,115.893,46.276,192.0,0.036,133.586,97.097,60.0,0.569
2.0,20.0,261.383,152.465,871.0,1.304,73.331,139.640,625.0,0.152,119.600,185.060,246.0,3.103,227.974,54.939,406.0,0.152,290.860,95.367,463.0,2.701,67.218,94.976,410.0,0.058,85.009,62.744,214.0,0.467,115.898,46.268,192.0,0.010,133.305,98.414,53.0,1.347
3.0,30.0,262.875,153.182,866.0,1.655,73.233,139.727,629.0,0.131,118.878,188.928,237.0,3.935,228.173,55.064,408.0,0.235,294.081,95.440,456.0,3.222,67.175,94.940,413.0,0.056,84.783,62.865,216.0,0.256,115.875,46.342,193.0,0.078,132.425,100.205,43.0,1.995
4.0,40.0,264.250,153.637,863.0,1.449,73.180,139.684,634.0,0.069,118.314,192.226,229.0,3.345,228.440,55.209,410.0,0.304,296.858,95.453,452.0,2.777,67.189,94.878,416.0,0.065,84.618,62.990,217.0,0.206,115.846,46.451,193.0,0.113,131.805,102.151,36.0,2.042
5.0,50.0,265.606,154.322,859.0,1.519,73.074,139.961,638.0,0.297,117.708,195.716,221.0,3.543,228.965,55.389,412.0,0.555,299.623,95.465,446.0,2.766,67.160,94.842,418.0,0.046,84.271,63.142,220.0,0.379,115.858,46.544,193.0,0.094,130.590,104.716,28.0,2.838
6.0,60.0,266.958,154.619,856.0,1.384,73.006,139.892,642.0,0.097,117.090,198.860,214.0,3.204,229.369,55.488,413.0,0.416,302.182,95.397,442.0,2.560,67.138,94.774,421.0,0.072,84.135,63.223,221.0,0.158,115.785,46.578,192.0,0.080,129.050,107.660,21.0,3.323
7.0,70.0,268.264,155.055,855.0,1.377,72.953,140.009,648.0,0.128,116.589,202.082,207.0,3.261,229.727,55.712,415.0,0.423,304.796,95.273,439.0,2.616,67.183,94.701,424.0,0.086,83.871,63.516,223.0,0.394,115.784,46.637,192.0,0.059,127.235,111.589,15.0,4.328
8.0,80.0,269.310,155.500,856.0,1.137,72.885,140.393,653.0,0.391,116.230,204.273,202.0,2.221,230.499,55.933,418.0,0.804,306.463,95.281,437.0,1.667,67.188,94.734,426.0,0.034,83.555,63.730,226.0,0.382,115.744,46.699,191.0,0.074,125.376,116.958,11.0,5.682
9.0,90.0,270.406,155.729,855.0,1.120,72.828,140.559,658.0,0.175,116.024,206.355,197.0,2.092,231.322,56.174,419.0,0.857,308.039,95.146,436.0,1.583,67.174,94.700,429.0,0.037,83.371,63.876,229.0,0.235,115.814,46.896,190.0,0.209,122.474,122.936,7.0,6.645
10.0,100.0,271.428,156.027,858.0,1.064,72.763,141.057,665.0,0.503,115.732,207.622,193.0,1.300,232.506,56.476,421.0,1.222,309.174,95.079,435.0,1.137,67.206,94.740,431.0,0.051,82.994,64.173,233.0,0.480,115.677,46.942,188.0,0.144,119.231,129.540,4.0,7.358
11.0,110.0,272.223,156.133,859.0,0.802,72.729,141.257,670.0,0.202,115.621,208.665,190.0,1.049,233.293,56.686,422.0,0.815,309.955,95.045,436.0,0.781,67.245,94.766,434.0,0.047,82.784,64.319,235.0,0.256,115.662,47.067,187.0,0.126,113.919,143.510,2.0,14.946
12.0,120.0,273.223,156.245,861.0,1.006,72.666,141.641,675.0,0.390,115.604,209.427,185.0,0.762,234.634,57.079,423.0,1.397,310.647,94.936,437.0,0.701,67.266,94.799,436.0,0.039,82.484,64.622,239.0,0.427,115.661,47.290,184.0,0.224,110.490,154.305,1.0,11.327
13.0,130.0,274.350,156.362,865.0,1.133,72.686,142.182,684.0,0.542,115.601,209.734,182.0,0.308,236.586,57.461,425.0,1.989,310.768,94.917,440.0,0.123,67.328,94.799,439.0,0.063,82.278,64.851,244.0,0.307,115.639,47.478,181.0,0.189,109.946,153.851,1.0,0.709
14.0,140.0,275.290,156.364,866.0,0.940,72.669,142.470,689.0,0.288,115.602,210.191,178.0,0.457,238.017,57.822,424.0,1.477,311.040,94.906,442.0,0.272,67.372,94.850,441.0,0.066,82.094,65.044,247.0,0.267,115.627,47.769,177.0,0.292,109.220,160.867,0.0,7.053
15.0,150.0,276.514,156.248,869.0,1.230,72.616,142.777,696.0,0.312,115.590,210.522,173.0,0.331,240.013,58.179,423.0,2.028,311.236,94.845,445.0,0.205,67.396,94.845,445.0,0.025,81.826,65.189,251.0,0.305,115.597,47.997,173.0,0.230,,,0.0,
16.0,160.0,278.096,156.157,868.0,1.585,72.601,143.160,702.0,0.383,115.730,211.189,166.0,0.682,242.730,58.778,420.0,2.782,311.263,94.844,447.0,0.028,67.423,94.844,447.0,0.028,81.624,65.389,255.0,0.284,115.730,48.629,166.0,0.646,,,0.0,
17.0,170.0,279.418,155.969,867.0,1.336,72.542,143.369,707.0,0.216,116.026,211.669,160.0,0.564,245.045,59.253,417.0,2.363,311.262,94.784,449.0,0.060,67.422,94.784,449.0,0.060,81.411,65.559,257.0,0.273,116.026,49.109,160.0,0.564,,,0.0,
18.0,180.0,281.103,155.736,866.0,1.701,72.487,143.684,714.0,0.320,116.082,212.201,152.0,0.535,248.105,59.831,414.0,3.114,311.265,94.696,452.0,0.088,67.425,94.696,452.0,0.088,81.194,65.768,261.0,0.301,116.082,49.641,152.0,0.535,,,0.0,
19.0,190.0,282.851,155.542,866.0,1.759,72.486,143.991,721.0,0.307,116.459,212.957,145.0,0.845,251.219,60.407,411.0,3.167,311.328,94.698,455.0,0.063,67.488,94.698,455.0,0.063,81.005,65.875,266.0,0.217,116.459,50.397,145.0,0.845,,,0.0,
20.0,200.0,284.606,155.209,865.0,1.786,72.438,144.146,727.0,0.162,116.879,213.795,137.0,0.936,254.326,61.015,406.0,3.166,311.334,94.716,459.0,0.019,67.494,94.716,459.0,0.019,80.842,66.021,268.0,0.219,116.879,51.235,137.0,0.936,,,0.0,
21.0,210.0,286.548,154.785,861.0,1.988,72.403,144.322,733.0,0.180,117.053,214.503,128.0,0.729,257.799,61.606,399.0,3.522,311.361,94.717,461.0,0.027,67.521,94.717,461.0,0.027,80.662,66.185,271.0,0.244,117.053,51.943,128.0,0.729,,,0.0,
22.0,220.0,288.383,154.420,859.0,1.871,72.371,144.487,738.0,0.168,117.663,215.359,120.0,1.052,261.153,62.229,394.0,3.412,311.397,94.755,464.0,0.053,67.557,94.755,464.0,0.053,80.496,66.381,273.0,0.257,117.663,52.799,120.0,1.052,,,0.0,
23.0,230.0,290.524,153.950,855.0,2.192,72.393,144.639,744.0,0.154,118.290,216.329,111.0,1.155,265.224,62.760,387.0,4.106,311.449,94.721,467.0,0.062,67.609,94.721,467.0,0.062,80.424,66.373,276.0,0.073,118.290,53.769,111.0,1.155,,,0.0,
24.0,240.0,292.961,153.345,851.0,2.511,72.413,144.766,750.0,0.129,119.298,217.304,101.0,1.402,269.893,63.343,380.0,4.705,311.511,94.749,470.0,0.068,67.671,94.749,470.0,0.068,80.343,66.443,279.0,0.107,119.298,54.744,101.0,1.402,,,0.0,
25.0,250.0,295.174,152.630,848.0,2.326,72.425,144.726,756.0,0.042,120.080,218.245,91.0,1.224,274.161,63.849,372.0,4.298,311.565,94.762,475.0,0.056,67.725,94.762,475.0,0.056,80.288,66.496,281.0,0.077,120.080,55.685,91.0,1.224,,,0.0,
26.0,260.0,297.448,151.888,843.0,2.392,72.464,144.683,761.0,0.058,121.054,219.291,81.0,1.429,278.723,64.298,364.0,4.584,311.637,94.797,478.0,0.080,67.797,94.797,478.0,0.080,80.300,66.478,282.0,0.022,121.054,56.731,81.0,1.429,,,0.0,
27.0,270.0,299.349,151.351,839.0,1.976,72.524,144.753,766.0,0.093,122.024,220.107,73.0,1.268,282.700,64.627,358.0,3.991,311.700,94.787,480.0,0.064,67.860,94.787,480.0,0.064,80.334,66.455,285.0,0.042,122.024,57.547,73.0,1.268,,,0.0,
28.0,280.0,301.023,150.895,838.0,1.735,72.551,144.835,771.0,0.086,123.149,221.032,67.0,1.457,286.262,64.926,353.0,3.574,311.734,94.839,483.0,0.062,67.894,94.839,483.0,0.062,80.304,66.425,287.0,0.043,123.149,58.472,67.0,1.457,,,0.0,
29.0,290.0,302.453,150.397,835.0,1.514,72.581,144.804,775.0,0.043,123.978,221.855,61.0,1.167,289.355,65.137,349.0,3.100,311.784,94.806,485.0,0.060,67.944,94.806,485.0,0.060,80.297,66.366,288.0,0.059,123.978,59.295,61.0,1.167,,,0.0,
30.0,300.0,304.012,149.890,834.0,1.639,72.584,144.856,780.0,0.052,124.672,222.626,54.0,1.038,292.919,65.229,345.0,3.565,311.782,94.782,488.0,0.024,67.942,94.782,488.0,0.024,80.286,66.186,291.0,0.180,124.672,60.066,54.0,1.038,,,0.0,
31.0,310.0,305.355,149.478,832.0,1.404,72.601,144.906,784.0,0.054,125.681,223.573,48.0,1.383,295.923,65.561,341.0,3.023,311.843,94.760,490.0,0.065,68.003,94.760,490.0,0.065,80.226,66.313,293.0,0.141,125.681,61.013,48.0,1.383,,,0.0,
32.0,320.0,306.864,148.991,828.0,1.586,72.679,144.976,786.0,0.104,126.093,224.170,42.0,0.726,299.328,65.684,336.0,3.407,311.947,94.852,492.0,0.139,68.107,94.852,492.0,0.139,80.256,66.267,294.0,0.055,126.093,61.610,42.0,0.726,,,0.0,
33.0,330.0,307.834,148.684,829.0,1.017,72.720,145.018,791.0,0.059,126.692,224.786,38.0,0.859,301.577,65.755,334.0,2.251,312.014,94.854,495.0,0.066,68.174,94.854,495.0,0.066,80.253,66.209,296.0,0.058,126.692,62.226,38.0,0.859,,,0.0,
34.0,340.0,308.790,148.397,828.0,0.999,72.753,145.088,794.0,0.077,127.167,225.418,34.0,0.791,303.841,65.837,332.0,2.266,312.055,94.849,496.0,0.042,68.215,94.849,496.0,0.042,80.250,66.179,298.0,0.031,127.167,62.858,34.0,0.791,,,0.0,
35.0,350.0,309.737,148.158,828.0,0.976,72.775,145.208,798.0,0.122,127.516,226.302,30.0,0.951,306.134,65.965,330.0,2.296,312.079,94.877,498.0,0.037,68.239,94.877,498.0,0.037,80.245,66.188,300.0,0.011,127.516,63.742,30.0,0.951,,,0.0,
36.0,360.0,310.636,147.874,832.0,0.942,72.737,145.291,805.0,0.090,128.343,227.124,26.0,1.165,308.331,66.088,329.0,2.200,312.092,94.931,502.0,0.056,68.252,94.931,502.0,0.056,80.103,66.220,303.0,0.146,128.343,64.564,26.0,1.165,,,0.0,
