Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,259.239,109.688,1071.0,0.000,95.823,109.730,624.0,0.000,147.140,109.630,447.0,0.000,262.979,59.164,101.0,0.000,258.806,97.984,970.0,0.000,92.513,98.056,565.0,0.000,127.881,60.610,58.0,0.000,116.730,57.220,43.0,0.000,150.384,97.883,404.0,0.000
1.0,10.0,259.292,109.627,1072.0,0.081,95.826,109.674,624.0,0.056,147.151,109.561,447.0,0.070,263.094,59.130,101.0,0.119,258.855,97.991,971.0,0.050,92.522,98.069,566.0,0.015,128.023,60.553,58.0,0.152,116.588,57.213,43.0,0.142,150.390,97.882,405.0,0.006
2.0,20.0,259.269,109.587,1070.0,0.046,95.836,109.616,623.0,0.058,147.140,109.547,447.0,0.017,262.985,59.060,100.0,0.129,258.841,97.977,969.0,0.020,92.534,98.040,565.0,0.031,128.082,60.474,57.0,0.099,116.461,57.157,43.0,0.139,150.387,97.889,404.0,0.007
3.0,30.0,259.243,109.489,1069.0,0.101,95.807,109.502,623.0,0.118,147.132,109.471,447.0,0.076,262.962,58.831,100.0,0.230,258.818,97.968,969.0,0.025,92.508,98.028,565.0,0.029,128.239,60.126,57.0,0.382,116.295,57.090,42.0,0.180,150.375,97.884,404.0,0.012
4.0,40.0,259.223,109.280,1069.0,0.210,95.814,109.339,622.0,0.164,147.186,109.198,447.0,0.278,263.642,58.475,98.0,0.768,258.732,97.957,970.0,0.086,92.510,98.005,565.0,0.023,128.663,59.802,56.0,0.534,115.879,56.673,42.0,0.589,150.403,97.889,405.0,0.028
5.0,50.0,259.246,109.173,1068.0,0.109,95.773,109.250,622.0,0.098,147.205,109.066,446.0,0.133,263.738,58.384,97.0,0.132,258.753,97.971,971.0,0.025,92.502,98.025,566.0,0.021,128.605,59.724,56.0,0.098,115.713,56.559,41.0,0.201,150.402,97.895,405.0,0.006
6.0,60.0,259.165,109.108,1069.0,0.104,95.770,109.175,622.0,0.075,147.211,109.015,447.0,0.052,263.402,58.282,97.0,0.351,258.700,97.968,972.0,0.053,92.508,98.040,566.0,0.015,128.769,59.602,56.0,0.205,115.690,56.498,41.0,0.066,150.404,97.868,406.0,0.026
7.0,70.0,259.153,108.923,1068.0,0.186,95.764,109.031,621.0,0.144,147.224,108.771,447.0,0.244,263.927,57.941,95.0,0.626,258.655,97.948,972.0,0.049,92.520,98.020,566.0,0.023,128.918,59.278,55.0,0.356,115.338,56.116,40.0,0.519,150.393,97.849,406.0,0.022
8.0,80.0,258.959,108.635,1066.0,0.347,95.715,108.694,619.0,0.341,147.253,108.554,447.0,0.219,263.369,57.469,93.0,0.731,258.506,97.911,972.0,0.153,92.506,97.968,565.0,0.054,129.310,58.692,54.0,0.705,114.923,55.816,40.0,0.512,150.409,97.832,407.0,0.023
9.0,90.0,259.014,108.600,1068.0,0.065,95.724,108.714,621.0,0.022,147.248,108.443,447.0,0.111,264.207,57.392,94.0,0.842,258.486,97.885,974.0,0.033,92.478,97.944,566.0,0.037,129.540,58.590,54.0,0.252,114.613,55.751,39.0,0.316,150.408,97.803,408.0,0.029
