Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,242.912,114.425,1624.0,0.000,102.719,118.178,771.0,0.000,149.143,111.029,853.0,0.000,242.044,48.114,340.0,0.000,243.098,88.926,1283.0,0.000,96.859,92.914,608.0,0.000,124.524,49.833,163.0,0.000,125.836,46.533,177.0,0.000,155.252,85.335,675.0,0.000
1.0,10.0,242.728,114.406,1623.0,0.184,102.765,118.218,769.0,0.061,149.137,110.971,854.0,0.058,242.021,48.117,340.0,0.023,242.872,88.885,1283.0,0.230,96.898,92.880,606.0,0.052,124.524,49.833,163.0,0.000,125.792,46.539,177.0,0.045,155.244,85.308,677.0,0.028
2.0,20.0,242.541,114.373,1623.0,0.190,102.790,118.176,768.0,0.048,149.139,110.961,855.0,0.011,241.810,48.041,340.0,0.225,242.692,88.864,1283.0,0.182,96.901,92.886,605.0,0.007,124.637,49.657,162.0,0.209,125.845,46.561,177.0,0.057,155.237,85.276,678.0,0.033
3.0,30.0,242.440,114.341,1624.0,0.107,102.799,118.191,767.0,0.018,149.142,110.893,857.0,0.068,241.882,48.054,339.0,0.074,242.543,88.867,1284.0,0.148,96.911,92.897,604.0,0.014,124.637,49.657,162.0,0.000,125.849,46.585,177.0,0.025,155.215,85.284,680.0,0.023
4.0,40.0,242.396,114.289,1625.0,0.068,102.802,118.067,767.0,0.125,149.148,110.910,858.0,0.019,241.658,47.962,339.0,0.242,242.547,88.874,1285.0,0.007,96.902,92.901,605.0,0.010,124.782,49.472,162.0,0.235,125.862,46.584,177.0,0.013,155.223,85.292,680.0,0.011
5.0,50.0,242.314,114.223,1625.0,0.105,102.791,117.967,767.0,0.100,149.142,110.879,858.0,0.033,241.425,47.932,338.0,0.235,242.504,88.902,1287.0,0.051,96.916,92.926,605.0,0.029,124.807,49.446,161.0,0.036,125.849,46.556,177.0,0.031,155.202,85.327,681.0,0.041
6.0,60.0,242.193,114.179,1628.0,0.129,102.789,117.946,767.0,0.021,149.131,110.823,861.0,0.057,241.352,47.918,338.0,0.074,242.370,88.888,1289.0,0.135,96.918,92.917,606.0,0.010,124.807,49.446,161.0,0.000,125.845,46.531,177.0,0.025,155.177,85.318,683.0,0.027
7.0,70.0,242.119,114.127,1628.0,0.090,102.792,117.886,767.0,0.060,149.130,110.784,862.0,0.039,241.297,47.866,338.0,0.076,242.291,88.894,1290.0,0.080,96.919,92.917,605.0,0.002,124.863,49.364,160.0,0.099,125.849,46.509,177.0,0.023,155.160,85.335,684.0,0.024
8.0,80.0,242.071,114.174,1628.0,0.067,102.842,117.965,766.0,0.094,149.113,110.805,862.0,0.027,241.380,47.844,338.0,0.086,242.209,88.897,1289.0,0.082,96.947,92.918,604.0,0.027,124.904,49.342,161.0,0.047,125.809,46.484,177.0,0.047,155.155,85.346,684.0,0.012
9.0,90.0,242.055,114.083,1627.0,0.093,102.870,117.885,765.0,0.085,149.133,110.707,862.0,0.100,241.402,47.787,337.0,0.061,242.182,88.862,1289.0,0.044,96.975,92.903,604.0,0.032,124.980,49.221,160.0,0.143,125.810,46.486,177.0,0.002,155.162,85.296,685.0,0.050
