Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,252.918,118.809,1840.0,0.000,67.234,116.171,1159.0,0.000,153.901,123.299,681.0,0.000,244.462,46.801,503.0,0.000,256.035,84.662,1336.0,0.000,63.964,85.089,861.0,0.000,76.607,43.244,298.0,0.000,134.333,51.956,205.0,0.000,162.355,83.888,476.0,0.000
1.0,10.0,253.884,119.208,1832.0,1.045,67.316,116.387,1165.0,0.231,153.936,124.133,667.0,0.835,245.224,46.844,505.0,0.763,257.116,84.801,1326.0,1.089,64.028,85.218,863.0,0.144,76.683,43.153,301.0,0.118,134.659,52.263,205.0,0.447,162.462,84.023,463.0,0.172
2.0,20.0,254.328,119.755,1817.0,0.704,67.539,116.924,1158.0,0.581,153.944,124.737,658.0,0.605,245.644,46.875,507.0,0.421,257.623,84.976,1309.0,0.537,64.280,85.454,855.0,0.346,76.675,43.111,302.0,0.043,134.884,52.445,204.0,0.289,162.529,84.076,454.0,0.086
3.0,30.0,254.449,120.128,1809.0,0.392,67.595,117.306,1154.0,0.386,153.998,125.103,655.0,0.370,245.865,46.862,509.0,0.221,257.757,85.083,1299.0,0.171,64.321,85.627,849.0,0.177,76.667,43.008,304.0,0.103,135.116,52.581,205.0,0.270,162.605,84.055,450.0,0.079
4.0,40.0,254.033,120.731,1796.0,0.732,67.669,118.180,1140.0,0.878,154.062,125.168,656.0,0.091,246.145,46.889,512.0,0.282,257.106,85.246,1282.0,0.671,64.359,85.884,832.0,0.260,76.581,43.017,307.0,0.087,135.230,52.670,205.0,0.144,162.656,84.066,450.0,0.052
5.0,50.0,253.584,121.286,1780.0,0.714,67.795,119.153,1124.0,0.980,154.226,124.937,656.0,0.283,246.865,46.996,513.0,0.728,256.229,85.454,1266.0,0.902,64.451,86.178,813.0,0.308,76.524,43.099,309.0,0.099,135.413,52.904,204.0,0.298,162.702,84.153,453.0,0.098
6.0,60.0,252.899,121.982,1767.0,0.977,67.914,120.142,1106.0,0.996,154.351,125.062,661.0,0.176,247.069,47.141,517.0,0.250,255.235,85.565,1248.0,1.000,64.527,86.378,793.0,0.214,76.449,43.124,312.0,0.079,135.731,53.250,205.0,0.470,162.745,84.151,455.0,0.043
7.0,70.0,251.949,122.891,1754.0,1.315,68.064,121.587,1086.0,1.453,154.469,125.010,668.0,0.129,247.549,47.176,525.0,0.482,253.732,85.678,1227.0,1.506,64.589,86.617,766.0,0.247,76.351,43.078,318.0,0.109,135.967,53.470,207.0,0.323,162.781,84.117,461.0,0.049
8.0,80.0,250.899,123.424,1746.0,1.177,68.109,122.551,1069.0,0.965,154.607,124.800,677.0,0.252,247.397,47.261,529.0,0.174,252.322,85.771,1215.0,1.414,64.624,86.817,747.0,0.203,76.153,43.136,320.0,0.206,136.078,53.586,209.0,0.160,162.862,84.103,469.0,0.083
9.0,90.0,249.568,124.074,1733.0,1.482,68.103,123.758,1045.0,1.207,154.740,124.556,687.0,0.278,247.206,47.362,532.0,0.216,250.512,85.901,1199.0,1.814,64.602,87.090,722.0,0.274,75.865,43.194,322.0,0.294,136.256,53.741,210.0,0.236,162.890,84.103,477.0,0.028
10.0,100.0,248.325,124.677,1729.0,1.382,68.023,124.900,1029.0,1.145,154.881,124.348,700.0,0.251,246.946,47.450,538.0,0.274,248.841,86.009,1189.0,1.675,64.551,87.325,702.0,0.240,75.436,43.290,325.0,0.440,136.450,53.804,213.0,0.204,162.940,84.112,487.0,0.050
11.0,110.0,246.647,125.252,1716.0,1.773,67.896,126.079,1004.0,1.186,154.971,124.086,713.0,0.277,246.376,47.671,541.0,0.611,246.664,86.017,1174.0,2.178,64.390,87.447,676.0,0.202,75.093,43.512,326.0,0.409,136.548,53.966,215.0,0.189,162.945,84.073,497.0,0.040
12.0,120.0,245.029,125.852,1709.0,1.726,67.812,127.383,982.0,1.306,155.132,123.787,728.0,0.340,246.174,47.920,546.0,0.321,244.380,86.062,1162.0,2.284,64.280,87.583,652.0,0.175,74.750,43.701,328.0,0.392,136.864,54.288,217.0,0.451,162.919,84.118,510.0,0.053
13.0,130.0,243.308,126.334,1699.0,1.787,67.656,128.720,957.0,1.346,155.315,123.256,742.0,0.562,245.847,48.124,548.0,0.386,241.982,86.054,1149.0,2.398,64.105,87.712,626.0,0.218,74.332,43.972,329.0,0.498,136.968,54.375,219.0,0.136,162.990,84.067,523.0,0.088
14.0,140.0,241.330,126.639,1690.0,2.002,67.453,129.751,931.0,1.051,155.420,122.819,758.0,0.449,245.144,48.272,550.0,0.718,239.401,85.950,1139.0,2.583,63.878,87.630,601.0,0.242,73.942,44.090,329.0,0.408,137.058,54.494,221.0,0.149,162.969,84.071,537.0,0.021
15.0,150.0,239.205,126.993,1679.0,2.154,67.238,130.827,903.0,1.098,155.541,122.531,776.0,0.312,243.984,48.538,550.0,1.190,236.780,85.921,1128.0,2.621,63.639,87.741,576.0,0.263,73.533,44.251,326.0,0.440,137.213,54.776,224.0,0.322,162.985,84.022,552.0,0.051
16.0,160.0,236.960,127.206,1668.0,2.254,66.994,131.821,874.0,1.023,155.649,122.126,794.0,0.419,242.907,48.775,550.0,1.103,233.948,85.716,1117.0,2.839,63.348,87.509,550.0,0.372,73.133,44.443,323.0,0.444,137.292,54.952,227.0,0.193,162.991,83.978,567.0,0.044
17.0,170.0,234.391,127.518,1659.0,2.589,66.724,132.989,843.0,1.199,155.742,121.869,816.0,0.274,241.295,49.072,551.0,1.640,230.837,85.602,1107.0,3.114,63.056,87.379,522.0,0.320,72.636,44.780,320.0,0.600,137.458,55.000,231.0,0.173,162.975,84.016,585.0,0.041
18.0,180.0,231.353,128.207,1642.0,3.115,66.509,134.918,803.0,1.940,155.831,121.792,840.0,0.118,239.700,49.422,554.0,1.632,227.012,85.509,1088.0,3.826,62.750,87.444,485.0,0.313,72.199,44.936,317.0,0.464,137.684,55.417,237.0,0.474,162.971,83.951,603.0,0.066
