Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,241.553,187.871,1164.0,0.000,94.697,189.074,652.0,0.000,118.157,186.341,512.0,0.000,237.152,41.882,943.0,0.000,260.529,115.305,213.0,0.000,96.204,119.538,135.0,0.000,94.105,45.141,512.0,0.000,117.666,38.019,432.0,0.000,121.536,107.906,77.0,0.000
1.0,10.0,241.484,187.846,1164.0,0.073,94.734,189.040,651.0,0.050,118.169,186.330,513.0,0.016,237.094,41.871,943.0,0.059,260.381,115.321,213.0,0.149,96.204,119.538,135.0,0.000,94.151,45.120,511.0,0.051,117.686,38.025,432.0,0.021,121.497,107.970,78.0,0.075
2.0,20.0,241.399,187.818,1163.0,0.090,94.792,188.994,650.0,0.074,118.147,186.326,513.0,0.023,237.005,41.820,942.0,0.103,260.316,115.369,213.0,0.080,96.223,119.619,135.0,0.083,94.220,45.042,510.0,0.104,117.659,38.014,432.0,0.029,121.497,107.970,78.0,0.000
3.0,30.0,241.502,187.821,1164.0,0.103,94.800,188.957,651.0,0.037,118.166,186.378,513.0,0.056,237.011,41.828,942.0,0.010,260.757,115.344,213.0,0.442,96.220,119.657,135.0,0.038,94.225,45.044,510.0,0.006,117.676,38.030,432.0,0.023,121.555,107.774,77.0,0.204
4.0,40.0,241.483,187.817,1164.0,0.020,94.796,188.950,651.0,0.009,118.166,186.378,513.0,0.000,237.013,41.818,942.0,0.010,260.757,115.344,213.0,0.000,96.220,119.657,135.0,0.000,94.228,45.026,510.0,0.019,117.676,38.030,432.0,0.000,121.555,107.774,77.0,0.000
5.0,50.0,241.653,187.822,1165.0,0.170,94.768,188.997,652.0,0.055,118.179,186.326,512.0,0.054,237.256,41.821,943.0,0.243,260.702,115.396,213.0,0.075,96.236,119.668,136.0,0.019,94.195,45.040,512.0,0.036,117.691,38.002,432.0,0.032,121.536,107.906,77.0,0.133
6.0,60.0,241.538,187.805,1165.0,0.117,94.774,188.963,652.0,0.035,118.174,186.334,513.0,0.009,237.108,41.803,943.0,0.149,260.724,115.382,213.0,0.026,96.270,119.645,136.0,0.042,94.192,45.025,511.0,0.015,117.687,37.991,432.0,0.012,121.536,107.906,77.0,0.000
7.0,70.0,241.612,187.833,1164.0,0.079,94.763,189.009,652.0,0.047,118.170,186.337,512.0,0.005,237.171,41.835,943.0,0.070,260.866,115.341,213.0,0.147,96.270,119.645,136.0,0.000,94.179,45.076,512.0,0.053,117.679,37.994,432.0,0.008,121.555,107.774,77.0,0.133
8.0,80.0,241.595,187.846,1165.0,0.022,94.774,189.042,652.0,0.035,118.176,186.326,513.0,0.012,237.174,41.830,944.0,0.006,260.660,115.429,213.0,0.224,96.289,119.726,135.0,0.083,94.184,45.072,512.0,0.006,117.688,37.988,432.0,0.011,121.536,107.906,77.0,0.133
9.0,90.0,241.612,187.875,1165.0,0.033,94.762,189.053,652.0,0.016,118.180,186.376,513.0,0.050,237.194,41.869,943.0,0.044,260.660,115.429,213.0,0.000,96.289,119.726,135.0,0.000,94.168,45.087,512.0,0.021,117.694,38.054,432.0,0.067,121.536,107.906,77.0,0.000
10.0,100.0,241.806,187.943,1164.0,0.206,94.774,189.032,653.0,0.025,118.232,186.553,511.0,0.185,237.221,41.869,943.0,0.027,261.684,115.522,212.0,1.028,96.344,119.833,136.0,0.119,94.168,45.087,512.0,0.000,117.751,38.054,432.0,0.058,121.612,107.830,76.0,0.107
11.0,110.0,241.856,187.900,1164.0,0.065,94.773,188.939,653.0,0.093,118.208,186.573,511.0,0.031,237.226,41.851,943.0,0.018,261.902,115.464,212.0,0.226,96.271,119.694,136.0,0.157,94.185,45.068,512.0,0.025,117.735,38.038,432.0,0.023,121.549,107.874,76.0,0.077
12.0,120.0,241.874,187.956,1163.0,0.059,94.756,188.968,652.0,0.034,118.200,186.663,510.0,0.091,237.223,41.857,943.0,0.006,262.116,115.398,211.0,0.224,96.217,119.587,136.0,0.120,94.179,45.078,512.0,0.012,117.735,38.038,432.0,0.000,121.526,107.843,75.0,0.040
13.0,130.0,241.835,188.011,1162.0,0.067,94.776,188.983,652.0,0.025,118.153,186.769,510.0,0.116,237.096,41.869,943.0,0.128,262.526,115.449,211.0,0.413,96.217,119.587,136.0,0.000,94.203,45.120,511.0,0.049,117.685,38.024,432.0,0.052,121.522,107.922,75.0,0.079
14.0,140.0,241.874,187.877,1162.0,0.139,94.788,188.855,652.0,0.128,118.176,186.627,510.0,0.143,237.185,41.850,941.0,0.092,262.070,115.368,212.0,0.463,96.157,119.487,136.0,0.117,94.225,45.070,510.0,0.054,117.714,38.037,431.0,0.033,121.464,107.936,76.0,0.059
15.0,150.0,241.864,187.858,1162.0,0.022,94.801,188.825,652.0,0.033,118.176,186.621,510.0,0.006,237.172,41.830,941.0,0.025,262.070,115.368,212.0,0.000,96.157,119.487,136.0,0.000,94.242,45.040,510.0,0.035,117.714,38.030,431.0,0.007,121.464,107.936,76.0,0.000
16.0,160.0,241.936,187.838,1162.0,0.075,94.813,188.810,652.0,0.019,118.159,186.594,510.0,0.032,237.212,41.822,941.0,0.041,262.249,115.435,212.0,0.191,96.200,119.578,137.0,0.101,94.243,45.044,510.0,0.005,117.694,38.004,431.0,0.032,121.464,107.936,76.0,0.000
17.0,170.0,241.741,187.743,1163.0,0.217,94.826,188.830,652.0,0.023,118.134,186.358,511.0,0.237,237.178,41.790,942.0,0.046,261.268,115.289,213.0,0.992,96.157,119.487,136.0,0.101,94.273,45.030,510.0,0.033,117.651,37.954,431.0,0.067,121.492,107.835,77.0,0.105
18.0,180.0,241.693,187.609,1162.0,0.142,94.874,188.682,651.0,0.155,118.108,186.243,511.0,0.118,237.115,41.691,940.0,0.117,261.212,115.262,213.0,0.061,96.161,119.460,136.0,0.027,94.332,44.922,509.0,0.123,117.618,37.871,431.0,0.089,121.493,107.818,77.0,0.017
19.0,190.0,241.627,187.649,1162.0,0.077,94.900,188.735,651.0,0.059,118.102,186.267,512.0,0.025,237.096,41.688,941.0,0.019,261.099,115.284,213.0,0.115,96.221,119.506,136.0,0.076,94.358,44.906,509.0,0.031,117.611,37.886,431.0,0.016,121.493,107.818,77.0,0.000
20.0,200.0,241.574,187.604,1160.0,0.069,95.003,188.749,649.0,0.104,118.066,186.151,511.0,0.121,237.061,41.608,938.0,0.088,260.798,115.592,213.0,0.431,96.443,119.914,136.0,0.464,94.419,44.819,508.0,0.106,117.574,37.815,430.0,0.080,121.435,108.014,77.0,0.205
21.0,210.0,241.594,187.608,1159.0,0.019,95.091,188.736,648.0,0.089,118.115,186.176,511.0,0.055,237.050,41.576,938.0,0.034,260.937,115.798,213.0,0.248,96.662,120.237,136.0,0.390,94.472,44.740,507.0,0.095,117.632,37.844,430.0,0.065,121.435,108.014,77.0,0.000
22.0,220.0,241.636,187.571,1157.0,0.056,95.232,188.645,647.0,0.168,118.108,186.209,510.0,0.034,237.003,41.464,936.0,0.122,261.423,115.926,212.0,0.503,96.866,120.565,135.0,0.387,94.597,44.552,506.0,0.225,117.616,37.829,430.0,0.023,121.513,107.739,77.0,0.285
23.0,230.0,241.599,187.543,1156.0,0.046,95.281,188.570,646.0,0.090,118.107,186.244,510.0,0.034,236.952,41.419,935.0,0.068,261.465,115.900,212.0,0.049,96.840,120.509,135.0,0.062,94.667,44.474,505.0,0.105,117.616,37.829,430.0,0.000,121.511,107.756,77.0,0.016
24.0,240.0,241.743,187.594,1157.0,0.153,95.372,188.551,647.0,0.092,118.122,186.380,510.0,0.138,237.073,41.370,937.0,0.130,261.615,116.044,211.0,0.208,96.903,120.606,135.0,0.115,94.759,44.349,506.0,0.155,117.641,37.865,430.0,0.045,121.489,107.967,76.0,0.212
25.0,250.0,241.716,187.590,1156.0,0.027,95.463,188.502,646.0,0.103,118.064,186.434,510.0,0.079,237.027,41.258,937.0,0.121,261.888,116.095,210.0,0.278,96.943,120.679,134.0,0.084,94.870,44.201,506.0,0.185,117.582,37.801,431.0,0.087,121.464,107.936,76.0,0.039
26.0,260.0,241.937,187.408,1156.0,0.286,95.734,188.102,646.0,0.483,118.072,186.528,509.0,0.095,236.968,41.044,936.0,0.222,262.738,116.370,211.0,0.893,97.181,120.921,136.0,0.339,95.140,43.852,505.0,0.441,117.590,37.758,432.0,0.044,121.358,108.151,75.0,0.240
27.0,270.0,242.086,187.335,1151.0,0.166,95.875,187.890,644.0,0.254,117.985,186.628,507.0,0.132,237.039,40.892,933.0,0.168,263.236,116.631,210.0,0.563,97.216,121.021,136.0,0.106,95.309,43.621,503.0,0.286,117.530,37.699,430.0,0.085,121.141,108.617,74.0,0.513
28.0,280.0,241.944,187.236,1146.0,0.173,96.085,187.672,640.0,0.304,117.977,186.685,506.0,0.058,236.887,40.719,929.0,0.231,263.137,116.850,209.0,0.240,97.343,121.301,135.0,0.308,95.543,43.283,500.0,0.411,117.529,37.732,429.0,0.033,121.097,108.749,74.0,0.139
29.0,290.0,242.006,187.204,1143.0,0.070,96.389,187.463,638.0,0.369,117.879,186.876,505.0,0.215,236.837,40.479,927.0,0.244,263.806,117.383,207.0,0.855,97.676,121.765,134.0,0.570,95.842,42.896,498.0,0.489,117.467,37.674,429.0,0.085,120.828,109.320,73.0,0.631
30.0,300.0,241.746,187.173,1140.0,0.262,96.687,187.341,634.0,0.322,117.840,186.963,506.0,0.095,236.619,40.244,925.0,0.321,263.924,117.834,206.0,0.466,97.933,122.429,133.0,0.712,96.154,42.487,496.0,0.515,117.453,37.657,430.0,0.021,120.798,109.385,72.0,0.073
31.0,310.0,241.588,187.177,1134.0,0.158,96.997,187.264,629.0,0.320,117.839,187.068,505.0,0.105,236.536,40.019,922.0,0.239,263.734,118.227,203.0,0.437,98.225,123.033,131.0,0.671,96.482,42.060,492.0,0.538,117.469,37.677,429.0,0.025,120.723,109.452,72.0,0.100
32.0,320.0,241.384,187.045,1128.0,0.242,97.237,186.895,624.0,0.440,117.814,187.232,504.0,0.166,236.210,39.744,918.0,0.427,264.036,118.518,201.0,0.419,98.364,123.312,130.0,0.312,96.742,41.560,488.0,0.564,117.469,37.677,429.0,0.000,120.577,109.719,71.0,0.304
33.0,330.0,241.276,186.979,1122.0,0.126,97.468,186.578,620.0,0.393,117.830,187.474,502.0,0.243,235.943,39.515,914.0,0.351,264.311,118.845,200.0,0.428,98.456,123.554,129.0,0.259,97.011,41.113,485.0,0.522,117.494,37.711,429.0,0.042,120.427,110.156,70.0,0.461
34.0,340.0,241.255,186.967,1117.0,0.024,97.655,186.494,617.0,0.205,117.804,187.550,501.0,0.080,235.889,39.338,911.0,0.186,264.603,119.108,198.0,0.393,98.670,124.001,128.0,0.495,97.194,40.800,483.0,0.363,117.449,37.691,428.0,0.049,120.545,110.062,69.0,0.151
