Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,236.373,112.917,1096.0,0.000,75.007,109.662,592.0,0.000,139.368,116.747,504.0,0.000,241.540,54.686,172.0,0.000,235.337,93.402,923.0,0.000,70.499,89.367,495.0,0.000,97.983,50.991,96.0,0.000,114.162,59.378,76.0,0.000,143.845,98.074,428.0,0.000
1.0,10.0,236.232,112.935,1096.0,0.142,74.989,109.627,591.0,0.039,139.344,116.816,504.0,0.074,241.020,54.686,172.0,0.520,235.266,93.413,923.0,0.071,70.492,89.379,495.0,0.014,97.969,50.992,96.0,0.014,114.125,59.336,76.0,0.056,143.843,98.077,428.0,0.003
2.0,20.0,236.193,112.925,1097.0,0.040,74.984,109.609,592.0,0.018,139.351,116.811,505.0,0.009,240.928,54.712,172.0,0.096,235.237,93.408,924.0,0.029,70.490,89.378,495.0,0.002,97.969,50.992,96.0,0.000,114.125,59.389,76.0,0.053,143.851,98.064,429.0,0.016
3.0,30.0,236.171,112.914,1096.0,0.024,74.979,109.606,591.0,0.006,139.364,116.788,505.0,0.026,240.929,54.714,172.0,0.002,235.212,93.409,923.0,0.025,70.492,89.379,495.0,0.002,97.937,50.999,96.0,0.032,114.125,59.386,76.0,0.003,143.860,98.063,428.0,0.009
4.0,40.0,236.237,112.902,1098.0,0.067,74.983,109.585,592.0,0.021,139.366,116.792,505.0,0.005,241.007,54.677,172.0,0.086,235.277,93.431,925.0,0.069,70.480,89.413,496.0,0.036,98.076,50.932,96.0,0.154,114.125,59.386,76.0,0.000,143.860,98.078,429.0,0.015
5.0,50.0,236.177,112.858,1098.0,0.074,74.973,109.546,592.0,0.041,139.385,116.737,506.0,0.058,240.923,54.682,172.0,0.084,235.209,93.442,925.0,0.069,70.480,89.413,496.0,0.000,98.074,50.953,96.0,0.020,114.062,59.367,76.0,0.066,143.873,98.093,429.0,0.020
6.0,60.0,236.164,112.765,1098.0,0.094,74.969,109.392,592.0,0.154,139.402,116.714,506.0,0.028,240.765,54.625,171.0,0.168,235.228,93.437,926.0,0.020,70.471,89.398,496.0,0.018,98.278,50.833,95.0,0.236,114.074,59.364,76.0,0.012,143.882,98.103,430.0,0.013
7.0,70.0,236.131,112.634,1097.0,0.135,74.950,109.207,591.0,0.186,139.407,116.645,505.0,0.069,240.465,54.504,170.0,0.324,235.250,93.437,926.0,0.022,70.472,89.399,496.0,0.001,98.382,50.685,94.0,0.181,114.023,59.250,76.0,0.125,143.882,98.103,430.0,0.000
8.0,80.0,236.206,112.606,1096.0,0.080,74.961,109.166,591.0,0.042,139.385,116.639,504.0,0.023,240.516,54.435,170.0,0.086,235.328,93.427,925.0,0.079,70.470,89.400,496.0,0.002,98.482,50.570,94.0,0.153,113.973,59.239,76.0,0.052,143.867,98.090,429.0,0.020
9.0,90.0,236.196,112.545,1096.0,0.062,74.932,109.088,591.0,0.083,139.399,116.597,504.0,0.044,240.371,54.449,169.0,0.146,235.346,93.424,926.0,0.017,70.464,89.403,497.0,0.007,98.450,50.583,94.0,0.035,113.985,59.244,75.0,0.013,143.872,98.082,429.0,0.010
