Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,207.490,110.062,2230.0,0.000,40.776,125.090,1141.0,0.000,126.618,94.324,1088.0,0.000,241.781,62.312,408.0,0.000,199.834,84.302,1821.0,0.000,33.680,90.162,855.0,0.000,61.944,67.099,285.0,0.000,92.598,51.156,122.0,0.000,130.981,79.107,965.0,0.000
1.0,10.0,207.354,110.114,2228.0,0.146,40.800,125.197,1138.0,0.110,126.614,94.376,1089.0,0.052,241.494,62.263,408.0,0.291,199.697,84.309,1818.0,0.137,33.692,90.207,852.0,0.046,61.945,67.083,285.0,0.016,92.625,51.101,123.0,0.061,130.988,79.102,965.0,0.008
2.0,20.0,207.290,110.201,2222.0,0.107,40.819,125.282,1134.0,0.087,126.549,94.481,1087.0,0.123,241.420,62.240,408.0,0.077,199.632,84.320,1812.0,0.066,33.695,90.185,848.0,0.022,61.945,67.083,285.0,0.000,92.601,51.040,123.0,0.065,130.947,79.148,963.0,0.061
3.0,30.0,207.232,110.256,2219.0,0.080,40.820,125.318,1132.0,0.035,126.504,94.572,1086.0,0.102,241.212,62.243,409.0,0.209,199.587,84.317,1808.0,0.045,33.689,90.191,846.0,0.009,61.936,67.048,285.0,0.036,92.686,51.189,124.0,0.171,130.912,79.140,961.0,0.036
4.0,40.0,206.943,110.387,2212.0,0.318,40.834,125.511,1125.0,0.194,126.448,94.743,1087.0,0.180,240.755,62.415,409.0,0.488,199.302,84.295,1801.0,0.286,33.681,90.173,840.0,0.020,61.893,67.216,284.0,0.173,92.775,51.482,125.0,0.307,130.878,79.152,961.0,0.036
5.0,50.0,206.803,110.418,2206.0,0.143,40.869,125.568,1120.0,0.067,126.426,94.807,1086.0,0.068,240.442,62.386,408.0,0.314,199.196,84.319,1796.0,0.109,33.720,90.235,836.0,0.074,61.912,67.224,283.0,0.021,92.804,51.451,125.0,0.043,130.868,79.159,959.0,0.012
6.0,60.0,206.619,110.451,2204.0,0.187,40.866,125.665,1116.0,0.097,126.397,94.840,1087.0,0.043,240.365,62.381,409.0,0.077,198.973,84.314,1793.0,0.223,33.687,90.218,832.0,0.037,61.912,67.224,283.0,0.000,92.769,51.450,125.0,0.035,130.842,79.191,960.0,0.042
7.0,70.0,206.466,110.586,2198.0,0.204,40.905,125.806,1112.0,0.146,126.294,95.018,1086.0,0.205,240.050,62.380,410.0,0.315,198.811,84.326,1787.0,0.162,33.699,90.213,828.0,0.014,61.912,67.224,283.0,0.000,92.814,51.526,126.0,0.088,130.761,79.236,958.0,0.093
8.0,80.0,206.321,110.574,2195.0,0.146,40.927,125.784,1108.0,0.031,126.255,95.069,1086.0,0.065,239.860,62.359,409.0,0.191,198.658,84.302,1784.0,0.155,33.687,90.151,825.0,0.063,62.013,67.221,282.0,0.101,92.778,51.524,127.0,0.037,130.726,79.263,958.0,0.044
9.0,90.0,206.080,110.582,2194.0,0.241,40.925,125.684,1105.0,0.100,126.170,95.265,1088.0,0.214,239.280,62.266,409.0,0.588,198.494,84.328,1784.0,0.166,33.687,90.142,823.0,0.009,62.062,67.117,281.0,0.114,92.938,51.610,128.0,0.182,130.646,79.336,960.0,0.108
10.0,100.0,205.921,110.509,2193.0,0.176,40.949,125.590,1102.0,0.096,126.129,95.270,1090.0,0.041,239.158,62.240,408.0,0.124,198.344,84.305,1783.0,0.152,33.702,90.082,821.0,0.061,62.146,67.098,280.0,0.086,92.938,51.610,128.0,0.000,130.594,79.362,961.0,0.059
11.0,110.0,205.828,110.551,2189.0,0.102,40.950,125.572,1100.0,0.018,126.060,95.395,1089.0,0.144,238.889,62.174,408.0,0.277,198.276,84.321,1780.0,0.069,33.693,90.070,819.0,0.015,62.163,67.011,280.0,0.089,92.953,51.657,129.0,0.049,130.539,79.407,959.0,0.071
12.0,120.0,205.630,110.664,2191.0,0.228,40.951,125.612,1099.0,0.040,125.902,95.628,1091.0,0.281,238.046,62.074,410.0,0.849,198.188,84.347,1779.0,0.092,33.700,90.072,819.0,0.007,62.123,67.047,280.0,0.054,92.632,51.424,131.0,0.397,130.471,79.461,960.0,0.087
13.0,130.0,205.530,110.714,2189.0,0.112,40.959,125.650,1097.0,0.038,125.851,95.721,1092.0,0.106,237.963,62.027,411.0,0.096,198.079,84.363,1777.0,0.111,33.692,90.044,817.0,0.029,62.147,67.004,280.0,0.050,92.629,51.394,131.0,0.030,130.426,79.525,960.0,0.079
14.0,140.0,205.374,110.754,2191.0,0.161,40.951,125.633,1096.0,0.019,125.759,95.859,1094.0,0.166,237.382,61.982,411.0,0.582,198.035,84.371,1778.0,0.044,33.701,90.058,817.0,0.017,62.125,67.075,279.0,0.075,92.554,51.227,132.0,0.183,130.391,79.531,960.0,0.036
15.0,150.0,205.193,110.645,2191.0,0.211,40.934,125.478,1094.0,0.155,125.720,95.852,1096.0,0.040,237.020,61.898,410.0,0.372,197.932,84.368,1780.0,0.103,33.699,90.042,816.0,0.016,62.162,67.078,278.0,0.037,92.406,51.038,132.0,0.241,130.372,79.551,962.0,0.028
16.0,160.0,205.185,110.657,2194.0,0.014,40.943,125.442,1096.0,0.037,125.693,95.911,1098.0,0.065,236.894,61.863,410.0,0.131,197.952,84.399,1782.0,0.037,33.719,90.069,818.0,0.034,62.172,67.018,278.0,0.061,92.392,51.086,133.0,0.050,130.351,79.583,963.0,0.038
17.0,170.0,205.169,110.597,2193.0,0.062,40.924,125.261,1095.0,0.182,125.681,95.971,1097.0,0.062,236.668,61.820,409.0,0.230,198.005,84.405,1782.0,0.053,33.714,90.051,818.0,0.019,62.227,66.929,276.0,0.105,92.443,51.204,133.0,0.129,130.340,79.601,963.0,0.021
18.0,180.0,205.219,110.640,2190.0,0.066,40.933,125.297,1095.0,0.037,125.639,95.999,1095.0,0.050,236.695,61.838,409.0,0.032,198.044,84.397,1779.0,0.040,33.717,90.034,818.0,0.017,62.222,66.958,276.0,0.030,92.443,51.190,133.0,0.014,130.304,79.594,960.0,0.036
19.0,190.0,205.089,110.547,2193.0,0.160,40.919,125.233,1094.0,0.065,125.658,95.925,1098.0,0.076,236.628,61.825,409.0,0.069,197.905,84.344,1781.0,0.149,33.700,89.976,817.0,0.061,62.213,66.946,276.0,0.015,92.443,51.190,133.0,0.000,130.310,79.563,963.0,0.032
20.0,200.0,205.125,110.595,2192.0,0.059,40.910,125.297,1095.0,0.064,125.633,95.936,1097.0,0.027,236.664,61.892,410.0,0.076,197.928,84.338,1780.0,0.023,33.702,89.961,817.0,0.015,62.130,67.035,277.0,0.121,92.443,51.190,133.0,0.000,130.286,79.560,962.0,0.024
