Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,220.073,102.075,2302.0,0.000,54.144,110.491,1249.0,0.000,127.610,92.086,1053.0,0.000,250.975,56.880,344.0,0.000,214.696,81.384,1956.0,0.000,48.567,84.584,1011.0,0.000,77.865,58.287,237.0,0.000,93.798,53.752,107.0,0.000,131.494,77.958,945.0,0.000
1.0,10.0,220.561,102.140,2298.0,0.493,54.165,110.382,1254.0,0.111,127.580,92.245,1044.0,0.161,251.120,56.843,344.0,0.150,215.216,81.429,1952.0,0.522,48.579,84.564,1016.0,0.023,77.958,58.193,237.0,0.133,93.789,53.836,106.0,0.084,131.488,78.028,937.0,0.070
2.0,20.0,220.909,102.101,2296.0,0.350,54.174,110.225,1257.0,0.157,127.589,92.269,1039.0,0.026,251.419,56.762,342.0,0.310,215.602,81.458,1951.0,0.387,48.602,84.559,1020.0,0.024,78.062,58.077,237.0,0.156,93.805,53.822,106.0,0.021,131.497,78.065,932.0,0.039
3.0,30.0,221.231,102.055,2292.0,0.326,54.169,109.999,1259.0,0.226,127.568,92.364,1032.0,0.097,251.215,56.679,341.0,0.220,216.031,81.474,1948.0,0.430,48.615,84.550,1023.0,0.016,78.204,57.965,235.0,0.181,93.805,53.822,106.0,0.000,131.502,78.071,925.0,0.007
4.0,40.0,221.538,101.974,2290.0,0.317,54.181,109.760,1262.0,0.240,127.556,92.407,1027.0,0.045,251.177,56.591,339.0,0.096,216.418,81.508,1948.0,0.389,48.640,84.558,1028.0,0.026,78.409,57.864,233.0,0.228,93.787,53.771,105.0,0.054,131.496,78.103,921.0,0.033
5.0,50.0,222.170,102.019,2279.0,0.634,54.173,109.525,1266.0,0.235,127.468,92.646,1014.0,0.254,251.328,56.564,337.0,0.153,217.136,81.569,1939.0,0.721,48.650,84.513,1032.0,0.046,78.539,57.762,232.0,0.165,93.905,53.910,105.0,0.183,131.422,78.219,907.0,0.137
6.0,60.0,222.709,101.931,2272.0,0.546,54.209,109.158,1268.0,0.369,127.443,92.792,1003.0,0.148,251.539,56.325,335.0,0.318,217.756,81.596,1934.0,0.620,48.671,84.471,1037.0,0.048,78.943,57.323,230.0,0.597,94.104,54.122,104.0,0.291,131.394,78.274,897.0,0.062
7.0,70.0,223.120,102.004,2264.0,0.417,54.213,109.012,1270.0,0.146,127.384,93.050,994.0,0.264,251.431,56.235,334.0,0.141,218.249,81.664,1927.0,0.498,48.683,84.446,1039.0,0.028,79.042,57.194,230.0,0.162,94.038,54.122,104.0,0.067,131.377,78.410,888.0,0.137
8.0,80.0,223.732,102.065,2260.0,0.615,54.234,108.865,1276.0,0.148,127.319,93.247,984.0,0.207,251.685,56.230,334.0,0.254,218.924,81.740,1924.0,0.680,48.742,84.417,1045.0,0.066,79.042,57.194,230.0,0.000,94.025,54.094,104.0,0.030,131.327,78.556,879.0,0.154
9.0,90.0,224.390,102.203,2252.0,0.672,54.219,108.772,1281.0,0.095,127.216,93.539,971.0,0.310,251.777,56.255,333.0,0.095,219.664,81.823,1916.0,0.745,48.748,84.413,1050.0,0.007,79.042,57.194,230.0,0.000,94.043,54.172,104.0,0.079,131.262,78.684,866.0,0.143
10.0,100.0,225.406,102.356,2230.0,1.028,54.218,108.518,1283.0,0.254,126.976,94.007,947.0,0.527,251.871,56.137,332.0,0.151,220.821,81.924,1896.0,1.161,48.767,84.360,1053.0,0.056,79.180,57.023,228.0,0.219,94.083,54.172,103.0,0.041,131.077,78.879,843.0,0.269
11.0,110.0,226.056,102.504,2222.0,0.666,54.233,108.432,1287.0,0.087,126.944,94.344,935.0,0.338,251.866,56.167,332.0,0.031,221.545,81.980,1887.0,0.726,48.794,84.318,1057.0,0.050,79.196,56.994,229.0,0.033,94.186,54.336,103.0,0.194,131.083,79.004,830.0,0.125
12.0,120.0,226.513,102.517,2214.0,0.457,54.248,108.261,1289.0,0.172,126.863,94.518,926.0,0.192,251.699,56.098,331.0,0.180,222.112,82.007,1881.0,0.568,48.833,84.316,1060.0,0.038,79.296,56.898,228.0,0.139,94.186,54.336,103.0,0.000,131.039,79.027,821.0,0.049
13.0,130.0,226.971,102.557,2206.0,0.460,54.248,108.164,1290.0,0.098,126.854,94.665,916.0,0.147,251.603,56.085,330.0,0.097,222.658,82.010,1873.0,0.546,48.848,84.300,1062.0,0.023,79.328,56.880,227.0,0.037,94.186,54.336,103.0,0.000,131.077,79.015,812.0,0.040
14.0,140.0,227.457,102.635,2197.0,0.493,54.267,108.127,1291.0,0.041,126.780,94.810,906.0,0.163,251.675,56.012,330.0,0.102,223.201,82.030,1865.0,0.543,48.874,84.296,1063.0,0.027,79.340,56.823,227.0,0.058,94.110,54.226,103.0,0.134,131.048,79.025,802.0,0.031
15.0,150.0,227.768,102.724,2193.0,0.323,54.270,108.151,1293.0,0.024,126.660,94.923,900.0,0.165,251.742,56.037,330.0,0.072,223.539,82.054,1860.0,0.340,48.883,84.316,1065.0,0.021,79.323,56.858,227.0,0.039,94.110,54.226,103.0,0.000,130.946,79.026,795.0,0.101
16.0,160.0,227.981,102.768,2190.0,0.218,54.256,108.084,1295.0,0.068,126.588,95.080,895.0,0.172,251.590,56.015,330.0,0.153,223.826,82.065,1857.0,0.286,48.880,84.286,1066.0,0.030,79.307,56.863,227.0,0.017,94.065,54.148,103.0,0.090,130.918,79.070,790.0,0.052
17.0,170.0,228.098,102.780,2188.0,0.118,54.260,108.023,1295.0,0.061,126.556,95.174,893.0,0.100,251.460,55.928,330.0,0.157,223.985,82.088,1855.0,0.162,48.883,84.294,1067.0,0.009,79.373,56.754,227.0,0.127,94.034,54.115,103.0,0.045,130.908,79.102,788.0,0.033
18.0,180.0,228.165,102.892,2183.0,0.131,54.289,108.030,1293.0,0.030,126.487,95.426,890.0,0.261,251.057,55.886,331.0,0.405,224.112,82.108,1849.0,0.128,48.910,84.261,1065.0,0.042,79.373,56.754,227.0,0.000,94.131,53.997,104.0,0.153,130.876,79.183,784.0,0.088
19.0,190.0,228.527,103.060,2174.0,0.399,54.344,108.072,1293.0,0.069,126.375,95.710,881.0,0.305,251.075,55.835,332.0,0.053,224.509,82.173,1840.0,0.402,48.961,84.269,1064.0,0.052,79.386,56.679,227.0,0.076,94.179,54.000,104.0,0.049,130.798,79.297,776.0,0.139
20.0,200.0,229.026,103.255,2163.0,0.536,54.359,108.110,1293.0,0.041,126.252,96.041,870.0,0.353,250.996,55.869,332.0,0.085,225.079,82.217,1828.0,0.572,48.968,84.268,1064.0,0.007,79.393,56.706,228.0,0.028,94.210,54.051,105.0,0.059,130.737,79.359,764.0,0.087
21.0,210.0,229.319,103.519,2154.0,0.395,54.426,108.274,1291.0,0.177,126.153,96.405,863.0,0.377,250.845,55.861,334.0,0.152,225.407,82.285,1817.0,0.335,49.026,84.273,1061.0,0.058,79.311,56.751,229.0,0.093,94.243,53.932,106.0,0.124,130.698,79.494,756.0,0.140
22.0,220.0,229.505,103.851,2142.0,0.381,54.513,108.473,1286.0,0.218,125.991,96.902,855.0,0.523,250.266,55.841,336.0,0.579,225.682,82.391,1803.0,0.295,49.102,84.334,1056.0,0.097,79.267,56.773,229.0,0.049,94.283,53.846,107.0,0.095,130.623,79.644,747.0,0.168
23.0,230.0,229.760,104.167,2119.0,0.406,54.580,108.642,1276.0,0.182,125.873,97.397,843.0,0.508,250.170,55.910,336.0,0.118,225.959,82.501,1781.0,0.298,49.141,84.351,1046.0,0.043,79.272,56.791,229.0,0.018,94.485,54.031,107.0,0.274,130.542,79.868,735.0,0.238
24.0,240.0,229.936,104.642,2097.0,0.507,54.697,108.927,1265.0,0.308,125.683,98.131,832.0,0.758,249.344,55.877,338.0,0.826,226.236,82.637,1756.0,0.308,49.224,84.408,1034.0,0.101,79.246,56.802,229.0,0.029,94.722,53.938,109.0,0.254,130.451,80.099,722.0,0.249
25.0,250.0,230.040,105.202,2073.0,0.569,54.855,109.266,1251.0,0.374,125.481,99.012,821.0,0.904,248.451,55.986,341.0,0.900,226.450,82.775,1729.0,0.254,49.333,84.472,1021.0,0.126,79.273,56.797,229.0,0.028,95.101,54.319,112.0,0.537,130.348,80.331,709.0,0.253
26.0,260.0,229.823,105.615,2052.0,0.467,55.000,109.640,1236.0,0.401,125.342,99.522,816.0,0.528,247.833,55.975,342.0,0.618,226.270,82.937,1708.0,0.242,49.445,84.625,1006.0,0.189,79.278,56.742,229.0,0.055,95.195,54.419,113.0,0.137,130.272,80.519,702.0,0.202
27.0,270.0,229.827,106.028,2034.0,0.413,55.068,109.972,1225.0,0.339,125.202,100.053,809.0,0.549,247.652,55.985,343.0,0.181,226.254,83.067,1689.0,0.131,49.447,84.688,995.0,0.064,79.293,56.699,230.0,0.045,95.360,54.545,114.0,0.208,130.179,80.743,694.0,0.244
28.0,280.0,229.025,106.716,2006.0,1.058,55.205,110.708,1199.0,0.748,125.069,100.791,807.0,0.750,246.595,56.201,346.0,1.079,225.402,83.211,1657.0,0.864,49.451,84.882,968.0,0.194,79.315,56.682,230.0,0.027,95.869,55.253,117.0,0.872,130.096,80.865,689.0,0.147
