Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,269.922,133.194,1699.0,0.000,51.746,125.164,1441.0,0.000,126.730,177.997,258.0,0.000,236.999,53.966,570.0,0.000,286.583,91.080,1129.0,0.000,49.074,91.078,1076.0,0.000,59.631,63.190,365.0,0.000,119.103,37.608,206.0,0.000,156.652,91.117,52.0,0.000
1.0,10.0,273.220,133.569,1690.0,3.320,51.706,125.613,1470.0,0.451,124.324,186.629,220.0,8.961,241.016,54.642,568.0,4.074,289.561,91.198,1122.0,2.980,49.062,91.196,1094.0,0.118,59.403,63.265,376.0,0.240,119.548,37.810,192.0,0.489,157.588,91.296,28.0,0.953
2.0,20.0,276.109,133.642,1684.0,2.890,51.780,126.022,1494.0,0.415,122.307,193.709,190.0,7.361,245.577,55.097,564.0,4.583,291.501,91.288,1119.0,1.942,49.078,91.282,1108.0,0.088,59.524,63.002,387.0,0.290,119.916,37.906,178.0,0.380,158.369,91.779,12.0,0.918
3.0,30.0,278.840,133.534,1683.0,2.733,51.843,126.623,1520.0,0.605,121.377,198.138,163.0,4.526,251.229,56.023,558.0,5.727,292.527,91.373,1125.0,1.029,49.108,91.368,1122.0,0.091,59.537,63.247,399.0,0.246,120.537,37.918,159.0,0.621,159.173,92.851,4.0,1.341
4.0,40.0,281.587,132.819,1682.0,2.838,51.970,126.868,1545.0,0.276,121.045,199.979,137.0,1.870,257.743,56.566,545.0,6.537,293.018,91.412,1137.0,0.492,49.178,91.412,1137.0,0.083,59.732,62.986,408.0,0.326,121.045,37.419,137.0,0.713,,,0.0,
5.0,50.0,284.274,132.013,1680.0,2.805,52.103,127.153,1568.0,0.314,121.747,199.698,113.0,0.756,265.204,57.226,530.0,7.490,293.054,91.528,1150.0,0.121,49.214,91.528,1150.0,0.121,60.028,62.640,418.0,0.455,121.747,37.138,113.0,0.756,,,0.0,
6.0,60.0,287.326,131.126,1678.0,3.178,52.298,127.520,1593.0,0.416,121.849,198.837,85.0,0.867,274.095,58.154,513.0,8.940,293.138,91.643,1165.0,0.143,49.298,91.643,1165.0,0.143,60.425,62.489,428.0,0.425,121.849,36.277,85.0,0.867,,,0.0,
7.0,70.0,290.329,130.680,1667.0,3.036,52.634,128.214,1608.0,0.771,122.047,198.205,59.0,0.663,283.288,59.079,499.0,9.239,293.319,91.833,1168.0,0.263,49.479,91.833,1168.0,0.263,60.980,62.208,440.0,0.622,122.047,35.645,59.0,0.663,,,0.0,
8.0,80.0,293.272,130.181,1657.0,2.985,52.928,128.807,1624.0,0.662,122.191,197.399,33.0,0.819,292.751,60.050,484.0,9.513,293.475,92.078,1173.0,0.290,49.635,92.078,1173.0,0.290,61.482,61.908,450.0,0.584,122.191,34.839,33.0,0.819,,,0.0,
9.0,90.0,295.474,130.914,1639.0,2.321,53.370,130.254,1623.0,1.513,122.563,196.590,16.0,0.890,299.710,60.658,482.0,6.985,293.699,92.429,1157.0,0.417,49.859,92.429,1157.0,0.417,62.068,61.590,466.0,0.667,122.563,34.030,16.0,0.890,,,0.0,
