Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,234.442,103.954,1525.0,0.000,95.589,112.730,874.0,0.000,93.762,92.195,652.0,0.000,274.023,60.938,213.0,0.000,227.967,84.562,1312.0,0.000,90.561,90.068,726.0,0.000,120.266,61.738,147.0,0.000,71.442,59.137,65.0,0.000,96.252,77.748,586.0,0.000
1.0,10.0,233.957,103.873,1522.0,0.492,95.567,112.852,869.0,0.124,93.727,91.933,653.0,0.264,274.568,60.787,212.0,0.566,227.333,84.548,1310.0,0.634,90.516,90.101,721.0,0.055,120.232,61.744,147.0,0.035,71.071,58.611,65.0,0.644,96.214,77.745,589.0,0.038
2.0,20.0,233.492,103.792,1518.0,0.471,95.512,112.940,864.0,0.103,93.714,91.712,654.0,0.221,275.074,60.703,210.0,0.513,226.734,84.530,1307.0,0.600,90.428,90.107,717.0,0.088,120.251,61.834,146.0,0.091,70.859,58.109,64.0,0.545,96.187,77.760,590.0,0.031
3.0,30.0,232.655,103.695,1513.0,0.843,95.486,113.017,856.0,0.081,93.680,91.549,657.0,0.167,274.873,60.588,209.0,0.232,225.808,84.478,1303.0,0.927,90.389,90.110,709.0,0.039,120.168,61.768,146.0,0.106,70.476,57.882,64.0,0.445,96.166,77.745,593.0,0.026
4.0,40.0,231.956,103.660,1509.0,0.700,95.511,113.154,850.0,0.140,93.655,91.433,660.0,0.119,274.617,60.500,209.0,0.271,225.031,84.435,1300.0,0.778,90.392,90.125,704.0,0.015,120.148,61.802,145.0,0.040,70.119,57.519,64.0,0.509,96.163,77.720,596.0,0.025
5.0,50.0,231.054,103.507,1501.0,0.915,95.478,113.184,840.0,0.044,93.611,91.222,661.0,0.215,274.504,60.249,207.0,0.275,224.037,84.395,1294.0,0.995,90.362,90.151,695.0,0.040,120.040,61.584,144.0,0.244,69.964,57.194,63.0,0.360,96.097,77.710,599.0,0.067
6.0,60.0,230.505,103.418,1498.0,0.556,95.414,113.172,835.0,0.065,93.600,91.138,663.0,0.085,274.442,60.180,206.0,0.094,223.436,84.373,1292.0,0.601,90.287,90.131,691.0,0.078,120.021,61.565,143.0,0.026,69.894,57.010,63.0,0.197,96.071,77.749,601.0,0.046
7.0,70.0,229.573,103.436,1486.0,0.932,95.510,113.506,823.0,0.347,93.492,90.952,664.0,0.214,274.844,60.079,205.0,0.415,222.263,84.337,1281.0,1.174,90.313,90.195,679.0,0.070,120.076,61.505,143.0,0.081,69.484,56.791,62.0,0.465,95.966,77.725,602.0,0.108
8.0,80.0,228.854,103.425,1482.0,0.719,95.530,113.667,816.0,0.162,93.456,90.878,666.0,0.083,274.863,60.069,204.0,0.021,221.420,84.312,1277.0,0.844,90.296,90.212,673.0,0.023,120.088,61.540,143.0,0.037,69.448,56.677,62.0,0.119,95.913,77.742,604.0,0.055
9.0,90.0,227.728,103.292,1468.0,1.134,95.464,113.737,802.0,0.096,93.417,90.719,666.0,0.164,274.202,59.821,202.0,0.706,220.248,84.272,1265.0,1.173,90.245,90.276,661.0,0.082,119.890,61.345,140.0,0.278,69.338,56.334,61.0,0.361,95.861,77.712,605.0,0.061
