Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,201.034,99.837,1816.0,0.000,31.698,96.878,772.0,0.000,145.721,102.046,1042.0,0.000,159.646,47.314,124.0,0.000,204.066,91.777,1692.0,0.000,30.421,92.058,740.0,0.000,61.966,48.595,31.0,0.000,110.409,46.882,93.0,0.000,149.171,91.554,949.0,0.000
1.0,10.0,200.834,102.160,1696.0,2.332,31.876,97.580,726.0,0.724,144.528,105.622,968.0,3.769,155.249,47.368,139.0,4.397,204.892,92.566,1558.0,1.142,30.493,92.382,694.0,0.331,62.042,48.417,32.0,0.194,110.392,47.055,107.0,0.174,148.766,92.712,861.0,1.227
2.0,20.0,198.620,104.064,1626.0,2.920,32.073,98.287,675.0,0.734,143.531,108.203,949.0,2.767,151.566,47.524,153.0,3.686,203.492,93.085,1474.0,1.493,30.582,92.673,643.0,0.305,61.988,48.431,32.0,0.055,110.614,47.284,121.0,0.319,148.323,93.404,828.0,0.821
3.0,30.0,196.975,105.715,1586.0,2.331,32.151,98.733,645.0,0.452,142.598,110.539,939.0,2.516,148.153,47.524,166.0,3.414,202.680,93.519,1420.0,0.921,30.592,92.868,613.0,0.195,61.988,48.431,32.0,0.000,110.468,47.307,134.0,0.148,147.944,94.013,805.0,0.718
4.0,40.0,195.167,107.290,1543.0,2.397,32.273,99.159,612.0,0.443,141.725,112.680,929.0,2.312,145.393,47.406,178.0,2.762,201.664,93.888,1365.0,1.081,30.640,93.024,580.0,0.164,62.042,48.417,32.0,0.055,110.495,47.186,146.0,0.124,147.565,94.528,783.0,0.640
5.0,50.0,193.242,108.789,1505.0,2.440,32.374,99.690,580.0,0.541,140.971,114.545,923.0,2.012,143.209,47.241,190.0,2.191,200.450,94.238,1316.0,1.264,30.652,93.231,548.0,0.207,62.042,48.417,32.0,0.000,110.390,47.004,158.0,0.210,147.274,94.961,765.0,0.521
6.0,60.0,191.219,110.161,1471.0,2.444,32.363,100.067,550.0,0.377,140.222,116.237,919.0,1.851,141.049,47.041,199.0,2.169,199.085,94.571,1272.0,1.404,30.561,93.352,519.0,0.151,62.103,48.355,31.0,0.087,110.191,46.795,168.0,0.288,146.939,95.412,751.0,0.562
7.0,70.0,189.140,111.562,1445.0,2.507,32.468,100.471,523.0,0.417,139.492,117.896,920.0,1.812,138.898,46.798,211.0,2.164,197.727,94.847,1234.0,1.386,30.583,93.526,492.0,0.175,62.359,48.067,31.0,0.385,110.041,46.580,180.0,0.263,146.648,95.726,740.0,0.429
8.0,80.0,187.326,112.703,1424.0,2.143,32.495,100.916,501.0,0.446,138.897,119.129,922.0,1.369,137.706,46.644,219.0,1.202,196.397,95.109,1204.0,1.355,30.525,93.660,470.0,0.147,62.310,48.164,31.0,0.108,109.925,46.393,188.0,0.219,146.356,96.035,733.0,0.425
9.0,90.0,185.291,113.507,1417.0,2.188,32.642,101.581,480.0,0.681,138.452,119.647,936.0,0.683,137.114,46.606,227.0,0.594,194.557,95.172,1189.0,1.841,30.570,93.858,448.0,0.203,62.001,48.497,32.0,0.454,109.867,46.301,196.0,0.109,146.053,95.968,739.0,0.310
