Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,240.221,170.759,1790.0,0.000,85.304,175.972,881.0,0.000,154.010,165.705,909.0,0.000,246.780,63.923,1026.0,0.000,231.562,95.585,760.0,0.000,73.627,94.444,334.0,0.000,92.379,63.290,546.0,0.000,145.035,64.642,480.0,0.000,164.295,96.479,426.0,0.000
1.0,10.0,240.240,170.655,1789.0,0.106,85.282,175.884,881.0,0.091,154.017,165.582,908.0,0.123,246.822,63.911,1024.0,0.043,231.575,95.557,761.0,0.030,73.618,94.394,334.0,0.050,92.365,63.294,545.0,0.015,145.015,64.614,479.0,0.034,164.299,96.468,427.0,0.012
2.0,20.0,240.226,170.490,1791.0,0.166,85.257,175.736,882.0,0.150,154.029,165.401,909.0,0.181,246.817,63.900,1024.0,0.012,231.586,95.507,764.0,0.051,73.591,94.350,336.0,0.052,92.373,63.305,545.0,0.014,144.986,64.576,478.0,0.048,164.314,96.414,428.0,0.056
3.0,30.0,240.125,170.281,1794.0,0.232,85.271,175.628,882.0,0.109,154.058,165.110,912.0,0.293,246.796,63.846,1023.0,0.057,231.443,95.447,767.0,0.155,73.579,94.342,336.0,0.014,92.422,63.267,544.0,0.063,144.948,64.506,478.0,0.080,164.359,96.309,431.0,0.114
4.0,40.0,240.041,170.129,1797.0,0.174,85.278,175.611,883.0,0.019,154.089,164.841,915.0,0.271,246.814,63.823,1023.0,0.029,231.260,95.443,770.0,0.184,73.598,94.381,336.0,0.043,92.427,63.253,545.0,0.015,144.908,64.473,478.0,0.053,164.397,96.268,434.0,0.056
5.0,50.0,239.961,169.994,1800.0,0.157,85.260,175.567,883.0,0.047,154.136,164.628,917.0,0.217,246.818,63.817,1023.0,0.007,231.096,95.373,773.0,0.179,73.564,94.336,337.0,0.056,92.424,63.247,545.0,0.007,144.925,64.467,478.0,0.018,164.424,96.174,436.0,0.098
6.0,60.0,239.946,169.736,1804.0,0.258,85.232,175.411,885.0,0.159,154.195,164.277,920.0,0.357,246.906,63.798,1022.0,0.090,231.005,95.308,778.0,0.111,73.538,94.242,338.0,0.098,92.424,63.253,545.0,0.006,144.885,64.420,477.0,0.063,164.496,96.130,439.0,0.084
7.0,70.0,239.805,169.596,1806.0,0.199,85.214,175.412,884.0,0.018,154.244,164.020,922.0,0.262,246.796,63.794,1022.0,0.110,230.818,95.176,779.0,0.230,73.494,94.151,338.0,0.100,92.412,63.309,544.0,0.058,144.844,64.345,478.0,0.085,164.600,95.960,441.0,0.199
8.0,80.0,239.800,169.404,1806.0,0.192,85.215,175.406,883.0,0.006,154.304,163.654,922.0,0.371,246.982,63.782,1020.0,0.186,230.613,95.142,782.0,0.208,73.493,94.147,338.0,0.004,92.415,63.309,544.0,0.003,144.838,64.322,476.0,0.024,164.628,95.898,444.0,0.068
9.0,90.0,239.743,169.120,1805.0,0.289,85.235,175.372,883.0,0.040,154.276,163.139,923.0,0.515,247.085,63.645,1017.0,0.171,230.399,95.089,784.0,0.220,73.499,94.143,338.0,0.008,92.447,63.279,544.0,0.044,144.654,64.066,473.0,0.316,164.661,95.804,446.0,0.100
