Frame,Time (ms),Entire plate COF X (mm),Entire plate COF Y (mm),Entire plate Force (N),Entire plate COF Frame distance (mm),Left Selection COF X (mm),Left Selection COF Y (mm),Left Selection Force (N),Left Selection COF Frame distance (mm),Right Selection COF X (mm),Right Selection COF Y (mm),Right Selection Force (N),Right Selection COF Frame distance (mm),Top Selection COF X (mm),Top Selection COF Y (mm),Top Selection Force (N),Top Selection COF Frame distance (mm),Bottom Selection COF X (mm),Bottom Selection COF Y (mm),Bottom Selection Force (N),Bottom Selection COF Frame distance (mm),Left Bottom Selection COF X (mm),Left  Bottom Selection COF Y (mm),Left Bottom Selection Force (N),Left Bottom Selection COF Frame distance (mm),Left Top Selection COF X (mm),Left Top Selection COF Y (mm),Left Top Selection Force (N),Left Top Selection COF Frame distance (mm),Right Top Selection COF X (mm),Right Top Selection COF Y (mm),Right Top Selection Force (N),Right Top Selection COF Frame distance (mm),Right Bottom Selection COF X (mm),Right Bottom Selection COF Y (mm),Right Bottom Selection Force (N),Right Bottom Selection COF Frame distance (mm)
0.0,0.0,224.618,206.006,1391.0,0.000,51.584,216.582,803.0,0.000,127.853,191.542,587.0,0.000,232.938,63.993,1160.0,0.000,182.156,102.434,230.0,0.000,42.681,111.728,63.0,0.000,52.323,63.057,739.0,0.000,121.998,65.635,421.0,0.000,142.650,98.916,167.0,0.000
1.0,10.0,224.875,206.045,1388.0,0.260,51.891,216.801,802.0,0.377,127.926,191.317,586.0,0.237,233.429,63.793,1160.0,0.530,180.648,102.326,227.0,1.512,42.938,111.961,60.0,0.346,52.588,62.776,741.0,0.387,122.041,65.592,419.0,0.061,142.691,98.881,167.0,0.054
2.0,20.0,225.188,205.888,1383.0,0.349,52.284,216.694,799.0,0.407,127.999,191.072,584.0,0.255,233.918,63.525,1157.0,0.557,179.861,102.287,225.0,0.788,43.111,112.156,58.0,0.261,52.978,62.399,740.0,0.542,122.082,65.525,416.0,0.079,142.738,98.866,167.0,0.049
3.0,30.0,225.614,205.590,1381.0,0.520,52.601,216.521,800.0,0.361,128.196,190.550,581.0,0.558,234.630,63.337,1154.0,0.736,179.427,102.375,227.0,0.443,43.379,112.679,58.0,0.588,53.302,62.080,741.0,0.455,122.229,65.597,412.0,0.164,142.744,98.868,169.0,0.006
4.0,40.0,225.724,205.066,1375.0,0.535,52.894,216.157,795.0,0.467,128.376,189.856,580.0,0.717,235.015,63.090,1145.0,0.457,178.943,102.410,229.0,0.485,43.763,113.047,57.0,0.532,53.586,61.694,737.0,0.479,122.353,65.612,408.0,0.125,142.681,98.860,172.0,0.064
5.0,50.0,226.050,204.666,1375.0,0.516,53.137,215.911,795.0,0.346,128.570,189.206,579.0,0.678,235.623,62.936,1142.0,0.628,178.576,102.331,232.0,0.375,43.763,113.047,57.0,0.000,53.848,61.424,737.0,0.376,122.438,65.694,404.0,0.119,142.766,98.811,175.0,0.097
6.0,60.0,226.219,204.227,1372.0,0.471,53.427,215.506,794.0,0.498,128.683,188.737,578.0,0.483,235.980,62.707,1136.0,0.424,178.473,102.405,234.0,0.127,43.932,113.332,58.0,0.331,54.155,61.062,735.0,0.475,122.505,65.719,401.0,0.071,142.729,98.831,177.0,0.042
7.0,70.0,226.181,203.536,1377.0,0.692,53.573,215.200,795.0,0.340,128.949,187.609,582.0,1.159,236.353,62.549,1135.0,0.405,177.957,102.311,241.0,0.524,43.956,113.618,59.0,0.287,54.321,60.811,735.0,0.301,122.609,65.748,400.0,0.108,142.799,98.692,183.0,0.156
8.0,80.0,226.315,203.284,1383.0,0.285,53.681,215.069,798.0,0.170,129.159,187.199,585.0,0.460,236.707,62.520,1137.0,0.355,177.896,102.389,245.0,0.099,44.130,113.812,59.0,0.261,54.441,60.703,738.0,0.161,122.802,65.882,399.0,0.235,142.793,98.746,186.0,0.055
9.0,90.0,226.478,202.798,1381.0,0.513,53.755,214.692,797.0,0.384,129.304,186.540,583.0,0.675,237.108,62.367,1131.0,0.429,177.878,102.258,249.0,0.132,43.858,113.514,60.0,0.404,54.558,60.476,736.0,0.255,122.905,65.891,395.0,0.104,142.722,98.655,188.0,0.115
10.0,100.0,226.558,202.640,1376.0,0.177,53.864,214.695,794.0,0.109,129.450,186.180,582.0,0.388,237.393,62.282,1127.0,0.297,177.351,102.285,249.0,0.528,44.130,113.812,59.0,0.404,54.644,60.326,734.0,0.173,123.007,65.946,392.0,0.116,142.769,98.681,190.0,0.054
11.0,110.0,226.463,202.409,1377.0,0.250,53.883,214.867,793.0,0.173,129.637,185.475,584.0,0.730,237.640,62.307,1125.0,0.248,176.313,102.100,252.0,1.055,44.201,113.819,58.0,0.071,54.644,60.349,734.0,0.023,123.143,65.991,390.0,0.143,142.738,98.578,193.0,0.108
12.0,120.0,226.063,202.255,1380.0,0.429,53.913,215.134,791.0,0.269,129.817,184.958,589.0,0.547,237.609,62.329,1126.0,0.037,174.664,101.950,254.0,1.655,44.244,113.924,56.0,0.113,54.642,60.304,734.0,0.045,123.290,66.132,391.0,0.203,142.709,98.576,198.0,0.029
13.0,130.0,225.713,202.134,1378.0,0.370,53.974,215.541,786.0,0.411,129.940,184.320,592.0,0.650,237.673,62.242,1124.0,0.107,172.348,101.758,253.0,2.324,44.126,114.078,52.0,0.194,54.652,60.198,733.0,0.106,123.320,66.086,390.0,0.055,142.740,98.602,202.0,0.041
