frame,time,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_confidence,left_shoulder_interpolated,right_shoulder_interpolated,left_elbow_interpolated,right_elbow_interpolated,left_wrist_interpolated,right_wrist_interpolated,left_hip_interpolated,right_hip_interpolated,left_knee_interpolated,right_knee_interpolated,left_ankle_interpolated,right_ankle_interpolated
333,6.66,0.5786167,0.52046674,0.79816836,0.53805184,0.51204777,0.6658674,0.53221405,0.567506,0.7880276,0.5091126,0.5384397,0.63522506,,,0.36190444,,,0.573756,0.55112904,0.6596852,0.8715188,0.51834536,0.64860696,0.7152776,0.4799618,0.71927875,0.82331824,0.45593575,0.7100008,0.8750543,0.49630108,0.8563913,0.750562,0.47460064,0.83747476,0.85135585,False,False,False,False,False,False,False,False,False,False,False,False
334,6.68,0.57803524,0.52445436,0.864692,0.5374317,0.51249695,0.8102278,0.5321132,0.56561154,0.7297303,0.5089641,0.538840715,0.5488083,,,0.33084172,,,0.5767403,0.5486611,0.6624988,0.85121524,0.51633424,0.652106,0.8942741,0.4779452,0.7180333,0.63866645,0.45638236,0.7088531,0.7323528,0.49587104,0.85704386,0.86851674,0.47472414,0.83670443,0.9360549,False,False,False,True,False,False,False,False,False,False,False,False
335,6.7,0.57847255,0.5207488,0.75298834,0.53859335,0.5113035,0.67244893,0.53282255,0.5673885,0.7531048,0.5088156,0.53924173,0.63925844,,,0.3791623,,,0.40278304,0.55005413,0.65973085,0.8251998,0.5174793,0.64858764,0.830289,0.47931013,0.7197105,0.8380642,0.4572851,0.7075358,0.78155446,0.4955868,0.85747254,0.8942603,0.47322556,0.83705467,0.89829445,False,False,False,False,False,False,False,False,False,False,False,False
336,6.72,0.5784607,0.5233631,0.8422169,0.5371489,0.51169974,0.81721604,0.53175694,0.56522244,0.69701934,0.5087766,0.538725165,0.531567,,,0.35361668,,,0.3980469,0.5495377,0.6619322,0.8617934,0.5165883,0.6523325,0.82644784,0.47963306,0.7186763,0.75232124,0.45671305,0.7087063,0.86345565,0.49644592,0.85655427,0.6388277,0.47504944,0.83653206,0.92625695,False,False,False,True,False,False,False,False,False,False,False,False
337,6.74,0.5787992,0.5220055,0.82470495,0.5362294,0.5109553,0.6846318,0.5324821,0.5669929,0.8005864,0.5087376,0.5382086,0.6301864,,,0.35922146,,,0.4628497,0.55058575,0.6586667,0.8085472,0.5178026,0.6483086,0.8301945,0.47956577,0.7198537,0.83588433,0.4578217,0.70869184,0.78460866,0.4953065,0.8577956,0.8816267,0.47411087,0.8378185,0.8993617,False,False,False,False,False,False,False,False,False,False,False,False
338,6.76,0.57773453,0.52429473,0.8498855,0.5372144,0.5121979,0.7915571,0.5315104,0.5642513,0.6657282,0.5087406,0.5384182,0.43317118,,,0.32547715,,,0.510007,0.54821044,0.6635026,0.8547574,0.5166495,0.65257716,0.8278077,0.478965,0.71963793,0.63785523,0.45684704,0.7094639,0.78205866,0.49628952,0.8572214,0.88227516,0.47483847,0.83892804,0.9344989,False,False,False,True,False,False,False,False,False,False,False,False
339,6.78,0.57785,0.5217536,0.7876833,0.5377079,0.51165825,0.62201667,0.53346246,0.56728524,0.76509565,0.5087436,0.5386278,0.64117527,,,0.3359323,,,0.47473764,0.5513851,0.66112727,0.81117004,0.5186901,0.6505794,0.8655037,0.4801408,0.7197735,0.84791565,0.4580279,0.70592415,0.8737674,0.49518755,0.85799664,0.8635015,0.47375196,0.83773994,0.8891532,False,False,False,False,False,False,False,False,False,False,False,False
340,6.8,0.578666,0.5212845,0.8633936,0.53728557,0.5108827,0.8707504,0.53147393,0.5662566,0.81184304,0.50873232,0.539250074,0.4588165,,,0.3385012,0.544366,0.5109588,0.62636036,0.5507004,0.6612177,0.86085516,0.5181145,0.64981115,0.7991061,0.4787965,0.7200992,0.7826096,0.45585188,0.7087909,0.8352657,0.49644756,0.85575914,0.8469486,0.4748892,0.83514947,0.8661672,False,False,False,True,False,False,False,False,False,False,False,False
341,6.82,0.5789977,0.5223013,0.8706934,0.53729564,0.5108986,0.87366265,0.5310867,0.564989,0.7610783,0.50872104,0.5398723480000001,0.54821146,,,0.28896916,0.5479581,0.50872916,0.7001288,0.54989064,0.6606462,0.8583145,0.51707023,0.6491173,0.81559277,0.47866726,0.7184909,0.7917723,0.45699483,0.70933044,0.86295277,0.49633,0.8560689,0.86465883,0.47478703,0.8357416,0.8609094,False,False,False,True,False,False,False,False,False,False,False,False
342,6.84,0.5795362,0.52113014,0.8198907,0.53746617,0.51112276,0.6720244,0.5305557,0.56524587,0.7700959,0.50870976,0.540494622,0.5455539,,,0.33510405,0.5435429,0.50938463,0.6038458,0.55112994,0.65961236,0.8800329,0.51814836,0.64888066,0.8697516,0.48047245,0.72009027,0.84046715,0.45636556,0.70831746,0.9004592,0.49566028,0.8563705,0.8618418,0.47442964,0.83652174,0.8645829,False,False,False,True,False,False,False,False,False,False,False,False
