Index,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z
11,"0,002","-0,006","1,000","-0,008","0,004","0,999","-0,002","0,007","0,948","-0,019","0,008","0,979","-0,002","0,009","0,890","0,012","0,000","0,949","-0,002","-0,002","1,058"
12,"0,002","-0,007","1,006","-0,004","0,004","1,002","-0,006","-0,001","0,943","-0,009","-0,003","0,955","-0,001","0,004","0,884","0,009","0,004","0,949","-0,006","0,007","1,053"
13,"0,003","-0,006","1,009","-0,007","0,007","0,998","-0,002","0,003","0,951","-0,008","0,023","0,956","-0,004","0,007","0,885","0,013","0,004","0,954","-0,009","0,008","1,055"
14,"0,001","-0,002","1,010","-0,010","0,002","1,000","0,004","-0,003","0,959","-0,006","0,017","0,972","-0,001","0,005","0,880","0,007","0,005","0,955","-0,001","0,005","1,058"
15,"0,008","0,000","1,005","-0,008","0,007","1,002","0,009","0,006","0,955","0,002","0,002","0,958","-0,002","0,004","0,894","0,004","0,004","0,958","-0,003","0,001","1,060"
16,"0,013","-0,007","1,004","-0,010","0,009","0,997","0,006","0,000","0,946","-0,007","0,012","0,952","-0,002","0,000","0,890","0,009","0,000","0,948","-0,005","0,006","1,054"
17,"0,009","-0,001","1,007","-0,005","0,006","1,002","-0,003","0,004","0,943","-0,013","0,014","0,958","-0,003","-0,002","0,883","0,009","0,009","0,954","-0,003","0,000","1,059"
18,"0,002","0,006","1,007","-0,010","0,010","1,002","-0,003","0,004","0,950","-0,004","0,002","0,958","0,001","-0,001","0,889","0,011","0,011","0,960","-0,007","0,004","1,054"
19,"-0,001","0,000","1,009","-0,007","0,012","0,995","0,001","0,000","0,956","-0,007","0,014","0,965","-0,002","0,003","0,886","0,010","0,004","0,945","-0,006","0,001","1,059"
20,"-0,002","-0,003","1,011","-0,003","0,000","0,999","0,001","0,002","0,953","-0,006","0,007","0,962","-0,003","0,005","0,886","0,007","0,004","0,953","-0,007","0,008","1,059"
21,"-0,003","-0,002","1,000","-0,007","0,004","0,999","0,000","0,004","0,955","-0,005","0,017","0,968","-0,006","0,002","0,887","0,006","0,002","0,960","0,002","0,004","1,058"
22,"0,005","-0,003","1,005","-0,006","0,007","0,995","0,008","0,000","0,947","-0,007","0,005","0,973","-0,002","0,004","0,891","0,003","0,000","0,959","-0,003","0,000","1,058"
23,"0,005","0,000","1,005","-0,008","0,002","0,999","-0,006","0,003","0,943","0,002","0,001","0,957","-0,001","0,004","0,890","-0,005","-0,002","0,954","0,001","0,007","1,052"
24,"0,003","0,003","1,010","-0,011","0,009","0,995","-0,003","-0,001","0,950","-0,013","0,017","0,967","-0,002","0,005","0,889","-0,002","-0,001","0,953","-0,006","0,000","1,057"
25,"0,000","-0,002","1,014","-0,007","0,001","0,995","0,000","0,012","0,961","-0,006","0,004","0,948","-0,004","0,009","0,888","-0,002","-0,001","0,957","-0,002","0,003","1,062"
26,"0,005","-0,002","1,006","-0,008","0,007","0,994","0,003","0,000","0,952","0,002","0,013","0,951","-0,004","0,001","0,886","-0,001","-0,003","0,954","-0,002","0,000","1,060"
27,"-0,005","0,003","1,004","-0,007","0,000","0,998","0,000","-0,001","0,957","-0,004","0,009","0,968","0,001","-0,004","0,891","-0,004","-0,002","0,959","0,005","0,000","1,057"
28,"0,001","0,003","1,005","-0,006","-0,001","0,994","-0,002","-0,004","0,944","0,003","-0,006","0,984","-0,002","-0,008","0,888","0,002","-0,002","0,961","0,009","0,008","1,056"
29,"-0,006","0,000","1,001","-0,003","0,002","0,995","-0,004","0,002","0,940","0,000","0,004","0,981","-0,001","-0,002","0,891","-0,007","0,007","0,962","0,004","-0,002","1,063"
30,"-0,006","0,002","1,007","0,000","0,006","0,992","-0,005","-0,001","0,954","-0,007","0,006","0,970","0,003","-0,001","0,892","-0,005","0,006","0,956","-0,002","-0,004","1,058"
31,"-0,005","0,001","1,008","0,001","0,002","0,995","0,003","-0,002","0,951","-0,012","0,002","0,955","-0,002","-0,004","0,885","-0,005","-0,002","0,948","-0,002","-0,003","1,059"
32,"-0,008","-0,003","1,008","0,000","0,000","0,992","0,002","-0,001","0,949","-0,013","0,009","0,958","-0,003","-0,002","0,886","-0,004","-0,002","0,949","-0,009","-0,003","1,061"
33,"0,005","-0,001","1,008","-0,002","0,000","0,993","-0,002","0,001","0,950","-0,002","0,010","0,949","-0,002","-0,002","0,885","-0,004","-0,005","0,955","-0,014","0,002","1,058"
34,"0,002","-0,001","1,003","0,000","-0,001","0,994","-0,001","0,001","0,959","-0,003","0,009","0,952","-0,004","-0,001","0,888","0,000","0,000","0,951","-0,013","0,001","1,058"
35,"0,001","-0,002","1,004","-0,003","-0,005","0,995","0,005","0,007","0,948","-0,012","0,010","0,961","0,000","-0,003","0,885","0,002","0,001","0,958","-0,009","0,000","1,060"
36,"0,010","0,005","1,007","0,001","-0,001","0,993","0,001","0,001","0,953","-0,004","0,004","0,962","-0,005","0,001","0,889","0,006","0,000","0,960","-0,004","0,003","1,059"
37,"0,008","-0,001","1,008","-0,003","-0,002","0,994","0,004","0,000","0,955","-0,002","0,001","0,958","-0,005","0,001","0,892","0,006","0,000","0,951","0,001","0,003","1,055"
38,"0,014","0,001","1,007","-0,001","0,000","0,994","0,001","0,004","0,952","-0,005","0,002","0,972","-0,005","0,000","0,897","0,006","-0,001","0,957","-0,003","-0,008","1,067"
39,"0,005","-0,003","1,009","-0,002","0,001","0,997","0,007","0,008","0,954","0,000","-0,004","0,959","0,000","0,001","0,893","0,006","0,001","0,952","-0,003","-0,002","1,064"
40,"0,007","-0,010","1,005","0,000","0,000","0,995","-0,002","-0,002","0,945","0,000","0,005","0,953","0,002","-0,002","0,889","0,008","0,003","0,948","-0,002","0,001","1,061"
41,"0,006","-0,004","1,006","-0,006","0,002","0,996","-0,003","0,003","0,947","-0,008","0,010","0,954","0,001","0,003","0,886","0,001","0,002","0,949","-0,005","0,002","1,057"
42,"0,002","-0,001","1,006","0,000","0,001","0,989","0,001","0,007","0,957","-0,016","0,004","0,980","0,006","0,003","0,889","0,005","-0,003","0,950","0,007","-0,003","1,059"
43,"0,004","-0,003","1,009","-0,010","-0,007","0,996","0,002","0,004","0,957","-0,008","-0,009","0,969","0,004","0,001","0,886","0,003","0,000","0,960","0,005","-0,006","1,061"
44,"0,005","-0,004","1,012","-0,003","0,000","0,994","0,001","0,005","0,946","-0,004","-0,006","0,962","0,009","0,000","0,887","0,002","0,001","0,960","0,014","-0,001","1,059"
45,"0,000","0,001","1,004","-0,002","-0,006","0,995","-0,001","0,004","0,950","0,003","-0,006","0,950","0,009","0,003","0,889","-0,004","0,000","0,959","0,015","-0,003","1,063"
46,"-0,005","-0,007","1,011","0,000","-0,003","0,995","0,005","-0,003","0,952","0,014","0,000","0,943","0,010","0,011","0,889","-0,006","0,000","0,961","0,014","0,011","1,060"
47,"-0,010","0,001","1,010","-0,001","-0,003","0,996","-0,001","0,002","0,954","0,016","0,004","0,937","0,019","0,006","0,892","-0,011","-0,004","0,955","0,009","0,008","1,071"
48,"-0,012","-0,001","1,009","-0,002","0,000","0,993","-0,006","-0,003","0,948","0,014","0,012","0,923","0,014","0,009","0,897","-0,011","0,000","0,959","0,007","0,014","1,075"
49,"-0,010","-0,001","1,008","-0,004","-0,002","0,999","-0,004","-0,004","0,947","0,023","0,012","0,903","0,014","0,002","0,895","-0,012","-0,005","0,958","0,002","0,008","1,084"
50,"-0,006","0,005","1,007","-0,001","-0,003","0,999","-0,002","-0,006","0,942","0,006","0,017","0,969","0,010","0,003","0,901","-0,010","-0,003","0,956","0,028","0,028","1,050"
51,"-0,005","0,001","1,009","-0,002","-0,003","0,995","-0,009","-0,002","0,954","-0,007","-0,019","0,995","0,009","0,003","0,899","-0,013","-0,008","0,963","0,033","0,009","1,078"
52,"-0,004","0,004","1,008","0,000","-0,001","0,992","0,000","-0,003","0,947","0,000","-0,013","0,962","0,005","0,003","0,900","-0,012","-0,001","0,959","0,043","0,039","1,031"
53,"-0,001","0,000","1,006","0,004","-0,004","0,999","0,004","0,003","0,948","-0,029","-0,012","1,005","0,007","0,002","0,891","-0,006","0,002","0,963","0,017","-0,018","1,076"
54,"-0,003","0,008","1,004","-0,003","0,001","1,000","0,000","-0,006","0,952","-0,020","-0,045","0,974","0,012","0,006","0,890","-0,003","0,001","0,957","0,015","0,021","1,040"
55,"-0,004","0,001","1,002","-0,001","0,004","1,001","0,004","0,002","0,950","-0,022","-0,002","0,963","0,012","0,008","0,888","-0,002","0,007","0,960","0,015","-0,011","1,068"
56,"-0,008","0,000","1,008","0,004","0,009","1,000","-0,001","-0,003","0,946","-0,057","-0,008","1,022","0,009","0,010","0,886","-0,001","0,005","0,952","0,007","0,001","1,046"
57,"0,002","0,000","1,003","0,000","0,006","0,995","-0,001","0,000","0,956","-0,066","-0,036","0,993","0,007","0,019","0,888","0,002","0,006","0,952","-0,005","0,007","1,047"
58,"0,004","0,001","1,008","0,003","0,006","0,994","0,000","0,002","0,949","-0,058","-0,016","0,963","0,011","0,013","0,885","0,003","0,003","0,952","0,001","-0,013","1,048"
59,"0,009","-0,005","1,012","-0,002","0,003","0,999","0,008","0,006","0,950","-0,058","-0,012","0,969","0,005","0,015","0,878","0,006","0,003","0,955","-0,014","0,007","1,040"
60,"0,014","-0,007","0,999","0,005","0,001","0,992","0,004","0,003","0,946","-0,037","-0,009","0,966","-0,001","0,011","0,872","0,007","0,001","0,949","-0,004","0,000","1,054"
61,"0,013","-0,006","1,004","0,004","0,005","0,995","0,009","0,004","0,953","-0,034","0,000","0,959","0,002","0,009","0,889","0,013","-0,005","0,953","-0,011","0,008","1,055"
62,"0,007","-0,008","1,008","0,005","0,011","0,994","0,010","0,003","0,953","-0,039","-0,005","0,969","0,003","0,011","0,882","0,011","0,000","0,955","-0,005","0,017","1,048"
63,"0,012","-0,005","1,008","0,003","0,007","0,992","0,007","0,000","0,954","-0,035","-0,006","0,975","-0,005","0,009","0,888","0,017","-0,004","0,953","-0,007","0,006","1,064"
64,"0,012","-0,002","1,008","0,008","0,009","0,989","0,011","0,005","0,955","-0,034","-0,002","0,961","-0,006","0,010","0,888","0,013","-0,007","0,948","-0,013","0,019","1,063"
65,"0,017","-0,003","1,009","0,005","0,005","0,992","0,009","0,005","0,946","-0,035","-0,001","0,957","-0,006","0,004","0,890","0,017","-0,002","0,949","-0,014","0,011","1,066"
66,"0,015","-0,009","1,009","0,005","0,001","0,993","0,009","0,007","0,953","-0,046","0,001","0,966","-0,001","0,007","0,892","0,015","-0,009","0,950","-0,017","0,005","1,060"
67,"0,018","-0,006","1,001","0,004","0,004","0,999","0,010","0,003","0,955","-0,044","-0,002","0,959","-0,001","0,000","0,895","0,015","-0,007","0,954","-0,018","0,012","1,061"
68,"0,010","-0,008","1,008","0,005","0,006","0,999","0,009","0,002","0,948","-0,040","-0,009","0,965","0,000","0,003","0,887","0,014","-0,004","0,956","-0,005","0,004","1,055"
69,"0,014","-0,011","1,008","0,005","0,006","1,000","0,009","0,008","0,955","-0,045","-0,008","0,977","0,006","0,002","0,885","0,013","-0,004","0,952","0,000","-0,005","1,060"
70,"0,009","-0,004","1,005","0,006","0,004","0,999","0,013","0,002","0,950","-0,041","-0,019","0,952","0,012","0,004","0,887","0,007","-0,003","0,951","-0,002","0,007","1,055"
71,"0,006","-0,006","1,006","0,004","0,007","0,994","0,008","0,001","0,944","-0,032","-0,003","0,952","0,010","0,007","0,883","0,002","0,000","0,956","-0,001","0,005","1,057"
72,"0,005","-0,002","1,007","0,008","0,003","0,992","0,000","0,003","0,952","-0,041","-0,002","0,972","0,013","0,004","0,885","0,005","-0,007","0,947","0,003","0,012","1,057"
73,"0,005","0,001","1,009","0,010","0,004","0,997","0,006","-0,003","0,957","-0,037","-0,011","0,969","0,015","0,004","0,886","0,005","-0,006","0,952","0,003","0,007","1,056"
74,"0,005","-0,003","1,006","0,009","0,003","0,997","0,013","-0,003","0,950","-0,038","-0,005","0,962","0,010","0,005","0,885","0,001","-0,004","0,953","0,004","0,000","1,065"
75,"0,007","-0,001","1,001","0,005","0,004","1,000","0,006","0,003","0,949","-0,029","-0,012","0,952","0,013","0,009","0,892","0,003","-0,001","0,950","-0,003","0,014","1,051"
76,"0,005","-0,001","1,003","0,010","0,005","0,995","0,000","0,000","0,947","-0,030","-0,009","0,966","0,014","0,009","0,890","0,009","-0,003","0,955","0,002","0,007","1,063"
77,"0,006","-0,003","1,009","0,006","0,009","1,001","0,003","0,001","0,948","-0,026","-0,011","0,964","0,014","0,007","0,886","0,012","0,000","0,957","0,002","0,009","1,057"
78,"0,009","0,001","1,006","0,004","0,005","1,002","0,005","-0,004","0,952","-0,032","-0,005","0,968","0,020","0,010","0,893","0,013","0,006","0,952","0,003","0,016","1,060"
79,"0,004","-0,001","1,007","0,009","0,007","0,995","0,013","0,004","0,955","-0,030","-0,013","0,954","0,017","0,007","0,891","0,007","0,008","0,953","0,004","0,010","1,061"
80,"0,000","0,007","1,003","0,007","0,011","1,001","0,006","0,004","0,960","-0,031","-0,002","0,967","0,015","0,008","0,883","0,014","0,007","0,954","0,001","0,016","1,052"
81,"0,008","0,001","0,999","0,003","0,017","1,005","0,002","0,003","0,947","-0,037","-0,006","0,967","0,012","0,010","0,884","0,011","0,006","0,954","0,004","0,007","1,052"
82,"0,013","-0,005","1,008","0,006","0,009","0,997","-0,003","-0,001","0,947","-0,039","-0,006","0,960","0,015","0,015","0,886","0,009","0,007","0,946","0,010","0,010","1,051"
83,"0,010","0,010","1,002","0,010","0,012","0,996","0,000","0,005","0,945","-0,041","-0,007","0,968","0,011","0,006","0,882","0,009","0,008","0,949","0,005","0,016","1,046"
84,"0,009","0,007","1,008","0,006","0,010","0,992","0,002","0,005","0,960","-0,032","-0,010","0,966","0,011","0,013","0,889","0,010","0,004","0,954","0,007","0,009","1,057"
85,"0,002","-0,001","1,011","0,010","0,005","0,997","0,010","-0,001","0,961","-0,030","-0,007","0,968","0,011","0,014","0,892","0,007","0,005","0,955","0,001","0,019","1,056"
86,"0,011","0,000","1,007","0,005","0,006","0,995","0,009","0,008","0,951","-0,030","0,001","0,974","0,014","0,012","0,892","0,005","0,002","0,953","-0,002","0,019","1,053"
87,"0,009","-0,001","1,009","0,007","0,007","0,998","0,003","0,003","0,950","-0,027","-0,001","0,961","0,013","0,008","0,888","0,003","0,000","0,957","-0,003","0,010","1,055"
88,"0,013","-0,002","1,010","0,007","0,006","0,994","0,000","0,006","0,950","-0,038","-0,006","0,964","0,011","0,006","0,890","0,004","0,000","0,952","-0,006","0,010","1,059"
89,"0,008","0,004","1,005","0,001","0,003","0,995","0,009","0,003","0,945","-0,037","-0,010","0,963","0,007","0,002","0,890","0,002","0,002","0,957","0,000","-0,002","1,064"
90,"0,002","0,000","1,008","0,004","-0,005","0,991","0,003","-0,004","0,953","-0,034","-0,007","0,963","0,006","0,005","0,892","0,004","-0,005","0,951","-0,005","0,009","1,060"
91,"-0,004","-0,004","1,005","0,003","0,002","0,995","0,009","-0,002","0,957","-0,033","-0,006","0,959","0,006","0,008","0,892","0,000","-0,004","0,955","0,000","0,003","1,059"
92,"0,000","-0,005","1,007","0,002","0,000","0,997","0,006","0,000","0,947","-0,027","-0,005","0,961","0,007","0,006","0,887","0,006","-0,005","0,953","-0,004","0,010","1,059"
93,"0,006","-0,008","1,008","0,007","0,001","0,997","0,001","0,005","0,948","-0,031","0,002","0,968","0,002","-0,001","0,887","-0,001","-0,001","0,957","0,000","0,007","1,059"
94,"0,003","0,005","1,004","0,003","0,002","0,996","0,003","0,002","0,954","-0,032","-0,003","0,963","0,008","-0,003","0,886","0,002","-0,004","0,952","0,003","0,012","1,052"
95,"0,004","-0,005","1,011","0,004","-0,003","0,995","0,007","0,001","0,946","-0,034","-0,006","0,970","0,007","-0,002","0,887","0,001","-0,002","0,956","-0,001","0,001","1,061"
96,"-0,003","-0,014","1,008","0,005","0,001","0,991","0,005","0,002","0,959","-0,040","-0,016","0,962","0,007","-0,001","0,885","-0,002","-0,003","0,956","-0,006","-0,002","1,053"
97,"0,006","-0,003","1,004","0,004","0,002","0,994","0,002","0,003","0,949","-0,027","-0,007","0,946","0,009","0,003","0,886","-0,005","0,000","0,956","-0,010","0,008","1,055"
98,"0,006","0,002","1,006","0,003","0,003","0,997","-0,004","-0,003","0,947","-0,027","-0,003","0,955","0,003","0,000","0,883","-0,001","-0,001","0,954","0,001","0,010","1,056"
99,"0,004","0,002","1,010","0,004","0,006","0,998","0,001","0,000","0,952","-0,033","-0,002","0,973","0,000","0,007","0,892","0,003","-0,002","0,950","-0,002","0,011","1,066"
100,"0,004","0,005","1,010","0,009","0,003","0,995","0,007","-0,001","0,950","-0,033","-0,010","0,965","0,002","0,009","0,893","0,005","-0,006","0,952","-0,002","0,010","1,059"
101,"0,001","0,007","1,009","0,002","0,003","0,996","0,001","0,001","0,952","-0,036","-0,004","0,962","0,005","0,005","0,892","0,003","0,002","0,958","-0,004","0,010","1,065"
102,"0,008","-0,003","1,007","0,000","-0,003","0,996","0,004","-0,003","0,956","-0,036","-0,007","0,971","0,004","0,006","0,889","0,003","0,001","0,960","-0,002","0,011","1,054"
103,"0,006","-0,007","1,004","-0,003","-0,002","0,995","0,009","0,004","0,948","-0,028","-0,004","0,960","0,006","0,008","0,887","0,003","0,000","0,960","-0,005","0,008","1,058"
104,"0,005","-0,001","1,009","-0,001","-0,001","0,998","0,003","0,001","0,949","-0,022","-0,010","0,952","0,006","0,009","0,884","0,010","0,000","0,958","-0,004","0,011","1,059"
105,"0,005","-0,002","1,003","-0,001","0,005","0,997","0,007","-0,008","0,953","-0,033","-0,002","0,977","0,008","0,006","0,887","0,008","0,006","0,953","0,007","0,013","1,060"
106,"-0,002","0,001","1,006","0,000","0,004","0,994","0,004","-0,004","0,944","-0,026","-0,008","0,961","0,007","0,009","0,892","0,004","0,000","0,954","0,006","0,013","1,054"
107,"-0,002","-0,001","1,008","0,000","0,005","0,996","-0,004","-0,001","0,948","-0,027","-0,007","0,952","0,007","0,008","0,886","-0,001","0,006","0,959","0,007","0,005","1,061"
108,"-0,005","0,001","1,005","-0,003","0,009","0,998","0,000","-0,004","0,952","-0,028","-0,007","0,967","0,010","0,008","0,885","-0,001","0,004","0,959","0,004","0,014","1,054"
109,"0,003","0,000","1,006","-0,004","0,004","0,999","0,006","-0,004","0,952","-0,028","-0,011","0,961","0,011","0,006","0,883","-0,006","0,003","0,958","0,005","0,013","1,053"
110,"0,001","0,006","1,006","-0,003","0,008","0,997","0,001","0,004","0,948","-0,027","-0,012","0,949","0,010","0,004","0,885","-0,004","0,000","0,955","0,002","0,012","1,058"
111,"0,007","0,001","1,004","-0,002","0,005","0,997","0,000","-0,002","0,954","-0,028","-0,011","0,961","0,014","0,009","0,891","-0,001","0,007","0,959","0,004","0,012","1,061"
112,"-0,002","-0,003","1,009","0,000","0,006","0,997","0,000","0,004","0,951","-0,022","-0,008","0,968","0,009","0,004","0,887","0,000","0,005","0,954","0,006","0,016","1,057"
113,"0,002","0,000","1,004","0,000","0,011","0,995","0,005","0,003","0,948","-0,028","-0,006","0,963","0,013","0,008","0,889","0,004","0,006","0,956","0,000","0,017","1,061"
114,"0,000","0,000","1,008","0,004","0,006","0,993","0,003","-0,002","0,955","-0,026","-0,004","0,953","0,006","0,004","0,889","0,004","-0,001","0,961","-0,007","0,006","1,060"
115,"0,003","-0,002","1,005","0,000","0,007","0,998","0,001","-0,007","0,945","-0,022","0,000","0,958","0,006","0,002","0,888","0,004","0,000","0,953","0,001","0,011","1,058"
116,"0,002","-0,003","1,004","-0,003","0,003","0,999","0,001","0,001","0,949","-0,025","-0,007","0,968","0,005","0,006","0,888","0,002","-0,004","0,949","-0,002","0,009","1,061"
117,"0,010","-0,001","1,008","-0,001","-0,003","0,997","0,002","0,000","0,949","-0,027","-0,008","0,963","0,012","0,010","0,891","0,000","-0,001","0,952","0,005","0,008","1,060"
118,"0,008","0,007","1,006","0,000","0,002","0,991","-0,001","-0,002","0,945","-0,034","-0,007","0,967","0,015","-0,002","0,887","0,003","-0,003","0,947","0,006","0,008","1,059"
119,"0,004","-0,001","1,009","0,000","0,000","0,990","-0,001","0,007","0,953","-0,039","-0,008","0,971","0,013","0,001","0,891","0,005","0,003","0,955","-0,006","0,005","1,057"
120,"0,006","0,002","1,005","-0,002","-0,002","0,990","0,002","-0,004","0,953","-0,032","-0,008","0,955","0,008","0,000","0,888","0,004","-0,001","0,953","-0,004","0,007","1,055"
121,"0,004","-0,006","1,008","0,002","-0,001","0,990","0,004","0,001","0,952","-0,032","0,001","0,962","0,007","0,002","0,885","0,001","-0,006","0,955","-0,001","0,006","1,053"
122,"0,005","-0,002","1,008","0,008","0,001","0,997","0,004","0,005","0,951","-0,026","-0,016","0,970","0,009","0,001","0,885","0,000","0,000","0,957","-0,001","0,006","1,054"
123,"0,006","-0,002","1,010","0,004","0,000","0,997","0,000","-0,001","0,954","-0,033","-0,017","0,963","0,010","0,002","0,883","-0,001","-0,001","0,957","0,002","0,002","1,065"
124,"0,001","0,001","1,001","0,000","0,004","1,000","0,002","0,003","0,954","-0,032","-0,010","0,954","0,009","0,002","0,891","0,002","0,000","0,954","0,001","0,007","1,054"
125,"0,000","-0,002","1,006","-0,003","0,004","0,998","0,005","0,000","0,955","-0,031","-0,003","0,966","0,007","0,006","0,891","0,006","-0,003","0,950","0,002","0,009","1,059"
126,"-0,006","0,001","1,008","-0,004","-0,004","0,995","0,003","0,001","0,946","-0,028","-0,005","0,968","0,007","0,005","0,893","0,004","-0,002","0,953","-0,006","0,014","1,061"
127,"0,001","0,000","1,009","-0,002","-0,001","0,994","-0,003","0,000","0,961","-0,027","0,000","0,963","0,008","0,001","0,893","0,001","0,001","0,956","0,004","0,009","1,064"
128,"0,002","-0,001","1,009","0,001","0,002","0,998","0,004","0,000","0,956","-0,037","0,001","0,974","0,010","0,004","0,894","0,000","0,000","0,961","-0,001","0,015","1,056"
129,"0,000","0,001","1,005","0,002","0,003","0,998","0,006","0,002","0,955","-0,028","-0,009","0,968","0,009","0,003","0,892","-0,001","0,006","0,963","0,007","0,008","1,055"
130,"0,002","0,005","1,009","0,000","0,001","0,996","0,006","0,004","0,952","-0,035","-0,001","0,964","0,010","0,004","0,887","-0,002","0,002","0,962","-0,006","0,004","1,058"
131,"-0,001","0,004","1,009","0,000","0,001","0,997","0,001","-0,004","0,947","-0,025","-0,013","0,956","0,012","0,005","0,886","-0,005","0,005","0,960","0,002","0,009","1,059"
132,"0,003","0,005","1,003","-0,001","-0,003","1,000","-0,004","0,002","0,949","-0,029","-0,005","0,962","0,014","0,001","0,885","-0,002","0,009","0,953","0,000","0,013","1,047"
133,"0,002","0,007","1,003","0,001","0,002","0,997","0,002","-0,005","0,953","-0,029","-0,013","0,961","0,012","0,006","0,888","0,000","0,007","0,954","0,006","0,008","1,058"
134,"0,001","-0,001","1,004","0,002","0,002","0,992","-0,004","0,000","0,952","-0,030","-0,006","0,960","0,008","0,009","0,889","0,006","0,003","0,945","0,002","0,010","1,057"
135,"0,000","-0,006","1,007","-0,003","0,002","0,993","-0,001","0,004","0,951","-0,021","-0,007","0,954","0,008","0,010","0,894","0,003","0,009","0,960","-0,002","0,008","1,061"
136,"-0,004","-0,008","1,008","-0,002","0,002","0,995","0,001","-0,003","0,951","-0,021","-0,001","0,961","0,013","0,003","0,884","0,004","0,003","0,948","-0,007","0,019","1,060"
137,"0,002","-0,003","1,004","-0,001","0,002","0,991","0,004","-0,003","0,951","-0,023","0,000","0,963","0,009","0,004","0,883","0,001","0,003","0,951","-0,001","0,014","1,062"
138,"0,006","0,005","1,004","-0,002","0,000","0,991","0,001","0,000","0,951","-0,031","-0,005","0,966","0,007","0,003","0,891","0,004","0,006","0,953","-0,001","0,012","1,060"
139,"0,009","0,006","1,007","-0,003","0,002","0,997","-0,001","0,001","0,947","-0,033","-0,012","0,959","0,010","-0,002","0,894","0,001","0,004","0,948","-0,001","0,015","1,053"
140,"0,006","-0,001","1,007","0,001","0,003","0,995","0,005","-0,002","0,951","-0,036","-0,005","0,967","0,005","0,002","0,885","0,006","0,000","0,954","-0,002","0,003","1,056"
141,"0,007","-0,004","1,004","-0,003","-0,001","0,995","0,003","-0,003","0,957","-0,031","-0,007","0,962","0,008","0,005","0,884","0,003","0,001","0,949","-0,002","0,007","1,055"
