Index,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
0,"0,975","-0,197","0,105","0,000","0,999","-0,004","0,044","0,000","0,889","0,411","0,202","0,000","0,867","0,403","-0,292","0,000","0,842","0,539","0,003","0,000","0,837","0,545","-0,058","0,000","0,953","-0,301","-0,036","0,000"
1,"0,974","-0,201","0,107","0,000","0,999","-0,004","0,044","0,000","0,891","0,406","0,204","0,000","0,868","0,401","-0,293","0,000","0,843","0,538","0,003","0,000","0,837","0,544","-0,056","0,000","0,953","-0,301","-0,036","0,000"
2,"0,973","-0,202","0,108","0,000","0,999","-0,004","0,044","0,000","0,891","0,405","0,207","0,000","0,868","0,401","-0,293","0,000","0,842","0,539","0,004","0,000","0,837","0,544","-0,056","0,000","0,953","-0,301","-0,035","0,000"
3,"0,974","-0,201","0,108","0,000","0,999","-0,003","0,044","0,000","0,891","0,405","0,206","0,000","0,868","0,400","-0,293","0,000","0,842","0,540","0,004","0,000","0,837","0,544","-0,058","0,000","0,954","-0,298","-0,035","0,000"
4,"0,974","-0,201","0,108","0,000","0,999","-0,003","0,044","0,000","0,891","0,405","0,206","0,000","0,868","0,401","-0,293","0,000","0,841","0,540","0,007","0,000","0,837","0,544","-0,058","0,000","0,954","-0,298","-0,032","0,000"
5,"0,974","-0,200","0,108","0,000","0,999","-0,003","0,043","0,000","0,891","0,406","0,206","0,000","0,868","0,401","-0,293","0,000","0,841","0,541","0,006","0,000","0,838","0,542","-0,059","0,000","0,954","-0,297","-0,035","0,000"
6,"0,974","-0,200","0,108","0,000","0,999","-0,003","0,044","0,000","0,890","0,406","0,206","0,000","0,866","0,404","-0,294","0,000","0,841","0,541","0,006","0,000","0,837","0,544","-0,059","0,000","0,954","-0,297","-0,033","0,000"
7,"0,974","-0,200","0,107","0,000","0,999","-0,003","0,044","0,000","0,890","0,407","0,205","0,000","0,866","0,403","-0,295","0,000","0,841","0,541","0,005","0,000","0,838","0,543","-0,059","0,000","0,955","-0,296","-0,033","0,000"
8,"0,974","-0,201","0,107","0,000","0,999","-0,003","0,044","0,000","0,890","0,407","0,205","0,000","0,866","0,404","-0,295","0,000","0,841","0,540","0,005","0,000","0,838","0,543","-0,059","0,000","0,954","-0,296","-0,033","0,000"
9,"0,974","-0,201","0,107","0,000","0,999","-0,003","0,044","0,000","0,890","0,407","0,204","0,000","0,866","0,403","-0,295","0,000","0,841","0,541","0,004","0,000","0,838","0,543","-0,059","0,000","0,954","-0,296","-0,033","0,000"
10,"0,973","-0,203","0,106","-0,001","0,999","-0,001","0,047","0,000","0,891","0,406","0,203","0,000","0,867","0,404","-0,293","-0,001","0,842","0,539","0,003","0,001","0,838","0,543","-0,062","0,002","0,954","-0,296","-0,036","-0,001"
11,"0,973","-0,202","0,108","0,000","0,999","-0,002","0,044","0,000","0,890","0,407","0,204","0,000","0,868","0,402","-0,292","-0,001","0,841","0,541","0,003","0,001","0,839","0,541","-0,060","0,001","0,954","-0,297","-0,039","-0,001"
12,"0,973","-0,204","0,109","0,000","0,999","-0,002","0,041","0,000","0,890","0,406","0,206","-0,001","0,869","0,399","-0,293","0,001","0,840","0,543","0,002","0,001","0,838","0,543","-0,060","0,000","0,955","-0,295","-0,037","-0,001"
13,"0,973","-0,202","0,108","0,000","0,999","-0,001","0,044","0,000","0,890","0,407","0,204","0,000","0,868","0,401","-0,294","0,001","0,840","0,543","0,005","0,000","0,837","0,543","-0,062","0,001","0,955","-0,293","-0,035","0,000"
14,"0,974","-0,199","0,109","0,001","0,999","-0,003","0,046","0,000","0,891","0,405","0,203","0,000","0,867","0,402","-0,296","0,001","0,840","0,542","0,002","0,001","0,837","0,544","-0,059","0,000","0,955","-0,293","-0,038","-0,001"
15,"0,974","-0,199","0,106","0,000","0,999","0,000","0,044","0,000","0,891","0,407","0,201","0,001","0,867","0,400","-0,297","0,003","0,841","0,541","0,005","0,000","0,838","0,543","-0,057","-0,002","0,955","-0,295","-0,036","0,000"
16,"0,974","-0,201","0,104","-0,001","0,999","0,001","0,047","0,000","0,892","0,405","0,201","0,001","0,867","0,401","-0,295","0,002","0,842","0,539","0,003","0,001","0,838","0,542","-0,059","-0,001","0,956","-0,293","-0,035","0,000"
17,"0,974","-0,199","0,106","0,000","0,999","0,000","0,044","0,000","0,891","0,406","0,203","0,000","0,868","0,401","-0,293","0,000","0,843","0,538","0,005","0,000","0,837","0,544","-0,059","-0,001","0,955","-0,295","-0,036","0,000"
18,"0,974","-0,197","0,108","0,000","0,999","0,002","0,046","0,000","0,890","0,407","0,205","-0,001","0,868","0,399","-0,294","0,002","0,842","0,539","0,003","0,002","0,836","0,545","-0,060","-0,001","0,955","-0,293","-0,034","0,001"
19,"0,974","-0,199","0,110","0,001","0,999","0,002","0,043","0,000","0,891","0,405","0,204","0,000","0,867","0,400","-0,296","0,002","0,841","0,541","0,003","0,001","0,837","0,543","-0,060","-0,001","0,955","-0,295","-0,035","0,001"
20,"0,973","-0,201","0,111","0,000","0,999","-0,001","0,043","0,000","0,890","0,408","0,203","0,001","0,868","0,398","-0,297","0,003","0,840","0,542","0,004","0,001","0,837","0,543","-0,057","-0,002","0,955","-0,293","-0,035","0,001"
21,"0,974","-0,199","0,110","0,001","0,999","-0,002","0,045","0,000","0,890","0,407","0,206","-0,001","0,867","0,400","-0,297","0,003","0,841","0,541","0,005","0,001","0,838","0,542","-0,059","-0,001","0,955","-0,294","-0,038","0,000"
22,"0,974","-0,200","0,108","0,000","0,999","0,000","0,043","0,000","0,891","0,406","0,204","0,000","0,868","0,398","-0,296","0,003","0,841","0,542","0,003","0,002","0,839","0,541","-0,056","-0,003","0,955","-0,296","-0,036","0,001"
23,"0,974","-0,199","0,106","0,000","0,999","-0,003","0,045","0,000","0,890","0,406","0,206","-0,001","0,868","0,396","-0,298","0,005","0,841","0,541","0,006","0,001","0,839","0,541","-0,054","-0,005","0,955","-0,294","-0,038","0,001"
24,"0,974","-0,198","0,109","0,000","0,999","0,000","0,046","0,000","0,891","0,405","0,205","-0,001","0,868","0,398","-0,297","0,004","0,840","0,542","0,003","0,002","0,839","0,541","-0,056","-0,003","0,955","-0,295","-0,036","0,002"
25,"0,974","-0,200","0,109","0,000","0,999","-0,003","0,044","0,000","0,890","0,407","0,205","0,000","0,869","0,396","-0,296","0,004","0,839","0,544","0,005","0,002","0,840","0,540","-0,054","-0,005","0,955","-0,293","-0,038","0,001"
26,"0,974","-0,200","0,106","0,000","0,999","0,000","0,045","0,000","0,891","0,406","0,203","0,000","0,868","0,398","-0,297","0,004","0,840","0,542","0,005","0,002","0,840","0,540","-0,057","-0,003","0,955","-0,296","-0,037","0,002"
27,"0,974","-0,199","0,109","0,000","0,999","-0,003","0,044","0,000","0,891","0,404","0,205","-0,001","0,867","0,400","-0,298","0,004","0,842","0,540","0,004","0,003","0,839","0,541","-0,054","-0,005","0,955","-0,295","-0,040","0,001"
28,"0,975","-0,196","0,109","0,000","0,999","-0,006","0,043","0,000","0,892","0,402","0,205","-0,001","0,868","0,397","-0,298","0,005","0,843","0,538","0,004","0,003","0,839","0,541","-0,057","-0,004","0,955","-0,293","-0,042","0,001"
29,"0,974","-0,198","0,111","0,001","0,999","-0,003","0,042","0,000","0,891","0,404","0,205","-0,001","0,868","0,395","-0,300","0,006","0,842","0,540","0,003","0,004","0,838","0,542","-0,055","-0,005","0,955","-0,295","-0,040","0,001"
30,"0,974","-0,198","0,111","0,001","0,999","-0,003","0,042","0,000","0,891","0,404","0,206","-0,001","0,868","0,395","-0,300","0,006","0,842","0,540","0,002","0,004","0,838","0,542","-0,055","-0,005","0,954","-0,295","-0,040","0,001"
31,"0,974","-0,198","0,111","0,001","0,999","-0,003","0,042","0,000","0,891","0,404","0,205","-0,001","0,868","0,395","-0,300","0,006","0,842","0,539","0,003","0,004","0,839","0,542","-0,055","-0,005","0,954","-0,296","-0,040","0,001"
32,"0,974","-0,198","0,112","0,001","0,999","-0,003","0,041","0,000","0,891","0,404","0,205","-0,001","0,868","0,395","-0,300","0,006","0,842","0,539","0,003","0,004","0,839","0,542","-0,055","-0,005","0,954","-0,296","-0,040","0,002"
33,"0,974","-0,198","0,111","0,001","0,999","-0,003","0,041","0,000","0,891","0,405","0,205","-0,001","0,868","0,396","-0,300","0,006","0,842","0,539","0,003","0,004","0,839","0,542","-0,055","-0,005","0,955","-0,296","-0,040","0,002"
34,"0,974","-0,198","0,111","0,001","0,999","-0,004","0,041","0,000","0,891","0,405","0,205","-0,001","0,868","0,396","-0,300","0,006","0,842","0,539","0,003","0,003","0,839","0,542","-0,055","-0,005","0,955","-0,296","-0,039","0,002"
35,"0,974","-0,199","0,111","0,001","0,999","-0,004","0,041","0,000","0,891","0,405","0,205","-0,001","0,868","0,396","-0,299","0,006","0,842","0,539","0,003","0,003","0,839","0,542","-0,055","-0,005","0,955","-0,296","-0,039","0,002"
36,"0,974","-0,199","0,110","0,000","0,999","-0,004","0,041","0,000","0,891","0,405","0,205","-0,001","0,868","0,396","-0,299","0,006","0,842","0,539","0,004","0,003","0,839","0,542","-0,055","-0,005","0,955","-0,295","-0,039","0,003"
37,"0,974","-0,199","0,110","0,000","0,999","-0,004","0,041","0,000","0,891","0,405","0,204","-0,001","0,868","0,395","-0,299","0,006","0,842","0,539","0,004","0,003","0,839","0,541","-0,055","-0,004","0,955","-0,295","-0,039","0,003"
38,"0,974","-0,199","0,110","0,000","0,999","-0,004","0,041","0,000","0,891","0,405","0,204","0,000","0,869","0,395","-0,299","0,006","0,842","0,540","0,004","0,003","0,839","0,541","-0,056","-0,004","0,955","-0,295","-0,039","0,003"
39,"0,974","-0,199","0,110","0,000","0,999","-0,004","0,041","0,000","0,891","0,406","0,204","0,000","0,869","0,395","-0,299","0,006","0,842","0,540","0,004","0,004","0,839","0,541","-0,056","-0,004","0,955","-0,295","-0,039","0,003"
40,"0,974","-0,199","0,109","0,000","0,999","-0,004","0,041","0,000","0,891","0,405","0,204","0,000","0,869","0,395","-0,299","0,006","0,842","0,540","0,004","0,004","0,839","0,541","-0,056","-0,004","0,955","-0,295","-0,039","0,003"
41,"1,000","-0,002","-0,003","0,000","1,000","0,001","0,003","0,000","1,000","0,001","0,002","0,000","1,000","0,005","0,004","0,000","1,000","0,002","-0,001","0,000","1,000","0,001","-0,001","0,000","1,000","0,001","0,002","0,000"
42,"1,000","-0,002","-0,001","0,000","1,000","0,000","0,003","0,000","1,000","0,001","0,002","0,000","1,000","0,002","0,009","0,000","1,000","0,001","-0,001","0,000","1,000","-0,002","-0,001","0,000","1,000","-0,001","0,002","0,000"
43,"1,000","-0,002","-0,001","0,000","1,000","-0,004","0,005","0,000","1,000","0,001","0,002","0,000","1,000","-0,005","0,009","0,000","1,000","0,001","-0,001","0,000","1,000","-0,002","-0,001","0,000","1,000","-0,003","0,002","0,000"
44,"1,000","-0,002","-0,002","0,000","1,000","0,000","0,003","0,000","1,000","0,002","0,000","0,000","1,000","-0,003","0,004","0,000","1,000","0,001","-0,002","0,000","1,000","0,000","-0,001","0,000","1,000","-0,001","-0,002","0,000"
45,"1,000","-0,002","-0,001","0,000","1,000","-0,003","0,003","0,000","1,000","0,002","0,000","0,000","1,000","-0,003","0,004","0,000","1,000","0,001","-0,002","0,000","1,000","0,000","-0,001","0,000","1,000","-0,001","-0,002","0,000"
46,"1,000","-0,002","-0,001","0,000","1,000","-0,001","0,002","0,000","1,000","0,002","0,000","0,000","1,000","-0,003","0,004","0,000","1,000","0,001","-0,004","0,000","1,000","0,000","-0,001","0,000","1,000","-0,001","-0,004","0,000"
47,"1,000","-0,002","0,000","0,000","1,000","-0,002","0,002","0,000","1,000","0,001","0,000","0,000","1,000","-0,003","0,004","0,000","1,000","0,001","-0,004","0,000","1,000","0,000","0,002","0,000","1,000","-0,001","-0,004","0,000"
48,"1,000","-0,002","0,000","0,000","1,000","-0,001","0,001","0,000","1,000","0,001","0,000","0,000","1,000","0,000","0,002","0,000","1,000","0,002","-0,005","0,000","1,000","0,000","0,002","0,000","1,000","-0,001","-0,004","0,000"
49,"1,000","-0,002","0,003","0,000","1,000","-0,001","0,002","0,000","1,000","0,001","0,000","0,000","1,000","0,000","0,002","0,000","1,000","0,001","-0,005","0,000","1,000","0,000","0,003","0,000","1,000","-0,001","-0,003","0,000"
50,"1,000","-0,001","0,003","0,000","1,000","-0,001","0,001","0,000","1,000","0,001","0,000","0,000","1,000","0,002","-0,002","0,000","1,000","0,002","-0,005","0,000","1,000","0,000","0,003","0,000","1,000","0,001","-0,004","0,000"
51,"1,000","0,002","0,002","0,000","1,000","-0,002","0,004","0,000","1,000","0,000","0,003","0,000","1,000","-0,001","0,001","-0,001","1,000","0,004","-0,003","-0,001","1,000","-0,002","0,005","0,000","1,000","0,002","-0,006","0,000"
52,"1,000","0,001","0,000","0,000","1,000","-0,001","0,001","0,000","1,000","-0,002","0,000","0,000","1,000","-0,004","0,002","-0,001","1,000","0,001","-0,003","-0,001","1,000","0,000","0,007","0,000","1,000","0,005","-0,008","-0,001"
53,"1,000","-0,001","0,002","0,000","1,000","-0,002","-0,002","0,000","1,000","0,001","-0,002","0,000","1,000","-0,005","0,007","-0,002","1,000","0,001","-0,006","-0,001","1,000","0,001","0,004","0,000","1,000","0,002","-0,008","-0,001"
54,"1,000","0,002","0,001","0,000","1,000","0,000","0,000","0,000","1,000","-0,002","-0,001","0,000","1,000","-0,008","0,009","-0,002","1,000","0,004","-0,007","-0,001","1,000","0,000","0,001","0,000","1,000","0,005","-0,008","-0,001"
55,"1,000","-0,001","0,002","0,000","1,000","0,003","0,000","0,000","1,000","0,001","-0,002","0,000","1,000","-0,005","0,011","-0,002","1,000","0,007","-0,007","-0,001","1,000","0,003","0,001","0,000","1,000","0,003","-0,008","-0,002"
56,"1,000","0,001","0,005","0,000","1,000","0,005","-0,002","0,000","1,000","-0,001","0,000","0,000","1,000","-0,005","0,015","-0,003","1,000","0,005","-0,004","-0,001","1,000","0,001","-0,001","0,000","1,000","0,002","-0,005","-0,002"
57,"1,000","0,000","0,002","0,000","1,000","0,003","0,000","0,000","1,000","0,001","0,001","0,000","1,000","-0,007","0,019","-0,003","1,000","0,008","-0,004","-0,002","1,000","0,004","-0,001","0,000","1,000","0,003","-0,002","-0,002"
58,"1,000","0,000","-0,001","0,000","1,000","0,003","-0,003","0,000","1,000","0,000","-0,002","0,000","1,000","-0,007","0,022","-0,003","1,000","0,007","-0,007","-0,002","1,000","0,001","-0,002","0,000","1,000","0,000","-0,002","-0,002"
59,"1,000","-0,002","-0,004","0,000","1,000","0,002","0,000","0,000","1,000","0,003","-0,004","0,000","1,000","-0,007","0,025","-0,003","1,000","0,008","-0,004","-0,002","1,000","0,003","-0,004","0,001","1,000","0,001","0,001","-0,002"
60,"1,000","-0,003","-0,006","0,000","1,000","0,001","-0,003","0,000","1,000","0,001","-0,002","0,000","1,000","-0,006","0,023","-0,003","1,000","0,007","-0,002","-0,002","1,000","0,000","-0,003","0,001","1,000","-0,001","0,004","-0,002"
61,"1,000","0,000","-0,007","0,000","1,000","0,003","-0,002","0,000","1,000","0,002","-0,005","0,000","1,000","-0,003","0,021","-0,003","1,000","0,004","-0,001","-0,003","1,000","-0,002","-0,006","0,001","1,000","0,002","0,005","-0,002"
62,"1,000","-0,002","-0,005","0,000","1,000","0,006","-0,003","0,001","1,000","0,001","-0,008","0,000","1,000","-0,001","0,019","-0,003","1,000","0,007","-0,002","-0,003","1,000","0,001","-0,006","0,001","1,000","0,004","0,004","-0,002"
63,"1,000","-0,003","-0,008","0,000","1,000","0,004","-0,001","0,001","1,000","0,000","-0,005","0,000","1,000","-0,004","0,018","-0,003","1,000","0,006","0,000","-0,003","1,000","-0,001","-0,008","0,001","1,000","0,001","0,003","-0,002"
