molab_frame,molab_time,video_frame,video_time,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
390,3.9,300,6.0,1.932,1.077,-0.167,-0.202,0.014,-0.263,0.118,0.156,-0.011,-0.034,0.099,-0.006,1.929,-2.773,0.73,1.745,-1.561,0.306,1.854,2.255,-0.647,0.009,0.002,1.001,0.007,0.003,1.001,0.004,0.002,0.958,-0.009,0.004,0.968,-0.058,0.036,0.889,0.029,0.036,0.959,-0.018,0.008,1.053,0.031,0.339,-0.425,-0.483,-0.939,0.09,-0.166,0.303,-0.035,0.14,0.539,-0.006,-0.421,1.274,-1.006,-0.013,-0.366,-0.804,-0.067,0.484,-0.171,1.0,0.0,-0.004,-0.002,1.0,0.002,0.0,-0.002,1.0,0.001,-0.003,-0.002,1.0,0.002,0.004,-0.002,1.0,0.018,0.024,-0.008,1.0,0.017,-0.014,0.0,1.0,0.002,0.005,-0.002
391,3.91,300,6.0,1.914,1.114,-0.163,-0.166,0.043,-0.261,0.047,0.143,-0.007,-0.047,0.167,-0.007,1.959,-2.848,0.742,1.797,-1.561,0.296,1.847,2.262,-0.655,0.009,0.003,1.007,0.003,0.0,0.998,0.006,0.0,0.955,-0.006,0.003,0.966,-0.06,0.031,0.882,0.034,0.037,0.952,-0.011,0.005,1.054,-0.015,0.558,-0.382,-0.784,-0.926,0.167,-0.315,0.365,-0.095,0.047,0.303,0.094,-0.301,1.136,-0.786,-0.252,0.05,-0.826,-0.018,0.445,0.0,1.0,0.0,-0.004,-0.002,1.0,0.001,0.0,-0.002,1.0,0.001,-0.003,-0.002,1.0,0.002,0.003,-0.002,0.999,0.018,0.025,-0.008,1.0,0.017,-0.014,0.0,1.0,0.002,0.005,-0.002
392,3.92,301,6.02,1.916,1.128,-0.154,-0.182,0.074,-0.259,-0.006,0.095,-0.008,0.0,0.167,-0.008,1.948,-2.921,0.751,1.811,-1.518,0.284,1.873,2.277,-0.658,0.007,0.004,1.004,0.003,0.005,1.0,0.007,0.0,0.954,-0.008,0.005,0.972,-0.061,0.037,0.893,0.026,0.034,0.948,-0.019,-0.002,1.054,-0.017,0.656,-0.019,-1.027,-0.864,0.17,-0.262,0.322,-0.147,0.075,0.337,0.051,-0.517,0.877,-0.561,-0.284,0.216,-0.896,-0.133,0.14,-0.036,1.0,0.001,-0.004,-0.002,1.0,0.002,-0.001,-0.002,1.0,0.001,-0.003,-0.002,1.0,0.002,0.004,-0.002,0.999,0.018,0.025,-0.008,1.0,0.017,-0.014,0.0,1.0,0.002,0.005,-0.002
393,3.93,301,6.02,1.947,1.151,-0.146,-0.163,0.115,-0.258,-0.039,0.069,-0.007,0.026,0.205,-0.011,1.97,-3.002,0.756,1.859,-1.46,0.272,1.869,2.283,-0.658,0.004,0.001,1.005,0.005,0.002,1.001,0.006,0.0,0.956,-0.006,0.008,0.967,-0.059,0.035,0.879,0.024,0.039,0.952,-0.015,0.005,1.049,-0.086,0.633,-0.064,-0.909,-0.815,0.093,-0.235,0.383,-0.029,0.002,0.368,0.205,-0.264,0.656,-0.144,-0.161,0.335,-0.831,-0.065,0.025,-0.103,1.0,0.001,-0.004,-0.002,1.0,0.001,-0.001,-0.002,1.0,0.0,-0.003,-0.002,1.0,0.002,0.004,-0.002,0.999,0.019,0.025,-0.008,1.0,0.018,-0.014,0.0,1.0,0.002,0.005,-0.002
394,3.94,302,6.04,1.935,1.146,-0.138,-0.123,0.137,-0.256,-0.082,0.069,-0.006,0.093,0.218,-0.016,2.014,-3.061,0.759,1.909,-1.4,0.259,1.904,2.303,-0.653,0.001,0.007,1.003,0.007,-0.007,0.997,0.002,-0.002,0.959,-0.007,0.007,0.974,-0.059,0.036,0.88,0.019,0.037,0.955,-0.017,-0.006,1.055,0.094,0.626,-0.092,-0.899,-0.664,0.253,-0.394,0.33,0.067,0.118,0.3,0.225,-0.447,0.28,0.141,-0.333,0.597,-0.927,-0.183,-0.009,-0.163,1.0,0.001,-0.003,-0.002,1.0,0.001,-0.001,-0.002,1.0,0.0,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.019,0.026,-0.008,1.0,0.018,-0.013,0.0,1.0,0.002,0.006,-0.002
395,3.95,302,6.04,1.953,1.153,-0.126,-0.081,0.153,-0.252,-0.124,0.04,-0.008,0.101,0.217,-0.02,2.06,-3.11,0.762,1.972,-1.354,0.244,1.904,2.304,-0.65,0.003,0.002,1.011,0.005,-0.006,0.997,0.005,-0.003,0.956,-0.01,0.006,0.968,-0.064,0.037,0.885,0.021,0.04,0.951,-0.018,0.005,1.05,-0.09,0.484,0.345,-0.949,-0.393,0.396,-0.463,0.41,0.073,0.116,0.039,0.276,-0.383,0.045,0.263,-0.543,0.928,-0.846,-0.126,-0.164,-0.063,1.0,0.001,-0.003,-0.002,1.0,0.001,-0.001,-0.002,1.0,0.0,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.019,0.026,-0.008,1.0,0.018,-0.013,0.0,1.0,0.002,0.006,-0.002
396,3.96,303,6.06,1.94,1.145,-0.115,-0.04,0.159,-0.249,-0.14,0.042,-0.01,0.128,0.206,-0.022,2.101,-3.149,0.762,2.012,-1.303,0.231,1.924,2.313,-0.644,0.0,0.004,1.009,0.003,-0.004,0.995,0.003,0.0,0.962,-0.011,0.006,0.964,-0.063,0.034,0.886,0.016,0.035,0.951,-0.019,-0.001,1.054,0.083,0.396,0.288,-0.706,-0.155,0.341,-0.335,0.336,0.05,-0.296,0.118,0.16,-0.341,-0.22,0.463,-0.494,0.99,-0.88,-0.005,-0.35,-0.01,1.0,0.001,-0.003,-0.002,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.002,-0.002,1.0,0.003,0.004,-0.002,0.999,0.019,0.026,-0.008,1.0,0.018,-0.013,0.0,1.0,0.002,0.006,-0.002
397,3.97,303,6.06,1.943,1.132,-0.103,-0.005,0.144,-0.245,-0.136,0.044,-0.012,0.174,0.232,-0.022,2.133,-3.164,0.763,2.027,-1.277,0.216,1.935,2.313,-0.642,-0.002,-0.005,1.011,0.0,-0.005,0.997,0.002,-0.002,0.959,-0.009,0.007,0.97,-0.067,0.032,0.889,0.017,0.03,0.952,-0.019,0.001,1.055,0.073,0.371,0.233,-0.459,-0.026,0.368,-0.309,0.032,0.044,-0.153,0.007,0.25,-0.278,-0.335,0.391,-0.347,1.176,-0.983,-0.147,-0.192,0.24,1.0,0.001,-0.003,-0.002,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.002,-0.002,1.0,0.003,0.004,-0.002,0.999,0.019,0.026,-0.008,1.0,0.018,-0.012,0.0,1.0,0.002,0.006,-0.002
398,3.98,304,6.08,1.944,1.12,-0.095,0.028,0.144,-0.24,-0.09,0.029,-0.012,0.222,0.243,-0.021,2.155,-3.192,0.765,2.043,-1.234,0.204,1.943,2.315,-0.641,0.0,-0.002,1.006,0.002,-0.007,1.0,0.003,0.002,0.96,-0.011,0.01,0.967,-0.055,0.031,0.886,0.017,0.03,0.953,-0.019,-0.001,1.051,-0.02,0.106,0.099,0.157,-0.012,0.454,-0.202,-0.072,0.166,-0.215,-0.039,0.084,-0.491,-0.579,0.337,0.173,1.38,-0.736,0.035,-0.189,0.253,1.0,0.001,-0.002,-0.002,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.002,-0.002,1.0,0.003,0.004,-0.002,0.999,0.018,0.027,-0.008,1.0,0.018,-0.012,0.0,1.0,0.001,0.007,-0.002
399,3.99,304,6.08,1.953,1.106,-0.089,0.045,0.12,-0.237,-0.046,-0.015,-0.014,0.209,0.274,-0.018,2.168,-3.194,0.763,2.056,-1.212,0.196,1.961,2.318,-0.638,-0.002,-0.002,1.007,-0.002,-0.005,1.004,0.005,0.002,0.96,-0.008,0.004,0.969,-0.056,0.032,0.889,0.017,0.033,0.955,-0.017,0.0,1.055,0.063,0.043,0.25,0.64,-0.087,0.378,-0.182,-0.042,0.021,-0.099,-0.29,0.044,-0.412,-0.88,0.628,-0.165,1.154,-0.323,0.207,-0.226,0.433,1.0,0.0,-0.002,-0.001,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.002,-0.002,1.0,0.003,0.004,-0.002,0.999,0.018,0.027,-0.008,1.0,0.018,-0.012,-0.001,1.0,0.001,0.007,-0.002
