molab_frame,molab_time,video_frame,video_time,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
400,4.0,305,6.1,1.973,1.084,-0.087,0.005,0.107,-0.231,-0.039,-0.009,-0.014,0.256,0.255,-0.013,2.122,-3.205,0.759,2.013,-1.181,0.188,1.986,2.337,-0.634,0.002,-0.001,1.006,0.0,0.003,1.009,0.002,-0.001,0.956,-0.012,0.008,0.969,-0.061,0.031,0.885,0.02,0.033,0.954,-0.016,-0.005,1.051,0.139,-0.198,0.008,0.894,-0.058,0.544,-0.155,-0.164,0.077,-0.172,-0.443,0.136,-0.428,-0.949,0.931,-0.196,1.062,-0.21,0.19,-0.098,0.64,1.0,0.0,-0.002,-0.001,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.002,-0.002,1.0,0.003,0.005,-0.002,0.999,0.018,0.027,-0.008,1.0,0.017,-0.011,-0.001,1.0,0.001,0.007,-0.002
401,4.01,305,6.1,1.931,1.102,-0.09,0.031,0.098,-0.224,-0.024,-0.071,-0.013,0.236,0.238,-0.007,2.146,-3.218,0.758,2.002,-1.176,0.182,1.998,2.39,-0.631,-0.005,0.002,1.001,0.0,-0.006,1.006,0.004,0.0,0.964,-0.007,0.0,0.968,-0.061,0.033,0.886,0.021,0.03,0.953,-0.009,-0.001,1.049,0.062,-0.302,-0.067,0.657,-0.096,0.688,0.041,-0.318,0.047,-0.27,-0.474,0.047,-0.595,-1.256,0.914,-0.267,1.037,0.079,0.252,-0.233,0.656,1.0,0.0,-0.002,-0.001,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.002,-0.002,1.0,0.003,0.004,-0.002,0.999,0.018,0.027,-0.008,1.0,0.017,-0.011,-0.001,1.0,0.001,0.007,-0.002
402,4.02,306,6.12,1.927,1.086,-0.091,0.033,0.133,-0.215,-0.001,-0.136,-0.012,0.209,0.224,-0.005,2.154,-3.269,0.756,1.991,-1.097,0.173,2.009,2.443,-0.621,-0.003,-0.001,1.007,0.003,-0.001,1.009,0.011,0.003,0.959,-0.005,0.0,0.966,-0.059,0.036,0.887,0.017,0.032,0.958,-0.007,0.0,1.055,0.155,-0.395,0.164,0.607,-0.185,0.892,0.336,-0.308,0.192,-0.236,-0.462,0.255,-0.605,-1.552,1.325,-0.425,1.09,0.277,0.394,-0.391,0.406,1.0,0.0,-0.001,-0.001,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.002,-0.002,1.0,0.003,0.004,-0.002,0.999,0.018,0.027,-0.008,1.0,0.017,-0.011,-0.001,1.0,0.001,0.006,-0.002
403,4.03,306,6.12,1.938,1.053,-0.09,0.029,0.1,-0.204,0.003,-0.162,-0.017,0.179,0.175,-0.003,2.138,-3.251,0.755,1.968,-1.088,0.167,1.998,2.498,-0.613,0.001,-0.004,1.005,-0.005,-0.001,1.002,0.007,-0.005,0.954,-0.008,0.004,0.966,-0.059,0.031,0.888,0.016,0.031,0.946,-0.009,0.001,1.048,0.156,-0.353,0.552,0.438,-0.143,1.142,0.5,-0.389,0.07,0.053,-0.268,0.161,-0.742,-1.856,1.175,-0.572,1.089,0.498,0.465,-0.59,0.319,1.0,0.0,-0.001,-0.001,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.003,-0.002,1.0,0.002,0.004,-0.002,0.999,0.018,0.028,-0.008,1.0,0.017,-0.01,0.0,1.0,0.001,0.006,-0.002
404,4.04,307,6.14,1.917,1.016,-0.091,0.001,0.08,-0.193,-0.009,-0.132,-0.021,0.235,0.178,-0.002,2.114,-3.244,0.754,1.956,-1.075,0.161,2.025,2.497,-0.605,0.002,0.005,1.007,-0.004,0.006,0.997,0.004,0.001,0.96,-0.009,0.005,0.965,-0.054,0.034,0.886,0.018,0.034,0.95,-0.015,-0.001,1.054,0.216,-0.355,0.542,0.248,-0.282,1.052,0.761,-0.307,0.123,0.114,-0.405,0.266,-0.906,-1.776,1.111,-0.793,0.846,0.5,0.34,-0.695,0.374,1.0,0.0,-0.001,-0.001,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.002,-0.002,1.0,0.003,0.004,-0.002,0.999,0.018,0.028,-0.008,1.0,0.017,-0.01,0.0,1.0,0.001,0.006,-0.002
405,4.05,307,6.14,1.924,1.074,-0.091,-0.031,0.058,-0.184,-0.018,-0.196,-0.026,0.176,0.173,0.0,2.109,-3.206,0.752,1.93,-1.124,0.161,2.019,2.507,-0.602,0.0,0.0,1.009,-0.002,0.004,0.998,0.006,0.0,0.959,-0.004,-0.004,0.967,-0.049,0.039,0.887,0.021,0.033,0.951,-0.007,0.009,1.05,0.165,-0.327,0.606,0.668,-0.186,0.888,0.783,-0.477,0.143,0.418,-0.544,0.439,-0.771,-1.537,0.951,-0.534,0.504,0.688,0.386,-0.702,0.598,1.0,0.0,-0.001,-0.001,1.0,0.0,-0.001,-0.002,1.0,0.0,-0.003,-0.002,1.0,0.002,0.004,-0.002,0.999,0.019,0.028,-0.008,1.0,0.017,-0.01,0.0,1.0,0.001,0.006,-0.002
406,4.06,308,6.16,1.884,1.072,-0.091,-0.077,0.061,-0.178,0.004,-0.165,-0.034,0.15,0.176,0.002,2.09,-3.211,0.748,1.863,-1.15,0.162,2.023,2.545,-0.596,0.007,0.004,1.002,0.001,0.006,1.003,0.004,0.004,0.96,-0.006,0.004,0.967,-0.051,0.036,0.89,0.023,0.031,0.953,-0.009,0.003,1.052,0.151,-0.143,0.864,1.205,-0.221,0.678,0.846,-0.606,0.1,0.471,-0.554,0.467,-0.299,-1.42,1.174,-0.632,0.38,0.756,0.507,-0.7,0.606,1.0,0.0,-0.001,-0.001,1.0,0.001,-0.001,-0.002,1.0,0.0,-0.003,-0.002,1.0,0.002,0.004,-0.002,0.999,0.019,0.028,-0.008,1.0,0.017,-0.011,0.0,1.0,0.001,0.005,-0.002
407,4.07,308,6.16,1.893,1.06,-0.086,-0.116,0.041,-0.171,-0.014,-0.162,-0.043,0.145,0.134,0.002,2.065,-3.205,0.742,1.838,-1.192,0.162,2.003,2.582,-0.589,0.009,0.002,1.003,-0.005,0.011,1.005,0.008,-0.001,0.955,-0.013,0.011,0.972,-0.053,0.036,0.884,0.026,0.037,0.955,-0.008,0.009,1.057,0.178,-0.012,1.003,1.087,0.031,0.704,0.877,-0.479,0.027,0.176,-0.359,0.432,-0.737,-1.282,1.244,-0.79,0.323,0.532,0.279,-0.884,0.414,1.0,0.001,-0.002,-0.001,1.0,0.001,0.0,-0.001,1.0,0.0,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.019,0.028,-0.007,1.0,0.017,-0.011,0.0,1.0,0.001,0.005,-0.002
408,4.08,309,6.18,1.898,1.044,-0.081,-0.156,0.023,-0.163,0.004,-0.157,-0.054,0.139,0.158,0.005,2.054,-3.161,0.737,1.821,-1.225,0.159,1.995,2.555,-0.583,0.012,0.006,1.008,-0.001,0.006,1.002,0.008,0.004,0.96,-0.006,0.009,0.972,-0.048,0.038,0.888,0.024,0.038,0.952,-0.012,0.006,1.059,0.227,0.016,0.914,0.969,0.042,0.771,0.764,-0.424,-0.131,0.098,-0.228,0.223,-0.575,-1.549,1.192,-0.755,0.335,0.388,0.268,-0.736,0.537,1.0,0.001,-0.002,-0.001,1.0,0.001,0.0,-0.001,1.0,0.001,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.019,0.027,-0.007,1.0,0.017,-0.011,0.0,1.0,0.002,0.005,-0.002
409,4.09,309,6.18,1.909,1.04,-0.078,-0.2,0.026,-0.154,0.046,-0.109,-0.059,0.141,0.161,0.008,2.037,-3.148,0.733,1.779,-1.251,0.154,1.994,2.522,-0.576,0.015,-0.002,1.008,0.001,0.012,1.003,0.003,0.006,0.96,-0.01,0.009,0.97,-0.05,0.041,0.893,0.032,0.036,0.947,-0.016,0.009,1.056,0.033,0.066,0.448,0.972,-0.008,0.841,0.467,-0.317,-0.022,-0.019,-0.343,0.141,-0.729,-1.802,1.151,-0.797,0.371,0.175,0.271,-0.632,0.474,1.0,0.001,-0.002,-0.001,1.0,0.002,0.0,-0.001,1.0,0.001,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.019,0.027,-0.007,1.0,0.017,-0.011,0.0,1.0,0.002,0.005,-0.002
410,4.1,310,6.2,1.906,1.032,-0.077,-0.235,0.002,-0.148,0.067,-0.08,-0.059,0.123,0.131,0.009,2.029,-3.11,0.728,1.757,-1.298,0.148,1.985,2.514,-0.569,0.012,0.006,1.006,-0.005,0.01,1.004,0.006,0.003,0.96,-0.011,0.008,0.974,-0.049,0.039,0.888,0.031,0.04,0.951,-0.011,0.009,1.056,-0.036,-0.055,0.04,0.84,0.203,0.627,0.223,-0.253,0.034,-0.244,-0.335,0.177,-0.707,-1.773,1.073,-0.789,0.47,-0.072,0.284,-0.541,0.274,1.0,0.001,-0.002,-0.001,1.0,0.002,0.0,-0.001,1.0,0.001,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.02,0.027,-0.007,1.0,0.017,-0.011,0.0,1.0,0.002,0.005,-0.002
411,4.11,310,6.2,1.931,1.03,-0.075,-0.272,-0.002,-0.142,0.114,-0.077,-0.058,0.067,0.109,0.016,2.018,-3.077,0.723,1.723,-1.327,0.14,1.976,2.481,-0.567,0.01,-0.002,1.007,0.0,0.009,1.003,0.008,0.005,0.958,-0.011,0.005,0.968,-0.046,0.043,0.886,0.039,0.039,0.953,-0.012,0.008,1.054,-0.067,-0.02,-0.174,0.289,0.258,0.587,-0.05,-0.25,-0.029,-0.333,-0.415,0.054,-0.599,-1.644,0.96,-0.796,0.704,-0.31,0.193,-0.37,0.664,1.0,0.001,-0.003,-0.001,1.0,0.002,0.0,-0.001,1.0,0.002,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.02,0.027,-0.007,1.0,0.017,-0.012,0.0,1.0,0.002,0.005,-0.002
412,4.12,311,6.22,1.93,1.02,-0.073,-0.301,-0.018,-0.138,0.142,-0.035,-0.056,0.074,0.088,0.021,2.02,-3.048,0.717,1.698,-1.367,0.132,1.984,2.495,-0.561,0.014,0.002,1.007,-0.003,0.012,1.0,0.005,0.006,0.963,-0.008,0.013,0.972,-0.049,0.045,0.884,0.04,0.04,0.948,-0.009,0.007,1.056,-0.082,0.121,-0.305,-0.266,0.303,0.487,-0.087,-0.044,-0.095,-0.332,-0.337,-0.058,-0.26,-1.443,0.987,-0.845,0.9,-0.459,0.024,-0.229,0.42,1.0,0.001,-0.003,-0.001,1.0,0.003,0.0,-0.001,1.0,0.002,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.02,0.027,-0.007,1.0,0.017,-0.012,0.0,1.0,0.003,0.005,-0.002
413,4.13,311,6.22,1.927,1.01,-0.072,-0.314,0.009,-0.134,0.094,0.003,-0.051,0.082,0.08,0.022,2.034,-3.046,0.712,1.694,-1.361,0.123,2.002,2.503,-0.554,0.014,0.005,1.005,0.002,0.007,1.001,0.004,-0.004,0.958,-0.007,0.008,0.974,-0.045,0.042,0.885,0.037,0.04,0.952,-0.004,0.007,1.047,-0.173,0.104,-0.485,-0.276,0.333,0.297,-0.327,-0.114,-0.065,-0.503,-0.338,0.005,-0.388,-1.279,0.821,-0.641,0.988,-0.659,-0.012,-0.421,0.105,1.0,0.001,-0.003,-0.001,1.0,0.003,0.0,-0.001,1.0,0.001,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.02,0.027,-0.007,1.0,0.017,-0.012,0.0,1.0,0.003,0.005,-0.002
414,4.14,312,6.24,1.929,1.003,-0.071,-0.346,-0.007,-0.133,0.122,0.064,-0.048,0.078,0.074,0.022,2.032,-3.013,0.704,1.648,-1.4,0.116,2.065,2.499,-0.541,0.014,-0.002,1.012,-0.001,0.008,1.001,0.003,0.005,0.96,-0.007,0.001,0.97,-0.047,0.041,0.887,0.026,0.032,0.945,-0.01,0.005,1.05,-0.244,0.136,-0.555,0.082,0.129,0.187,-0.376,-0.005,-0.203,-0.385,-0.145,-0.025,-0.464,-1.219,0.917,-0.522,1.002,-0.681,-0.006,-0.402,0.021,1.0,0.001,-0.003,-0.001,1.0,0.003,0.0,-0.001,1.0,0.002,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.021,0.026,-0.007,1.0,0.017,-0.012,0.0,1.0,0.002,0.005,-0.002
415,4.15,312,6.24,1.934,0.998,-0.071,-0.375,-0.021,-0.132,0.148,0.11,-0.044,0.033,0.047,0.023,2.025,-3.007,0.694,1.624,-1.442,0.109,2.082,2.547,-0.53,0.018,0.002,1.006,-0.002,0.011,1.005,0.005,0.006,0.961,-0.006,0.0,0.969,-0.052,0.042,0.882,0.028,0.034,0.945,-0.009,0.005,1.047,-0.154,0.111,-0.764,-0.29,0.112,0.087,-0.563,0.263,-0.329,-0.529,-0.294,-0.064,-0.436,-1.23,1.063,-0.28,0.506,-0.69,-0.179,-0.604,-0.083,1.0,0.001,-0.004,-0.001,1.0,0.003,0.0,-0.001,1.0,0.002,-0.003,-0.002,1.0,0.003,0.004,-0.002,0.999,0.021,0.027,-0.007,1.0,0.017,-0.012,0.0,1.0,0.003,0.004,-0.002
