molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
490,4.9,320,6.4,0.123,-0.215,0.123,0.009,0.087,0.035,0.096,0.23,-0.124,-0.15,-0.095,-0.015,-0.332,0.042,0.082,0.147,0.031,0.152,-0.066,0.025,-0.107,0.003,-0.002,0.954,-0.001,-0.003,0.948,-0.006,0.0,1.001,-0.002,-0.003,0.966,0.001,0.003,1.024,0.002,-0.006,0.972,0.002,-0.002,0.89,0.366,-0.276,-0.07,-0.101,-0.815,0.218,-0.35,-0.386,-1.158,0.016,-0.029,-0.218,0.09,-0.22,-0.154,0.794,0.134,-0.175,-0.08,0.194,-0.094,1.0,-0.001,0.001,0.002,1.0,-0.001,0.0,0.002,1.0,-0.002,0.003,0.001,1.0,0.0,0.0,0.002,1.0,0.001,-0.001,0.002,1.0,-0.001,0.0,0.001,1.0,-0.002,0.0,0.002
491,4.91,320,6.4,0.105,-0.183,0.135,-0.019,0.082,0.038,0.051,0.269,-0.137,-0.143,-0.097,-0.017,-0.319,0.075,0.084,0.133,0.064,0.15,-0.045,-0.013,-0.11,-0.006,-0.001,0.95,0.001,-0.003,0.955,-0.005,-0.001,1.001,0.001,0.001,0.966,0.006,0.006,1.028,0.001,-0.002,0.966,0.001,0.002,0.89,0.455,-0.321,0.041,-0.044,-0.793,0.082,-0.359,-0.455,-1.208,0.329,-0.232,0.058,-0.04,-0.148,-0.139,0.916,0.028,-0.235,-0.021,0.372,0.036,1.0,-0.001,0.001,0.002,1.0,-0.001,0.0,0.002,1.0,-0.002,0.002,0.0,1.0,0.0,0.0,0.002,1.0,0.001,-0.001,0.002,1.0,-0.001,-0.001,0.001,1.0,-0.002,0.0,0.002
492,4.92,321,6.42,0.111,-0.174,0.146,0.031,0.037,0.044,0.048,0.281,-0.148,-0.082,-0.082,-0.018,-0.318,0.079,0.087,0.157,0.051,0.146,-0.045,-0.026,-0.116,-0.001,0.0,0.951,0.001,-0.001,0.955,-0.002,0.004,1.01,-0.001,0.007,0.966,0.001,0.001,1.032,-0.001,-0.008,0.961,-0.002,-0.005,0.889,0.175,-0.355,0.186,-0.095,-1.047,0.292,-0.246,-0.53,-0.903,0.16,0.023,-0.06,-0.03,-0.224,-0.177,0.853,0.17,-0.365,-0.014,0.089,0.164,1.0,-0.001,0.001,0.002,1.0,-0.001,0.0,0.002,1.0,-0.002,0.002,0.0,1.0,0.0,0.0,0.002,1.0,0.001,-0.001,0.002,1.0,-0.001,0.0,0.001,1.0,-0.002,0.0,0.002
493,4.93,321,6.42,0.167,-0.164,0.153,0.077,0.061,0.054,0.098,0.24,-0.158,-0.037,-0.066,-0.02,-0.335,0.055,0.088,0.178,0.065,0.14,-0.057,-0.044,-0.122,0.001,0.003,0.953,0.0,-0.002,0.96,0.0,-0.007,1.009,-0.004,0.01,0.966,-0.004,-0.001,1.045,0.006,-0.012,0.964,0.0,-0.012,0.902,0.235,-0.349,0.174,-0.213,-1.147,0.39,-0.244,-0.473,-0.537,-0.184,-0.204,0.163,0.006,-0.185,-0.052,0.85,0.425,-0.572,0.204,0.209,0.071,1.0,0.0,0.001,0.002,1.0,-0.001,0.0,0.002,1.0,-0.002,0.002,0.0,1.0,0.001,0.0,0.002,1.0,0.001,-0.001,0.002,1.0,-0.002,-0.001,0.001,1.0,-0.002,0.0,0.002
494,4.94,322,6.44,0.125,-0.149,0.157,0.074,0.08,0.065,0.056,0.194,-0.163,0.0,-0.061,-0.018,-0.342,0.041,0.087,0.204,0.075,0.133,-0.056,-0.065,-0.131,0.0,-0.002,0.954,-0.004,-0.007,0.96,0.0,-0.002,1.009,-0.002,0.004,0.965,-0.004,-0.003,1.049,0.01,-0.018,0.962,-0.005,-0.024,0.901,-0.003,-0.372,0.222,-0.095,-0.971,0.331,-0.12,-0.539,-0.172,-0.948,-0.081,0.112,0.378,-0.097,0.258,0.299,0.731,-0.745,0.688,0.129,0.101,1.0,-0.001,0.0,0.002,1.0,-0.001,0.0,0.002,1.0,-0.002,0.002,0.0,1.0,0.001,0.0,0.002,1.0,0.001,0.0,0.002,1.0,-0.002,-0.001,0.001,1.0,-0.002,0.0,0.002
495,4.95,322,6.44,0.139,-0.121,0.16,0.063,0.08,0.072,0.055,0.198,-0.164,0.026,-0.045,-0.013,-0.353,0.021,0.083,0.229,0.08,0.127,-0.056,-0.079,-0.138,-0.002,-0.002,0.948,0.0,-0.011,0.959,-0.004,-0.01,1.011,-0.004,0.009,0.967,-0.007,-0.004,1.05,0.011,-0.022,0.963,-0.006,-0.026,0.91,-0.231,-0.314,0.361,-0.045,-0.64,0.161,-0.01,-0.372,0.096,-1.766,-0.298,0.032,0.62,0.063,0.582,0.604,1.105,-0.539,0.968,0.063,0.233,1.0,-0.001,0.001,0.002,1.0,-0.001,0.0,0.002,1.0,-0.002,0.002,0.0,1.0,0.001,0.0,0.002,1.0,0.001,0.0,0.002,1.0,-0.002,-0.001,0.001,1.0,-0.002,0.0,0.002
496,4.96,323,6.46,0.11,-0.127,0.151,0.033,0.097,0.069,0.018,0.226,-0.151,0.021,-0.038,0.003,-0.372,0.008,0.073,0.23,0.095,0.13,-0.075,-0.116,-0.14,-0.004,-0.003,0.955,-0.003,-0.014,0.956,-0.008,-0.003,1.004,-0.011,0.008,0.969,-0.019,-0.005,1.043,0.013,-0.012,0.964,-0.01,-0.017,0.906,-0.481,-0.292,0.371,0.129,-0.459,-0.092,0.057,-0.325,1.204,-2.458,-0.046,-0.127,0.872,0.278,1.479,1.828,1.376,0.227,0.642,0.197,0.401,1.0,-0.001,0.001,0.002,1.0,-0.002,0.0,0.002,1.0,-0.002,0.002,0.0,1.0,0.001,0.0,0.002,1.0,0.001,0.0,0.002,1.0,-0.002,-0.001,0.001,1.0,-0.003,0.0,0.002
497,4.97,323,6.46,0.088,-0.129,0.131,-0.024,0.116,0.058,-0.033,0.26,-0.127,0.014,-0.02,0.031,-0.371,0.011,0.052,0.21,0.114,0.14,-0.095,-0.176,-0.136,-0.004,-0.002,0.949,-0.001,-0.012,0.966,-0.005,-0.004,1.003,-0.007,0.007,0.964,-0.02,-0.004,1.029,0.013,-0.007,0.962,-0.01,-0.005,0.894,-0.628,-0.379,0.22,-0.293,-0.642,-0.026,0.251,0.033,2.304,-3.053,-0.655,-0.114,0.762,0.401,2.658,2.81,1.397,1.067,-0.035,0.534,0.567,1.0,-0.001,0.001,0.002,1.0,-0.002,0.0,0.002,1.0,-0.002,0.002,0.001,1.0,0.001,0.001,0.002,1.0,0.001,0.0,0.002,1.0,-0.002,-0.001,0.001,1.0,-0.003,0.001,0.002
498,4.98,324,6.48,0.044,-0.089,0.099,-0.051,0.063,0.045,-0.053,0.279,-0.096,-0.007,0.023,0.063,-0.373,0.012,0.033,0.198,0.108,0.153,-0.089,-0.202,-0.134,-0.004,-0.005,0.949,0.007,-0.005,0.952,0.008,-0.003,0.997,-0.001,0.003,0.963,-0.017,0.009,1.025,0.005,-0.018,0.972,-0.015,0.012,0.893,-0.63,-0.146,0.013,-0.887,-1.33,0.075,0.289,0.604,3.21,-3.453,-1.071,-0.154,0.632,0.085,3.061,4.641,1.393,1.325,-0.768,1.068,1.176,1.0,-0.001,0.001,0.002,1.0,-0.002,0.0,0.002,1.0,-0.002,0.002,0.001,1.0,0.001,0.001,0.002,1.0,0.001,0.001,0.002,1.0,-0.002,-0.001,0.001,1.0,-0.003,0.001,0.003
499,4.99,324,6.48,0.07,-0.04,0.064,-0.11,0.002,0.034,-0.055,0.316,-0.064,-0.039,0.097,0.093,-0.368,0.023,0.024,0.154,0.105,0.165,-0.122,-0.237,-0.141,-0.006,-0.001,0.95,0.02,-0.002,0.955,0.012,-0.012,0.991,0.005,0.003,0.964,-0.01,0.002,1.028,0.011,-0.029,0.958,-0.025,0.013,0.897,-0.306,-0.227,-0.28,-1.966,-2.334,0.029,0.293,0.975,3.214,-3.773,-1.527,-0.394,0.49,-0.805,2.667,7.628,1.494,1.143,-1.004,1.029,1.769,1.0,-0.001,0.002,0.002,1.0,-0.002,-0.001,0.002,1.0,-0.002,0.002,0.001,1.0,0.0,0.0,0.002,1.0,0.001,0.001,0.002,1.0,-0.001,-0.001,0.001,1.0,-0.002,0.001,0.003
