molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z
500,5.0,325,6.5,0.063,-0.054,0.021,-0.231,-0.07,0.025,-0.078,0.375,-0.028,-0.094,0.03,0.128,-0.353,0.106,0.013,0.075,0.099,0.173,-0.193,-0.262,-0.158,-0.002,-0.004,0.96,0.037,-0.011,0.96,0.015,-0.021,0.989,-0.014,-0.013,0.966,0.003,0.001,1.045,0.019,-0.049,0.941,-0.014,0.004,0.908,0.201,-0.145,-0.822,-3.659,-3.253,-0.098,0.413,1.763,3.508,-3.768,-1.001,0.133,-0.582,-1.774,3.545,11.038,1.77,0.773,-1.042,0.193,2.477,1.0,-0.001,0.001,0.002,1.0,-0.003,-0.001,0.002,1.0,-0.002,0.002,0.001,1.0,0.0,0.0,0.002,1.0,0.001,0.001,0.003,1.0,-0.001,-0.001,0.002,1.0,-0.002,0.001,0.003
501,5.01,325,6.5,0.092,-0.101,-0.038,-0.381,-0.159,0.011,-0.118,0.457,0.022,-0.127,0.008,0.147,-0.381,0.207,0.022,-0.011,0.079,0.181,-0.325,-0.262,-0.181,0.007,-0.01,0.97,0.054,-0.015,0.978,0.007,-0.022,1.05,0.024,-0.008,0.973,0.016,-0.006,1.04,0.014,-0.066,0.919,-0.015,-0.018,0.924,2.541,-0.598,-1.514,-5.738,-3.595,-0.594,0.64,3.074,4.39,-4.002,-2.681,0.243,-0.401,-5.019,2.22,12.011,2.591,0.802,-2.096,-0.419,3.089,1.0,-0.001,0.001,0.002,1.0,-0.003,-0.002,0.002,1.0,-0.002,0.002,0.002,1.0,-0.001,0.0,0.002,1.0,0.001,0.0,0.003,1.0,0.0,-0.001,0.002,1.0,-0.003,0.002,0.003
502,5.02,326,6.52,0.173,-0.15,-0.137,-0.61,-0.245,-0.021,-0.201,0.581,0.108,-0.148,-0.087,0.101,-0.447,0.302,0.078,-0.14,0.042,0.201,-0.523,-0.225,-0.182,-0.002,-0.003,0.979,0.051,-0.036,0.976,-0.019,-0.048,1.028,-0.008,0.016,0.983,0.021,0.014,1.002,0.004,-0.063,0.883,-0.001,-0.043,0.938,4.755,-0.345,-2.491,-8.1,-2.052,-1.176,1.565,6.331,7.415,-5.354,-1.489,1.078,-2.027,-6.484,-3.52,16.344,3.84,1.943,-3.413,0.164,2.12,1.0,-0.001,0.001,0.001,1.0,-0.004,-0.003,0.002,1.0,-0.002,0.003,0.003,1.0,-0.001,0.0,0.002,1.0,0.001,-0.001,0.003,1.0,0.001,0.0,0.002,1.0,-0.003,0.002,0.003
503,5.03,326,6.52,0.242,-0.25,-0.31,-0.909,-0.256,-0.061,-0.338,0.626,0.272,-0.2,-0.176,-0.023,-0.527,0.376,0.174,-0.307,0.005,0.222,-0.774,-0.211,-0.163,0.008,0.007,0.972,0.038,-0.074,0.989,0.007,-0.069,0.99,-0.029,0.009,0.961,-0.01,0.001,1.069,0.012,-0.054,0.866,0.013,-0.069,0.926,5.287,-0.459,-2.697,-10.061,4.011,-1.672,3.948,7.491,14.709,-6.612,0.564,3.002,-0.319,-8.585,-9.346,20.124,4.282,2.152,-4.98,3.108,0.261,1.0,0.0,0.001,0.001,1.0,-0.005,-0.002,0.001,1.0,-0.002,0.003,0.004,1.0,-0.001,0.0,0.002,1.0,0.001,-0.001,0.002,1.0,0.003,0.0,0.002,1.0,-0.004,0.002,0.003
504,5.04,327,6.54,0.257,-0.337,-0.521,-1.271,-0.222,-0.077,-0.519,0.59,0.446,-0.234,-0.241,-0.127,-0.619,0.5,0.254,-0.517,-0.049,0.232,-1.095,-0.211,-0.163,0.036,0.013,0.951,0.057,-0.132,0.988,0.044,-0.06,1.034,-0.011,0.011,0.968,-0.015,-0.029,1.054,-0.003,-0.055,0.847,0.006,-0.095,0.916,3.434,-0.222,-4.326,-12.048,10.13,-0.585,5.487,7.531,16.815,-7.945,-2.622,3.269,1.052,-8.745,-7.115,24.44,5.172,0.929,-7.733,5.772,1.002,1.0,0.0,0.001,0.001,1.0,-0.007,-0.002,0.001,1.0,-0.002,0.004,0.005,1.0,-0.002,0.0,0.002,1.0,0.0,-0.002,0.001,1.0,0.005,0.0,0.002,1.0,-0.005,0.002,0.003
505,5.05,327,6.54,0.249,-0.373,-0.697,-1.684,-0.169,-0.097,-0.711,0.546,0.569,-0.302,-0.277,-0.173,-0.724,0.626,0.285,-0.763,-0.108,0.242,-1.464,-0.233,-0.164,0.001,0.028,0.968,0.055,-0.113,1.022,0.036,-0.085,1.031,-0.037,0.0,0.975,-0.018,-0.063,1.076,-0.015,-0.084,0.829,-0.01,-0.099,0.908,-1.586,3.499,-6.053,-13.624,12.627,-0.652,5.647,8.275,11.598,-8.926,-4.383,2.579,1.502,-5.774,-1.977,28.039,5.235,1.067,-8.792,7.764,1.25,1.0,0.0,0.001,0.0,1.0,-0.008,-0.001,0.001,1.0,-0.002,0.004,0.006,1.0,-0.002,0.0,0.003,1.0,0.0,-0.002,0.001,1.0,0.007,0.001,0.002,1.0,-0.006,0.003,0.004
506,5.06,328,6.56,0.18,-0.385,-0.796,-2.169,-0.212,-0.129,-0.938,0.599,0.625,-0.397,-0.291,-0.193,-0.797,0.739,0.277,-1.055,-0.169,0.269,-1.832,-0.26,-0.134,-0.064,-0.023,0.954,0.081,-0.116,0.971,0.013,-0.087,1.06,-0.063,-0.004,0.963,0.001,-0.062,1.101,-0.039,-0.067,0.847,-0.003,-0.113,0.906,-2.316,2.145,-4.438,-16.607,3.613,-0.157,6.756,7.542,5.509,-9.704,-4.822,2.467,3.215,-3.03,0.556,32.323,4.493,2.775,-4.143,8.646,-0.102,1.0,0.0,0.001,0.0,1.0,-0.01,0.0,0.001,1.0,-0.002,0.005,0.007,1.0,-0.003,0.0,0.003,1.0,0.0,-0.003,0.001,1.0,0.009,0.001,0.002,1.0,-0.007,0.004,0.004
507,5.07,328,6.56,0.086,-0.504,-0.941,-2.674,-0.376,-0.144,-1.202,0.804,0.657,-0.518,-0.236,-0.191,-0.852,0.861,0.246,-1.352,-0.208,0.313,-2.163,-0.328,-0.067,0.049,0.028,0.974,0.101,-0.093,0.983,-0.016,-0.086,1.071,-0.043,0.027,0.963,0.027,-0.051,1.129,-0.047,-0.106,0.867,-0.024,-0.145,0.915,-5.166,-1.212,-7.752,-18.698,-10.07,3.287,9.133,7.462,6.736,-12.192,-9.977,0.647,5.235,-0.416,0.907,32.894,2.587,4.57,-0.025,10.003,-2.005,1.0,0.0,0.001,-0.001,1.0,-0.012,-0.002,0.002,1.0,-0.001,0.005,0.007,1.0,-0.004,-0.001,0.003,1.0,0.0,-0.003,0.001,1.0,0.012,0.002,0.003,1.0,-0.007,0.005,0.003
508,5.08,329,6.58,-0.108,-0.525,-1.048,-3.087,-0.471,-0.17,-1.406,0.971,0.667,-0.69,-0.112,-0.185,-0.934,0.983,0.193,-1.636,-0.204,0.382,-2.463,-0.439,0.056,-0.004,-0.01,0.947,0.047,-0.118,0.924,-0.006,-0.09,1.072,0.007,0.024,0.983,0.053,-0.018,1.164,-0.02,-0.104,0.901,-0.026,-0.174,0.942,-8.431,3.201,-4.818,-9.661,-9.119,4.499,11.078,6.375,5.879,-14.179,-13.742,-0.935,7.725,1.164,-0.334,31.83,-1.021,7.038,1.803,9.849,-5.337,1.0,-0.001,0.001,-0.001,1.0,-0.013,-0.002,0.002,1.0,0.0,0.006,0.008,1.0,-0.005,-0.002,0.003,1.0,0.001,-0.003,0.001,1.0,0.014,0.002,0.003,1.0,-0.007,0.005,0.003
509,5.09,329,6.58,-0.331,-0.577,-1.201,-3.358,-0.494,-0.218,-1.539,1.097,0.717,-0.949,0.044,-0.195,-1.04,1.043,0.152,-1.886,-0.148,0.473,-2.709,-0.553,0.22,0.066,0.05,0.972,0.0,-0.173,0.955,0.021,-0.082,1.104,0.037,0.02,1.013,0.048,-0.024,1.198,0.017,-0.07,0.959,0.002,-0.202,0.97,-13.155,1.11,-5.678,1.303,-8.765,4.078,14.291,5.197,9.513,-17.626,-14.117,-2.642,12.582,1.818,-3.66,28.266,-5.142,9.176,3.645,5.305,-7.435,1.0,-0.002,0.001,-0.002,1.0,-0.013,-0.003,0.002,1.0,0.001,0.006,0.009,1.0,-0.006,-0.004,0.003,1.0,0.002,-0.003,0.001,1.0,0.016,0.001,0.004,1.0,-0.007,0.006,0.002
510,5.1,330,6.6,-0.606,-0.611,-1.282,-3.523,-0.339,-0.326,-1.643,1.057,0.761,-1.266,0.174,-0.23,-1.151,1.023,0.151,-2.068,-0.056,0.581,-2.864,-0.63,0.405,0.044,0.012,0.986,0.101,-0.193,1.037,0.019,-0.053,1.081,0.026,0.025,1.012,0.033,-0.021,1.203,0.028,-0.013,1.02,0.028,-0.209,0.999,-16.361,0.94,-4.004,4.784,7.256,-0.584,15.162,3.239,3.906,-21.29,-11.455,-4.686,15.905,2.158,-8.312,21.032,-7.478,10.74,5.919,-1.43,-8.156,1.0,-0.004,0.001,-0.002,1.0,-0.013,-0.003,0.002,1.0,0.002,0.006,0.009,1.0,-0.008,-0.005,0.002,1.0,0.003,-0.003,0.0,1.0,0.018,0.0,0.005,1.0,-0.007,0.006,0.002
511,5.11,330,6.6,-0.913,-0.641,-1.299,-3.615,0.048,-0.464,-1.769,0.769,0.783,-1.644,0.318,-0.285,-1.258,0.953,0.198,-2.16,0.034,0.702,-2.898,-0.695,0.596,0.067,-0.005,0.957,0.011,-0.147,1.046,0.001,-0.046,1.069,0.011,0.018,0.997,-0.006,-0.024,1.216,0.017,-0.053,1.055,-0.036,-0.172,1.004,-18.35,-0.09,-2.283,3.094,29.06,-2.334,15.575,0.866,-0.741,-25.222,-10.068,-6.677,19.295,2.438,-12.342,12.448,-8.363,12.078,8.945,-3.614,-7.328,1.0,-0.005,0.001,-0.002,1.0,-0.013,0.0,0.002,1.0,0.003,0.006,0.009,1.0,-0.01,-0.006,0.002,1.0,0.004,-0.003,-0.001,1.0,0.019,0.0,0.006,1.0,-0.007,0.005,0.001
512,5.12,331,6.62,-1.272,-0.639,-1.266,-3.604,0.477,-0.587,-1.859,0.467,0.767,-2.145,0.476,-0.337,-1.375,0.849,0.277,-2.198,0.137,0.831,-2.845,-0.755,0.781,-0.021,-0.036,0.919,-0.148,-0.099,0.993,-0.023,-0.002,1.088,-0.015,0.007,0.995,-0.049,-0.024,1.173,0.027,0.021,1.098,-0.118,-0.093,0.933,-19.757,-0.987,1.133,5.959,28.72,-0.032,15.776,-1.225,-2.328,-32.159,-11.951,-8.476,22.36,2.633,-14.059,5.865,-7.657,12.816,10.995,-7.564,-6.032,1.0,-0.007,0.001,-0.002,1.0,-0.012,0.003,0.002,1.0,0.004,0.007,0.009,1.0,-0.012,-0.006,0.001,1.0,0.006,-0.002,-0.002,1.0,0.019,-0.001,0.007,1.0,-0.006,0.005,0.0
513,5.13,331,6.62,-1.666,-0.608,-1.201,-3.496,0.861,-0.723,-1.922,0.194,0.78,-2.702,0.649,-0.356,-1.432,0.683,0.319,-2.204,0.238,0.954,-2.685,-0.766,0.98,-0.036,-0.01,0.983,-0.113,-0.049,0.989,-0.048,0.015,1.103,-0.008,-0.015,1.003,-0.056,0.002,1.138,0.022,0.051,1.115,-0.107,-0.051,0.905,-22.788,-0.652,5.449,11.554,24.378,-1.874,16.556,-3.21,-1.276,-35.352,-12.501,-9.603,22.67,3.845,-12.037,-0.972,-6.974,12.217,17.786,-12.539,-7.844,1.0,-0.009,0.001,-0.002,1.0,-0.011,0.005,0.002,1.0,0.005,0.007,0.009,1.0,-0.015,-0.007,0.0,1.0,0.008,-0.002,-0.003,1.0,0.019,-0.002,0.008,1.0,-0.004,0.004,0.0
514,5.14,332,6.64,-2.148,-0.657,-1.172,-3.272,1.243,-0.854,-1.96,-0.116,0.861,-3.345,0.877,-0.303,-1.446,0.493,0.31,-2.151,0.317,1.061,-2.397,-0.742,1.176,-0.002,-0.024,0.982,-0.067,0.005,0.972,-0.063,0.037,1.103,0.037,-0.048,0.969,-0.07,0.047,1.103,0.015,0.061,1.112,-0.058,0.001,0.931,-24.457,-6.722,7.593,14.842,26.825,-2.709,18.523,-4.516,4.473,-37.683,-10.82,-12.347,23.326,5.423,-8.037,-8.548,-6.253,10.67,22.729,-13.65,-9.003,1.0,-0.012,0.001,-0.001,1.0,-0.01,0.008,0.002,1.0,0.007,0.007,0.009,1.0,-0.019,-0.008,-0.001,1.0,0.01,-0.001,-0.004,1.0,0.019,-0.003,0.009,1.0,-0.002,0.003,-0.001
515,5.15,332,6.64,-2.626,-0.718,-1.173,-2.958,1.536,-0.947,-2.002,-0.392,0.966,-4.024,1.084,-0.181,-1.433,0.264,0.265,-2.032,0.368,1.163,-1.992,-0.666,1.358,0.015,-0.013,0.975,-0.108,0.016,0.977,-0.045,0.064,1.086,0.103,-0.027,0.934,-0.07,0.044,1.094,0.004,0.08,1.122,-0.011,0.02,0.926,-26.172,-7.854,10.927,17.727,21.007,1.086,20.15,-5.562,10.741,-40.921,-6.346,-13.803,26.403,7.291,-3.108,-15.325,-5.114,10.255,25.354,-12.847,-7.819,1.0,-0.014,0.0,0.0,1.0,-0.008,0.01,0.002,1.0,0.009,0.006,0.01,1.0,-0.022,-0.009,-0.002,1.0,0.013,0.0,-0.004,1.0,0.018,-0.003,0.01,1.0,0.0,0.002,-0.002
