molab_frame,molab_time,video_frame,video_time,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
502,5.02,357,7.14,0.117,-0.336,0.026,0.095,0.005,0.067,0.002,-0.172,0.046,0.059,0.302,0.017,0.017,-0.032,-0.066,0.177,0.077,-0.008,0.057,0.105,-0.021,-0.003,-0.006,1.043,0.002,0.0,1.033,0.001,-0.002,1.007,0.005,0.001,0.895,0.004,-0.001,0.948,0.004,-0.006,0.959,-0.002,-0.002,0.95,0.032,0.045,-0.313,0.877,0.02,-0.082,0.013,0.009,-0.093,0.043,0.134,-0.014,-0.194,0.032,-0.153,-0.139,-0.125,-0.089,-0.011,-0.187,-0.074,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,0.0,-0.003,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
503,5.03,357,7.14,0.055,-0.328,0.029,0.06,-0.003,0.067,0.027,-0.165,0.048,-0.005,0.292,0.016,0.066,-0.024,-0.067,0.176,0.074,-0.01,0.025,0.064,-0.023,-0.003,0.006,1.035,-0.001,0.003,1.017,0.005,-0.004,1.002,0.002,-0.006,0.893,0.004,0.003,0.949,0.0,0.004,0.96,0.002,0.0,0.948,-0.026,0.013,-0.232,0.146,-0.005,0.0,-0.043,0.028,-0.031,0.069,0.041,0.101,-0.133,0.035,-0.159,-0.072,0.076,-0.003,0.055,0.059,-0.172,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,-0.001,0.001,1.0,-0.001,-0.003,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
504,5.04,358,7.16,0.027,-0.286,0.031,0.074,0.028,0.067,0.062,-0.179,0.05,0.016,0.227,0.015,0.041,0.023,-0.069,0.151,0.033,-0.009,0.067,0.076,-0.025,0.0,-0.001,1.034,0.003,-0.002,1.017,0.005,-0.002,1.002,0.001,0.0,0.89,0.0,-0.004,0.944,-0.005,0.003,0.961,0.001,0.002,0.952,0.164,0.107,-0.013,0.023,0.077,0.025,-0.166,0.087,-0.041,-0.01,0.02,0.167,-0.078,0.085,-0.203,-0.18,0.054,-0.084,0.075,0.239,-0.238,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,-0.001,0.001,1.0,-0.001,-0.002,0.0,1.0,0.0,-0.001,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0
505,5.05,358,7.16,-0.039,-0.295,0.031,0.103,0.042,0.069,0.028,-0.124,0.053,0.015,0.224,0.016,-0.016,-0.004,-0.071,0.103,0.001,-0.007,0.086,0.06,-0.029,0.0,0.002,1.041,0.004,-0.008,1.018,-0.001,0.002,1.006,0.005,-0.005,0.89,0.002,-0.002,0.947,-0.002,0.0,0.961,0.002,-0.001,0.952,0.109,0.236,0.133,0.145,0.082,0.161,-0.214,0.202,0.118,0.208,0.055,0.047,0.049,0.167,-0.119,-0.223,-0.125,-0.024,-0.102,0.211,-0.2,1.0,0.0,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,-0.001,-0.002,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
506,5.06,359,7.18,-0.072,-0.24,0.029,0.11,0.009,0.072,0.036,-0.086,0.056,0.011,0.226,0.019,-0.042,0.006,-0.076,0.086,-0.055,-0.005,0.123,0.016,-0.033,0.003,0.002,1.045,-0.004,-0.003,1.019,0.001,0.0,1.004,0.001,-0.003,0.894,-0.002,-0.002,0.948,-0.005,0.002,0.962,0.001,0.002,0.951,0.052,0.228,0.271,0.145,0.032,0.326,-0.32,0.452,0.303,0.394,0.005,0.03,0.158,0.268,-0.207,-0.422,-0.109,0.006,-0.13,0.185,-0.055,1.0,0.0,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,-0.001,-0.002,0.0,1.0,-0.001,-0.001,0.0,1.0,0.001,0.001,0.0,1.0,0.0,0.0,0.0
507,5.07,359,7.18,-0.128,-0.222,0.026,0.077,0.022,0.073,0.04,-0.091,0.062,-0.044,0.191,0.022,0.002,0.029,-0.083,0.076,-0.064,-0.003,0.059,0.046,-0.035,0.0,0.002,1.042,0.002,0.002,1.017,0.0,-0.007,1.009,0.002,-0.004,0.894,0.0,-0.001,0.954,-0.002,0.004,0.964,-0.002,-0.003,0.948,-0.013,0.18,0.161,0.206,0.135,0.132,-0.245,0.391,0.509,0.502,0.031,-0.169,0.17,0.049,-0.188,-0.737,-0.199,-0.056,-0.159,-0.015,-0.046,1.0,0.0,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,-0.001,0.001,1.0,-0.001,-0.002,0.0,1.0,0.0,0.0,0.0,1.0,0.001,0.001,0.0,1.0,0.0,0.0,0.0
508,5.08,360,7.2,-0.125,-0.26,0.026,0.046,0.013,0.074,0.023,-0.059,0.068,-0.046,0.225,0.024,-0.01,0.01,-0.091,0.035,-0.082,-0.003,-0.007,0.038,-0.035,-0.001,0.002,1.037,0.0,0.001,1.023,-0.005,-0.005,1.015,0.004,-0.001,0.893,0.0,-0.002,0.952,-0.003,0.001,0.958,-0.001,-0.009,0.953,-0.516,0.048,-0.296,-0.22,0.077,0.024,-0.059,0.466,0.536,0.51,0.005,-0.224,-0.012,-0.083,-0.228,-1.01,-0.235,-0.235,-0.087,-0.063,-0.041,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001,1.0,-0.001,0.0,0.001,1.0,-0.001,-0.002,0.0,1.0,-0.001,0.0,0.0,1.0,0.001,0.001,0.0,1.0,0.0,0.0,0.0
509,5.09,360,7.2,-0.141,-0.262,0.035,0.065,0.043,0.074,-0.015,-0.023,0.073,-0.035,0.227,0.028,-0.051,-0.034,-0.098,-0.01,-0.129,-0.014,-0.021,0.072,-0.036,0.003,0.004,1.03,0.001,-0.001,1.013,0.0,-0.001,1.013,0.007,-0.003,0.897,0.001,-0.005,0.948,-0.005,-0.003,0.963,-0.001,-0.01,0.958,-1.648,-0.624,-1.231,-0.342,-0.006,-0.001,-0.068,0.487,0.401,0.408,-0.029,-0.359,-0.205,0.003,-0.286,-1.096,-0.592,-0.116,0.178,0.175,-0.101,1.0,0.0,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,0.0,0.001,1.0,-0.001,-0.002,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.0,0.0
510,5.1,361,7.22,-0.135,-0.246,0.06,0.042,0.057,0.072,-0.024,-0.055,0.078,-0.071,0.245,0.028,-0.006,-0.029,-0.107,-0.035,-0.17,-0.041,-0.074,0.096,-0.034,0.004,0.003,1.031,0.003,0.004,1.015,0.001,-0.002,1.014,0.008,-0.003,0.89,0.004,0.004,0.953,-0.002,-0.002,0.959,-0.003,-0.012,0.95,-3.468,-1.7,-2.633,-0.83,-0.064,-0.109,0.01,0.561,0.628,0.354,-0.143,-0.179,-0.508,-0.011,-0.257,-0.982,-0.842,0.03,0.404,0.226,0.106,1.0,0.0,0.0,0.0,1.0,0.0,-0.001,0.001,1.0,-0.001,0.0,0.001,1.0,-0.001,-0.003,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.0,0.0
511,5.11,361,7.22,-0.066,-0.234,0.096,0.027,0.042,0.069,-0.013,-0.111,0.084,-0.084,0.297,0.028,0.028,-0.032,-0.119,-0.01,-0.201,-0.086,-0.095,0.113,-0.028,0.011,-0.009,1.033,-0.002,0.005,1.017,0.004,-0.004,1.016,0.013,-0.002,0.884,0.004,0.002,0.949,-0.002,-0.001,0.968,-0.007,-0.005,0.957,-4.369,-2.293,-4.007,-1.561,-0.097,-0.299,-0.033,0.636,0.864,0.354,-0.329,-0.296,-0.82,-0.139,-0.37,-0.695,-1.102,0.456,0.823,0.172,0.253,1.0,0.0,-0.001,0.0,1.0,0.0,0.0,0.001,1.0,-0.001,0.0,0.001,1.0,-0.001,-0.003,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.001,0.0,1.0,-0.001,0.001,0.0
512,5.12,362,7.24,-0.037,-0.201,0.147,0.073,0.022,0.065,-0.008,-0.158,0.094,-0.057,0.347,0.026,0.064,0.01,-0.136,0.0,-0.261,-0.146,-0.063,0.118,-0.023,0.009,0.003,1.013,-0.003,-0.004,1.012,0.002,-0.003,1.013,0.014,-0.009,0.883,0.001,-0.001,0.952,-0.004,-0.007,0.957,-0.005,-0.006,0.955,-6.183,-3.104,-5.257,-1.988,-0.238,-0.432,-0.129,0.807,1.202,0.342,-0.198,-0.155,-1.161,0.217,-0.558,-0.525,-1.47,0.789,1.122,0.142,0.15,1.0,-0.001,-0.001,-0.001,1.0,-0.001,0.0,0.001,1.0,-0.001,-0.001,0.001,1.0,-0.001,-0.003,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,0.001,0.0,1.0,-0.001,0.001,0.0
513,5.13,362,7.24,0.064,-0.171,0.217,0.126,0.006,0.061,0.009,-0.129,0.104,-0.011,0.391,0.026,0.083,0.032,-0.152,0.095,-0.271,-0.229,-0.028,0.087,-0.016,0.01,-0.013,1.032,-0.002,-0.006,1.021,0.0,-0.007,1.018,0.016,-0.005,0.882,-0.005,-0.001,0.949,0.003,-0.004,0.962,0.001,-0.007,0.954,-7.846,-4.075,-7.505,-2.293,-0.102,-0.437,-0.012,0.787,1.135,0.243,0.438,-0.463,-1.453,0.108,-0.454,0.129,-1.76,0.826,1.418,-0.027,0.228,1.0,-0.002,-0.002,-0.002,1.0,-0.001,0.0,0.001,1.0,-0.001,0.0,0.001,1.0,-0.001,-0.003,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,0.001,0.0
514,5.14,363,7.26,0.152,-0.146,0.288,0.126,-0.017,0.056,0.028,-0.127,0.112,-0.027,0.438,0.031,0.131,0.005,-0.17,0.193,-0.266,-0.322,-0.043,0.073,-0.009,0.009,-0.017,1.04,-0.003,0.001,1.018,0.0,-0.01,1.016,0.012,-0.005,0.891,0.001,0.0,0.955,0.004,-0.004,0.965,-0.002,-0.006,0.949,-7.129,-3.887,-8.008,-2.72,0.141,-0.499,-0.137,0.712,1.105,-0.009,0.635,-0.93,-1.709,0.03,-0.611,0.563,-2.301,1.269,1.679,-0.103,0.212,1.0,-0.003,-0.002,-0.002,1.0,-0.001,0.0,0.0,1.0,-0.002,0.0,0.001,1.0,-0.001,-0.004,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,-0.001,0.001,0.0
515,5.15,363,7.26,0.215,-0.094,0.356,0.124,-0.011,0.052,0.047,-0.129,0.124,-0.054,0.449,0.038,0.166,-0.033,-0.19,0.288,-0.345,-0.414,-0.057,0.095,-0.002,0.008,-0.006,1.035,0.001,0.001,1.022,-0.001,-0.013,1.027,0.014,-0.009,0.9,0.007,0.005,0.952,0.0,-0.002,0.969,-0.005,-0.01,0.957,-7.677,-3.635,-8.03,-3.147,0.253,-0.421,0.25,0.743,1.386,-0.234,0.925,-1.164,-2.088,0.07,-0.699,0.695,-2.517,1.152,1.937,0.288,0.23,1.0,-0.003,-0.003,-0.003,1.0,-0.001,0.0,0.0,1.0,-0.002,0.0,0.002,1.0,-0.002,-0.004,0.0,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,-0.002,0.001,0.0
516,5.16,364,7.28,0.309,-0.062,0.425,0.2,0.005,0.046,0.061,-0.126,0.125,0.004,0.451,0.051,0.148,-0.097,-0.204,0.387,-0.337,-0.519,0.021,0.138,0.01,0.01,-0.015,1.061,0.006,-0.011,1.028,-0.011,-0.011,1.032,0.023,-0.01,0.907,0.011,-0.001,0.946,0.003,-0.005,0.974,-0.017,-0.021,0.961,-8.127,-3.615,-8.753,-4.732,0.384,-0.563,0.685,0.031,0.748,-0.293,1.249,-1.864,-2.876,0.034,-0.623,0.97,-3.329,1.789,2.832,0.44,0.686,1.0,-0.004,-0.003,-0.004,1.0,-0.002,0.0,0.0,1.0,-0.002,0.0,0.002,1.0,-0.002,-0.004,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.001,1.0,-0.002,0.001,0.0
517,5.17,364,7.28,0.388,-0.041,0.484,0.284,0.023,0.037,0.095,-0.14,0.125,0.067,0.432,0.072,0.162,-0.072,-0.222,0.525,-0.319,-0.625,0.117,0.174,0.033,0.006,-0.013,1.073,0.008,-0.012,1.025,-0.001,-0.018,1.024,0.02,-0.019,0.914,0.001,-0.001,0.952,0.003,0.01,0.973,-0.026,-0.034,0.964,-6.849,-3.399,-8.889,-6.012,0.647,-0.846,1.107,0.27,1.474,0.569,2.222,-2.931,-3.365,0.592,-0.338,0.438,-3.327,1.852,3.873,-0.25,1.48,1.0,-0.005,-0.004,-0.005,1.0,-0.002,0.0,0.0,1.0,-0.002,0.0,0.002,1.0,-0.002,-0.004,0.0,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.001,1.0,-0.001,0.001,0.001
