molab_frame,molab_time,video_frame,video_time,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
492,4.92,352,7.04,0.06,-0.24,0.012,0.088,0.072,0.067,-0.01,-0.148,0.046,0.033,0.048,0.022,-0.104,0.133,-0.064,0.109,0.073,-0.006,0.082,0.02,-0.015,-0.003,-0.002,1.042,0.004,-0.002,1.018,0.002,0.001,1.002,0.001,-0.001,0.896,0.0,-0.004,0.945,0.001,0.0,0.958,0.003,-0.002,0.952,-0.014,-0.148,0.168,0.024,-0.113,0.058,0.058,-0.183,-0.292,-0.019,-0.14,0.104,-0.116,0.14,0.069,-0.182,-0.18,0.028,0.093,-0.111,-0.118,1.0,-0.001,0.001,0.0,1.0,-0.001,-0.001,0.001,1.0,0.0,-0.002,0.001,1.0,0.0,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
493,4.93,352,7.04,0.076,-0.29,0.012,0.068,0.042,0.069,0.017,-0.085,0.044,-0.001,0.111,0.022,-0.058,0.097,-0.063,0.144,0.057,-0.005,0.076,-0.043,-0.017,-0.004,-0.004,1.034,-0.002,0.001,1.02,-0.001,-0.002,1.005,0.007,-0.003,0.891,0.002,0.002,0.95,-0.003,0.0,0.96,0.005,0.001,0.95,-0.138,-0.171,0.116,0.145,0.135,0.132,0.001,-0.105,-0.248,0.048,-0.174,0.061,-0.191,0.07,-0.106,-0.115,-0.103,0.057,0.33,0.1,-0.034,1.0,-0.001,0.001,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,-0.001,-0.001,0.0,1.0,-0.001,-0.001,0.0,1.0,0.0,0.001,0.0,1.0,0.0,-0.001,0.0
494,4.94,353,7.06,0.078,-0.24,0.01,0.097,0.027,0.069,0.028,-0.083,0.043,0.007,0.101,0.022,-0.083,0.087,-0.062,0.146,0.06,-0.003,0.117,-0.024,-0.017,-0.001,-0.004,1.038,-0.002,-0.006,1.019,-0.002,0.0,1.01,0.002,-0.002,0.895,0.0,-0.002,0.947,0.0,-0.001,0.956,-0.003,0.001,0.953,0.048,-0.068,0.199,0.146,-0.005,0.0,-0.114,0.107,-0.18,0.12,-0.127,0.05,-0.009,0.079,-0.123,-0.188,0.092,-0.037,0.145,0.052,-0.053,1.0,-0.001,0.001,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,-0.001,-0.001,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
495,4.95,353,7.06,0.068,-0.271,0.01,0.076,-0.003,0.069,0.038,-0.097,0.041,0.01,0.16,0.021,-0.016,0.067,-0.06,0.141,0.079,-0.002,0.071,-0.029,-0.018,-0.002,0.001,1.038,-0.002,0.0,1.02,0.001,-0.006,1.003,0.004,0.0,0.892,0.002,0.002,0.951,0.001,0.003,0.964,0.0,-0.001,0.954,-0.015,-0.036,0.121,0.267,0.077,0.025,-0.18,0.147,-0.252,0.07,-0.347,0.144,-0.058,0.105,0.015,-0.081,-0.009,-0.014,0.001,0.147,-0.063,1.0,-0.001,0.001,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,-0.001,-0.001,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
496,4.96,354,7.08,0.005,-0.296,0.011,0.04,0.001,0.069,0.049,-0.034,0.043,-0.056,0.176,0.019,-0.02,0.065,-0.061,0.121,0.115,-0.001,0.054,-0.052,-0.02,-0.003,0.001,1.035,0.0,0.0,1.02,-0.002,0.0,1.004,0.004,-0.004,0.889,-0.001,-0.001,0.946,0.001,0.001,0.962,0.003,0.002,0.95,-0.079,-0.003,0.042,0.206,0.048,-0.029,-0.098,0.298,0.015,0.023,-0.284,0.108,-0.003,0.031,-0.086,-0.139,-0.001,-0.031,-0.089,0.154,-0.182,1.0,-0.001,0.001,0.0,1.0,0.0,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,-0.001,-0.002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
497,4.97,354,7.08,0.001,-0.3,0.012,0.067,-0.018,0.069,0.044,-0.04,0.045,-0.026,0.233,0.019,-0.049,0.007,-0.063,0.104,0.049,0.001,0.102,-0.041,-0.021,0.004,-0.001,1.037,-0.002,-0.003,1.017,0.001,0.0,1.006,0.007,-0.001,0.889,0.004,-0.001,0.945,-0.003,0.0,0.96,-0.001,0.002,0.948,0.043,-0.004,0.039,0.085,-0.059,0.029,0.03,0.141,0.12,0.137,-0.38,0.102,0.118,0.037,-0.097,-0.122,-0.078,-0.125,-0.038,0.317,-0.117,1.0,-0.001,0.001,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,-0.001,-0.002,0.0,1.0,-0.001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
498,4.98,355,7.1,0.01,-0.303,0.015,0.098,-0.004,0.069,0.066,-0.053,0.046,0.011,0.256,0.018,0.006,0.005,-0.064,0.13,0.042,0.001,0.129,0.009,-0.022,0.003,-0.002,1.038,0.001,-0.004,1.016,-0.002,-0.003,1.008,0.006,-0.001,0.889,-0.001,0.002,0.95,0.0,0.0,0.959,-0.004,0.0,0.95,-0.085,0.037,-0.174,0.085,-0.142,0.004,0.021,0.104,0.004,0.023,-0.284,0.108,0.054,0.12,-0.082,-0.056,-0.125,-0.154,-0.13,0.185,-0.055,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,0.0,0.001,1.0,-0.001,-0.002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
499,4.99,355,7.1,0.021,-0.294,0.018,0.063,-0.005,0.068,0.019,-0.084,0.044,0.007,0.276,0.016,-0.061,0.015,-0.064,0.143,0.006,0.0,0.082,0.042,-0.02,0.001,0.0,1.038,0.0,-0.001,1.018,0.0,0.003,1.01,0.006,0.003,0.888,0.0,-0.002,0.95,-0.001,0.005,0.964,-0.004,-0.001,0.947,0.095,0.068,-0.259,0.146,-0.063,-0.107,0.078,0.085,-0.058,0.103,-0.262,0.042,0.115,0.122,-0.087,-0.039,-0.078,-0.189,0.032,0.13,0.069,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,0.0,0.001,1.0,0.0,-0.002,0.0,1.0,-0.001,0.0,0.0,1.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0
500,5.0,356,7.12,0.005,-0.264,0.02,0.095,0.0,0.067,0.053,-0.137,0.045,0.004,0.269,0.016,-0.007,0.014,-0.064,0.133,-0.004,-0.002,0.121,0.08,-0.019,0.004,-0.004,1.036,0.001,-0.006,1.017,0.002,-0.002,1.007,0.004,-0.002,0.892,0.004,0.003,0.952,0.001,-0.001,0.957,-0.004,0.001,0.957,-0.028,-0.011,-0.288,0.207,-0.009,-0.136,0.021,0.104,0.004,-0.025,-0.018,-0.089,0.014,-0.111,0.028,0.002,-0.009,-0.079,0.044,-0.101,-0.048,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,-0.001,-0.002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
501,5.01,356,7.12,0.06,-0.303,0.023,0.126,-0.021,0.068,0.003,-0.175,0.046,0.058,0.317,0.018,-0.001,0.017,-0.065,0.184,0.036,-0.005,0.12,0.066,-0.021,0.0,-0.003,1.043,-0.005,-0.007,1.008,0.004,0.001,1.008,0.005,-0.001,0.897,0.003,0.001,0.954,0.001,0.001,0.959,-0.002,-0.002,0.952,0.028,0.053,-0.449,-0.647,-0.22,0.115,0.027,0.007,0.099,0.106,0.02,-0.087,0.006,-0.102,-0.057,-0.039,0.046,-0.131,0.002,-0.244,-0.057,1.0,-0.001,0.0,0.0,1.0,-0.001,0.0,0.001,1.0,0.0,-0.001,0.001,1.0,-0.001,-0.003,0.0,1.0,0.0,-0.001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.001,0.0
