molab_frame,molab_time,video_frame,video_time,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
442,4.42,290,5.8,0.104,-0.32,-0.048,0.119,-0.116,0.019,-0.03,-0.054,-0.021,0.177,0.204,0.034,0.132,0.193,0.008,-0.051,-0.061,0.014,0.065,0.136,-0.377,-0.007,-0.001,0.882,0.001,-0.003,1.004,0.001,-0.003,0.956,0.0,0.007,0.952,0.0,0.003,1.043,-0.001,-0.003,0.962,0.003,0.0,1.008,0.178,0.579,-0.05,0.003,-0.002,-0.043,0.027,0.249,0.118,0.016,-0.1,-0.127,-0.034,0.1,0.125,0.124,-0.118,-0.049,0.705,0.282,-0.087,1.0,0.0,0.002,-0.003,1.0,0.0,0.0,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.001,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,-0.001,-0.003
443,4.43,290,5.8,0.094,-0.285,-0.048,0.122,-0.088,0.018,-0.078,-0.042,-0.019,0.173,0.182,0.034,0.19,0.181,0.007,-0.012,-0.036,0.015,0.03,0.122,-0.377,-0.002,0.002,0.883,0.001,0.0,1.005,-0.003,-0.003,0.947,0.0,0.007,0.957,0.002,-0.009,1.047,0.003,-0.002,0.962,0.001,0.002,1.011,0.051,0.254,-0.072,0.05,0.139,-0.18,0.014,0.164,0.032,-0.177,-0.195,-0.051,0.097,0.048,0.026,0.069,-0.108,-0.074,0.34,0.107,-0.03,1.0,0.001,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.001,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,-0.001,-0.003
444,4.44,291,5.82,0.064,-0.271,-0.047,0.135,-0.024,0.015,-0.071,-0.108,-0.019,0.194,0.12,0.035,0.137,0.226,0.009,-0.009,-0.086,0.013,0.029,0.089,-0.377,-0.004,-0.002,0.878,-0.005,0.002,1.006,0.003,0.0,0.952,0.003,0.006,0.952,0.002,0.0,1.046,-0.003,0.0,0.965,0.001,-0.001,1.006,0.048,0.234,0.063,0.079,0.156,0.01,0.213,0.052,0.027,-0.202,-0.379,0.24,0.114,0.021,-0.164,0.15,0.003,0.099,0.16,-0.116,0.09,1.0,0.0,0.002,-0.003,1.0,0.0,0.0,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,-0.001,-0.003
445,4.45,291,5.82,0.048,-0.215,-0.047,0.117,-0.026,0.014,-0.058,-0.125,-0.021,0.171,0.127,0.038,0.112,0.185,0.011,-0.058,-0.048,0.011,0.001,0.067,-0.376,-0.001,0.001,0.883,-0.004,0.003,1.01,0.0,0.003,0.953,-0.006,0.004,0.955,-0.001,0.004,1.043,0.002,-0.003,0.961,-0.002,0.003,1.005,-0.203,-0.224,0.02,0.1,0.093,0.169,0.207,0.009,-0.016,-0.087,-0.431,0.319,0.242,-0.141,-0.208,0.194,-0.044,-0.022,0.221,-0.117,0.087,1.0,0.0,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.001,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,-0.001,-0.003
446,4.46,292,5.84,0.1,-0.209,-0.045,0.052,-0.019,0.011,-0.098,-0.176,-0.025,0.159,0.119,0.043,0.11,0.211,0.01,-0.119,-0.039,0.009,0.023,0.046,-0.375,-0.004,0.004,0.886,-0.001,0.001,1.007,0.002,0.0,0.952,-0.003,-0.003,0.954,0.002,0.003,1.045,0.002,-0.005,0.961,-0.002,-0.004,1.004,0.046,-0.17,-0.188,0.116,0.198,0.255,0.178,0.095,-0.098,-0.202,-0.06,0.543,-0.013,-0.145,-0.092,0.095,0.013,0.074,0.4,-0.191,0.03,1.0,0.001,0.001,-0.003,1.0,0.001,0.0,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,0.0,-0.003
447,4.47,292,5.84,0.124,-0.271,-0.043,-0.009,-0.015,0.007,-0.09,-0.194,-0.025,0.134,0.169,0.047,0.107,0.211,0.011,-0.126,0.02,0.006,0.03,0.081,-0.375,-0.01,0.006,0.885,-0.003,0.005,1.009,0.002,0.002,0.952,-0.003,-0.002,0.953,0.0,0.0,1.045,0.001,-0.002,0.96,0.001,-0.001,1.002,-0.018,-0.266,-0.093,0.089,0.125,0.09,0.272,0.058,0.012,-0.074,-0.02,0.477,0.055,-0.117,-0.169,0.18,-0.049,0.161,0.583,-0.253,0.033,1.0,0.001,0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,-0.001,-0.003
448,4.48,293,5.86,0.136,-0.25,-0.042,0.059,-0.018,0.004,-0.078,-0.176,-0.026,0.15,0.148,0.051,0.106,0.207,0.009,-0.125,0.02,0.004,0.011,0.05,-0.376,-0.006,0.01,0.883,-0.002,0.0,1.005,-0.002,-0.004,0.954,-0.002,0.004,0.952,-0.001,0.002,1.046,-0.002,0.003,0.964,-0.001,0.0,1.002,-0.077,-0.322,-0.267,0.003,-0.002,-0.043,0.253,-0.071,-0.117,0.022,0.424,0.254,0.045,-0.062,-0.06,0.14,0.046,0.14,1.185,-0.345,-0.106,1.0,0.001,0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,0.0,-0.003
449,4.49,293,5.86,0.14,-0.303,-0.04,0.037,-0.068,0.006,-0.083,-0.145,-0.028,0.139,0.224,0.052,0.106,0.198,0.009,-0.182,0.032,0.0,-0.01,0.087,-0.378,-0.006,0.006,0.886,0.001,0.009,1.007,0.001,0.001,0.953,-0.006,0.004,0.956,-0.002,0.003,1.046,-0.001,-0.005,0.959,0.01,0.002,1.004,-0.321,-0.318,-0.272,0.032,0.015,0.147,0.135,-0.082,-0.088,-0.127,0.736,-0.074,0.059,0.047,-0.25,0.03,0.067,0.091,1.243,-0.358,-0.169,1.0,0.001,0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,-0.001,-0.003
450,4.5,294,5.88,0.166,-0.355,-0.039,0.059,-0.059,0.007,-0.058,-0.182,-0.029,0.187,0.273,0.051,0.147,0.238,0.01,-0.14,-0.014,-0.002,0.008,0.112,-0.378,-0.004,0.003,0.884,-0.003,0.002,1.005,0.002,0.008,0.956,-0.005,0.008,0.946,0.0,0.0,1.045,-0.003,-0.001,0.962,0.004,-0.003,1.002,-0.324,-0.415,-0.176,0.003,-0.002,-0.043,-0.056,-0.056,-0.085,0.055,0.726,-0.064,-0.064,-0.009,-0.233,0.009,0.075,-0.012,0.762,-0.149,-0.062,1.0,0.001,0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.001,-0.001,-0.003,1.0,0.002,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,-0.001,-0.003
451,4.51,294,5.88,0.197,-0.36,-0.037,0.069,-0.087,0.009,-0.121,-0.167,-0.029,0.247,0.257,0.049,0.121,0.26,0.009,-0.142,-0.006,-0.002,0.031,0.089,-0.378,-0.006,0.003,0.884,0.0,0.004,1.007,0.002,-0.002,0.951,-0.003,0.005,0.951,0.0,0.002,1.044,0.0,0.0,0.968,0.001,-0.001,1.001,-0.143,-0.553,-0.192,-0.057,0.0,-0.034,-0.219,-0.117,0.0,0.188,0.739,-0.249,0.051,-0.035,-0.142,-0.146,0.063,-0.126,0.157,-0.069,0.018,1.0,0.001,0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.002,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,-0.001,-0.003
