molab_frame,molab_time,video_frame,video_time,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z
452,4.52,295,5.9,0.194,-0.41,-0.033,0.132,-0.091,0.01,-0.088,-0.121,-0.026,0.298,0.277,0.045,0.07,0.262,0.007,-0.142,-0.003,-0.002,0.048,0.119,-0.377,-0.007,0.0,0.88,0.0,-0.001,1.011,0.0,0.001,0.953,-0.002,0.006,0.95,-0.002,0.005,1.047,-0.001,-0.001,0.965,0.008,-0.004,0.999,0.098,-0.692,-0.206,0.169,-0.169,-0.131,-0.241,-0.294,0.094,0.168,0.369,-0.228,-0.082,0.154,-0.043,-0.18,0.065,-0.047,-0.141,0.019,0.141,1.0,0.001,0.003,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,0.002,0.001,-0.003,1.0,0.001,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,0.0,-0.001,-0.003
453,4.53,295,5.9,0.263,-0.426,-0.029,0.135,-0.077,0.009,-0.156,-0.122,-0.025,0.369,0.287,0.042,0.135,0.25,0.002,-0.081,0.03,0.003,0.085,0.131,-0.375,-0.006,0.005,0.891,-0.003,0.006,1.008,0.0,-0.003,0.945,-0.003,0.007,0.955,-0.002,-0.001,1.046,0.002,0.004,0.964,0.003,-0.004,0.996,-0.024,-0.767,-0.247,-0.012,-0.162,-0.104,-0.351,-0.085,-0.012,0.07,-0.149,-0.051,-0.231,0.18,0.273,-0.315,-0.035,-0.244,-0.445,-0.037,0.17,1.0,0.002,0.003,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,0.002,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,-0.001,-0.003
454,4.54,296,5.92,0.302,-0.392,-0.025,0.175,-0.051,0.009,-0.124,-0.143,-0.023,0.412,0.253,0.04,0.167,0.188,0.0,-0.023,0.057,0.006,0.122,0.136,-0.373,-0.003,0.003,0.881,0.0,-0.002,1.005,0.005,0.0,0.956,0.001,0.005,0.953,-0.003,-0.002,1.045,0.0,0.0,0.964,0.004,-0.009,1.001,0.161,-0.558,-0.186,-0.078,-0.296,-0.102,-0.383,-0.048,0.13,0.053,-0.532,-0.09,-0.092,0.209,0.066,-0.484,-0.053,-0.175,-0.259,0.092,0.194,1.0,0.002,0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.003,0.001,-0.003,1.0,0.0,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,-0.001,-0.003
455,4.55,296,5.92,0.321,-0.363,-0.023,0.245,-0.039,0.008,-0.073,-0.106,-0.021,0.48,0.237,0.037,0.118,0.15,0.001,-0.093,0.041,0.007,0.155,0.141,-0.371,0.002,-0.001,0.887,-0.001,-0.001,1.008,-0.001,0.001,0.951,-0.001,0.006,0.957,-0.001,0.001,1.047,-0.003,-0.004,0.967,0.004,-0.011,0.996,0.342,-0.407,0.088,-0.077,-0.352,-0.077,-0.391,0.037,0.132,0.345,-0.726,-0.033,0.102,0.021,-0.028,-0.614,0.056,-0.142,0.109,-0.018,0.259,1.0,0.001,0.002,-0.003,1.0,0.001,0.0,-0.003,1.0,0.0,0.0,-0.003,1.0,0.003,0.001,-0.003,1.0,0.0,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,-0.001,-0.003
456,4.56,297,5.94,0.318,-0.32,-0.022,0.183,-0.011,0.008,-0.074,-0.11,-0.019,0.472,0.189,0.035,0.127,0.131,0.001,-0.092,0.02,0.008,0.176,0.115,-0.369,0.0,-0.004,0.885,-0.002,0.004,1.007,0.001,0.002,0.955,0.001,-0.001,0.95,-0.001,-0.005,1.045,-0.003,-0.004,0.964,0.0,-0.005,1.002,0.588,-0.295,0.054,-0.138,-0.294,-0.093,-0.389,-0.091,0.087,0.098,-0.773,-0.033,0.037,0.047,0.021,-0.638,0.015,-0.104,0.167,0.028,0.184,1.0,0.001,0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,0.0,-0.003,1.0,0.003,0.001,-0.003,1.0,0.0,0.001,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.002,-0.001,-0.003
457,4.57,297,5.94,0.276,-0.35,-0.023,0.176,0.038,0.011,-0.086,-0.155,-0.018,0.43,0.198,0.031,0.129,0.11,0.002,-0.086,0.012,0.01,0.161,0.149,-0.368,-0.003,-0.003,0.884,-0.003,0.001,1.008,0.001,0.0,0.95,0.003,-0.001,0.958,-0.003,-0.003,1.046,-0.005,-0.004,0.963,0.006,-0.002,1.01,0.773,0.01,0.212,0.002,-0.306,0.024,-0.309,-0.086,0.156,0.186,-0.52,-0.275,0.03,0.02,0.103,-0.697,-0.325,-0.118,0.711,0.009,0.095,1.0,0.001,0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.002,0.0,-0.003,1.0,0.0,0.001,-0.003,1.0,-0.001,0.001,-0.003,1.0,-0.001,-0.001,-0.003
458,4.58,298,5.96,0.26,-0.322,-0.024,0.172,0.024,0.013,-0.068,-0.168,-0.018,0.41,0.162,0.029,0.123,0.13,0.0,-0.104,-0.005,0.016,0.173,0.122,-0.367,-0.002,-0.003,0.874,0.001,-0.001,1.003,0.006,-0.001,0.951,0.0,-0.002,0.954,0.001,-0.003,1.035,-0.001,-0.007,0.958,0.001,-0.004,1.017,0.538,0.438,0.13,0.074,-0.395,0.119,-0.308,-0.214,0.111,0.25,-0.304,-0.133,0.186,0.294,0.39,-0.583,-0.297,-0.21,0.955,0.006,0.082,1.0,0.001,0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.002,0.0,-0.003,1.0,0.0,0.001,-0.003,1.0,-0.001,0.001,-0.003,1.0,-0.002,-0.001,-0.003
459,4.59,298,5.96,0.192,-0.33,-0.026,0.171,0.057,0.014,-0.072,-0.168,-0.018,0.346,0.151,0.029,0.101,0.164,0.0,-0.098,0.002,0.021,0.137,0.127,-0.365,-0.002,-0.005,0.886,-0.004,-0.002,1.004,-0.002,-0.007,0.946,0.001,-0.001,0.955,0.005,-0.003,1.039,0.001,-0.002,0.965,0.003,0.001,1.008,0.171,0.656,0.374,-0.046,-0.391,0.137,-0.133,-0.068,0.112,0.244,-0.19,0.091,0.192,0.076,0.363,-0.387,-0.38,-0.075,0.164,-0.104,0.15,1.0,0.0,0.002,-0.003,1.0,0.0,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.002,0.0,-0.003,1.0,0.0,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,-0.001,-0.003
460,4.6,299,5.98,0.13,-0.329,-0.028,0.153,0.038,0.011,-0.035,-0.108,-0.015,0.286,0.133,0.03,0.092,0.187,0.001,-0.049,-0.038,0.023,0.106,0.127,-0.365,-0.003,-0.001,0.887,0.002,0.0,1.001,0.001,0.0,0.952,0.003,-0.003,0.947,0.002,-0.004,1.044,-0.002,-0.001,0.965,0.002,0.003,1.013,0.24,0.925,0.222,-0.015,-0.41,-0.062,0.012,-0.014,0.209,0.064,-0.035,0.173,0.273,0.023,0.123,-0.099,-0.427,-0.136,-0.33,-0.183,0.069,1.0,0.0,0.002,-0.003,1.0,0.0,0.0,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.002,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,-0.001,-0.003
461,4.61,299,5.98,0.193,-0.309,-0.029,0.119,-0.027,0.009,-0.018,-0.091,-0.013,0.29,0.137,0.033,0.14,0.224,0.005,-0.018,-0.096,0.021,0.131,0.102,-0.364,-0.003,0.004,0.886,0.0,0.001,1.005,0.004,0.004,0.952,-0.002,0.002,0.952,0.006,-0.004,1.047,-0.006,0.002,0.966,-0.001,-0.005,1.005,0.359,0.711,0.166,0.143,-0.373,0.165,0.07,-0.186,0.372,0.065,0.197,0.37,0.37,-0.112,-0.28,-0.065,-0.128,-0.085,-0.269,-0.065,0.041,1.0,0.001,0.002,-0.003,1.0,0.0,0.0,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.0,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,0.001,-0.003,1.0,-0.001,-0.001,-0.003
462,4.62,300,6.0,0.258,-0.273,-0.028,0.125,-0.038,0.01,0.007,-0.147,-0.014,0.312,0.161,0.036,0.167,0.234,0.014,0.001,-0.154,0.012,0.165,0.091,-0.363,0.003,0.006,0.885,-0.003,-0.001,1.011,0.004,0.001,0.958,-0.005,0.0,0.956,0.011,-0.001,1.058,-0.004,0.001,0.965,0.001,-0.006,1.005,0.901,0.046,-0.056,0.244,-0.446,0.45,-0.072,0.06,0.408,0.317,0.376,0.403,0.298,-0.14,-0.887,-0.089,-0.169,-0.047,-0.083,0.006,0.078,1.0,0.001,0.002,-0.003,1.0,0.0,0.0,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.001,-0.003,1.0,-0.001,0.0,-0.003,1.0,-0.001,0.001,-0.003,1.0,-0.001,-0.001,-0.003
463,4.63,300,6.0,0.234,-0.247,-0.026,0.122,-0.052,0.012,0.024,-0.197,-0.017,0.281,0.219,0.042,0.162,0.227,0.022,0.006,-0.213,0.005,0.132,0.107,-0.363,0.012,-0.001,0.898,-0.005,0.0,1.023,0.008,0.008,0.957,-0.011,0.0,0.963,0.016,0.003,1.056,-0.008,0.005,0.972,0.004,0.002,1.006,1.499,-0.774,-0.161,0.358,-0.606,0.839,-0.55,-0.029,0.482,1.128,0.864,0.577,0.431,-0.139,-1.013,-0.559,-0.034,-0.303,0.157,-0.129,0.031,1.0,0.001,0.001,-0.003,1.0,0.0,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,0.001,0.001,-0.003,1.0,-0.001,-0.001,-0.003,1.0,0.0,0.001,-0.003,1.0,-0.001,-0.001,-0.003
464,4.64,301,6.02,0.28,-0.191,-0.019,0.141,-0.077,0.017,0.033,-0.251,-0.021,0.318,0.254,0.049,0.161,0.224,0.044,-0.026,-0.291,-0.025,0.162,0.098,-0.362,0.022,-0.003,0.9,-0.013,-0.005,1.031,0.017,0.004,0.962,-0.024,-0.008,0.961,0.013,0.004,1.055,-0.018,-0.007,0.997,0.0,-0.008,1.012,2.29,-1.385,-0.589,0.462,-1.149,1.264,-1.01,-0.168,0.862,2.24,1.351,0.827,0.285,-1.341,-2.751,-0.144,0.222,0.246,0.282,-0.178,0.096,1.0,0.001,0.001,-0.003,1.0,0.0,0.001,-0.003,1.0,0.0,-0.002,-0.003,1.0,0.001,0.001,-0.003,1.0,0.0,-0.001,-0.003,1.0,-0.001,0.001,-0.003,1.0,-0.001,-0.001,-0.003
465,4.65,301,6.02,0.322,-0.161,-0.005,0.131,-0.101,0.028,-0.013,-0.306,-0.037,0.352,0.314,0.061,0.159,0.243,0.106,-0.009,-0.394,-0.108,0.19,0.113,-0.361,0.028,-0.012,0.899,-0.012,0.004,1.023,0.019,-0.009,0.968,-0.027,-0.015,0.964,0.018,0.007,1.062,-0.025,0.001,0.989,0.004,-0.01,1.012,2.852,-1.374,-1.292,0.518,-1.21,2.495,-1.222,-0.448,0.914,2.655,1.701,1.391,0.035,-3.253,-7.562,2.855,0.431,0.745,0.404,-0.239,0.102,1.0,0.001,0.0,-0.003,1.0,0.0,0.001,-0.002,1.0,0.0,-0.002,-0.003,1.0,0.001,0.002,-0.003,1.0,0.0,-0.002,-0.004,1.0,0.0,0.002,-0.003,1.0,-0.002,-0.001,-0.003
466,4.66,302,6.04,0.355,-0.127,0.015,0.122,-0.128,0.047,-0.058,-0.359,-0.067,0.386,0.365,0.081,0.166,0.282,0.197,0.062,-0.516,-0.221,0.217,0.117,-0.361,0.027,-0.013,0.901,-0.014,0.004,1.012,0.011,-0.005,0.952,-0.028,-0.007,0.96,0.027,-0.003,1.047,-0.021,0.003,0.957,0.002,-0.007,1.01,2.204,-0.823,-1.999,0.665,-1.311,3.93,-1.098,-0.394,0.928,1.941,1.502,1.969,0.215,-4.314,-11.05,6.464,1.097,0.365,0.702,-0.267,-0.033,1.0,0.001,0.0,-0.003,1.0,0.0,0.001,-0.002,1.0,0.0,-0.002,-0.003,1.0,0.001,0.002,-0.002,1.0,0.0,-0.002,-0.005,1.0,0.0,0.002,-0.003,1.0,-0.002,-0.001,-0.003
467,4.67,302,6.04,0.341,-0.134,0.04,0.139,-0.156,0.07,-0.076,-0.349,-0.103,0.377,0.443,0.107,0.172,0.332,0.29,0.116,-0.576,-0.347,0.205,0.153,-0.364,0.022,-0.004,0.893,-0.006,-0.002,1.003,-0.005,-0.008,0.936,-0.024,0.0,0.955,0.02,-0.003,1.033,0.012,-0.012,0.95,0.006,-0.005,1.013,0.898,0.435,-2.756,0.707,-1.512,4.686,-0.808,-0.286,1.123,0.837,0.732,2.41,0.056,-4.534,-12.049,6.994,0.779,0.56,1.973,-0.247,-0.233,1.0,0.001,0.0,-0.004,1.0,0.0,0.001,-0.002,1.0,0.0,-0.002,-0.003,1.0,0.002,0.003,-0.002,1.0,0.0,-0.003,-0.006,1.0,0.001,0.002,-0.003,1.0,-0.002,-0.001,-0.003
