molab_frame,molab_time,video_frame,video_time,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,SegmentAcc/R_foot_X,SegmentAcc/R_foot_Y,SegmentAcc/R_foot_Z,SegmentAcc/R_shank_X,SegmentAcc/R_shank_Y,SegmentAcc/R_shank_Z,SegmentAcc/L_shank_X,SegmentAcc/L_shank_Y,SegmentAcc/L_shank_Z,SegmentAcc/pelvis_X,SegmentAcc/pelvis_Y,SegmentAcc/pelvis_Z,SegmentAcc/L_foot_X,SegmentAcc/L_foot_Y,SegmentAcc/L_foot_Z,SegmentAcc/L_thigh_X,SegmentAcc/L_thigh_Y,SegmentAcc/L_thigh_Z,SegmentAcc/R_thigh_X,SegmentAcc/R_thigh_Y,SegmentAcc/R_thigh_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z
356,3.56,255,5.1,0.055,0.0,-0.015,0.161,0.043,-0.011,-0.028,0.469,-0.057,-0.032,0.029,0.314,-0.01,0.143,-0.01,-0.055,-0.73,0.071,0.216,-0.124,0.036,0.006,0.005,0.951,0.002,0.002,1.011,-0.005,0.002,1.049,0.004,0.006,1.022,0.002,-0.002,0.965,-0.014,0.001,0.891,0.0,0.006,0.954,0.251,-0.243,-0.107,-0.08,0.142,-0.207,0.155,-0.449,-0.627,-0.197,0.219,0.093,-0.059,-0.199,-0.12,0.024,-0.328,0.09,-0.178,0.184,-0.201,1.0,0.001,-0.001,0.003,1.0,0.001,-0.001,0.003,1.0,0.0,0.002,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.0,0.006,0.002,1.0,0.002,-0.001,0.003
357,3.57,255,5.1,0.119,0.009,-0.016,0.182,0.012,-0.011,-0.026,0.482,-0.051,0.007,0.025,0.314,-0.077,0.137,-0.013,0.018,-0.72,0.069,0.241,-0.093,0.035,0.0,0.005,0.947,0.001,-0.004,1.013,-0.002,0.005,1.049,0.0,-0.001,1.019,0.0,-0.005,0.959,-0.011,0.002,0.887,-0.001,0.002,0.948,-0.186,0.002,-0.237,-0.015,0.032,-0.158,0.052,-0.433,-0.348,-0.438,0.108,0.005,-0.203,-0.189,-0.081,0.008,-0.489,0.212,-0.06,0.378,-0.093,1.0,0.001,-0.001,0.003,1.0,0.0,-0.001,0.003,1.0,0.0,0.002,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.0,0.006,0.002,1.0,0.002,-0.001,0.003
358,3.58,256,5.12,0.138,-0.006,-0.015,0.137,0.029,-0.014,0.04,0.494,-0.047,-0.021,0.039,0.314,-0.013,0.143,-0.014,0.023,-0.737,0.067,0.179,-0.065,0.036,0.0,0.007,0.951,-0.003,0.003,1.009,-0.004,-0.002,1.05,0.003,0.005,1.012,0.0,0.001,0.962,-0.011,0.002,0.892,0.001,0.0,0.954,-0.166,0.114,-0.094,-0.151,-0.212,-0.221,0.063,-0.342,-0.189,-0.316,0.109,0.008,-0.146,-0.198,-0.06,-0.072,-0.607,0.168,-0.087,0.425,0.092,1.0,0.002,-0.001,0.003,1.0,0.001,-0.001,0.003,1.0,0.0,0.002,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.0,0.006,0.002,1.0,0.002,-0.001,0.003
359,3.59,256,5.12,0.14,0.057,-0.016,0.124,-0.025,-0.017,0.032,0.532,-0.043,-0.014,0.003,0.313,-0.028,0.098,-0.013,0.052,-0.72,0.062,0.156,-0.078,0.038,0.0,0.002,0.949,0.003,0.0,1.012,-0.001,0.004,1.05,-0.002,0.0,1.015,-0.003,0.001,0.96,-0.012,0.001,0.889,-0.002,-0.001,0.948,-0.062,0.176,-0.156,0.051,-0.131,-0.081,0.018,-0.221,0.026,-0.011,0.222,-0.039,-0.232,-0.32,-0.06,-0.056,-0.664,0.461,-0.233,0.279,0.169,1.0,0.002,0.0,0.003,1.0,0.0,-0.001,0.003,1.0,0.0,0.002,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.006,0.002,1.0,0.001,-0.001,0.003
360,3.6,257,5.14,0.155,0.013,-0.013,0.131,0.028,-0.022,-0.009,0.481,-0.043,-0.021,-0.035,0.314,-0.01,0.15,-0.011,0.013,-0.663,0.059,0.169,-0.139,0.04,0.003,0.007,0.95,-0.001,0.002,1.006,-0.005,0.001,1.048,-0.003,0.001,1.017,0.0,0.002,0.961,-0.009,-0.004,0.889,0.004,0.005,0.955,-0.205,0.096,0.003,-0.032,-0.16,-0.263,-0.148,-0.151,0.279,-0.014,0.385,0.017,-0.119,-0.217,0.04,-0.04,-0.504,0.339,-0.276,0.211,0.2,1.0,0.002,-0.001,0.003,1.0,0.001,-0.001,0.003,1.0,0.0,0.002,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.0,0.006,0.002,1.0,0.002,-0.001,0.003
361,3.61,257,5.14,0.109,0.005,-0.011,0.126,-0.02,-0.026,0.038,0.484,-0.042,-0.027,-0.004,0.315,-0.002,0.09,-0.009,0.034,-0.667,0.056,0.185,-0.079,0.041,0.003,0.002,0.946,0.002,0.002,1.004,-0.002,-0.001,1.049,0.005,0.002,1.014,-0.004,-0.001,0.958,-0.01,0.001,0.886,0.001,0.004,0.948,-0.153,0.188,0.002,-0.269,-0.073,-0.209,-0.143,-0.174,0.363,-0.259,0.299,0.12,-0.016,-0.198,0.127,-0.055,-0.483,0.394,-0.154,0.329,0.268,1.0,0.002,-0.001,0.003,1.0,0.001,-0.001,0.003,1.0,0.0,0.002,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.006,0.002,1.0,0.002,-0.001,0.003
362,3.62,258,5.16,0.103,-0.022,-0.011,0.13,-0.026,-0.029,0.037,0.475,-0.044,-0.058,-0.002,0.316,-0.055,0.053,-0.003,0.031,-0.646,0.054,0.13,-0.049,0.042,0.002,-0.002,0.946,0.001,0.0,1.009,-0.002,0.004,1.048,0.0,0.004,1.018,-0.006,-0.004,0.959,-0.007,0.007,0.891,-0.002,0.001,0.949,-0.02,0.032,-0.05,-0.245,-0.096,0.008,-0.121,0.061,0.649,-0.319,0.108,0.144,0.061,-0.161,0.114,0.04,-0.385,0.383,0.031,0.382,0.282,1.0,0.001,-0.001,0.003,1.0,0.001,-0.001,0.003,1.0,0.0,0.002,0.003,1.0,0.001,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.006,0.002,1.0,0.002,0.0,0.003
363,3.63,258,5.16,0.147,-0.008,-0.012,0.15,-0.04,-0.032,0.065,0.474,-0.05,-0.026,-0.013,0.32,-0.044,-0.012,0.003,0.082,-0.602,0.055,0.151,-0.027,0.042,-0.004,0.005,0.943,0.001,0.0,1.011,-0.001,0.0,1.048,-0.001,-0.001,1.018,-0.005,0.0,0.958,-0.006,0.003,0.887,-0.002,0.002,0.948,0.104,0.083,-0.029,-0.173,0.013,0.08,-0.171,0.152,0.812,0.044,0.001,0.342,0.087,-0.18,0.214,0.121,-0.336,0.185,0.105,0.098,0.366,1.0,0.002,-0.001,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.005,0.002,1.0,0.002,0.0,0.003
364,3.64,259,5.18,0.215,-0.019,-0.014,0.206,-0.017,-0.034,0.054,0.467,-0.057,-0.033,0.021,0.323,-0.042,-0.007,0.009,0.074,-0.598,0.057,0.164,-0.023,0.043,0.002,0.004,0.947,0.003,-0.008,1.017,-0.002,0.001,1.048,0.002,0.001,1.017,0.001,0.001,0.959,-0.002,0.002,0.888,0.005,0.007,0.946,0.14,-0.219,-0.032,-0.292,-0.039,0.122,0.01,0.203,0.77,0.228,-0.024,0.292,0.031,-0.293,0.134,-0.066,-0.35,0.141,-0.143,-0.299,0.352,1.0,0.002,-0.001,0.003,1.0,0.0,-0.001,0.003,1.0,0.0,0.001,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.005,0.002,1.0,0.002,0.0,0.003
365,3.65,259,5.18,0.245,-0.022,-0.013,0.208,-0.015,-0.038,0.042,0.454,-0.061,-0.019,0.052,0.324,-0.037,-0.043,0.015,0.101,-0.595,0.055,0.162,-0.025,0.045,0.005,0.005,0.947,0.004,-0.002,1.01,0.0,0.003,1.051,0.003,-0.001,1.019,-0.003,0.002,0.961,-0.004,0.004,0.894,0.002,0.002,0.952,0.081,-0.227,-0.019,-0.251,0.066,-0.076,0.005,0.225,0.687,0.109,0.031,0.126,0.061,-0.161,0.114,0.112,-0.239,0.28,0.309,-0.392,0.302,1.0,0.002,-0.001,0.003,1.0,0.0,-0.001,0.003,1.0,0.001,0.001,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.005,0.002,1.0,0.002,-0.001,0.003
366,3.66,260,5.2,0.292,-0.05,-0.014,0.285,-0.016,-0.041,0.075,0.413,-0.063,-0.036,0.081,0.325,-0.033,-0.019,0.019,0.086,-0.588,0.054,0.186,-0.001,0.047,0.004,0.004,0.95,0.002,-0.001,1.011,-0.002,-0.001,1.048,0.003,0.001,1.019,0.0,-0.002,0.96,-0.003,0.002,0.898,0.001,0.006,0.951,-0.007,-0.016,-0.015,-0.298,-0.067,0.069,0.115,0.133,0.52,0.047,0.112,0.152,-0.09,0.037,0.079,0.15,-0.127,0.249,0.524,-0.453,0.35,1.0,0.002,-0.001,0.003,1.0,-0.001,-0.001,0.003,1.0,0.0,0.001,0.003,1.0,0.0,-0.001,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.004,0.002,1.0,0.002,-0.001,0.003
367,3.67,260,5.2,0.347,-0.036,-0.014,0.346,-0.026,-0.042,0.083,0.415,-0.065,-0.013,0.051,0.328,-0.037,-0.021,0.021,0.113,-0.524,0.054,0.245,-0.048,0.046,0.004,0.007,0.951,0.005,-0.004,1.009,0.002,0.001,1.048,-0.002,-0.002,1.017,0.003,-0.001,0.957,0.0,0.003,0.894,0.002,0.005,0.954,-0.059,0.014,0.047,-0.247,-0.042,-0.02,-0.021,-0.175,0.355,-0.323,0.243,0.282,-0.083,-0.028,0.213,0.062,0.032,0.234,0.478,-0.455,0.163,1.0,0.002,-0.001,0.003,1.0,-0.001,-0.001,0.003,1.0,0.0,0.001,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.004,0.002,1.0,0.002,-0.001,0.003
368,3.68,261,5.22,0.34,-0.032,-0.016,0.317,-0.036,-0.041,0.103,0.414,-0.064,-0.018,0.014,0.329,0.007,-0.063,0.02,0.114,-0.453,0.055,0.239,-0.053,0.046,0.002,0.005,0.947,0.0,0.001,1.009,0.006,-0.003,1.052,-0.003,0.001,1.016,-0.002,0.003,0.959,-0.002,0.003,0.892,0.0,0.004,0.955,-0.25,0.041,0.052,0.094,-0.017,0.269,0.08,-0.085,0.014,-0.137,0.301,0.123,-0.253,-0.122,0.093,0.054,0.061,0.088,0.229,-0.205,0.121,1.0,0.002,-0.001,0.003,1.0,-0.001,-0.001,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.004,0.002,1.0,0.002,-0.001,0.003
369,3.69,261,5.22,0.349,0.019,-0.017,0.321,-0.033,-0.04,0.103,0.42,-0.062,0.009,-0.012,0.332,-0.048,-0.063,0.019,0.169,-0.412,0.056,0.24,-0.102,0.044,-0.001,0.002,0.95,0.005,-0.005,1.011,0.001,0.003,1.048,-0.004,-0.005,1.02,0.0,-0.001,0.96,-0.005,0.006,0.891,0.005,0.0,0.955,-0.139,0.14,0.038,-0.103,-0.015,0.155,0.194,-0.147,-0.099,0.042,0.356,0.236,-0.127,0.094,0.025,-0.072,0.109,0.104,-0.044,0.083,0.006,1.0,0.002,-0.001,0.003,1.0,-0.001,-0.001,0.003,1.0,0.001,0.0,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.004,0.002,1.0,0.002,-0.001,0.003
370,3.7,262,5.24,0.342,0.088,-0.019,0.288,-0.076,-0.039,0.097,0.454,-0.056,0.044,-0.021,0.333,-0.006,-0.058,0.013,0.172,-0.412,0.056,0.24,-0.103,0.043,0.001,0.004,0.948,0.004,-0.002,1.01,0.002,-0.001,1.05,-0.002,-0.006,1.02,0.0,0.001,0.96,-0.008,-0.002,0.892,0.001,0.0,0.954,-0.316,-0.003,0.018,-0.047,-0.098,0.122,-0.079,-0.25,-0.513,-0.197,0.219,0.093,-0.06,0.046,-0.001,0.017,0.13,0.053,-0.214,0.384,0.064,1.0,0.002,-0.001,0.003,1.0,-0.001,-0.001,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.0,0.003,1.0,0.0,0.0,0.003,1.0,0.001,0.004,0.002,1.0,0.002,-0.001,0.003
371,3.71,262,5.24,0.343,0.077,-0.021,0.308,-0.058,-0.035,0.096,0.429,-0.051,0.073,-0.046,0.334,0.02,-0.079,0.008,0.169,-0.373,0.057,0.257,-0.156,0.041,0.005,-0.001,0.949,0.004,-0.005,1.012,-0.001,-0.002,1.049,-0.006,-0.006,1.016,-0.006,0.0,0.964,-0.004,-0.005,0.883,0.005,0.002,0.954,-0.146,0.103,-0.01,0.215,-0.019,0.255,0.045,-0.168,-0.499,-0.319,0.217,0.091,0.034,-0.02,0.073,-0.005,0.179,-0.038,-0.498,0.652,-0.108,1.0,0.002,-0.001,0.003,1.0,-0.001,-0.001,0.003,1.0,0.0,0.0,0.003,1.0,-0.001,0.0,0.003,1.0,0.0,0.001,0.003,1.0,0.001,0.004,0.002,1.0,0.002,-0.001,0.003
