Index,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
0,"0,987","-0,148","0,056","0,000","0,996","-0,083","0,041","0,000","0,906","0,390","0,167","0,000","0,889","0,392","-0,235","0,000","0,859","0,503","-0,097","0,000","0,839","0,544","0,022","0,000","0,975","-0,218","-0,031","0,000"
1,"0,987","-0,151","0,062","0,000","0,996","-0,083","0,041","0,000","0,902","0,397","0,170","0,000","0,891","0,393","-0,228","0,000","0,859","0,504","-0,092","0,000","0,839","0,544","0,022","0,000","0,974","-0,225","-0,030","0,000"
2,"0,986","-0,153","0,066","0,000","0,995","-0,088","0,041","0,000","0,902","0,397","0,170","0,000","0,886","0,396","-0,239","0,000","0,859","0,505","-0,084","0,000","0,839","0,544","0,022","0,000","0,972","-0,232","-0,030","0,000"
3,"0,986","-0,154","0,062","0,000","0,996","-0,086","0,038","0,000","0,902","0,396","0,170","0,000","0,886","0,395","-0,243","0,000","0,859","0,505","-0,083","0,000","0,839","0,543","0,020","0,000","0,974","-0,225","-0,031","0,000"
4,"0,986","-0,154","0,065","0,000","0,995","-0,088","0,038","0,000","0,902","0,395","0,175","0,000","0,880","0,404","-0,248","0,000","0,860","0,503","-0,081","0,000","0,840","0,543","0,020","0,000","0,973","-0,228","-0,031","0,000"
5,"0,986","-0,154","0,065","0,000","0,995","-0,088","0,038","0,000","0,901","0,396","0,175","0,000","0,879","0,407","-0,249","0,000","0,860","0,504","-0,080","0,000","0,840","0,543","0,015","0,000","0,974","-0,225","-0,032","0,000"
6,"0,986","-0,154","0,065","0,000","0,995","-0,090","0,038","0,000","0,900","0,399","0,176","0,000","0,880","0,408","-0,245","0,000","0,860","0,503","-0,078","0,000","0,840","0,543","0,015","0,000","0,974","-0,226","-0,030","0,000"
7,"0,986","-0,154","0,064","0,000","0,995","-0,090","0,038","0,000","0,900","0,400","0,172","0,000","0,881","0,407","-0,241","0,000","0,861","0,503","-0,078","0,000","0,841","0,541","0,013","0,000","0,974","-0,225","-0,030","0,000"
8,"0,986","-0,155","0,064","0,000","0,995","-0,090","0,038","0,000","0,900","0,400","0,172","0,000","0,882","0,407","-0,239","0,000","0,861","0,503","-0,075","0,000","0,841","0,540","0,013","0,000","0,974","-0,226","-0,030","0,000"
9,"0,986","-0,155","0,062","0,000","0,995","-0,090","0,038","0,000","0,900","0,401","0,172","0,000","0,882","0,407","-0,238","0,000","0,861","0,504","-0,075","0,000","0,843","0,538","0,010","0,000","0,974","-0,226","-0,030","0,000"
10,"0,986","-0,157","0,060","0,000","0,995","-0,089","0,041","0,000","0,899","0,403","0,173","0,000","0,883","0,406","-0,236","-0,001","0,862","0,502","-0,074","-0,001","0,844","0,537","0,008","0,001","0,973","-0,228","-0,028","0,000"
11,"0,986","-0,158","0,058","0,000","0,995","-0,089","0,038","0,000","0,900","0,401","0,172","0,000","0,882","0,408","-0,237","-0,001","0,863","0,500","-0,074","-0,001","0,844","0,536","0,005","0,003","0,973","-0,229","-0,025","0,000"
12,"0,985","-0,159","0,060","0,000","0,995","-0,092","0,038","0,000","0,901","0,399","0,172","0,000","0,880","0,410","-0,237","-0,001","0,864","0,498","-0,073","-0,002","0,843","0,538","0,004","0,003","0,974","-0,227","-0,023","0,001"
13,"0,985","-0,158","0,063","0,001","0,995","-0,089","0,039","0,000","0,900","0,400","0,174","-0,001","0,880","0,411","-0,239","0,000","0,865","0,496","-0,074","-0,001","0,842","0,539","0,006","0,002","0,974","-0,225","-0,024","0,000"
14,"0,985","-0,158","0,066","0,001","0,995","-0,091","0,037","-0,001","0,900","0,401","0,172","0,000","0,880","0,409","-0,241","0,001","0,865","0,496","-0,071","-0,003","0,841","0,541","0,005","0,003","0,975","-0,222","-0,025","0,000"
15,"0,986","-0,155","0,066","0,001","0,995","-0,093","0,036","-0,001","0,901","0,399","0,171","0,000","0,881","0,407","-0,239","0,000","0,865","0,497","-0,068","-0,005","0,842","0,539","0,007","0,002","0,974","-0,224","-0,026","-0,001"
16,"0,986","-0,152","0,067","0,002","0,995","-0,091","0,038","-0,001","0,900","0,399","0,173","-0,001","0,883","0,406","-0,238","0,000","0,865","0,497","-0,071","-0,004","0,843","0,538","0,008","0,001","0,974","-0,225","-0,029","-0,001"
17,"0,986","-0,150","0,070","0,002","0,995","-0,088","0,036","-0,001","0,900","0,398","0,176","-0,002","0,884","0,404","-0,236","-0,001","0,865","0,497","-0,073","-0,003","0,843","0,537","0,011","-0,001","0,973","-0,227","-0,031","-0,001"
18,"0,986","-0,152","0,072","0,002","0,995","-0,091","0,036","-0,001","0,899","0,400","0,178","-0,003","0,885","0,403","-0,234","-0,001","0,864","0,497","-0,075","-0,001","0,843","0,537","0,013","-0,003","0,974","-0,225","-0,032","-0,002"
19,"0,986","-0,154","0,069","0,002","0,995","-0,088","0,036","-0,001","0,900","0,400","0,175","-0,002","0,884","0,406","-0,234","-0,002","0,864","0,497","-0,078","0,000","0,842","0,539","0,014","-0,004","0,973","-0,227","-0,034","-0,002"
20,"0,986","-0,152","0,069","0,002","0,995","-0,090","0,037","-0,001","0,901","0,398","0,174","-0,001","0,884","0,403","-0,235","-0,001","0,865","0,496","-0,080","0,001","0,842","0,539","0,017","-0,005","0,974","-0,224","-0,034","-0,003"
21,"0,986","-0,154","0,071","0,002","0,996","-0,087","0,037","-0,001","0,902","0,396","0,174","-0,002","0,885","0,401","-0,235","-0,001","0,863","0,498","-0,080","0,001","0,841","0,541","0,015","-0,004","0,973","-0,227","-0,034","-0,003"
22,"0,985","-0,155","0,073","0,002","0,996","-0,084","0,038","0,000","0,902","0,396","0,171","-0,001","0,886","0,399","-0,235","0,000","0,862","0,500","-0,081","0,002","0,840","0,542","0,017","-0,006","0,973","-0,228","-0,037","-0,003"
23,"0,986","-0,152","0,073","0,003","0,996","-0,082","0,036","0,000","0,903","0,394","0,172","-0,002","0,887","0,397","-0,234","0,000","0,861","0,502","-0,079","0,000","0,841","0,541","0,015","-0,005","0,973","-0,230","-0,035","-0,003"
24,"0,985","-0,154","0,071","0,003","0,996","-0,083","0,039","0,000","0,902","0,395","0,174","-0,002","0,888","0,395","-0,235","0,001","0,861","0,501","-0,081","0,002","0,842","0,539","0,016","-0,005","0,973","-0,228","-0,037","-0,004"
25,"0,986","-0,152","0,072","0,004","0,996","-0,085","0,040","0,000","0,902","0,396","0,172","-0,001","0,887","0,396","-0,238","0,002","0,862","0,502","-0,079","0,000","0,841","0,541","0,015","-0,004","0,972","-0,231","-0,038","-0,005"
26,"0,986","-0,154","0,071","0,004","0,996","-0,083","0,038","0,000","0,903","0,394","0,174","-0,002","0,886","0,398","-0,239","0,002","0,862","0,500","-0,081","0,002","0,840","0,542","0,013","-0,003","0,972","-0,229","-0,040","-0,006"
27,"0,985","-0,155","0,073","0,004","0,996","-0,084","0,041","0,000","0,903","0,392","0,176","-0,003","0,886","0,396","-0,240","0,004","0,863","0,499","-0,082","0,003","0,839","0,543","0,015","-0,005","0,973","-0,227","-0,039","-0,006"
28,"0,985","-0,158","0,072","0,005","0,996","-0,083","0,038","0,000","0,904","0,391","0,174","-0,002","0,887","0,394","-0,240","0,005","0,863","0,497","-0,084","0,004","0,839","0,544","0,013","-0,003","0,973","-0,225","-0,042","-0,008"
29,"0,985","-0,155","0,073","0,006","0,996","-0,081","0,041","0,000","0,905","0,390","0,172","-0,001","0,888","0,392","-0,240","0,006","0,864","0,496","-0,086","0,005","0,838","0,546","0,011","-0,002","0,973","-0,228","-0,043","-0,009"
30,"0,985","-0,155","0,073","0,006","0,996","-0,081","0,040","0,000","0,905","0,390","0,172","-0,001","0,888","0,392","-0,240","0,006","0,864","0,496","-0,086","0,005","0,838","0,546","0,011","-0,002","0,972","-0,229","-0,044","-0,010"
31,"0,985","-0,156","0,074","0,007","0,996","-0,081","0,040","0,000","0,905","0,389","0,173","-0,001","0,888","0,393","-0,240","0,007","0,864","0,497","-0,085","0,005","0,838","0,545","0,012","-0,002","0,972","-0,230","-0,044","-0,011"
32,"0,985","-0,156","0,074","0,008","0,996","-0,080","0,040","0,000","0,905","0,389","0,173","-0,001","0,888","0,393","-0,240","0,007","0,863","0,497","-0,085","0,005","0,838","0,545","0,012","-0,003","0,972","-0,230","-0,044","-0,012"
33,"0,985","-0,157","0,074","0,009","0,996","-0,080","0,040","0,000","0,905","0,389","0,174","0,000","0,888","0,393","-0,240","0,007","0,863","0,497","-0,085","0,005","0,838","0,545","0,012","-0,003","0,972","-0,230","-0,044","-0,012"
34,"0,985","-0,157","0,074","0,010","0,996","-0,080","0,039","0,000","0,905","0,388","0,175","0,001","0,887","0,394","-0,240","0,007","0,863","0,498","-0,084","0,005","0,838","0,545","0,013","-0,003","0,972","-0,231","-0,044","-0,013"
35,"0,985","-0,158","0,074","0,011","0,996","-0,080","0,039","0,000","0,905","0,388","0,175","0,002","0,887","0,394","-0,239","0,007","0,863","0,498","-0,084","0,004","0,838","0,545","0,013","-0,003","0,972","-0,231","-0,044","-0,013"
36,"0,985","-0,158","0,074","0,012","0,996","-0,080","0,039","0,000","0,905","0,388","0,176","0,002","0,887","0,395","-0,239","0,007","0,863","0,498","-0,083","0,004","0,838","0,545","0,013","-0,003","0,972","-0,231","-0,044","-0,014"
37,"0,985","-0,158","0,074","0,013","0,996","-0,080","0,039","0,000","0,904","0,388","0,177","0,003","0,887","0,395","-0,238","0,007","0,863","0,498","-0,083","0,004","0,838","0,545","0,013","-0,003","0,972","-0,231","-0,044","-0,014"
38,"0,985","-0,158","0,073","0,014","0,996","-0,080","0,039","0,000","0,904","0,388","0,177","0,004","0,887","0,395","-0,238","0,007","0,863","0,499","-0,083","0,003","0,838","0,545","0,013","-0,003","0,972","-0,231","-0,043","-0,013"
39,"0,985","-0,158","0,073","0,015","0,996","-0,080","0,039","0,000","0,904","0,388","0,178","0,004","0,887","0,396","-0,238","0,008","0,863","0,499","-0,083","0,003","0,838","0,545","0,013","-0,003","0,972","-0,231","-0,044","-0,013"
40,"0,985","-0,158","0,073","0,016","0,996","-0,080","0,039","0,000","0,904","0,388","0,178","0,004","0,887","0,396","-0,237","0,008","0,862","0,499","-0,083","0,003","0,838","0,545","0,013","-0,003","0,972","-0,231","-0,044","-0,013"
41,"1,000","0,008","0,004","-0,003","1,000","0,000","-0,001","-0,003","1,000","0,008","0,025","-0,003","1,000","-0,013","0,000","-0,003","1,000","0,004","0,003","-0,003","1,000","-0,009","-0,001","-0,003","1,000","-0,011","-0,001","-0,003"
42,"1,000","0,004","0,004","-0,003","1,000","-0,005","0,000","-0,003","1,000","0,000","0,026","-0,003","1,000","-0,013","0,006","-0,003","1,000","0,002","0,007","-0,003","1,000","-0,009","-0,001","-0,003","1,000","-0,011","0,006","-0,003"
43,"1,000","0,004","0,009","-0,003","1,000","-0,005","0,000","-0,003","1,000","0,000","0,026","-0,003","1,000","-0,013","0,017","-0,003","1,000","0,002","0,009","-0,003","1,000","-0,009","-0,001","-0,003","1,000","-0,011","0,011","-0,003"
44,"1,000","0,004","0,009","-0,003","1,000","-0,005","-0,001","-0,003","1,000","0,000","0,025","-0,003","1,000","-0,013","0,017","-0,003","1,000","0,004","0,009","-0,003","1,000","-0,005","-0,003","-0,003","1,000","-0,011","0,006","-0,003"
45,"1,000","0,004","0,012","-0,003","1,000","-0,005","0,000","-0,003","1,000","0,000","0,025","-0,003","0,998","-0,067","0,019","-0,003","1,000","0,004","0,009","-0,003","1,000","-0,005","-0,003","-0,003","1,000","-0,028","0,007","-0,003"
46,"1,000","0,004","0,011","-0,003","1,000","-0,002","0,000","-0,003","1,000","0,000","0,023","-0,003","0,998","-0,064","0,018","-0,003","1,000","0,006","0,008","-0,003","1,000","-0,004","-0,003","-0,003","1,000","-0,028","0,007","-0,003"
47,"1,000","0,001","0,011","-0,003","1,000","-0,002","0,001","-0,003","1,000","-0,002","0,023","-0,003","0,993","-0,116","0,021","-0,003","1,000","0,006","0,008","-0,003","1,000","-0,003","-0,001","-0,003","0,998","-0,065","0,007","-0,003"
48,"1,000","0,003","0,010","-0,003","1,000","0,000","0,001","-0,003","1,000","0,000","0,021","-0,003","0,993","-0,116","0,021","-0,003","1,000","0,008","0,008","-0,003","1,000","-0,003","-0,001","-0,003","0,998","-0,065","0,007","-0,003"
49,"1,000","0,001","0,010","-0,003","1,000","0,000","0,001","-0,003","1,000","0,000","0,021","-0,003","0,990","-0,132","0,039","-0,003","1,000","0,008","0,009","-0,003","1,000","-0,003","0,003","-0,003","0,998","-0,070","0,007","-0,003"
50,"1,000","0,001","0,009","-0,003","1,000","0,000","0,001","-0,003","1,000","0,000","0,015","-0,003","0,992","-0,116","0,039","-0,003","1,000","0,008","0,009","-0,003","1,000","-0,003","0,003","-0,003","0,998","-0,070","0,007","-0,003"
51,"1,000","-0,002","0,008","-0,002","1,000","-0,003","0,001","-0,003","1,000","-0,002","0,012","-0,003","0,993","-0,115","0,040","-0,003","1,000","0,008","0,012","-0,003","1,000","-0,005","0,000","-0,003","0,998","-0,069","0,005","-0,003"
52,"1,000","-0,005","0,007","-0,002","1,000","-0,002","-0,002","-0,003","1,000","-0,004","0,009","-0,004","0,993","-0,114","0,039","-0,003","1,000","0,006","0,014","-0,002","1,000","-0,007","-0,002","-0,003","0,998","-0,069","0,006","-0,004"
53,"1,000","-0,008","0,008","-0,002","1,000","0,001","-0,004","-0,003","1,000","-0,006","0,007","-0,004","0,993","-0,113","0,038","-0,004","1,000","0,003","0,014","-0,002","1,000","-0,005","-0,004","-0,003","0,998","-0,069","0,005","-0,004"
54,"1,000","-0,011","0,007","-0,003","1,000","-0,002","-0,005","-0,003","1,000","-0,009","0,008","-0,005","0,993","-0,112","0,037","-0,004","1,000","0,000","0,014","-0,002","1,000","-0,008","-0,005","-0,003","0,998","-0,069","0,006","-0,004"
