Index,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z
0,"-16,021","11,473","0,051","10,705","-3,144","0,295","62,944","11,375","-3,262","72,100","18,647","-6,388","-20,080","11,313","3,684","-16,609","-10,252","-2,958","-11,959","-4,007","0,277"
1,"-16,038","11,533","0,064","10,738","-3,615","0,340","63,083","11,370","-3,245","71,962","18,708","-6,389","-20,296","11,717","3,913","-16,776","-10,727","-3,168","-12,137","-3,988","0,291"
2,"-16,319","11,535","0,068","10,738","-3,615","0,340","63,175","11,411","-3,248","71,882","18,515","-6,276","-20,330","11,724","3,920","-17,293","-10,712","-3,233","-12,170","-3,997","0,293"
3,"-16,231","11,560","0,036","10,639","-3,438","0,320","63,031","11,321","-3,269","71,880","18,495","-6,167","-20,320","11,582","3,836","-17,047","-10,667","-3,153","-12,121","-3,850","0,316"
4,"-16,415","11,563","0,034","10,715","-3,440","0,323","63,163","11,330","-3,273","71,881","18,482","-6,160","-20,244","11,585","3,835","-17,266","-10,663","-3,188","-12,121","-3,850","0,316"
5,"-16,153","11,567","0,052","10,707","-3,382","0,317","63,172","11,328","-3,273","71,723","18,408","-6,001","-20,214","11,529","3,804","-17,007","-10,623","-3,135","-12,194","-3,667","0,354"
6,"-16,335","11,557","0,040","10,884","-3,435","0,327","63,172","11,328","-3,273","71,739","18,409","-5,999","-20,042","11,580","3,823","-17,016","-10,659","-3,171","-12,177","-3,666","0,352"
7,"-16,298","11,545","0,041","10,748","-3,381","0,318","63,205","11,272","-3,256","71,705","18,452","-6,010","-20,118","11,542","3,799","-17,111","-10,610","-3,149","-12,135","-3,663","0,351"
8,"-16,270","11,539","0,048","10,884","-3,380","0,322","63,215","11,320","-3,273","71,718","18,453","-6,010","-20,016","11,538","3,798","-16,988","-10,600","-3,144","-12,156","-3,661","0,353"
9,"-16,262","11,548","0,043","10,748","-3,381","0,318","63,178","11,278","-3,257","71,720","18,430","-5,985","-20,153","11,538","3,802","-17,075","-10,613","-3,145","-12,173","-3,635","0,359"
10,"-16,256","11,728","0,074","10,740","-3,044","0,256","62,650","11,020","-2,976","72,311","18,459","-5,937","-20,423","11,334","3,701","-16,742","-10,354","-2,984","-12,134","-3,800","0,299"
11,"-16,313","11,766","0,073","11,080","-3,030","0,254","62,690","11,347","-3,404","72,052","18,616","-6,222","-19,873","11,111","3,534","-16,288","-10,631","-3,103","-12,032","-3,864","0,264"
12,"-16,252","12,113","0,147","10,907","-3,316","0,307","62,700","11,263","-3,289","71,864","18,498","-6,082","-20,390","11,399","3,742","-16,754","-11,054","-3,350","-12,205","-3,622","0,375"
13,"-15,925","12,117","0,188","10,590","-3,426","0,328","63,057","10,998","-2,898","71,800","18,445","-6,021","-20,475","11,650","3,902","-16,915","-10,894","-3,269","-12,268","-3,763","0,340"
14,"-15,939","11,726","0,105","10,820","-3,671","0,374","63,466","10,970","-2,811","71,671","18,086","-5,507","-20,102","11,624","3,859","-16,974","-10,952","-3,301","-12,267","-3,193","0,529"
15,"-15,987","11,839","0,126","10,496","-3,760","0,391","63,556","11,013","-2,859","71,827","18,476","-6,064","-20,290","11,943","4,063","-17,614","-10,923","-3,337","-12,009","-3,777","0,298"
16,"-16,559","11,649","0,018","10,815","-3,641","0,370","63,081","11,149","-3,098","71,260","18,250","-5,821","-20,163","11,630","3,864","-17,600","-10,844","-3,300","-12,479","-3,332","0,518"
17,"-16,861","11,380","-0,074","11,033","-3,382","0,321","63,405","11,340","-3,313","71,775","18,547","-6,176","-19,609","11,414","3,695","-17,667","-10,671","-3,215","-11,983","-3,590","0,358"
18,"-16,355","11,720","0,068","10,828","-3,118","0,271","63,792","11,102","-2,957","71,872","18,328","-5,828","-20,102","11,191","3,592","-17,547","-10,489","-3,112","-11,983","-3,494","0,390"
19,"-16,396","11,808","0,080","10,508","-3,216","0,291","63,288","11,242","-3,202","71,929","18,561","-6,164","-20,690","11,445","3,783","-17,598","-10,696","-3,226","-12,467","-3,905","0,329"
20,"-16,385","12,071","0,130","10,829","-3,334","0,315","62,715","11,040","-3,006","71,867","18,337","-5,846","-20,675","11,463","3,789","-16,991","-10,905","-3,292","-12,514","-3,600","0,444"
21,"-16,312","11,759","0,073","11,162","-3,250","0,299","62,792","11,267","-3,302","72,472","18,497","-5,987","-20,078","11,556","3,805","-16,341","-10,787","-3,179","-11,950","-3,896","0,258"
22,"-16,220","11,486","0,026","10,834","-3,197","0,289","63,134","11,110","-3,054","72,403","18,600","-6,160","-20,321","11,220","3,620","-16,896","-10,524","-3,069","-12,216","-3,605","0,398"
23,"-16,786","11,727","-0,004","10,568","-3,395","0,326","62,917","11,276","-3,300","72,209","18,341","-5,807","-20,873","11,554","3,867","-17,427","-10,895","-3,301","-12,306","-3,511","0,441"
24,"-16,749","11,756","0,008","10,817","-3,624","0,369","62,990","11,297","-3,319","71,974","18,438","-5,996","-20,401","11,923","4,064","-17,509","-11,191","-3,468","-12,115","-4,000","0,245"
25,"-16,793","11,857","0,025","11,152","-3,686","0,379","63,388","11,033","-2,927","71,891","18,351","-5,881","-19,767","12,009","4,067","-17,470","-11,140","-3,438","-12,138","-3,974","0,257"
26,"-16,195","11,687","0,076","10,990","-3,392","0,321","63,533","11,175","-3,099","72,093","18,477","-6,036","-19,810","11,465","3,740","-17,339","-10,715","-3,200","-11,768","-3,546","0,343"
27,"-15,830","11,411","0,066","10,704","-3,221","0,287","63,747","11,587","-3,620","72,397","18,339","-5,777","-20,392","11,265","3,654","-17,306","-10,611","-3,141","-11,757","-3,548","0,344"
28,"-16,285","11,445","0,014","11,008","-3,065","0,258","63,541","11,205","-3,140","72,244","18,556","-6,123","-19,775","11,209","3,575","-17,210","-10,268","-2,950","-11,773","-3,707","0,297"
29,"-16,254","11,331","-0,004","11,289","-3,264","0,297","63,451","11,490","-3,532","71,868","18,298","-5,800","-19,377","11,128","3,495","-16,641","-10,524","-3,051","-11,676","-3,088","0,494"
30,"-16,244","11,398","0,013","11,262","-3,262","0,297","63,431","11,477","-3,520","71,866","18,297","-5,795","-19,440","11,136","3,500","-16,669","-10,552","-3,069","-11,738","-3,114","0,497"
31,"-16,250","11,406","0,016","11,233","-3,257","0,299","63,402","11,462","-3,509","71,867","18,327","-5,839","-19,501","11,146","3,515","-16,678","-10,568","-3,080","-11,754","-3,162","0,482"
32,"-16,260","11,428","0,017","11,203","-3,257","0,301","63,351","11,449","-3,501","71,874","18,342","-5,856","-19,564","11,158","3,531","-16,690","-10,592","-3,093","-11,807","-3,200","0,473"
33,"-16,233","11,468","0,021","11,176","-3,263","0,305","63,361","11,411","-3,449","71,891","18,357","-5,875","-19,622","11,184","3,559","-16,695","-10,605","-3,094","-11,850","-3,252","0,456"
34,"-16,262","11,502","0,016","11,204","-3,288","0,311","63,394","11,397","-3,427","71,953","18,361","-5,872","-19,631","11,220","3,585","-16,709","-10,631","-3,102","-11,847","-3,265","0,447"
35,"-16,329","11,484","0,002","11,180","-3,295","0,311","63,345","11,407","-3,445","71,967","18,363","-5,872","-19,689","11,242","3,597","-16,767","-10,617","-3,096","-11,878","-3,315","0,438"
36,"-16,314","11,529","0,017","11,177","-3,322","0,317","63,359","11,381","-3,411","71,966","18,368","-5,876","-19,721","11,289","3,618","-16,793","-10,668","-3,128","-11,933","-3,348","0,443"
37,"-16,338","11,553","0,018","11,154","-3,329","0,318","63,321","11,365","-3,392","71,983","18,381","-5,895","-19,749","11,325","3,632","-16,814","-10,702","-3,149","-11,951","-3,406","0,435"
38,"-16,344","11,571","0,019","11,141","-3,353","0,323","63,327","11,339","-3,351","71,959","18,403","-5,933","-19,777","11,375","3,658","-16,865","-10,720","-3,163","-11,991","-3,447","0,433"
39,"-16,406","11,599","0,010","11,122","-3,374","0,325","63,296","11,308","-3,303","71,953","18,392","-5,918","-19,829","11,411","3,680","-16,924","-10,743","-3,178","-12,048","-3,454","0,441"
40,"-16,412","11,625","0,010","11,093","-3,377","0,323","63,296","11,290","-3,275","71,956","18,387","-5,918","-19,834","11,416","3,686","-16,990","-10,752","-3,182","-12,029","-3,488","0,427"
41,"-0,536","-0,306","0,001","-0,019","-0,114","-0,329","0,063","-0,051","0,000","-0,277","-0,197","0,000","-0,015","0,346","0,000","-0,650","0,111","0,000","-0,453","-0,206","0,002"
42,"-0,538","-0,219","0,001","-0,019","-0,114","-0,329","0,063","-0,248","0,000","-0,138","-0,199","0,000","-0,133","0,346","0,000","-0,651","0,222","0,001","-0,190","-0,206","0,001"
43,"-0,423","-0,079","0,001","0,049","-0,115","-0,328","0,064","-0,019","0,000","-0,275","-0,174","0,000","-0,065","0,347","0,000","-0,585","0,222","0,001","-0,189","-0,231","0,001"
44,"0,085","-0,088","0,000","0,015","-0,114","-0,328","-0,052","-0,271","0,000","-0,137","-0,093","0,000","-0,100","0,347","0,000","0,005","0,112","0,000","-0,189","-0,231","0,001"
45,"0,201","-0,052","0,000","0,014","-0,235","-0,328","0,063","-0,190","0,000","-0,042","-0,087","0,000","-0,100","0,466","0,001","0,005","-0,009","0,000","-0,094","-0,302","0,000"
46,"0,152","0,100","0,000","0,014","-0,136","-0,328","0,063","-0,243","0,000","-0,040","-0,079","0,000","-0,100","0,367","0,000","0,072","-0,063","0,000","-0,092","-0,263","0,000"
47,"0,151","-0,053","0,000","0,014","-0,136","-0,328","0,022","-0,243","0,000","-0,029","-0,040","0,000","-0,253","0,362","0,001","0,072","0,090","0,000","-0,234","-0,297","0,000"
48,"0,106","0,062","0,000","0,014","-0,136","-0,328","-0,046","-0,270","0,000","-0,011","-0,059","0,000","-0,253","0,362","0,001","0,136","-0,062","0,000","-0,232","-0,258","0,000"
49,"0,111","0,064","0,000","0,027","-0,137","-0,328","0,022","-0,271","0,000","-0,004","-0,022","0,000","-0,241","0,247","0,001","0,084","-0,064","0,000","-0,210","-0,179","0,000"
50,"0,042","0,052","0,000","0,027","-0,112","-0,328","-0,046","-0,248","0,000","-0,006","0,019","0,000","-0,087","0,221","0,000","0,084","-0,050","0,000","-0,056","-0,178","0,000"
51,"-0,220","0,575","-0,003","-0,164","0,171","-0,329","-0,550","-0,158","-0,001","-0,011","0,103","0,002","-0,021","-0,280","-0,003","-0,080","-0,111","0,001","0,542","-0,034","0,002"
52,"-0,078","0,198","-0,006","0,184","0,188","-0,331","0,061","-0,279","0,002","0,007","0,029","0,005","0,015","-0,139","-0,007","0,073","0,194","0,006","-0,097","-0,101","0,000"
53,"0,332","-0,342","-0,011","-0,106","0,010","-0,330","0,000","0,270","0,002","0,211","-0,294","0,009","-0,461","0,333","-0,007","0,021","0,256","0,009","-0,423","-0,085","0,001"
54,"-0,047","0,181","-0,007","0,133","0,263","-0,330","0,107","-0,350","-0,004","0,372","-0,647","0,011","-0,149","-0,255","-0,010","-0,035","0,321","0,011","-0,007","0,311","0,000"
55,"0,486","-0,201","-0,007","0,078","-0,076","-0,329","0,078","0,145","-0,006","0,272","0,020","0,011","-0,403","0,367","-0,005","0,222","0,102","0,012","-0,189","-0,316","-0,004"
56,"0,126","0,188","-0,005","0,177","0,255","-0,330","0,329","-0,425","-0,008","0,474","-0,294","0,012","-0,035","-0,171","-0,004","-0,031","0,389","0,015","0,429","-0,106","-0,010"
57,"-0,339","0,157","-0,008","-0,147","0,157","-0,329","0,427","-0,004","-0,007","0,108","0,072","0,018","-0,706","-0,103","-0,002","-0,608","0,051","0,017","-0,257","-0,097","-0,016"
58,"-0,386","0,286","-0,009","0,190","0,065","-0,327","0,415","-0,325","-0,011","-0,191","0,447","0,022","-0,063","-0,158","0,000","-0,616","0,007","0,019","-0,289","0,016","-0,018"
59,"-0,389","0,417","-0,012","0,318","0,386","-0,326","0,418","-0,468","-0,016","0,201","-0,039","0,023","-0,260","-0,350","-0,001","-0,157","0,266","0,025","-0,302","0,038","-0,018"
60,"0,046","0,260","-0,013","-0,006","0,285","-0,322","0,235","-0,032","-0,026","0,781","-0,072","0,025","-0,353","0,001","-0,001","-0,182","0,006","0,030","0,231","-0,380","-0,022"
61,"-0,304","0,062","-0,016","0,218","0,020","-0,319","0,212","-0,362","-0,030","0,604","0,192","0,028","-0,329","-0,022","0,000","0,006","0,085","0,034","-0,308","-0,054","-0,020"
62,"-0,435","-0,479","-0,007","0,021","-0,260","-0,315","-0,352","0,016","-0,034","0,054","0,097","0,033","-0,361","0,558","0,009","-0,064","0,117","0,027","-0,454","-0,503","-0,024"
63,"-0,384","-0,198","-0,001","-0,056","0,074","-0,312","0,326","-0,102","-0,035","-0,527","-0,129","0,037","-0,789","0,258","0,009","-0,429","0,241","0,018","-1,039","-0,294","-0,024"
64,"-0,256","0,128","0,005","0,279","0,178","-0,309","0,324","-0,110","-0,036","0,145","0,011","0,040","-0,122","0,087","0,011","-0,307","0,066","0,010","-0,377","-0,339","-0,030"
65,"-0,264","0,451","0,011","0,186","-0,150","-0,306","0,026","-0,622","-0,039","0,247","0,340","0,045","-0,231","0,760","0,015","-0,105","-0,415","0,002","-0,056","-0,761","-0,036"
66,"-0,067","0,731","0,018","0,412","0,114","-0,307","0,420","-0,242","-0,041","0,237","-0,044","0,051","-0,113","0,165","0,011","-0,022","-0,469","0,000","-0,449","-0,252","-0,037"
67,"-0,265","0,284","0,018","0,097","0,235","-0,307","-0,158","-0,342","-0,047","0,534","0,179","0,058","-0,088","0,051","0,011","-0,215","-0,032","0,007","0,214","-0,136","-0,047"
68,"-0,469","-0,089","0,016","-0,128","-0,016","-0,306","0,227","0,211","-0,051","-0,119","0,087","0,062","-0,647","0,205","0,010","-0,789","-0,220","0,009","-0,459","-0,086","-0,049"
69,"-0,558","-0,144","0,014","0,036","0,291","-0,305","0,316","-0,004","-0,050","0,370","0,086","0,064","-0,222","0,107","0,011","-0,466","0,384","0,016","0,052","-0,542","-0,054"
70,"-0,123","0,190","0,012","0,061","-0,051","-0,306","0,075","-0,292","-0,048","-0,136","0,314","0,065","-0,426","0,191","0,010","-0,108","0,035","0,015","-0,350","-0,583","-0,052"
71,"-0,128","0,196","0,015","0,066","-0,015","-0,310","0,113","-0,279","-0,047","-0,111","0,303","0,064","-0,410","0,123","0,011","-0,120","0,037","0,015","-0,340","-0,520","-0,057"
72,"-0,127","0,266","0,015","0,105","-0,002","-0,314","0,127","-0,278","-0,044","-0,057","0,296","0,062","-0,404","0,089","0,014","-0,090","0,013","0,017","-0,348","-0,475","-0,063"
73,"-0,195","0,294","0,016","0,087","0,026","-0,320","0,055","-0,290","-0,045","-0,049","0,238","0,061","-0,395","0,047","0,017","-0,137","0,014","0,020","-0,334","-0,431","-0,071"
74,"-0,262","0,286","0,024","0,122","0,007","-0,325","0,008","-0,289","-0,047","-0,070","0,188","0,059","-0,343","0,091","0,018","-0,144","-0,023","0,019","-0,309","-0,426","-0,076"
75,"-0,333","0,279","0,033","0,144","-0,022","-0,331","0,002","-0,236","-0,045","-0,036","0,182","0,057","-0,299","0,138","0,019","-0,167","-0,070","0,014","-0,277","-0,412","-0,081"
76,"-0,364","0,263","0,036","0,117","-0,033","-0,337","-0,019","-0,274","-0,042","0,005","0,190","0,055","-0,300","0,160","0,019","-0,187","-0,054","0,014","-0,226","-0,400","-0,087"
77,"-0,421","0,283","0,037","0,127","0,002","-0,345","-0,063","-0,286","-0,035","-0,003","0,214","0,055","-0,278","0,155","0,019","-0,221","-0,007","0,012","-0,245","-0,428","-0,093"
78,"-0,479","0,303","0,038","0,160","0,022","-0,353","-0,106","-0,237","-0,028","-0,018","0,274","0,058","-0,229","0,107","0,016","-0,211","-0,018","0,013","-0,252","-0,426","-0,101"
79,"-0,447","0,326","0,040","0,186","0,052","-0,361","-0,126","-0,292","-0,024","-0,002","0,233","0,058","-0,211","0,043","0,013","-0,160","0,022","0,014","-0,276","-0,367","-0,108"
80,"-0,503","0,378","0,039","0,225","0,043","-0,370","-0,115","-0,309","-0,020","0,000","0,253","0,057","-0,176","0,017","0,010","-0,157","-0,011","0,020","-0,309","-0,344","-0,112"
81,"-0,454","0,353","0,041","0,206","0,023","-0,381","-0,114","-0,311","-0,018","0,006","0,248","0,055","-0,216","0,067","0,005","-0,150","-0,029","0,026","-0,360","-0,359","-0,115"
82,"-0,475","0,329","0,049","0,208","-0,008","-0,391","-0,131","-0,280","-0,014","0,072","0,219","0,050","-0,204","0,067","0,003","-0,188","-0,062","0,025","-0,315","-0,316","-0,119"
83,"-0,463","0,341","0,057","0,247","-0,020","-0,401","-0,089","-0,279","-0,011","0,067","0,209","0,043","-0,150","0,107","0,004","-0,156","-0,112","0,022","-0,275","-0,319","-0,124"
84,"-0,506","0,389","0,059","0,270","0,013","-0,411","-0,158","-0,291","-0,006","0,128","0,184","0,037","-0,158","0,097","0,004","-0,142","-0,113","0,024","-0,281","-0,318","-0,128"
85,"-0,521","0,377","0,060","0,254","-0,010","-0,419","-0,164","-0,321","-0,004","0,176","0,132","0,034","-0,167","0,088","0,004","-0,141","-0,109","0,028","-0,248","-0,262","-0,134"
86,"-0,474","0,335","0,065","0,223","-0,008","-0,427","-0,123","-0,332","-0,003","0,243","0,123","0,032","-0,234","0,067","0,004","-0,151","-0,083","0,030","-0,251","-0,228","-0,139"
87,"-0,450","0,300","0,067","0,259","-0,011","-0,435","-0,059","-0,321","0,000","0,265","0,162","0,030","-0,169","0,075","0,003","-0,124","-0,049","0,032","-0,234","-0,264","-0,144"
