Index,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
0,"0,997","-0,076","0,026","0,000","0,997","-0,063","0,034","0,000","0,889","0,437","0,136","0,000","0,880","0,428","-0,206","0,000","0,974","-0,216","-0,070","0,000","0,976","-0,208","-0,067","0,000","0,989","-0,146","-0,029","0,000"
1,"0,997","-0,079","0,026","0,000","0,997","-0,064","0,038","0,000","0,890","0,435","0,137","0,000","0,879","0,430","-0,207","0,000","0,974","-0,216","-0,070","0,000","0,976","-0,209","-0,067","0,000","0,989","-0,146","-0,029","0,000"
2,"0,996","-0,081","0,026","0,000","0,997","-0,064","0,038","0,000","0,890","0,435","0,137","0,000","0,879","0,430","-0,207","0,000","0,974","-0,216","-0,070","0,000","0,976","-0,209","-0,067","0,000","0,989","-0,146","-0,029","0,000"
3,"0,997","-0,079","0,025","0,000","0,997","-0,064","0,037","0,000","0,890","0,435","0,135","0,000","0,878","0,432","-0,206","0,000","0,974","-0,216","-0,070","0,000","0,976","-0,206","-0,067","0,000","0,989","-0,145","-0,029","0,000"
4,"0,996","-0,080","0,025","0,000","0,997","-0,066","0,037","0,000","0,890","0,435","0,135","0,000","0,879","0,430","-0,207","0,000","0,974","-0,216","-0,069","0,000","0,976","-0,208","-0,067","0,000","0,989","-0,145","-0,029","0,000"
5,"0,996","-0,080","0,025","0,000","0,997","-0,066","0,036","0,000","0,891","0,434","0,133","0,000","0,878","0,432","-0,206","0,000","0,974","-0,216","-0,070","0,000","0,976","-0,208","-0,068","0,000","0,989","-0,144","-0,030","0,000"
6,"0,996","-0,080","0,026","0,000","0,997","-0,066","0,037","0,000","0,891","0,435","0,133","0,000","0,879","0,430","-0,207","0,000","0,974","-0,216","-0,070","0,000","0,976","-0,208","-0,068","0,000","0,989","-0,144","-0,030","0,000"
7,"0,997","-0,079","0,025","0,000","0,997","-0,066","0,037","0,000","0,891","0,434","0,133","0,000","0,878","0,431","-0,208","0,000","0,974","-0,214","-0,070","0,000","0,976","-0,208","-0,068","0,000","0,989","-0,143","-0,030","0,000"
8,"0,997","-0,079","0,025","0,000","0,997","-0,066","0,037","0,000","0,891","0,435","0,133","0,000","0,878","0,431","-0,208","0,000","0,974","-0,214","-0,070","0,000","0,976","-0,208","-0,068","0,000","0,989","-0,143","-0,030","0,000"
9,"0,997","-0,078","0,025","0,000","0,997","-0,066","0,037","0,000","0,891","0,435","0,133","0,000","0,878","0,431","-0,208","0,000","0,974","-0,213","-0,070","0,000","0,976","-0,208","-0,068","0,000","0,989","-0,142","-0,030","0,000"
10,"0,997","-0,077","0,023","-0,001","0,997","-0,069","0,036","0,000","0,891","0,434","0,131","0,001","0,879","0,429","-0,210","0,001","0,975","-0,211","-0,069","0,000","0,976","-0,205","-0,070","-0,001","0,990","-0,140","-0,031","0,000"
11,"0,997","-0,076","0,025","-0,001","0,997","-0,067","0,037","0,000","0,892","0,432","0,130","0,001","0,878","0,431","-0,208","0,000","0,975","-0,213","-0,069","0,000","0,976","-0,206","-0,072","-0,001","0,989","-0,142","-0,031","0,000"
12,"0,997","-0,078","0,027","-0,001","0,997","-0,069","0,035","0,000","0,891","0,434","0,131","0,001","0,879","0,430","-0,207","0,000","0,974","-0,215","-0,071","0,000","0,976","-0,206","-0,069","-0,001","0,989","-0,145","-0,032","0,000"
13,"0,997","-0,076","0,026","-0,001","0,997","-0,066","0,036","0,000","0,891","0,433","0,134","0,000","0,878","0,432","-0,208","0,000","0,975","-0,212","-0,072","-0,001","0,976","-0,208","-0,068","0,000","0,989","-0,143","-0,030","0,000"
14,"0,997","-0,078","0,023","-0,002","0,997","-0,066","0,033","0,000","0,891","0,434","0,131","0,001","0,878","0,430","-0,209","0,001","0,975","-0,211","-0,069","0,000","0,976","-0,205","-0,069","-0,001","0,989","-0,145","-0,028","0,001"
15,"0,997","-0,075","0,024","-0,002","0,997","-0,064","0,035","0,000","0,891","0,435","0,133","0,000","0,879","0,430","-0,207","0,000","0,974","-0,214","-0,069","0,000","0,977","-0,203","-0,067","-0,001","0,989","-0,142","-0,029","0,001"
16,"0,997","-0,077","0,025","-0,002","0,997","-0,066","0,033","-0,001","0,892","0,433","0,133","0,000","0,878","0,432","-0,208","0,000","0,975","-0,211","-0,069","0,000","0,977","-0,203","-0,070","-0,002","0,989","-0,142","-0,032","0,000"
17,"0,997","-0,075","0,024","-0,002","0,997","-0,065","0,036","0,000","0,893","0,431","0,132","0,001","0,879","0,431","-0,205","-0,001","0,975","-0,209","-0,071","-0,001","0,977","-0,204","-0,067","-0,001","0,990","-0,140","-0,030","0,000"
18,"0,997","-0,077","0,026","-0,002","0,997","-0,068","0,035","-0,001","0,892","0,433","0,133","0,000","0,879","0,429","-0,207","0,000","0,975","-0,211","-0,069","0,000","0,977","-0,201","-0,067","-0,001","0,989","-0,142","-0,028","0,001"
19,"0,996","-0,080","0,025","-0,002","0,997","-0,071","0,037","-0,001","0,891","0,435","0,133","0,000","0,878","0,431","-0,207","0,000","0,974","-0,213","-0,071","-0,001","0,977","-0,203","-0,070","-0,002","0,990","-0,141","-0,026","0,001"
20,"0,997","-0,077","0,025","-0,002","0,997","-0,069","0,034","-0,001","0,892","0,433","0,132","0,001","0,878","0,432","-0,205","-0,002","0,975","-0,211","-0,072","-0,001","0,976","-0,205","-0,071","-0,002","0,989","-0,144","-0,027","0,001"
21,"0,997","-0,079","0,028","-0,003","0,997","-0,067","0,036","-0,001","0,893","0,432","0,130","0,001","0,878","0,431","-0,207","0,000","0,974","-0,213","-0,071","-0,001","0,976","-0,205","-0,068","-0,001","0,989","-0,145","-0,029","0,000"
