Index,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
0,"0,987","-0,153","0,040","0,000","0,995","-0,096","0,025","0,000","0,895","0,428","0,125","0,000","0,879","0,439","-0,188","0,000","0,942","-0,328","-0,066","0,000","0,949","-0,307","-0,074","0,000","0,972","-0,231","-0,040","0,000"
1,"0,987","-0,154","0,040","0,000","0,995","-0,096","0,027","0,000","0,894","0,429","0,130","0,000","0,879","0,437","-0,189","0,000","0,942","-0,330","-0,064","0,000","0,949","-0,307","-0,074","0,000","0,972","-0,231","-0,040","0,000"
2,"0,987","-0,155","0,042","0,000","0,995","-0,099","0,027","0,000","0,894","0,429","0,130","0,000","0,878","0,439","-0,190","0,000","0,942","-0,330","-0,064","0,000","0,949","-0,307","-0,074","0,000","0,971","-0,234","-0,040","0,000"
3,"0,987","-0,153","0,042","0,000","0,995","-0,098","0,027","0,000","0,894","0,429","0,127","0,000","0,879","0,439","-0,189","0,000","0,943","-0,327","-0,064","0,000","0,949","-0,306","-0,074","0,000","0,972","-0,233","-0,042","0,000"
4,"0,987","-0,153","0,043","0,000","0,995","-0,098","0,027","0,000","0,894","0,429","0,127","0,000","0,878","0,440","-0,189","0,000","0,943","-0,327","-0,064","0,000","0,949","-0,306","-0,073","0,000","0,972","-0,233","-0,042","0,000"
5,"0,987","-0,153","0,041","0,000","0,995","-0,097","0,027","0,000","0,894","0,429","0,127","0,000","0,878","0,439","-0,189","0,000","0,944","-0,325","-0,064","0,000","0,949","-0,306","-0,073","0,000","0,972","-0,232","-0,042","0,000"
6,"0,987","-0,153","0,041","0,000","0,995","-0,097","0,027","0,000","0,894","0,429","0,127","0,000","0,879","0,439","-0,189","0,000","0,943","-0,326","-0,064","0,000","0,949","-0,306","-0,073","0,000","0,972","-0,233","-0,042","0,000"
7,"0,988","-0,150","0,040","0,000","0,995","-0,097","0,027","0,000","0,894","0,429","0,127","0,000","0,878","0,439","-0,188","0,000","0,943","-0,326","-0,064","0,000","0,949","-0,306","-0,073","0,000","0,972","-0,232","-0,042","0,000"
8,"0,988","-0,151","0,040","0,000","0,995","-0,097","0,027","0,000","0,894","0,429","0,127","0,000","0,878","0,440","-0,188","0,000","0,943","-0,327","-0,064","0,000","0,949","-0,306","-0,073","0,000","0,972","-0,232","-0,042","0,000"
9,"0,988","-0,151","0,040","0,000","0,995","-0,096","0,027","0,000","0,894","0,429","0,127","0,000","0,878","0,439","-0,188","0,000","0,943","-0,327","-0,064","0,000","0,949","-0,306","-0,074","0,000","0,972","-0,232","-0,042","0,000"
