Index,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
10,"0,987","-0,151","0,047","0,000","0,995","-0,095","0,041","0,000","0,892","0,435","0,126","0,000","0,877","0,439","-0,193","-0,002","0,949","-0,312","-0,053","0,000","0,954","-0,291","-0,075","0,000","0,973","-0,230","-0,028","0,000"
11,"0,988","-0,148","0,047","0,001","0,995","-0,095","0,038","-0,001","0,892","0,434","0,128","-0,001","0,878","0,439","-0,190","-0,003","0,949","-0,312","-0,050","0,001","0,955","-0,289","-0,075","0,000","0,973","-0,230","-0,025","0,000"
12,"0,988","-0,151","0,046","0,000","0,995","-0,097","0,036","-0,001","0,893","0,433","0,126","0,000","0,879","0,437","-0,189","-0,003","0,949","-0,310","-0,048","0,001","0,954","-0,291","-0,076","-0,001","0,973","-0,229","-0,022","0,001"
13,"0,987","-0,153","0,044","0,000","0,995","-0,099","0,033","-0,002","0,892","0,434","0,124","0,001","0,878","0,439","-0,188","-0,004","0,950","-0,309","-0,046","0,002","0,953","-0,293","-0,077","-0,002","0,973","-0,228","-0,025","0,000"
14,"0,988","-0,150","0,042","0,000","0,994","-0,102","0,035","-0,002","0,891","0,436","0,122","0,002","0,879","0,439","-0,186","-0,005","0,951","-0,307","-0,046","0,001","0,952","-0,296","-0,077","-0,002","0,974","-0,225","-0,024","0,000"
15,"0,987","-0,153","0,041","0,000","0,995","-0,099","0,033","-0,002","0,892","0,434","0,123","0,002","0,878","0,440","-0,188","-0,004","0,951","-0,305","-0,048","0,000","0,953","-0,294","-0,076","-0,003","0,975","-0,223","-0,025","-0,001"
16,"0,988","-0,150","0,042","0,000","0,995","-0,096","0,034","-0,002","0,892","0,434","0,125","0,000","0,877","0,440","-0,190","-0,004","0,951","-0,304","-0,050","-0,001","0,954","-0,291","-0,076","-0,004","0,974","-0,225","-0,026","-0,001"
17,"0,988","-0,148","0,045","0,000","0,995","-0,096","0,037","-0,002","0,893","0,434","0,123","0,002","0,879","0,438","-0,190","-0,003","0,951","-0,306","-0,051","-0,001","0,954","-0,290","-0,078","-0,005","0,974","-0,226","-0,023","0,000"
18,"0,988","-0,146","0,045","0,000","0,995","-0,098","0,035","-0,002","0,892","0,436","0,123","0,001","0,880","0,437","-0,188","-0,004","0,950","-0,308","-0,053","-0,001","0,954","-0,290","-0,076","-0,005","0,973","-0,229","-0,021","0,000"
19,"0,989","-0,145","0,042","0,000","0,995","-0,096","0,036","-0,002","0,893","0,433","0,125","0,001","0,879","0,439","-0,188","-0,004","0,949","-0,310","-0,053","-0,001","0,955","-0,289","-0,073","-0,005","0,973","-0,231","-0,020","0,000"
20,"0,989","-0,144","0,045","0,000","0,995","-0,093","0,038","-0,002","0,892","0,435","0,123","0,002","0,880","0,437","-0,189","-0,003","0,949","-0,311","-0,050","-0,001","0,955","-0,287","-0,073","-0,005","0,973","-0,231","-0,023","0,000"
21,"0,989","-0,141","0,043","0,000","0,995","-0,093","0,041","-0,002","0,892","0,435","0,126","0,000","0,879","0,437","-0,191","-0,003","0,950","-0,309","-0,047","0,000","0,955","-0,288","-0,075","-0,006","0,973","-0,228","-0,024","0,000"
22,"0,989","-0,144","0,044","0,000","0,995","-0,096","0,039","-0,002","0,892","0,435","0,123","0,001","0,878","0,439","-0,190","-0,003","0,951","-0,307","-0,047","0,000","0,954","-0,289","-0,078","-0,007","0,974","-0,226","-0,025","-0,001"
23,"0,988","-0,147","0,045","0,000","0,995","-0,095","0,036","-0,002","0,892","0,435","0,126","0,000","0,878","0,438","-0,192","-0,002","0,951","-0,305","-0,045","0,001","0,954","-0,289","-0,075","-0,007","0,974","-0,225","-0,028","-0,002"
24,"0,988","-0,147","0,048","0,000","0,995","-0,096","0,034","-0,003","0,892","0,433","0,128","-0,001","0,878","0,437","-0,195","0,000","0,950","-0,307","-0,047","0,000","0,954","-0,290","-0,072","-0,006","0,973","-0,227","-0,030","-0,002"
25,"0,988","-0,149","0,049","0,000","0,995","-0,093","0,035","-0,003","0,893","0,433","0,125","0,000","0,878","0,438","-0,192","-0,002","0,950","-0,309","-0,049","-0,001","0,954","-0,293","-0,071","-0,006","0,974","-0,225","-0,028","-0,002"
26,"0,987","-0,151","0,052","0,000","0,995","-0,095","0,032","-0,003","0,892","0,433","0,128","-0,001","0,879","0,437","-0,190","-0,003","0,949","-0,311","-0,051","-0,002","0,953","-0,295","-0,072","-0,006","0,973","-0,228","-0,028","-0,002"
27,"0,988","-0,148","0,051","0,001","0,995","-0,093","0,035","-0,003","0,893","0,433","0,125","0,000","0,880","0,435","-0,189","-0,003","0,949","-0,312","-0,053","-0,002","0,952","-0,298","-0,073","-0,006","0,973","-0,229","-0,025","-0,002"
28,"0,988","-0,149","0,048","0,000","0,995","-0,096","0,035","-0,003","0,891","0,435","0,125","0,000","0,881","0,434","-0,188","-0,003","0,949","-0,310","-0,053","-0,002","0,951","-0,300","-0,074","-0,007","0,973","-0,230","-0,022","-0,001"
29,"0,988","-0,151","0,046","0,000","0,995","-0,094","0,035","-0,003","0,891","0,437","0,123","0,002","0,880","0,436","-0,188","-0,004","0,949","-0,311","-0,050","-0,002","0,952","-0,298","-0,074","-0,007","0,973","-0,230","-0,019","-0,001"
30,"0,988","-0,151","0,045","0,000","0,995","-0,094","0,035","-0,003","0,891","0,437","0,123","0,002","0,880","0,436","-0,188","-0,004","0,949","-0,311","-0,050","-0,002","0,952","-0,298","-0,074","-0,007","0,973","-0,229","-0,020","-0,001"
31,"0,988","-0,150","0,045","0,000","0,995","-0,094","0,036","-0,003","0,891","0,437","0,123","0,002","0,880","0,436","-0,188","-0,004","0,949","-0,311","-0,050","-0,002","0,952","-0,298","-0,074","-0,007","0,973","-0,229","-0,020","-0,001"
32,"0,988","-0,150","0,045","0,000","0,995","-0,094","0,036","-0,003","0,891","0,436","0,123","0,001","0,880","0,436","-0,188","-0,004","0,949","-0,311","-0,049","-0,002","0,952","-0,298","-0,074","-0,008","0,973","-0,229","-0,020","-0,002"
33,"0,988","-0,150","0,046","0,000","0,995","-0,094","0,036","-0,003","0,891","0,436","0,123","0,001","0,880","0,436","-0,188","-0,004","0,949","-0,312","-0,049","-0,002","0,952","-0,298","-0,075","-0,008","0,973","-0,229","-0,020","-0,002"
34,"0,988","-0,150","0,046","0,000","0,995","-0,095","0,036","-0,003","0,891","0,436","0,124","0,001","0,880","0,436","-0,188","-0,004","0,949","-0,312","-0,049","-0,002","0,952","-0,298","-0,074","-0,008","0,973","-0,229","-0,020","-0,002"
35,"0,988","-0,150","0,046","0,000","0,995","-0,095","0,036","-0,003","0,891","0,436","0,123","0,002","0,880","0,436","-0,188","-0,004","0,949","-0,312","-0,050","-0,002","0,952","-0,298","-0,074","-0,008","0,973","-0,229","-0,021","-0,003"
36,"0,988","-0,150","0,047","0,000","0,995","-0,096","0,036","-0,003","0,892","0,436","0,123","0,002","0,880","0,436","-0,188","-0,004","0,949","-0,312","-0,050","-0,002","0,952","-0,298","-0,074","-0,009","0,973","-0,229","-0,021","-0,003"
37,"0,988","-0,149","0,046","0,001","0,995","-0,096","0,036","-0,003","0,892","0,436","0,123","0,001","0,880","0,436","-0,188","-0,004","0,949","-0,312","-0,049","-0,002","0,952","-0,298","-0,074","-0,009","0,973","-0,229","-0,021","-0,003"
38,"0,988","-0,149","0,046","0,001","0,995","-0,097","0,036","-0,004","0,892","0,435","0,123","0,002","0,880","0,436","-0,188","-0,004","0,949","-0,312","-0,049","-0,002","0,952","-0,298","-0,074","-0,009","0,973","-0,229","-0,021","-0,003"
39,"0,988","-0,149","0,046","0,001","0,995","-0,097","0,036","-0,004","0,892","0,435","0,123","0,001","0,880","0,436","-0,188","-0,004","0,949","-0,312","-0,049","-0,002","0,952","-0,298","-0,074","-0,009","0,973","-0,229","-0,021","-0,003"
40,"0,988","-0,149","0,047","0,001","0,995","-0,097","0,036","-0,004","0,892","0,435","0,123","0,001","0,880","0,436","-0,188","-0,004","0,949","-0,313","-0,049","-0,002","0,952","-0,298","-0,074","-0,010","0,973","-0,229","-0,022","-0,004"
41,"1,000","-0,003","0,008","0,000","1,000","-0,003","0,002","0,000","1,000","-0,002","0,006","0,000","1,000","0,001","-0,005","0,000","1,000","-0,005","0,001","0,000","1,000","0,000","0,001","0,000","1,000","-0,003","-0,012","0,000"
42,"1,000","-0,006","0,012","0,000","1,000","-0,003","0,002","0,000","1,000","-0,002","0,006","0,000","1,000","0,001","0,002","0,000","1,000","-0,005","0,001","0,000","1,000","-0,009","0,004","0,000","1,000","-0,005","-0,006","0,000"
43,"1,000","-0,007","0,012","0,000","1,000","-0,003","0,002","0,000","1,000","-0,003","0,006","0,000","1,000","0,001","0,002","0,000","1,000","-0,006","0,001","0,000","1,000","-0,010","0,005","0,000","1,000","-0,005","0,010","0,000"
44,"1,000","-0,006","0,008","0,000","1,000","-0,003","0,002","0,000","1,000","-0,002","0,001","0,000","1,000","0,001","0,002","0,000","1,000","-0,005","0,001","0,000","1,000","-0,009","0,004","0,000","1,000","-0,004","0,005","0,000"
45,"1,000","-0,006","0,008","0,000","1,000","-0,004","0,003","0,000","1,000","-0,002","0,001","0,000","1,000","0,001","0,003","0,000","1,000","-0,006","0,002","0,000","1,000","-0,009","0,004","0,000","1,000","-0,004","0,005","0,000"
46,"1,000","-0,005","0,003","0,000","1,000","-0,004","0,002","0,000","1,000","-0,002","-0,002","0,000","1,000","0,001","0,003","0,000","1,000","-0,006","0,002","0,000","1,000","-0,007","0,003","0,000","1,000","-0,003","0,002","0,000"
47,"1,000","-0,005","0,003","0,000","1,000","-0,005","0,002","0,000","1,000","-0,002","-0,001","0,000","1,000","0,001","0,003","0,000","1,000","-0,006","0,007","0,000","1,000","-0,008","0,003","0,000","1,000","-0,004","0,002","0,000"
48,"1,000","-0,003","0,003","0,000","1,000","-0,005","0,002","0,000","1,000","-0,002","-0,001","0,000","1,000","0,001","0,002","0,000","1,000","-0,006","0,007","0,000","1,000","-0,008","0,001","0,000","1,000","-0,003","-0,001","0,000"
49,"1,000","-0,003","0,005","0,000","1,000","-0,005","0,002","0,000","1,000","-0,002","-0,001","0,000","1,000","0,001","0,003","0,000","1,000","-0,006","0,007","0,000","1,000","-0,008","0,001","0,000","1,000","-0,003","-0,001","0,000"
50,"1,000","-0,002","0,005","0,000","1,000","-0,005","0,002","0,000","1,000","-0,002","-0,001","0,000","1,000","0,001","0,003","0,000","1,000","-0,006","0,005","0,000","1,000","-0,008","0,001","0,000","1,000","-0,003","-0,001","0,000"
51,"1,000","0,000","0,003","0,000","1,000","-0,008","0,002","0,000","1,000","-0,003","-0,005","0,000","1,000","-0,001","0,006","0,000","1,000","-0,004","0,003","0,000","1,000","-0,006","0,004","0,000","1,000","0,000","-0,001","0,000"
52,"1,000","0,003","0,001","0,000","1,000","-0,009","-0,001","0,000","1,000","-0,001","-0,002","0,000","1,000","0,001","0,004","0,000","1,000","-0,003","0,006","0,000","1,000","-0,004","0,004","0,000","1,000","0,000","0,002","0,000"
53,"1,000","0,006","0,000","0,000","1,000","-0,012","0,000","0,000","1,000","0,001","-0,004","0,000","1,000","-0,001","0,002","0,000","1,000","-0,005","0,003","0,000","1,000","-0,002","0,002","0,000","1,000","0,000","-0,001","0,000"
54,"1,000","0,007","-0,003","0,000","1,000","-0,009","-0,001","0,000","1,000","0,001","-0,001","0,000","1,000","-0,002","-0,001","0,000","1,000","-0,002","0,002","0,000","1,000","0,000","0,000","0,000","1,000","0,003","-0,002","0,001"
55,"1,000","0,008","0,000","0,000","1,000","-0,012","-0,001","0,000","1,000","0,001","-0,004","0,000","1,000","0,000","0,001","0,000","1,000","0,001","0,003","0,000","1,000","0,001","-0,003","0,001","1,000","0,004","-0,005","0,001"
56,"1,000","0,009","-0,002","0,000","1,000","-0,010","0,001","0,001","1,000","-0,001","-0,002","0,000","1,000","-0,001","0,003","0,000","1,000","0,004","0,003","0,000","1,000","0,004","-0,002","0,001","1,000","0,003","-0,002","0,001"
57,"1,000","0,013","-0,002","0,000","1,000","-0,009","-0,002","0,001","1,000","0,000","-0,005","0,000","1,000","-0,001","0,006","0,000","1,000","0,001","0,002","0,000","1,000","0,006","-0,002","0,001","1,000","0,003","0,001","0,001"
58,"1,000","0,011","-0,004","0,000","1,000","-0,011","0,001","0,001","1,000","0,002","-0,006","0,000","1,000","0,001","0,004","0,000","1,000","-0,002","0,001","0,000","1,000","0,003","-0,001","0,001","1,000","0,000","0,002","0,002"
59,"1,000","0,011","-0,001","0,000","1,000","-0,012","-0,002","0,001","1,000","0,000","-0,004","0,000","1,000","-0,002","0,002","0,000","1,000","-0,004","0,004","0,000","1,000","0,003","0,002","0,001","1,000","0,002","-0,001","0,002"
60,"1,000","0,008","0,000","0,000","1,000","-0,011","0,000","0,001","1,000","-0,003","-0,003","0,000","1,000","-0,003","-0,001","0,000","1,000","-0,003","0,007","0,000","1,000","0,005","0,000","0,001","1,000","0,002","-0,004","0,002"
61,"1,000","0,011","0,000","0,000","1,000","-0,008","0,002","0,001","1,000","-0,002","-0,006","0,000","1,000","-0,002","0,002","0,000","1,000","0,000","0,007","0,001","1,000","0,003","-0,003","0,001","1,000","0,004","-0,005","0,003"
62,"1,000","0,013","-0,002","0,000","1,000","-0,007","0,005","0,001","1,000","-0,003","-0,003","0,000","1,000","-0,002","-0,001","0,000","1,000","0,001","0,004","0,001","1,000","0,004","0,000","0,001","1,000","0,005","-0,002","0,003"
63,"1,000","0,010","-0,002","0,000","1,000","-0,006","0,002","0,002","1,000","-0,001","-0,006","0,000","1,000","-0,002","0,002","0,000","1,000","0,001","0,001","0,001","1,000","0,007","0,001","0,001","1,000","0,005","-0,005","0,003"
64,"1,000","0,008","0,000","0,000","1,000","-0,005","0,004","0,002","1,000","-0,004","-0,006","0,000","1,000","0,001","0,001","0,001","1,000","0,000","-0,001","0,001","1,000","0,004","0,001","0,001","1,000","0,004","-0,002","0,003"
65,"1,000","0,008","-0,003","0,000","1,000","-0,004","0,001","0,002","1,000","-0,002","-0,005","0,000","1,000","-0,002","0,001","0,001","1,000","-0,001","0,002","0,001","1,000","0,007","0,000","0,001","1,000","0,002","-0,004","0,004"
66,"1,000","0,011","-0,001","0,000","1,000","-0,005","0,004","0,002","1,000","-0,004","-0,007","0,000","1,000","-0,001","0,004","0,001","1,000","0,002","0,002","0,002","1,000","0,007","0,003","0,001","1,000","0,002","-0,001","0,004"
67,"1,000","0,009","-0,004","-0,001","1,000","-0,005","0,001","0,002","1,000","-0,002","-0,004","0,000","1,000","0,001","0,001","0,001","1,000","0,004","0,001","0,002","1,000","0,009","0,001","0,001","1,000","0,005","0,000","0,004"
68,"1,000","0,006","-0,002","-0,001","1,000","-0,005","-0,001","0,002","1,000","-0,001","-0,001","0,000","1,000","0,000","0,004","0,001","1,000","0,007","0,000","0,002","1,000","0,007","-0,001","0,001","1,000","0,005","-0,003","0,005"
69,"1,000","0,007","0,001","-0,001","1,000","-0,006","0,002","0,002","1,000","-0,001","0,002","0,000","1,000","-0,001","0,000","0,001","1,000","0,006","-0,002","0,002","1,000","0,004","0,000","0,001","1,000","0,006","-0,006","0,005"
70,"1,000","0,007","0,004","-0,001","1,000","-0,003","0,003","0,003","1,000","0,000","0,005","0,000","1,000","0,001","0,002","0,001","1,000","0,009","-0,001","0,002","1,000","0,001","0,000","0,001","1,000","0,007","-0,003","0,006"
71,"1,000","0,007","0,004","-0,001","1,000","-0,003","0,003","0,003","1,000","0,000","0,004","0,000","1,000","0,001","0,002","0,001","1,000","0,009","-0,001","0,002","1,000","0,001","0,000","0,001","1,000","0,007","-0,003","0,006"
72,"1,000","0,007","0,004","-0,001","1,000","-0,003","0,002","0,003","1,000","0,000","0,004","0,000","1,000","0,001","0,002","0,001","1,000","0,009","0,000","0,003","1,000","0,001","0,000","0,001","1,000","0,007","-0,002","0,007"
73,"1,000","0,007","0,004","-0,001","1,000","-0,003","0,002","0,003","1,000","0,000","0,004","0,000","1,000","0,001","0,001","0,001","1,000","0,008","0,000","0,003","1,000","0,001","0,000","0,001","1,000","0,007","-0,002","0,007"
74,"1,000","0,007","0,004","-0,001","1,000","-0,003","0,003","0,003","1,000","0,000","0,004","0,000","1,000","0,001","0,001","0,001","1,000","0,008","0,000","0,003","1,000","0,001","0,000","0,002","1,000","0,006","-0,001","0,007"
75,"1,000","0,007","0,003","-0,001","1,000","-0,002","0,003","0,003","1,000","0,000","0,004","0,000","1,000","0,001","0,001","0,001","1,000","0,008","0,000","0,003","1,000","0,001","0,000","0,002","1,000","0,006","-0,001","0,008"
76,"1,000","0,007","0,003","-0,001","1,000","-0,002","0,003","0,003","1,000","0,000","0,003","0,000","1,000","0,000","0,001","0,001","1,000","0,008","0,000","0,003","1,000","0,002","0,000","0,002","1,000","0,006","-0,001","0,008"
77,"1,000","0,007","0,003","-0,001","1,000","-0,002","0,003","0,003","1,000","0,000","0,003","0,000","1,000","0,000","0,000","0,001","1,000","0,008","0,000","0,004","1,000","0,002","0,000","0,002","1,000","0,005","0,000","0,008"
78,"1,000","0,007","0,002","-0,002","1,000","-0,002","0,003","0,003","1,000","0,000","0,003","0,000","1,000","0,000","0,000","0,001","1,000","0,008","0,001","0,004","1,000","0,002","-0,001","0,001","1,000","0,005","-0,001","0,009"
79,"1,000","0,007","0,002","-0,002","1,000","-0,002","0,003","0,003","1,000","0,000","0,003","0,000","1,000","0,000","0,000","0,001","1,000","0,008","0,001","0,004","1,000","0,002","-0,001","0,001","1,000","0,005","-0,001","0,009"
80,"1,000","0,007","0,003","-0,002","1,000","-0,002","0,003","0,003","1,000","-0,001","0,003","0,000","1,000","0,000","-0,001","0,001","1,000","0,008","0,001","0,004","1,000","0,003","-0,001","0,001","1,000","0,005","-0,001","0,009"
81,"1,000","0,007","0,002","-0,002","1,000","-0,002","0,003","0,004","1,000","-0,001","0,003","0,000","1,000","0,000","-0,001","0,001","1,000","0,008","0,001","0,004","1,000","0,003","0,000","0,001","1,000","0,005","-0,001","0,009"
82,"1,000","0,007","0,002","-0,002","1,000","-0,002","0,003","0,004","1,000","-0,001","0,003","0,000","1,000","0,000","0,000","0,001","1,000","0,008","0,002","0,004","1,000","0,003","0,000","0,001","1,000","0,005","0,000","0,010"
83,"1,000","0,007","0,002","-0,002","1,000","-0,002","0,003","0,004","1,000","-0,001","0,003","0,000","1,000","0,000","-0,001","0,001","1,000","0,009","0,002","0,005","1,000","0,003","0,000","0,001","1,000","0,005","0,000","0,010"
84,"1,000","0,007","0,002","-0,003","1,000","-0,002","0,002","0,004","1,000","-0,001","0,003","0,000","1,000","0,000","-0,001","0,001","1,000","0,009","0,002","0,005","1,000","0,004","0,000","0,001","1,000","0,004","0,000","0,010"
85,"1,000","0,007","0,003","-0,003","1,000","-0,002","0,002","0,004","1,000","-0,002","0,003","0,000","1,000","0,000","-0,001","0,001","1,000","0,009","0,003","0,005","1,000","0,004","0,000","0,001","1,000","0,004","0,001","0,010"
86,"1,000","0,006","0,003","-0,003","1,000","-0,002","0,002","0,004","1,000","-0,002","0,003","0,000","1,000","0,000","-0,001","0,001","1,000","0,009","0,003","0,005","1,000","0,004","0,000","0,001","1,000","0,003","0,001","0,010"
87,"1,000","0,006","0,003","-0,003","1,000","-0,002","0,003","0,004","1,000","-0,002","0,003","0,000","1,000","-0,001","-0,001","0,001","1,000","0,009","0,003","0,006","1,000","0,004","0,000","0,001","1,000","0,003","0,001","0,010"
88,"1,000","0,005","0,003","-0,003","1,000","-0,002","0,003","0,004","1,000","-0,002","0,003","0,000","1,000","-0,001","-0,001","0,001","1,000","0,009","0,004","0,006","1,000","0,004","0,001","0,001","1,000","0,002","0,001","0,010"
89,"1,000","0,005","0,003","-0,003","1,000","-0,002","0,003","0,004","1,000","-0,002","0,003","0,000","1,000","-0,002","-0,001","0,001","1,000","0,009","0,004","0,006","1,000","0,004","0,001","0,001","1,000","0,002","0,001","0,010"
90,"1,000","0,004","0,003","-0,003","1,000","-0,001","0,003","0,004","1,000","-0,002","0,002","0,000","1,000","-0,002","-0,001","0,001","1,000","0,009","0,004","0,007","1,000","0,004","0,001","0,001","1,000","0,001","0,001","0,010"
91,"1,000","0,003","0,004","-0,003","1,000","-0,001","0,004","0,004","1,000","-0,002","0,002","0,000","1,000","-0,002","-0,001","0,001","1,000","0,009","0,004","0,007","1,000","0,004","0,001","0,001","1,000","0,001","0,001","0,010"
92,"1,000","0,003","0,004","-0,003","1,000","-0,001","0,004","0,004","1,000","-0,002","0,002","0,000","1,000","-0,002","-0,001","0,001","1,000","0,009","0,004","0,007","1,000","0,004","0,001","0,001","1,000","0,000","0,001","0,010"
93,"1,000","0,002","0,004","-0,003","1,000","-0,001","0,004","0,004","1,000","-0,002","0,002","0,000","1,000","-0,003","-0,001","0,001","1,000","0,008","0,004","0,007","1,000","0,004","0,001","0,001","1,000","0,000","0,001","0,011"
94,"1,000","0,002","0,004","-0,004","1,000","-0,001","0,005","0,004","1,000","-0,002","0,001","0,000","1,000","-0,003","-0,001","0,001","1,000","0,008","0,005","0,007","1,000","0,004","0,001","0,001","1,000","0,000","0,001","0,011"
95,"1,000","0,001","0,004","-0,004","1,000","-0,001","0,005","0,005","1,000","-0,003","0,001","0,000","1,000","-0,003","-0,001","0,001","1,000","0,008","0,005","0,008","1,000","0,004","0,002","0,002","1,000","-0,001","0,001","0,011"
96,"1,000","0,000","0,004","-0,004","1,000","-0,001","0,005","0,005","1,000","-0,003","0,001","0,000","1,000","-0,003","0,000","0,001","1,000","0,008","0,005","0,008","1,000","0,004","0,002","0,002","1,000","-0,001","0,001","0,011"
97,"1,000","0,000","0,003","-0,004","1,000","-0,001","0,005","0,005","1,000","-0,003","0,001","0,000","1,000","-0,004","0,000","0,001","1,000","0,008","0,005","0,008","1,000","0,005","0,001","0,002","1,000","-0,001","0,001","0,012"
98,"1,000","-0,001","0,003","-0,005","1,000","-0,001","0,006","0,005","1,000","-0,003","0,001","0,000","1,000","-0,004","-0,001","0,001","1,000","0,008","0,005","0,008","1,000","0,005","0,001","0,002","1,000","-0,001","0,001","0,012"
99,"1,000","-0,001","0,004","-0,005","1,000","-0,002","0,005","0,005","1,000","-0,004","0,001","0,000","1,000","-0,003","-0,001","0,001","1,000","0,007","0,005","0,008","1,000","0,005","0,001","0,002","1,000","-0,002","0,001","0,012"
100,"1,000","-0,001","0,004","-0,005","1,000","-0,002","0,005","0,005","1,000","-0,003","0,001","0,000","1,000","-0,003","0,000","0,001","1,000","0,007","0,005","0,009","1,000","0,005","0,002","0,002","1,000","-0,002","0,001","0,012"
101,"1,000","-0,002","0,004","-0,005","1,000","-0,002","0,005","0,005","1,000","-0,004","0,001","0,000","1,000","-0,004","-0,001","0,001","1,000","0,007","0,005","0,009","1,000","0,006","0,002","0,002","1,000","-0,002","0,002","0,013"
102,"1,000","-0,002","0,004","-0,006","1,000","-0,002","0,005","0,005","1,000","-0,004","0,001","0,000","1,000","-0,004","-0,001","0,001","1,000","0,008","0,005","0,009","1,000","0,006","0,002","0,002","1,000","-0,002","0,002","0,013"
