Index,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z
0,"89,828","2,644","-8,422","9,699","-3,337","0,283","60,818","9,295","2,068","69,192","24,376","-6,388","76,885","13,528","-11,454","76,249","9,286","-3,641","96,637","-3,073","-12,383"
1,"90,127","2,676","-8,436","9,718","-3,343","0,284","60,935","9,391","2,050","69,499","24,441","-6,405","76,539","13,732","-11,516","76,267","9,284","-3,635","96,520","-3,131","-12,546"
2,"90,134","2,623","-8,520","9,718","-3,566","0,303","60,935","9,525","2,005","69,633","24,431","-6,413","76,590","13,802","-11,735","76,248","9,296","-3,476","96,572","-3,113","-12,549"
3,"90,240","2,458","-8,499","9,622","-3,525","0,297","60,952","9,638","1,845","69,551","24,439","-6,399","76,300","14,135","-11,879","76,224","9,234","-3,474","96,344","-3,307","-12,872"
4,"90,240","2,458","-8,499","9,636","-3,525","0,297","60,952","9,638","1,845","69,620","24,438","-6,393","76,282","14,153","-11,883","76,238","9,234","-3,474","96,379","-3,298","-12,890"
5,"90,231","2,442","-8,493","9,627","-3,521","0,297","61,019","9,640","1,831","69,456","24,316","-6,220","76,294","14,226","-11,933","76,258","9,225","-3,473","96,341","-3,185","-12,923"
6,"90,269","2,445","-8,497","9,636","-3,525","0,297","61,061","9,651","1,828","69,511","24,362","-6,245","76,267","14,152","-11,880","76,280","9,226","-3,471","96,327","-3,144","-12,839"
7,"90,268","2,448","-8,491","9,627","-3,354","0,283","61,093","9,579","1,852","69,413","24,337","-6,194","75,729","14,058","-11,581","76,296","9,274","-3,632","95,843","-3,110","-12,691"
8,"90,432","2,452","-8,543","9,708","-3,354","0,285","61,252","9,595","1,863","69,487","24,298","-6,170","76,331","14,078","-11,708","76,383","9,324","-3,663","96,423","-3,068","-12,819"
9,"90,271","2,434","-8,535","9,617","-3,337","0,281","61,096","9,569","1,864","69,439","24,241","-6,084","76,254","14,160","-11,751","76,295","9,326","-3,680","96,394","-3,025","-12,883"
10,"90,516","1,898","-8,813","9,514","-3,011","0,224","61,012","9,826","1,653","69,110","24,572","-6,426","75,899","13,802","-11,199","76,290","9,583","-4,311","96,080","-3,104","-12,680"
11,"90,261","2,426","-8,531","9,819","-2,866","0,196","61,135","9,690","1,788","69,630","24,604","-6,409","76,253","13,506","-10,818","76,491","9,531","-4,166","96,432","-2,688","-12,415"
12,"90,713","2,810","-8,449","9,695","-3,177","0,248","61,541","9,384","2,112","69,317","24,728","-6,538","75,947","13,495","-10,945","76,523","9,343","-3,718","95,915","-2,542","-12,119"
13,"90,256","2,400","-8,530","9,659","-2,838","0,189","61,058","9,613","1,830","69,458","24,713","-6,511","76,053","13,207","-10,494","76,353","9,547","-4,245","96,353","-2,584","-12,162"
14,"90,291","2,366","-8,546","9,471","-3,117","0,235","61,209","9,840","1,682","69,572","24,635","-6,431","76,160","13,162","-10,713","76,278","9,341","-3,758","96,897","-2,567","-12,143"
15,"90,758","2,272","-8,676","9,806","-3,093","0,228","61,221","9,816","1,698","70,160","24,674","-6,406","76,352","12,903","-10,492","76,801","9,475","-3,999","97,093","-2,449","-11,975"
16,"90,226","2,067","-8,655","9,476","-3,185","0,240","61,114","9,663","1,792","69,873","24,761","-6,489","75,967","13,009","-10,886","76,197","9,417","-3,933","96,741","-2,644","-11,938"
17,"90,376","2,504","-8,501","9,766","-3,020","0,210","60,950","9,629","1,785","69,363","24,407","-6,209","76,283","12,997","-11,066","76,742","9,472","-3,983","96,588","-2,729","-11,891"
18,"90,456","2,535","-8,502","9,557","-3,288","0,257","61,039","9,592","1,833","69,134","23,892","-5,783","76,392","13,116","-11,484","76,262","9,268","-3,567","96,665","-2,584","-11,767"
19,"90,568","2,905","-8,365","9,868","-3,146","0,237","61,097","9,541","1,887","69,383","23,929","-5,799","76,942","13,099","-11,553","76,835","9,329","-3,649","97,025","-2,971","-12,064"
20,"90,440","2,395","-8,558","9,561","-3,282","0,267","61,396","9,669","1,853","69,241","24,167","-6,029","76,805","13,313","-11,931","76,296","9,312","-3,706","96,851","-3,256","-12,229"
21,"90,537","2,193","-8,663","9,898","-3,265","0,268","61,426","9,769","1,780","69,194","24,144","-6,016","77,078","13,433","-12,035","76,420","9,394","-3,895","96,501","-3,225","-12,220"
22,"90,413","2,439","-8,529","9,557","-3,282","0,274","60,972","9,878","1,602","69,183","24,448","-6,294","76,612","13,582","-12,037","76,259","9,295","-3,691","96,127","-3,428","-12,362"
23,"89,889","2,156","-8,542","9,883","-3,348","0,290","60,904","9,735","1,698","69,141","24,094","-5,978","77,276","13,687","-12,096","76,348","9,326","-3,767","96,616","-3,092","-12,425"
24,"90,343","2,096","-8,654","9,542","-3,393","0,300","61,479","9,709","1,833","69,239","23,791","-5,694","77,265","13,774","-12,061","76,186","9,390","-3,960","97,172","-2,776","-12,495"
