Index,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z
89,"1,443","2,063","1,734","-1,911","-0,522","-0,124","2,188","-2,107","-0,730","-0,593","0,160","-0,147","-1,735","0,451","0,193","-2,327","-0,240","-0,254","5,757","-0,223","-0,696"
90,"1,299","1,955","1,543","-1,915","-0,492","-0,128","2,345","-2,043","-0,676","-0,516","0,336","-0,139","-1,801","0,502","0,233","-2,442","-0,196","-0,208","5,663","-0,391","-0,790"
91,"1,185","1,842","1,282","-1,923","-0,455","-0,133","2,532","-1,987","-0,583","-0,451","0,531","-0,102","-1,860","0,526","0,279","-2,561","-0,131","-0,161","5,586","-0,554","-0,900"
92,"1,142","1,770","0,972","-1,932","-0,419","-0,140","2,758","-1,908","-0,423","-0,403","0,731","-0,067","-1,920","0,534","0,325","-2,639","-0,107","-0,110","5,506","-0,703","-1,023"
93,"1,153","1,657","0,664","-1,977","-0,376","-0,149","3,038","-1,825","-0,256","-0,361","0,882","-0,024","-2,023","0,523","0,371","-2,730","-0,034","-0,052","5,420","-0,827","-1,136"
94,"1,165","1,498","0,396","-2,028","-0,334","-0,159","3,368","-1,781","-0,132","-0,322","1,003","0,006","-2,117","0,474","0,414","-2,829","0,085","0,026","5,342","-0,910","-1,226"
95,"1,124","1,281","0,172","-2,040","-0,294","-0,170","3,599","-1,665","-0,061","-0,306","1,102","0,026","-2,161","0,419","0,452","-2,896","0,197","0,122","5,269","-0,971","-1,304"
96,"1,097","1,081","-0,015","-2,021","-0,284","-0,182","3,740","-1,515","-0,026","-0,312","1,154","0,043","-2,171","0,387","0,495","-2,909","0,253","0,239","5,194","-1,010","-1,365"
97,"1,093","0,900","-0,164","-2,042","-0,306","-0,195","3,829","-1,339","-0,029","-0,312","1,200","0,046","-2,214","0,374","0,547","-2,932","0,254","0,376","5,125","-1,054","-1,421"
98,"1,137","0,783","-0,263","-2,051","-0,334","-0,204","3,880","-1,211","-0,085","-0,320","1,204","0,051","-2,236","0,359","0,611","-2,935","0,244","0,515","5,056","-1,069","-1,474"
99,"1,167","0,677","-0,303","-2,071","-0,358","-0,206","3,898","-1,154","-0,182","-0,345","1,210","0,059","-2,265","0,344","0,689","-2,962","0,246","0,641","4,999","-1,089","-1,529"
100,"1,222","0,627","-0,283","-2,097","-0,361","-0,202","3,908","-1,125","-0,319","-0,363","1,195","0,038","-2,320","0,321","0,780","-2,969","0,242","0,754","4,925","-1,086","-1,560"
101,"1,232","0,634","-0,221","-2,115","-0,343","-0,195","3,941","-1,092","-0,489","-0,368","1,199","-0,009","-2,385","0,279","0,877","-3,010","0,196","0,856","4,821","-1,108","-1,563"
102,"1,219","0,665","-0,152","-2,132","-0,326","-0,185","3,995","-1,085","-0,667","-0,351","1,223","-0,061","-2,440","0,203","0,981","-3,056","0,120","0,947","4,757","-1,104","-1,540"
103,"1,223","0,721","-0,089","-2,145","-0,315","-0,175","4,077","-1,077","-0,816","-0,341","1,262","-0,124","-2,490","0,100","1,087","-3,082","0,021","1,021","4,697","-1,059","-1,500"
104,"1,244","0,779","-0,044","-2,146","-0,297","-0,162","4,137","-1,068","-0,928","-0,325","1,270","-0,187","-2,510","-0,032","1,190","-3,083","-0,070","1,073","4,650","-0,981","-1,452"
105,"1,274","0,829","-0,031","-2,149","-0,290","-0,153","4,225","-1,044","-1,015","-0,310","1,229","-0,246","-2,511","-0,144","1,277","-3,079","-0,168","1,114","4,622","-0,901","-1,407"
106,"1,322","0,867","-0,053","-2,111","-0,321","-0,151","4,323","-0,987","-1,058","-0,304","1,183","-0,291","-2,466","-0,188","1,339","-3,023","-0,298","1,147","4,595","-0,846","-1,384"
107,"1,386","0,880","-0,102","-2,102","-0,289","-0,159","4,412","-0,899","-1,073","-0,297","1,177","-0,289","-2,465","-0,271","1,373","-2,987","-0,350","1,187","4,576","-0,825","-1,390"
108,"1,448","0,867","-0,164","-2,028","-0,271","-0,178","4,503","-0,794","-1,076","-0,282","1,214","-0,264","-2,406","-0,340","1,383","-2,888","-0,396","1,234","4,546","-0,806","-1,412"
109,"1,496","0,840","-0,217","-1,967","-0,283","-0,207","4,585","-0,681","-1,073","-0,295","1,246","-0,242","-2,347","-0,397","1,383","-2,812","-0,454","1,283","4,524","-0,761","-1,437"
110,"1,514","0,803","-0,252","-1,887","-0,273","-0,237","4,622","-0,563","-1,072","-0,294","1,258","-0,215","-2,247","-0,505","1,386","-2,715","-0,470","1,322","4,554","-0,685","-1,442"
111,"1,567","0,769","-0,256","-1,804","-0,262","-0,265","4,626","-0,482","-1,090","-0,269","1,216","-0,220","-2,142","-0,632","1,389","-2,613","-0,467","1,350","4,589","-0,564","-1,420"
112,"1,624","0,751","-0,226","-1,725","-0,264","-0,288","4,683","-0,429","-1,136","-0,309","1,164","-0,249","-2,046","-0,732","1,386","-2,507","-0,471","1,366","4,561","-0,445","-1,373"
113,"1,697","0,758","-0,172","-1,650","-0,250","-0,308","4,737","-0,377","-1,197","-0,291","1,139","-0,274","-1,970","-0,807","1,363","-2,384","-0,469","1,373","4,577","-0,367","-1,310"
114,"1,754","0,749","-0,101","-1,577","-0,235","-0,330","4,768","-0,373","-1,266","-0,305","1,132","-0,304","-1,926","-0,830","1,311","-2,282","-0,437","1,380","4,514","-0,348","-1,236"
