Index,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
0,"0,996","-0,086","0,035","0,000","0,993","-0,110","0,038","0,000","0,887","0,443","0,131","0,000","0,874","0,438","-0,213","0,000","0,966","-0,256","-0,028","0,000","0,980","-0,199","0,014","0,000","0,986","-0,164","-0,019","0,000"
1,"0,996","-0,086","0,035","0,000","0,993","-0,110","0,040","0,000","0,887","0,443","0,131","0,000","0,874","0,436","-0,213","0,000","0,966","-0,256","-0,028","0,000","0,979","-0,202","0,014","0,000","0,986","-0,165","-0,019","0,000"
2,"0,996","-0,086","0,037","0,000","0,993","-0,114","0,040","0,000","0,887","0,443","0,131","0,000","0,874","0,436","-0,213","0,000","0,966","-0,257","-0,027","0,000","0,979","-0,203","0,014","0,000","0,986","-0,165","-0,019","0,000"
3,"0,996","-0,086","0,035","0,000","0,993","-0,112","0,040","0,000","0,887","0,443","0,131","0,000","0,874","0,436","-0,213","0,000","0,966","-0,257","-0,027","0,000","0,979","-0,202","0,014","0,000","0,986","-0,164","-0,019","0,000"
4,"0,996","-0,086","0,035","0,000","0,993","-0,112","0,040","0,000","0,887","0,442","0,131","0,000","0,874","0,436","-0,213","0,000","0,966","-0,257","-0,026","0,000","0,979","-0,203","0,014","0,000","0,986","-0,164","-0,018","0,000"
5,"0,996","-0,086","0,035","0,000","0,993","-0,112","0,039","0,000","0,887","0,442","0,131","0,000","0,874","0,437","-0,213","0,000","0,966","-0,257","-0,027","0,000","0,979","-0,203","0,013","0,000","0,986","-0,164","-0,018","0,000"
6,"0,996","-0,086","0,035","0,000","0,993","-0,112","0,039","0,000","0,887","0,442","0,131","0,000","0,874","0,436","-0,213","0,000","0,966","-0,257","-0,027","0,000","0,979","-0,203","0,014","0,000","0,986","-0,164","-0,018","0,000"
7,"0,996","-0,086","0,035","0,000","0,993","-0,112","0,039","0,000","0,887","0,443","0,131","0,000","0,874","0,436","-0,214","0,000","0,966","-0,256","-0,027","0,000","0,979","-0,202","0,014","0,000","0,986","-0,164","-0,018","0,000"
8,"0,996","-0,086","0,035","0,000","0,993","-0,112","0,039","0,000","0,887","0,443","0,131","0,000","0,874","0,436","-0,214","0,000","0,966","-0,256","-0,027","0,000","0,979","-0,202","0,014","0,000","0,986","-0,164","-0,018","0,000"
9,"0,996","-0,086","0,035","0,000","0,993","-0,112","0,039","0,000","0,887","0,443","0,131","0,000","0,874","0,436","-0,214","0,000","0,966","-0,256","-0,028","0,000","0,979","-0,201","0,014","0,000","0,986","-0,164","-0,018","0,000"
