Index,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z
101,"0,107","0,369","-0,006","-0,237","0,167","0,367","0,299","-0,079","0,132","-0,128","0,199","0,012","-0,337","-0,121","0,042","-0,255","0,143","-0,068","0,009","-0,126","-0,049"
102,"0,089","0,351","-0,002","-0,244","0,129","0,360","0,280","-0,127","0,130","-0,061","0,199","0,005","-0,350","-0,117","0,036","-0,246","0,139","-0,065","0,038","-0,107","-0,040"
103,"0,078","0,339","0,000","-0,234","0,159","0,356","0,234","-0,114","0,127","-0,046","0,250","-0,004","-0,348","-0,180","0,029","-0,215","0,198","-0,061","0,019","-0,102","-0,027"
104,"0,102","0,330","0,002","-0,232","0,191","0,352","0,238","-0,172","0,125","-0,081","0,289","-0,010","-0,352","-0,246","0,024","-0,210","0,266","-0,058","0,009","-0,097","-0,019"
105,"0,054","0,306","0,005","-0,262","0,209","0,349","0,169","-0,184","0,121","-0,144","0,274","-0,011","-0,358","-0,289","0,018","-0,254","0,316","-0,053","0,005","-0,048","-0,014"
106,"0,042","0,289","0,006","-0,298","0,207","0,347","0,164","-0,222","0,117","-0,099","0,281","-0,005","-0,377","-0,317","0,009","-0,271","0,345","-0,048","0,043","-0,044","-0,015"
107,"0,004","0,257","0,006","-0,281","0,175","0,345","0,151","-0,196","0,113","-0,134","0,249","-0,003","-0,336","-0,257","0,001","-0,259","0,344","-0,041","0,070","-0,037","-0,012"
108,"-0,006","0,187","0,005","-0,272","0,207","0,344","0,178","-0,158","0,110","-0,065","0,264","-0,003","-0,333","-0,253","-0,006","-0,252","0,407","-0,035","0,101","-0,066","-0,009"
109,"-0,059","0,201","0,003","-0,263","0,171","0,343","0,135","-0,158","0,107","-0,100","0,218","0,002","-0,336","-0,185","-0,012","-0,274","0,377","-0,028","0,079","-0,068","-0,012"
110,"-0,053","0,206","-0,001","-0,237","0,193","0,342","0,177","-0,119","0,107","-0,088","0,267","0,006","-0,296","-0,175","-0,018","-0,278","0,382","-0,021","0,121","-0,118","-0,010"
