Index,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z
89,"0,115","-0,116","-1,990","-0,867","0,407","-0,641","0,461","-1,650","0,962","0,177","0,106","0,049","-1,428","0,686","0,767","-1,875","0,407","-0,704","-0,591","0,103","-0,567"
90,"0,157","-0,047","-2,314","-0,871","0,400","-0,701","0,087","-1,045","0,771","0,076","0,026","0,092","-1,321","0,327","0,068","-2,119","0,190","-1,177","-0,520","0,127","-0,696"
91,"0,347","-0,150","-2,185","-0,666","0,253","-0,391","0,227","-0,844","0,668","0,163","-0,042","0,171","-0,600","0,048","0,253","-2,181","-0,023","-1,628","-0,758","0,166","-0,790"
92,"0,107","-0,196","-2,100","-0,457","-0,008","-0,005","0,270","-0,666","0,677","0,122","0,118","0,026","-0,410","0,742","0,963","-2,404","-0,005","-1,326","-0,727","0,095","-0,384"
93,"0,096","0,055","-1,336","-0,270","-0,002","0,042","-0,059","-0,449","0,475","0,122","0,118","0,026","-0,526","0,271","0,564","-1,572","0,413","-0,666","-0,801","0,264","-0,248"
94,"-0,170","0,100","-0,707","-0,079","-0,171","0,171","-0,067","-0,364","0,486","0,224","0,321","0,042","-0,586","-0,062","0,173","-0,502","0,222","-0,839","-0,804","0,171","-0,987"
95,"-0,155","0,200","-0,477","-0,097","-0,442","-0,041","-0,303","-0,147","0,663","0,268","0,225","0,052","-0,008","-0,103","0,005","-0,408","-0,053","-0,557","-0,818","0,055","-1,592"
96,"-0,273","0,151","-0,399","0,081","-0,390","-0,122","-0,273","-0,487","0,616","0,325","0,278","-0,060","-0,490","0,024","0,351","-0,823","0,281","0,249","-0,930","0,078","-1,735"
97,"-0,390","0,404","-0,372","0,176","-0,374","-0,501","-0,191","-0,539","0,409","0,458","0,418","0,339","-1,219","0,367","1,101","-1,167","0,331","0,042","-0,909","-0,184","-1,974"
98,"-0,432","0,113","-1,002","0,345","-0,458","-0,688","-0,089","-0,551","0,560","-0,051","0,501","-0,014","-1,728","0,627","1,166","-0,608","0,290","0,001","-1,032","-0,244","-1,966"
