Index,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
0,"0,974","-0,207","0,092","0,000","0,989","-0,143","0,021","0,000","0,934","0,328","0,145","0,000","0,921","0,300","-0,249","0,000","0,826","0,550","-0,126","0,000","0,816","0,569","0,103","0,000","0,963","-0,267","-0,040","0,000"
1,"0,973","-0,211","0,092","0,000","0,989","-0,144","0,023","0,000","0,934","0,328","0,145","0,000","0,921","0,301","-0,248","0,000","0,825","0,551","-0,125","0,000","0,815","0,570","0,103","0,000","0,963","-0,268","-0,040","0,000"
2,"0,973","-0,213","0,092","0,000","0,989","-0,145","0,023","0,000","0,934","0,328","0,145","0,000","0,921","0,301","-0,248","0,000","0,825","0,551","-0,124","0,000","0,816","0,569","0,104","0,000","0,962","-0,268","-0,039","0,000"
3,"0,973","-0,212","0,092","0,000","0,989","-0,145","0,023","0,000","0,934","0,328","0,143","0,000","0,921","0,301","-0,247","0,000","0,825","0,551","-0,124","0,000","0,817","0,568","0,099","0,000","0,963","-0,268","-0,039","0,000"
4,"0,973","-0,213","0,092","0,000","0,989","-0,145","0,023","0,000","0,934","0,327","0,145","0,000","0,921","0,300","-0,248","0,000","0,825","0,551","-0,123","0,000","0,817","0,568","0,099","0,000","0,963","-0,269","-0,038","0,000"
5,"0,973","-0,212","0,092","0,000","0,989","-0,144","0,023","0,000","0,934","0,327","0,145","0,000","0,921","0,301","-0,248","0,000","0,825","0,551","-0,123","0,000","0,820","0,564","0,097","0,000","0,963","-0,268","-0,039","0,000"
6,"0,973","-0,212","0,093","0,000","0,989","-0,144","0,023","0,000","0,934","0,327","0,145","0,000","0,921","0,300","-0,248","0,000","0,825","0,552","-0,121","0,000","0,820","0,564","0,097","0,000","0,963","-0,268","-0,039","0,000"
7,"0,973","-0,212","0,093","0,000","0,989","-0,143","0,023","0,000","0,934","0,327","0,145","0,000","0,921","0,300","-0,248","0,000","0,825","0,551","-0,123","0,000","0,822","0,562","0,097","0,000","0,963","-0,268","-0,040","0,000"
8,"0,973","-0,212","0,093","0,000","0,989","-0,143","0,023","0,000","0,934","0,326","0,145","0,000","0,921","0,300","-0,248","0,000","0,825","0,551","-0,123","0,000","0,822","0,562","0,097","0,000","0,963","-0,268","-0,040","0,000"
9,"0,973","-0,211","0,093","0,000","0,989","-0,143","0,023","0,000","0,934","0,327","0,145","0,000","0,921","0,300","-0,249","0,000","0,825","0,551","-0,123","0,000","0,822","0,562","0,096","0,000","0,963","-0,268","-0,040","0,000"
10,"0,973","-0,209","0,095","0,001","0,989","-0,142","0,026","0,000","0,935","0,324","0,144","0,000","0,920","0,302","-0,249","0,000","0,824","0,553","-0,124","0,000","0,820","0,564","0,096","0,000","0,963","-0,266","-0,043","-0,001"
11,"0,974","-0,209","0,092","0,000","0,989","-0,144","0,029","0,001","0,935","0,324","0,147","-0,001","0,921","0,300","-0,250","0,001","0,823","0,554","-0,125","0,001","0,819","0,565","0,097","-0,001","0,963","-0,267","-0,040","0,000"
12,"0,973","-0,209","0,095","0,001","0,989","-0,147","0,029","0,001","0,934","0,325","0,149","-0,002","0,921","0,298","-0,252","0,002","0,822","0,555","-0,124","0,000","0,819","0,565","0,099","-0,003","0,963","-0,268","-0,043","0,000"
13,"0,973","-0,212","0,095","0,000","0,989","-0,145","0,026","0,001","0,935","0,323","0,147","-0,001","0,920","0,300","-0,251","0,001","0,823","0,554","-0,125","0,001","0,820","0,564","0,100","-0,004","0,962","-0,268","-0,045","-0,001"
14,"0,973","-0,210","0,097","0,001","0,989","-0,143","0,025","0,000","0,934","0,326","0,147","-0,001","0,921","0,298","-0,250","0,001","0,823","0,553","-0,127","0,003","0,821","0,562","0,100","-0,004","0,963","-0,268","-0,043","0,000"
15,"0,973","-0,211","0,094","0,000","0,990","-0,142","0,028","0,001","0,934","0,327","0,145","0,000","0,920","0,300","-0,251","0,001","0,825","0,551","-0,127","0,003","0,822","0,561","0,101","-0,005","0,963","-0,267","-0,045","-0,001"
16,"0,973","-0,212","0,091","0,000","0,989","-0,144","0,026","0,000","0,935","0,324","0,146","-0,001","0,920","0,303","-0,250","0,000","0,824","0,553","-0,126","0,002","0,821","0,562","0,099","-0,003","0,962","-0,269","-0,043","-0,001"
17,"0,972","-0,215","0,092","-0,001","0,989","-0,147","0,025","0,000","0,935","0,323","0,144","0,000","0,920","0,303","-0,247","-0,001","0,824","0,551","-0,128","0,003","0,822","0,561","0,097","-0,003","0,963","-0,267","-0,044","-0,001"
18,"0,973","-0,212","0,092","0,000","0,989","-0,145","0,023","0,000","0,935","0,325","0,144","0,000","0,921","0,301","-0,249","0,000","0,825","0,550","-0,126","0,002","0,821","0,563","0,096","-0,002","0,962","-0,269","-0,043","-0,001"
19,"0,972","-0,215","0,092","-0,001","0,989","-0,143","0,024","0,000","0,934","0,325","0,147","-0,001","0,922","0,299","-0,248","0,000","0,824","0,552","-0,125","0,000","0,822","0,562","0,094","0,000","0,963","-0,267","-0,041","0,000"
20,"0,973","-0,212","0,092","0,000","0,989","-0,145","0,025","0,000","0,935","0,324","0,144","0,000","0,921","0,301","-0,249","0,000","0,825","0,551","-0,123","-0,001","0,821","0,564","0,093","0,001","0,963","-0,267","-0,044","-0,001"
21,"0,973","-0,212","0,095","0,000","0,989","-0,148","0,025","0,000","0,935","0,324","0,141","0,001","0,921","0,302","-0,247","-0,001","0,825","0,552","-0,126","0,000","0,820","0,565","0,091","0,002","0,962","-0,269","-0,042","0,000"
22,"0,972","-0,215","0,094","0,000","0,989","-0,146","0,024","0,000","0,935","0,326","0,139","0,002","0,921","0,300","-0,248","0,000","0,826","0,550","-0,126","0,000","0,820","0,564","0,093","0,001","0,962","-0,268","-0,045","-0,001"
23,"0,973","-0,212","0,094","0,000","0,989","-0,149","0,025","0,000","0,935","0,325","0,142","0,001","0,921","0,302","-0,246","-0,001","0,826","0,548","-0,128","0,002","0,820","0,564","0,095","-0,001","0,962","-0,270","-0,043","-0,001"
24,"0,973","-0,211","0,091","-0,001","0,989","-0,149","0,022","-0,001","0,935","0,324","0,144","0,000","0,921","0,300","-0,249","0,000","0,826","0,549","-0,130","0,003","0,819","0,566","0,097","-0,002","0,961","-0,273","-0,042","0,000"
25,"0,974","-0,210","0,089","-0,001","0,989","-0,146","0,021","-0,001","0,935","0,323","0,147","-0,002","0,921","0,302","-0,247","-0,001","0,827","0,548","-0,128","0,001","0,820","0,564","0,096","-0,001","0,962","-0,271","-0,044","-0,001"
26,"0,973","-0,212","0,091","-0,001","0,989","-0,147","0,018","-0,002","0,934","0,325","0,146","-0,001","0,921","0,300","-0,248","0,000","0,828","0,547","-0,127","0,000","0,819","0,565","0,098","-0,002","0,961","-0,273","-0,042","-0,001"
27,"0,973","-0,213","0,088","-0,001","0,989","-0,147","0,021","-0,001","0,935","0,323","0,145","-0,001","0,921","0,298","-0,250","0,001","0,828","0,546","-0,129","0,002","0,819","0,565","0,095","-0,001","0,962","-0,271","-0,042","-0,001"
28,"0,974","-0,210","0,089","-0,001","0,989","-0,149","0,019","-0,002","0,935","0,325","0,144","0,000","0,921","0,300","-0,249","0,000","0,828","0,547","-0,127","0,000","0,819","0,567","0,093","0,001","0,962","-0,269","-0,040","0,000"
29,"0,973","-0,213","0,089","-0,001","0,988","-0,152","0,020","-0,002","0,934","0,326","0,146","-0,001","0,922","0,298","-0,247","0,000","0,827","0,548","-0,125","-0,002","0,820","0,565","0,093","0,001","0,963","-0,267","-0,041","-0,001"
30,"0,973","-0,213","0,088","-0,001","0,988","-0,152","0,020","-0,002","0,934","0,326","0,146","-0,001","0,922","0,298","-0,248","0,000","0,827","0,548","-0,125","-0,002","0,820","0,565","0,092","0,001","0,963","-0,267","-0,040","-0,001"
31,"0,973","-0,213","0,089","-0,002","0,988","-0,152","0,020","-0,002","0,934","0,325","0,146","-0,001","0,922","0,298","-0,248","0,000","0,827","0,548","-0,125","-0,002","0,820","0,566","0,092","0,001","0,963","-0,267","-0,040","-0,001"
32,"0,973","-0,213","0,089","-0,002","0,988","-0,152","0,020","-0,002","0,934","0,325","0,146","-0,001","0,922","0,299","-0,248","0,000","0,827","0,548","-0,125","-0,003","0,820","0,566","0,092","0,001","0,963","-0,267","-0,040","0,000"
33,"0,973","-0,213","0,089","-0,002","0,988","-0,152","0,020","-0,002","0,934","0,325","0,146","-0,001","0,922","0,299","-0,248","0,000","0,827","0,548","-0,125","-0,003","0,819","0,566","0,092","0,002","0,963","-0,267","-0,040","0,000"
34,"0,973","-0,213","0,089","-0,002","0,988","-0,152","0,020","-0,002","0,935","0,325","0,146","-0,001","0,922","0,299","-0,248","0,000","0,827","0,548","-0,125","-0,003","0,819","0,566","0,091","0,002","0,963","-0,268","-0,039","0,000"
35,"0,973","-0,213","0,090","-0,002","0,988","-0,152","0,020","-0,002","0,935","0,324","0,146","-0,001","0,922","0,299","-0,248","0,000","0,827","0,548","-0,125","-0,004","0,819","0,566","0,091","0,002","0,963","-0,267","-0,040","0,000"
