Index,SegmentQuaternions/Base/R_shank_W,SegmentQuaternions/Base/R_shank_X,SegmentQuaternions/Base/R_shank_Y,SegmentQuaternions/Base/R_shank_Z,SegmentQuaternions/Base/pelvis_W,SegmentQuaternions/Base/pelvis_X,SegmentQuaternions/Base/pelvis_Y,SegmentQuaternions/Base/pelvis_Z,SegmentQuaternions/Base/R_foot_W,SegmentQuaternions/Base/R_foot_X,SegmentQuaternions/Base/R_foot_Y,SegmentQuaternions/Base/R_foot_Z,SegmentQuaternions/Base/L_foot_W,SegmentQuaternions/Base/L_foot_X,SegmentQuaternions/Base/L_foot_Y,SegmentQuaternions/Base/L_foot_Z,SegmentQuaternions/Base/L_thigh_W,SegmentQuaternions/Base/L_thigh_X,SegmentQuaternions/Base/L_thigh_Y,SegmentQuaternions/Base/L_thigh_Z,SegmentQuaternions/Base/R_thigh_W,SegmentQuaternions/Base/R_thigh_X,SegmentQuaternions/Base/R_thigh_Y,SegmentQuaternions/Base/R_thigh_Z,SegmentQuaternions/Base/L_shank_W,SegmentQuaternions/Base/L_shank_X,SegmentQuaternions/Base/L_shank_Y,SegmentQuaternions/Base/L_shank_Z
270,"1,000","0,002","0,004","0,001","1,000","0,000","0,002","-0,002","1,000","0,000","0,003","-0,003","1,000","0,001","-0,001","0,000","1,000","0,002","0,003","0,000","1,000","-0,002","0,005","0,002","1,000","-0,002","0,003","-0,017"
271,"1,000","0,002","0,004","0,001","1,000","0,000","0,002","-0,002","1,000","0,000","0,003","-0,003","1,000","0,001","-0,001","0,000","1,000","0,002","0,003","0,000","1,000","-0,002","0,005","0,002","1,000","-0,002","0,003","-0,017"
272,"1,000","0,003","0,004","0,001","1,000","0,001","0,002","-0,002","1,000","0,000","0,003","-0,003","1,000","0,001","0,000","0,000","1,000","0,002","0,003","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,004","-0,017"
273,"1,000","0,002","0,004","0,001","1,000","0,001","0,002","-0,002","1,000","0,000","0,003","-0,003","1,000","0,001","0,000","0,000","1,000","0,002","0,004","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,003","-0,017"
274,"1,000","0,003","0,004","0,001","1,000","0,001","0,002","-0,002","1,000","0,000","0,003","-0,003","1,000","0,001","0,000","0,000","1,000","0,002","0,004","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,004","-0,017"
275,"1,000","0,003","0,004","0,001","1,000","0,000","0,002","-0,002","1,000","0,000","0,002","-0,003","1,000","0,001","0,000","0,000","1,000","0,002","0,004","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,003","-0,017"
276,"1,000","0,003","0,004","0,001","1,000","0,001","0,003","-0,002","1,000","0,000","0,002","-0,003","1,000","0,001","0,000","0,000","1,000","0,002","0,004","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,003","-0,017"
277,"1,000","0,003","0,005","0,001","1,000","0,000","0,002","-0,002","1,000","0,000","0,002","-0,003","1,000","0,001","0,000","0,000","1,000","0,002","0,003","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,004","-0,017"
278,"1,000","0,003","0,004","0,001","1,000","0,000","0,003","-0,002","1,000","0,000","0,002","-0,003","1,000","0,001","0,000","0,000","1,000","0,002","0,003","0,000","1,000","-0,002","0,005","0,001","1,000","-0,002","0,004","-0,017"
279,"1,000","0,003","0,004","0,001","1,000","0,000","0,002","-0,002","1,000","0,000","0,002","-0,003","1,000","0,001","0,000","0,000","1,000","0,002","0,003","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,004","-0,017"
280,"1,000","0,003","0,004","0,001","1,000","0,000","0,002","-0,002","1,000","0,000","0,002","-0,003","1,000","0,001","0,000","0,000","1,000","0,002","0,003","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,004","-0,016"
281,"1,000","0,003","0,004","0,001","1,000","0,000","0,002","-0,002","1,000","0,000","0,002","-0,003","1,000","0,000","0,000","0,000","1,000","0,001","0,003","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,005","-0,016"
282,"1,000","0,003","0,004","0,001","1,000","0,000","0,002","-0,002","1,000","0,000","0,002","-0,003","1,000","0,000","0,000","0,000","1,000","0,001","0,003","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,005","-0,016"
283,"1,000","0,003","0,003","0,001","1,000","0,000","0,002","-0,002","1,000","0,000","0,003","-0,003","1,000","0,000","0,000","0,000","1,000","0,001","0,004","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,005","-0,016"
284,"1,000","0,003","0,003","0,001","1,000","0,000","0,002","-0,002","1,000","0,001","0,003","-0,003","1,000","0,001","0,000","0,000","1,000","0,001","0,004","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,005","-0,015"
285,"1,000","0,003","0,003","0,001","1,000","0,000","0,002","-0,002","1,000","0,001","0,003","-0,003","1,000","0,001","0,000","0,000","1,000","0,001","0,004","0,000","1,000","-0,003","0,005","0,001","1,000","-0,002","0,005","-0,015"
