Index,JointAngle/R_knee_X,JointAngle/R_knee_Y,JointAngle/R_knee_Z,JointAngle/pelvis_X,JointAngle/pelvis_Y,JointAngle/pelvis_Z,JointAngle/R_ankle_X,JointAngle/R_ankle_Y,JointAngle/R_ankle_Z,JointAngle/L_ankle_X,JointAngle/L_ankle_Y,JointAngle/L_ankle_Z,JointAngle/L_hip_X,JointAngle/L_hip_Y,JointAngle/L_hip_Z,JointAngle/R_hip_X,JointAngle/R_hip_Y,JointAngle/R_hip_Z,JointAngle/L_knee_X,JointAngle/L_knee_Y,JointAngle/L_knee_Z
0,"-15,452","10,726","-0,229","7,243","-3,886","0,246","61,331","12,389","-4,439","69,662","19,679","-7,764","-18,145","11,477","3,211","-17,179","-11,190","-3,013","-8,169","-4,717","-0,118"
1,"-15,150","10,740","-0,178","7,316","-4,292","0,275","61,355","12,483","-4,446","69,905","19,750","-7,842","-18,105","11,856","3,362","-17,183","-11,584","-3,167","-8,161","-4,715","-0,119"
2,"-14,873","10,740","-0,133","7,316","-4,292","0,275","61,627","12,490","-4,443","69,992","19,776","-7,872","-18,116","11,846","3,362","-17,183","-11,584","-3,167","-8,173","-4,706","-0,117"
3,"-14,781","10,542","-0,159","7,316","-4,237","0,271","61,446","12,421","-4,524","70,121","19,638","-7,832","-18,087","11,796","3,338","-16,906","-11,539","-3,109","-8,274","-4,680","-0,101"
4,"-14,905","10,603","-0,154","7,569","-4,253","0,281","61,531","12,393","-4,475","69,782","19,778","-7,843","-17,836","11,658","3,300","-16,876","-11,555","-3,138","-8,285","-4,520","-0,088"
5,"-14,901","10,642","-0,159","7,547","-4,171","0,275","61,352","12,117","-4,327","69,874","19,622","-7,755","-17,850","11,739","3,305","-16,864","-11,525","-3,115","-8,451","-4,585","-0,067"
6,"-14,879","10,691","-0,152","7,608","-4,252","0,283","61,508","12,122","-4,314","69,593","19,747","-7,769","-17,801","11,816","3,334","-16,809","-11,601","-3,142","-8,457","-4,587","-0,067"
7,"-14,980","10,696","-0,171","7,605","-4,194","0,279","61,333","12,110","-4,309","69,680","19,782","-7,816","-17,515","11,799","3,279","-16,790","-11,560","-3,122","-8,235","-4,612","-0,082"
8,"-14,992","10,682","-0,171","7,636","-4,196","0,280","61,392","12,123","-4,322","69,671","19,786","-7,816","-17,484","11,801","3,279","-16,771","-11,547","-3,120","-8,235","-4,612","-0,082"
9,"-15,072","10,691","-0,187","7,636","-4,196","0,280","61,291","12,122","-4,324","69,558","19,772","-7,809","-17,435","11,801","3,272","-16,747","-11,559","-3,119","-8,286","-4,611","-0,075"
10,"-14,897","10,555","-0,203","7,980","-4,148","0,271","61,120","12,161","-4,318","69,066","19,851","-7,961","-16,788","11,632","3,152","-16,140","-11,703","-3,150","-8,330","-4,374","-0,021"
11,"-15,129","11,173","-0,166","7,651","-4,205","0,277","60,616","11,956","-4,017","69,609","19,802","-7,817","-17,440","11,631","3,216","-16,556","-12,046","-3,346","-8,317","-4,366","-0,039"
12,"-14,814","11,004","-0,172","7,885","-3,953","0,239","61,129","11,987","-3,944","69,610","19,580","-7,483","-17,349","11,669","3,231","-16,251","-11,508","-3,088","-8,183","-4,485","-0,104"
13,"-15,455","10,761","-0,317","7,574","-4,074","0,253","60,791","12,268","-4,288","69,702","19,790","-7,772","-17,365","11,814","3,293","-16,873","-11,479","-3,133","-8,119","-4,744","-0,191"
14,"-14,897","10,550","-0,281","7,586","-3,735","0,200","61,104","12,256","-4,200","69,820","20,072","-8,163","-17,201","11,219","2,985","-16,514","-11,201","-2,991","-7,794","-4,672","-0,213"
15,"-14,973","10,440","-0,309","7,334","-3,955","0,220","60,899","12,413","-4,382","69,425","19,811","-7,796","-17,803","11,387","3,094","-16,510","-11,241","-3,024","-8,442","-4,555","-0,094"
16,"-14,635","10,944","-0,186","7,635","-3,782","0,187","60,891","12,276","-4,167","69,589","19,693","-7,591","-17,182","11,329","3,009","-16,179","-11,399","-3,077","-8,144","-4,311","-0,072"
17,"-15,085","10,475","-0,322","7,485","-4,083","0,215","60,367","12,265","-4,169","69,240","19,655","-7,577","-17,076","11,739","3,186","-16,471","-11,381","-3,093","-8,090","-4,680","-0,193"
18,"-14,479","10,678","-0,216","7,832","-4,044","0,200","60,868","12,271","-4,101","69,432","19,897","-7,918","-17,004","11,573","3,102","-15,798","-11,372","-3,040","-8,081","-4,686","-0,198"
19,"-14,291","10,913","-0,168","8,117","-4,243","0,222","61,471","12,398","-4,173","69,637","20,082","-8,174","-16,960","11,981","3,297","-15,700","-11,831","-3,238","-8,440","-5,218","-0,313"
20,"-14,957","11,044","-0,264","7,962","-3,945","0,177","60,875","12,274","-4,008","69,898","19,848","-7,811","-16,777","11,778","3,201","-16,157","-11,631","-3,185","-7,802","-5,201","-0,412"
21,"-14,761","10,985","-0,268","7,723","-4,170","0,206","60,789","11,997","-3,605","69,858","19,834","-7,800","-17,350","11,889","3,306","-16,390","-11,520","-3,153","-7,995","-4,814","-0,274"
22,"-15,261","10,575","-0,407","7,425","-4,303","0,221","60,628","12,254","-3,921","69,470","19,936","-7,994","-17,862","11,751","3,283","-16,849","-11,349","-3,121","-8,407","-4,822","-0,220"
23,"-15,382","10,941","-0,371","7,768","-4,222","0,203","60,443","12,368","-4,057","69,653","19,746","-7,695","-17,690","11,424","3,108","-16,309","-11,528","-3,165","-8,601","-4,220","-0,018"
24,"-15,152","10,445","-0,415","7,525","-3,988","0,163","60,728","12,288","-3,901","69,810","20,110","-8,215","-17,601","11,246","3,007","-16,581","-10,999","-2,952","-8,399","-4,563","-0,148"
25,"-15,192","9,986","-0,487","7,386","-4,294","0,193","60,963","12,668","-4,362","70,011","19,821","-7,762","-18,028","11,719","3,248","-17,000","-11,080","-3,029","-8,365","-4,595","-0,157"
26,"-14,941","10,584","-0,357","7,277","-3,970","0,141","60,898","12,403","-3,980","69,587","19,787","-7,744","-17,886","11,203","2,970","-17,079","-11,089","-3,050","-8,433","-4,546","-0,131"
27,"-15,097","10,779","-0,354","7,474","-4,249","0,168","60,861","12,495","-4,061","69,674","19,769","-7,690","-17,589","11,747","3,191","-16,755","-11,623","-3,274","-8,273","-4,512","-0,152"
28,"-14,499","11,004","-0,250","7,814","-4,245","0,160","61,364","12,451","-3,903","69,206","19,916","-7,935","-17,316","12,056","3,306","-16,094","-11,656","-3,240","-8,647","-4,858","-0,211"
29,"-14,980","10,559","-0,402","7,816","-3,909","0,108","60,971","12,608","-4,093","69,496","19,664","-7,518","-17,428","12,026","3,294","-16,357","-11,202","-3,059","-8,471","-5,006","-0,288"
30,"-15,045","10,519","-0,443","7,855","-3,924","0,109","60,942","12,656","-4,098","69,516","19,650","-7,488","-17,364","12,027","3,288","-16,346","-11,190","-3,052","-8,412","-4,987","-0,295"
31,"-15,024","10,510","-0,462","7,852","-3,892","0,107","60,943","12,637","-4,030","69,528","19,671","-7,515","-17,361","11,967","3,266","-16,347","-11,130","-3,025","-8,383","-4,976","-0,301"
32,"-15,022","10,500","-0,472","7,829","-3,911","0,113","60,960","12,608","-3,970","69,519","19,676","-7,518","-17,398","11,951","3,266","-16,393","-11,113","-3,024","-8,396","-4,977","-0,304"
33,"-15,086","10,467","-0,483","7,821","-3,941","0,120","60,939","12,635","-3,995","69,560","19,715","-7,558","-17,420","11,946","3,272","-16,433","-11,116","-3,037","-8,405","-4,977","-0,313"
34,"-15,093","10,477","-0,486","7,798","-3,960","0,123","60,886","12,652","-4,003","69,571","19,743","-7,588","-17,448","11,930","3,271","-16,432","-11,143","-3,054","-8,434","-4,963","-0,313"
35,"-15,098","10,479","-0,497","7,795","-3,991","0,124","60,870","12,660","-3,986","69,585","19,758","-7,602","-17,453","11,930","3,272","-16,432","-11,205","-3,079","-8,456","-4,958","-0,316"
36,"-15,052","10,483","-0,507","7,781","-4,018","0,123","60,908","12,709","-4,004","69,584","19,766","-7,598","-17,450","11,933","3,264","-16,431","-11,253","-3,096","-8,448","-4,963","-0,323"
37,"-15,066","10,476","-0,525","7,781","-4,051","0,121","60,874","12,707","-3,952","69,567","19,781","-7,605","-17,468","11,939","3,257","-16,412","-11,283","-3,106","-8,491","-4,916","-0,310"
38,"-15,103","10,519","-0,536","7,810","-4,050","0,114","60,816","12,703","-3,894","69,563","19,784","-7,599","-17,407","11,934","3,244","-16,389","-11,317","-3,122","-8,473","-4,874","-0,308"
39,"-15,118","10,580","-0,547","7,837","-4,063","0,110","60,790","12,730","-3,863","69,528","19,773","-7,580","-17,369","11,921","3,232","-16,361","-11,363","-3,143","-8,468","-4,812","-0,296"
40,"-15,080","10,599","-0,563","7,856","-4,088","0,111","60,808","12,748","-3,808","69,507","19,799","-7,613","-17,345","11,915","3,228","-16,312","-11,377","-3,149","-8,472","-4,810","-0,303"
41,"0,186","-0,060","0,000","0,273","-0,353","-0,111","0,001","0,036","0,000","0,320","0,243","-0,001","0,032","-0,202","-0,001","0,227","-0,159","0,001","-0,037","0,279","0,000"
42,"-0,245","-0,137","0,000","0,602","-0,354","-0,110","0,002","0,036","0,000","0,539","0,185","-0,001","0,361","-0,320","-0,002","0,125","-0,082","0,000","0,182","0,397","0,003"
43,"-0,622","-0,136","0,001","0,602","-0,354","-0,110","0,062","0,036","0,000","0,539","0,185","-0,001","0,361","-0,320","-0,002","-0,313","-0,082","-0,002","0,182","0,397","0,003"
44,"-0,245","-0,131","0,000","0,273","-0,177","-0,111","0,297","-0,148","0,000","0,411","0,077","0,000","0,063","-0,378","-0,001","-0,204","0,018","0,000","0,085","0,444","0,002"
45,"-0,245","-0,069","0,000","0,273","-0,177","-0,111","0,298","-0,211","0,000","0,411","0,077","0,000","0,063","-0,378","-0,001","-0,205","0,019","0,000","0,085","0,444","0,002"
46,"-0,197","0,026","0,000","0,126","-0,176","-0,111","0,328","-0,407","0,001","0,411","0,034","0,000","-0,017","-0,205","0,000","-0,279","-0,139","-0,001","0,137","0,314","0,001"
47,"-0,197","0,089","0,000","0,126","-0,176","-0,111","0,273","-0,472","0,001","0,412","0,006","0,000","-0,043","-0,205","0,000","-0,280","-0,139","-0,001","0,112","0,283","0,001"
48,"-0,179","0,211","0,000","0,088","-0,176","-0,111","0,311","-0,448","0,001","0,340","0,034","0,000","-0,055","-0,094","0,000","-0,282","-0,285","-0,001","0,064","0,203","0,001"
49,"-0,179","0,065","0,000","0,088","-0,176","-0,111","0,255","-0,448","0,000","0,411","0,034","0,000","-0,081","-0,205","0,000","-0,282","-0,139","-0,001","0,111","0,314","0,001"
50,"-0,090","0,031","0,000","0,088","-0,176","-0,111","0,110","-0,595","0,001","0,336","0,074","0,000","-0,081","-0,095","0,000","-0,012","-0,139","0,000","0,037","0,214","0,000"
