Index,SegmentGyro/R_shank_X,SegmentGyro/R_shank_Y,SegmentGyro/R_shank_Z,SegmentGyro/pelvis_X,SegmentGyro/pelvis_Y,SegmentGyro/pelvis_Z,SegmentGyro/R_foot_X,SegmentGyro/R_foot_Y,SegmentGyro/R_foot_Z,SegmentGyro/L_foot_X,SegmentGyro/L_foot_Y,SegmentGyro/L_foot_Z,SegmentGyro/L_thigh_X,SegmentGyro/L_thigh_Y,SegmentGyro/L_thigh_Z,SegmentGyro/R_thigh_X,SegmentGyro/R_thigh_Y,SegmentGyro/R_thigh_Z,SegmentGyro/L_shank_X,SegmentGyro/L_shank_Y,SegmentGyro/L_shank_Z
0,"-0,349","-0,002","-0,144","-0,432","-0,195","-0,127","-0,056","-0,074","-0,008","0,078","-0,024","0,018","-0,570","0,233","0,117","-0,107","0,025","0,328","-0,179","-0,130","-0,313"
1,"-0,284","0,009","-0,089","-0,360","-0,220","0,060","-0,056","-0,074","-0,008","-0,068","0,056","-0,079","-0,687","0,093","0,109","-0,567","0,117","0,072","-0,013","-0,070","-0,124"
2,"-0,288","-0,062","-0,136","-0,246","-0,185","-0,078","0,049","0,109","-0,014","0,043","-0,089","-0,097","-0,507","0,070","-0,277","-0,253","0,205","0,002","-0,263","-0,111","-0,069"
3,"-0,292","0,045","-0,220","-0,196","-0,161","-0,273","-0,010","-0,020","-0,058","0,100","0,022","-0,014","-0,498","0,039","-0,329","-0,644","0,363","0,139","-0,201","-0,053","-0,082"
4,"-0,353","-0,074","-0,192","-0,501","0,022","-0,290","0,024","-0,077","0,061","0,068","0,013","0,065","-0,458","0,051","-0,186","-0,289","0,211","0,272","-0,194","-0,014","-0,159"
5,"-0,385","0,071","0,217","-0,429","0,056","-0,114","0,024","-0,077","0,061","0,044","0,033","-0,036","-0,406","0,113","0,288","-0,438","0,092","0,034","-0,221","0,082","0,129"
6,"-0,256","0,213","0,305","-0,421","0,079","0,005","0,260","-0,051","0,005","-0,088","-0,058","0,087","-0,469","0,058","0,310","-0,922","0,079","-0,030","-0,310","0,120","0,431"
7,"-0,260","0,081","0,269","-0,353","0,162","0,109","0,035","0,033","-0,108","0,189","0,142","-0,011","-0,486","0,120","0,413","-0,523","0,176","0,187","-0,360","0,081","0,310"
8,"-0,268","0,117","0,138","-0,593","0,117","0,195","0,187","-0,133","-0,076","0,089","0,060","0,033","-0,443","-0,034","0,154","-0,378","0,094","0,043","-0,279","-0,053","0,104"
9,"-0,288","-0,003","-0,148","-0,528","0,068","0,263","0,017","-0,115","0,014","0,179","-0,009","0,108","-0,360","0,011","-0,003","-0,289","0,211","0,272","-0,328","-0,034","-0,036"
10,"-0,345","-0,050","-0,073","-0,471","-0,004","0,212","0,194","-0,095","-0,028","0,167","0,095","0,022","-0,394","-0,083","-0,167","-0,191","0,109","0,480","-0,362","-0,131","-0,329"
11,"-0,406","0,071","-0,093","-0,239","-0,162","0,041","0,246","-0,127","-0,090","0,066","0,080","-0,068","-0,391","-0,031","-0,198","-0,054","-0,036","-0,049","-0,413","-0,228","-0,431"
12,"-0,588","0,073","-0,081","-0,257","-0,220","-0,257","0,201","-0,057","0,019","-0,023","-0,040","-0,072","-0,463","-0,055","-0,124","0,056","-0,059","0,049","-0,291","-0,227","-0,420"
13,"-0,580","0,037","0,051","-0,182","-0,174","-0,022","0,003","-0,068","-0,022","-0,010","-0,022","0,076","-0,529","0,027","-0,112","-0,455","-0,003","0,639","-0,301","-0,131","-0,324"
14,"-0,523","0,024","-0,013","-0,121","-0,235","-0,014","0,024","-0,077","0,061","0,278","-0,049","0,004","-0,731","0,218","-0,044","-0,891","-0,187","0,254","-0,201","-0,053","-0,082"
15,"-0,511","0,060","0,166","-0,117","-0,163","0,034","-0,101","-0,128","0,042","0,110","-0,015","-0,061","-0,638","0,074","0,200","-0,701","-0,057","-0,273","-0,328","-0,034","-0,036"
16,"-0,450","0,060","0,162","-0,231","-0,079","0,149","0,149","-0,149","0,022","0,078","-0,024","0,018","-0,455","0,133","0,196","-0,429","0,026","-0,486","-0,406","-0,035","0,151"
17,"-0,459","0,036","0,043","-0,235","0,029","0,066","0,215","-0,104","0,055","0,100","0,022","-0,014","-0,563","-0,039","0,136","-0,320","-0,050","-0,360","-0,338","0,004","0,080"
18,"-0,458","-0,024","0,055","-0,292","0,161","0,106","0,062","-0,184","-0,095","0,157","0,133","0,068","-0,448","-0,139","0,215","-0,459","-0,051","-0,241","-0,477","0,003","0,261"
19,"-0,324","0,010","0,225","-0,410","0,174","0,173","0,097","-0,117","0,083","0,111","0,107","0,000","-0,405","-0,076","0,328","-0,463","-0,067","0,254","-0,475","0,119","0,222"
20,"-0,385","0,011","0,229","-0,414","0,103","0,125","0,135","0,021","0,044","0,068","0,135","0,126","-0,537","-0,102","0,393","-0,332","0,054","0,627","-0,372","-0,093","-0,214"
21,"-0,324","0,010","0,225","-0,604","-0,098","0,051","0,049","-0,014","-0,072","0,012","0,024","0,044","-0,561","0,014","0,105","-0,665","-0,032","0,832","-0,380","-0,189","-0,118"
22,"-0,341","-0,038","-0,013","-0,547","-0,290","0,023","0,069","-0,023","0,011","0,068","0,013","0,065","-0,448","-0,169","-0,197","-0,568","-0,035","0,570","-0,310","-0,285","-0,208"
23,"-0,337","0,034","0,035","-0,490","-0,362","-0,029","0,010","-0,030","0,025","0,055","0,118","-0,021","-0,520","-0,222","-0,536","-0,433","0,010","0,009","-0,236","-0,207","-0,357"
24,"-0,467","0,071","-0,089","-0,429","-0,363","-0,032","0,003","-0,068","-0,022","-0,068","0,056","-0,079","-0,544","-0,077","-0,411","-0,777","-0,002","-0,174","-0,181","-0,188","-0,293"
25,"-0,459","0,036","0,043","-0,375","-0,387","-0,155","-0,069","-0,027","-0,044","-0,123","-0,122","-0,028","-0,584","-0,059","-0,142","-0,395","-0,185","-0,230","-0,135","-0,071","-0,134"
26,"-0,398","-0,025","0,051","-0,368","-0,124","-0,083","-0,115","-0,081","0,006","0,033","0,071","0,011","-0,642","0,210","0,191","-0,380","-0,242","-0,336","-0,335","-0,131","0,060"
27,"-0,528","0,072","-0,085","-0,490","0,057","-0,111","0,194","-0,095","-0,028","-0,068","0,056","-0,079","-0,718","0,080","0,326","-0,364","-0,016","-0,036","0,153","-0,011","0,066"
28,"-0,503","0,084","0,285","-0,536","0,224","0,109","0,201","-0,180","-0,040","0,122","0,069","-0,047","-0,572","0,210","0,560","-0,269","-0,173","0,200","-0,217","0,005","0,090"
29,"-0,333","-0,014","0,106","-0,604","0,381","-0,042","0,187","-0,010","-0,017","0,091","-0,007","0,166","-0,744","0,173","0,482","-0,117","-0,092","-0,029","-0,291","-0,072","0,239"
